"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	3501	0	0	12152	5145	59039	0	481	0	5390	59457	0	0	0	0	5823	0	0	67	479	0	0	481	481	279	22559	3367	1512	33242	0	0	0.0898	0.1466	0.1345	0.0000	0.0000	0.0000	5342	481	48	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	27038	0	0	73606	49523	245562	0	2618	0	43172	245355	151	0	0	0	42949	0	0	0	0	0	0	1398	1398	29465	104217	42940	11544	69525	0	0	0.169919	0.388159	0.375524	0.000000	0.000000	0.000000	41551	1398	800	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	61189	0	0	0	78505	411754	0	3803	0	41586	411222	0	0	0	0	35117	0	0	69	1653	0	0	2985	2985	55194	80287	99355	8919	170959	0	0	0.0798	0.1475	0.1350	0.0000	0.0000	0.0000	32132	2985	598	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	48138	0	0	14814	59079	163771	0	628	0	20135	166285	0	0	0	0	21016	0	0	0	0	0	0	628	628	33107	91347	6842	1002	33355	0	0	0.1227	0.3818	0.3704	0.0000	0.0000	0.0000	20388	628	-351	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	3720	0	0	0	44022	206380	0	3222	0	20218	204562	0	0	0	0	21987	0	0	0	0	0	0	1960	1960	1775	31241	49671	8964	126626	245	0	0.0979	0.1399	0.1275	0.0000	0.0000	0.0000	20027	1960	191	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	24312	0	0	1	26570	128023	0	593	0	13605	126778	0	0	0	0	13736	0	0	0	35	0	0	593	593	1082	61975	28580	6529	36283	0	0	0.1037	0.2181	0.2087	0.0000	0.0000	0.0000	13143	593	462	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	21729	0	0	49307	690792	2526633	0	24330	0	405349	2504924	0	0	0	0	431233	0	0	609	0	-1429	0	22764	22764	12220	777228	200863	107976	1564959	9484	0	0.1630	0.2370	0.2245	0.0000	0.0000	0.0000	408469	22764	-1691	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4369	0	0	673	510	11127	0	80	0	1126	11255	0	0	0	0	918	0	0	0	0	0	0	80	80	0	4991	1132	266	4797	0	0	0.0764	0.1443	0.1317	0.0000	0.0000	0.0000	838	80	-1	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	60342	0	0	0	76125	518391	0	5473	0	74393	520336	0	0	0	0	77162	0	0	0	218	0	0	4684	4684	45294	91226	62352	10446	322563	0	0	0.139589	0.206362	0.193835	0.000000	0.000000	0.000000	72478	4684	803	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	894	0	0	0	16585	57201	0	652	0	5240	56379	0	0	0	0	5961	0	0	0	316	0	0	508	508	3842	14432	4419	2217	35373	0	0	0.0967	0.1473	0.1347	0	0	0	5453	508	-213	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	5942	0	0	100	62578	148228	0	1517	0	18336	148532	0	0	0	0	19009	0	0	326	1317	0	0	986	986	27045	53727	2813	3538	65847	0	0	0.1213	0.2425	0.2299	0.0000	0.0000	0.0000	18023	986	313	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	9816	0	0	2827	7196	34356	0	307	0	3269	31886	0	0	0	0	3522	0	0	0	0	0	0	307	307	0	6700	2724	1131	25158	0	0	0.100828	0.126418	0.115398	0.000000	0.000000	0.000000	3215	307	54	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	21705	0	0	3938	44145	190989	0	1471	0	27655	192331	0	0	0	0	28106	0	0	0	4465	0	0	1374	1374	20443	59412	31728	0	79650	100	359	0.139249	0.256007	0.243492	0	0	0	26732	1374	564	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	3913	0	0	0	4	118959	0	2768	0	8474	123310	0	0	0	0	9767	0	0	1169	0	0	0	1293	1293	4383	11187	11014	8064	95143	9467	0	0.068721	0.095758	0.083081	0	0	0	8474	1293	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	4098	0	0	0	32202	189039	0	2066	0	19906	185704	0	0	0	0	19144	0	0	0	7276	0	0	1684	1684	4032	38963	45384	12387	100250	0	0	0.094932	0.142487	0.129953	0	0	0	17460	1684	663	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	9430	0	0	0	35877	128035	0	787	0	13989	120774	0	0	0	0	15320	0	0	0	0	0	0	787	787	0	32038	28137	6084	69428	0	0	0.1203	0.1695	0.1608	0.0000	0.0000	0.0000	14533	787	-544	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	20086	0	0	630	78154	262118	0	3223	0	25673	258034	0	0	0	0	27167	0	0	0	8028	69	0	2069	2069	18848	70397	62846	13837	112407	0	0	0.0973	0.1653	0.1527	0	0	0	25098	2069	506	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	4337	0	0	0	48216	312107	0	4466	0	30292	307303	39	0	0	0	33654	0	0	787	7329	0	0	3235	3235	15358	41253	29611	14802	230478	0	0	0.0990	0.1307	0.1181	0.0000	0.0000	0.0000	30419	3235	-127	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	52524	0	0	278	46720	366819	122	1832	0	23584	371148	195	0	0	0	16587	0	0	0	0	0	0	1832	1954	49087	43408	121326	30800	150507	0	4932	0.040321	0.075433	0.066547	0.000000	0.000000	0.000000	14633	1954	717	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	54720	0	0	0	29807	489104	88	20468	0	130862	480011	288	0	0	0	135686	0	0	200	0	0	0	5473	5561	53771	2049	31523	35571	421554	0	0	0.271088	0.321007	0.307850	0.000000	0.000000	0.000000	130125	5561	737	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	41038	0	0	0	24060	319009	0	3525	0	37680	318598	0	0	0	0	39563	0	0	0	9766	0	0	2972	2972	40922	26480	54964	14346	199050	0	0	0.1152	0.1668	0.1543	0.0000	0.0000	0.0000	36591	2972	47	0	0	0	0	0	0	0	0	
5210																																																																																																																																																																																																	38395	0	0	10041	191337	960617	0	14335	0	81646	954818	0	0	0	0	88952	0	0	5483	0	-2710	0	8266	8266	36246	161918	295510	62101	478426	112	0	0.0843	0.1358	0.1232	0.0000	0.0000	0.0000	80686	8266	3670	0	0	0	0	0	0	0	0	
5331																																																																																																																																																																																																	7089	0	0	0	234481	406846	0	1936	0	32186	406801	0	0	0	0	38555	56	0	5	9735	-2647	0	1936	1936	4286	209188	33876	18716	168780	0	0	0.090017	0.164226	0.155980	0.000000	0.000000	0.000000	36619	1936	-1786	0	0	0	0	0	0	0	0	
