"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
12142																																																																																																																																																		45107																																																																																															
12245																																																																																																																																																		32787																																																																																															
12311	8972005	224797	187155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145615	49086	4113	68385	0	100364	8455221	416420	0	0	0	0	0	162768	0	0	162768	0	458851	0	0	0	458851	984	0	225781	0	58585	0	0	58585	0	10022621	50070	104477	8970740	997474	0	0	0	0	0	0	0	183609	3546	0	0	0	0	0	294905	0	0	294905	0	0	0	0	0	0	495882	0	13156	478898	3828	119207	0	0	0	119207	26408	49086	4113	68385	2996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5414	0	4748	384	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122203	13822	0	13156	384	282	8972005	224797	187155																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		490																																																																																															
12946																																																																																																																																																		117575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	875	114158	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117685	0	875	114158	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	
12955																																																																																																																																																		7																																																																																															
13037																																																																																																																																																		37516																																																																																															
13103																																																																																																																																																		270943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270943	0	270943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4926	0	4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		4315																																																																																															
14052																																																																																																																																																		11352		0																																																																																													
14155																																																																																																																																																		6555																																																																																															
14650																																																																																																																																																		24																																																																																															
14753																																																																																																																																																		11480																																																																																															
14865																																																																																																																																																		26930																																																																																															
14977																																																																																																																																																		7737																																																																																															
16458																																																																																																																																																		79211																																																																																															
16551																																																																																																																																																		13681																																																																																															
16748																																																																																																																																																		10318																																																																																															
16944																																																																																																																																																		16146																																																																																															
16953																																																																																																																																																		9111																																																																																															
17110																																																																																																																																																		19860																																																																																															
17147																																																																																																																																																		572284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3244	0	0	0	0	0	572111	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575528	0	0	572111	3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3379	0	0	0	3379	0	0	0	0	0	3244	0	0	0	3244	0	
17259																																																																																																																																																		26947																																																																																															
17464																																																																																																																																																		126602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105300	0	0	0	0	0	126602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231902	0	0	126602	105300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69844	
17950																																																																																																																																																		113931																																																																																															
18050																																																																																																																																																		92272																																																																																															
18135																																																																																																																																																		39320																																																																																															
18377																																																																																																																																																		8683																																																																																															
18827																																																																																																																																																		58526																																																																																															
18836																																																																																																																																																		9651																																																																																															
18854																																																																																																																																																		12256																																																																																															
18957																																																																																																																																																		4419																																																																																															
19356																																																																																																																																																		28995																																																																																															
19730																																																																																																																																																		156267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156267	0	0	156267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																																																																																																																																		21209																																																																																															
19972																																																																																																																																																		0		0																																																																																													
20053																																																																																																																																																		11218																																																																																															
20370																																																																																																																																																		5474																																																																																															
