"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													275	41	51	0	0	0	0	0	160	64	0	0	0				
242													32	0	0	0	0	0	0	0	32	0	0	0	0				
279													569	0	246	0	50	92	0	0	90	233	0	91	0	ATM CLEARING ACCOUNT			
354													13	0	0	0	0	0	0	0	13	0	0	0	0				
457													130	0	0	0	0	0	0	0	37	93	0	0	0				
505													2575	0	1028	87	0	807	0	0	211	1156	93	0	0	Deferred service fee-FCC			
1155													1922	0	1316	0	0	0	0	0	245	361	0	1208	0				
1351													607	0	27	0	0	27	0	0	423	157	0	0	0	atm cardholder in process			
1454													1042	0	811	0	0	0	0	0	125	106	0	660	0				
1557													576	0	92	425	0	88	0	0	59	0	0	0	0	RESERVE FOR TAXES			
1669													651	0	90	0	0	0	0	0	215	346	0	90	0				
1829													1551	0	168	0	121	0	0	0	951	432	0	0	0				
1856													348	0	0	0	0	0	0	0	172	176	0	0	0				
2040													790	0	94	0	0	61	0	0	462	234	0	0	0	Debit Card Settlement			
2161													1799	0	948	234	0	0	0	0	72	545	0	948	0				
2376													33213	0	7324	0	303	0	0	0	193	25696	0	6912	0				
2554													32	0	0	0	0	0	0	0	32	0	0	0	0				
2732													2203	232	568	0	12	263	0	0	734	901	0	45	0	accrued vacation			
2750													241	51	109	0	0	0	0	0	57	65	10	58	0				
3252													238	0	0	0	0	0	0	0	141	97	0	0	0			1596	
3458													101	0	0	0	0	0	0	0	25	76	0	0	0				
3720													1554	0	0	0	0	0	0	0	89	1465	0	0	0				
3953													1103	0	1046	0	0	0	0	0	36	21	0	1046	0				
4156													683	0	358	43	203	0	0	0	238	44	0	0	0				
4231													620	0	0	0	0	0	0	0	535	85	0	0	0				
4437													1027	0	533	0	0	340	0	0	100	394	0	0	0	Accrued Post-retirement Benefit Obligation			
4839													1241	186	186	0	0	0	0	0	339	716	0	0	0				
5005													4188	0	1078	0	541	0	0	0	1	3109	0	361	0				
5069													4594	0	800	0	716	0	0	0	1280	2314	200	0	0				
5135													972	0	306	0	0	3	25	0	236	430	0	278	0	Interest withheld	EITF Liability		
5210													7160	0	3884	0	0	1060	0	0	1313	1898	65	1341	0	Deferred Director's Fees			
5331													2017	0	128	0	0	128	0	0	118	1771	0	0	0	rental security deposits payable to subsidiary			
5461													3475	0	1808	0	0	0	0	0	23	1547	97	1713	0				
5751													650	0	474	38	0	388	0	0	43	95	0	84	0	Post Retirement Benefit Costs			
6039													322	0	0	0	0	0	0	0	186	136	0	0	0				
6141													94	0	0	0	0	0	0	0	72	22	0	0	0				
6329													2530	0	1569	0	80	0	0	0	661	300	0	1471	0				
6972													8744	0	6615	0	0	0	0	0	216	1483	430	6427	0				
