"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
	CASH AND DUE FROM DEPOSITORIES	TIER 3 CPTL ALLOCATD FOR MARKET RISK	MARKET RISK EQUIVALENT ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	TOTAL ASSETS	UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLL_AMT	ALLOCATED TRANSFER RISK RESERVES	TOTAL EQUITY CAPITAL	QTLY AVG OF TOTAL ASSETS	COMMERCIAL LETTERS OF CREDIT	PART IN ACCEPT ACQ BY NONACCEPT BK	COMMIT&CONTINGENCIES/SECURITIES LENT	TOTAL TRADING ASSETS	TOTAL RISK-BASED CAPITAL	INT RATE CONTRACTS-MAT 1 YR OR LESS	FGN EXCHG RATE CONTRACTS-MAT 1 YR OR	PERFORMANCE STANDBY LETTERS OF CR	UNUSED COMMITMENTS MAT EXCEED 1 YEAR	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (20% RISK-WEIGHT)	TOTAL ASSETS (50% RISK-WEIGHT)	ALL OTHER ASSETS (100% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	LOANS AND LEASES HELD FOR SALE	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET CURRENT CREDIT EXPOSURE	INT RATE CONTRCTS-MAT OVER1THRU5 YRS	INT RATE CONTRCTS-MAT OVER 5 YEARS	FGN EXCHG RATE CNTRCS-MAT OVR1-5 YRS	FGN EXCHG RATE CNTRCS-MAT OVER 5 YRS	GOLD CONTRACTS-MAT ONE YEAR OR LESS	GOLD CONTRACTS-MAT OVER 1 THRU 5 YRS	GOLD CONTRACTS-MAT OVER 5 YEARS	OTH PRECS METL-MAT ONE YEAR OR LESS	OTH PRECS METL-MAT OVER 1 THRU 5 YRS	OTH PRECS METL-MAT OVER 5 YEARS	OTHR COMMODITY-MAT ONE YEAR OR LESS	OTHR COMMODITY-MAT OVER 1 THRU 5 YRS	OTHR COMMODITY-MAT OVER 5 YEARS	EQUITY CONTRCT-MAT ONE YEAR OR LESS	EQUITY CONTRCT-MAT OVER 1 THRU 5 YRS	EQUITY CONTRCT-MAT OVER 5 YEARS	EQUIV AMT OF OFF-B/S DERIVATIVES	NET UNREAL LOSS ON AFS EQTY SEC	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RISK-WEIGHTED ASSETS	"AVERAGE TOTAL ASSETS"	AMT OF RETAINED RECOURSE ON SBO'S	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	FED FNDS SLD&SECS PRCHD UDR AGMT-100	LOANS & LEASES, NET UNEARNED INCOME	RECOURSE & DIRECT CRD SUBS-FACE VALU	RECOURSE&DIRCT CRDT SUBS-CRDT EQ AMT	RECOURSE&DIRECT CRDT SUBSTITS-100%	FINCL STANDBY LTTRS OF CRD-FACE VALU	FINCL STANDBY LETTRS OF CRD-EQVL AMT	FINANCIAL STANDBY LETTRS OF CRDIT-0%	FINANCIAL STANDBY LETTRS OF CRDT-20%	FIANCIAL STANDBY LETTRS OF CRDIT-50%	FINANCIAL STANDBY LETTRS OF CRD-100%	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CASH & BAL DUE FROM DI'S: 0% RSK-WGT	CASH & BAL DUE FROM DI'S: 20% RSK-WT	CASH & BAL DUE FROM DI'S:100% RSK-WT	H-T-M SECURITIES-NOT SUBJECT RSK-WT	HELD-TO-MATUR SECURITIES: 0% RSK-WGT	HELD-TO-MATUR SECURITIES: 20%RSK-WGT	HELD-TO-MATUR SECURITIES: 50%RSK-WGT	HELD-TO-MATUR SECURITIES:100%RSK-WGT	A-F-S SECURITES - NOT SUBJECT RSK-WT	AVAIL-FOR-SALE SECUR: 0% RISK-WGT	AVAIL-FOR-SALE SECUR: 20% RISK-WGT	AVAIL-FOR-SALE SECUR: 50% RISK-WGT	AVAIL-FOR-SALE SECUR: 100% RISK-WGT	LOANS&LEASES H-F-S: NOT SUBJ RSK-WGT	LOANS & LEASES H-F-S: 0% RISK-WEIGHT	LOANS & LEASES H-F-S: 20% RISK-WGT	LOANS & LEASES H-F-S:-50% RISK-WGT	LOANS & LEASES H-F-S: 100% RISK-WGT	LOANS & LEASES,NET: NOT SUBJ RSK-WGT	LOANS & LEASES, NET: 0% RISK-WEIGHT	LOANS & LEASES, NET: 20% RISK-WEIGHT	LOANS & LEASES, NET: 50% RISK-WEIGHT	LOANS & LEASES,NET: 100% RISK-WEIGHT	TRADING ASSETS: NOT SUBJ RISK-WGT	TRADING ASSETS: 0% RISK-WEIGHT	TRADING ASSETS: 20% RISK-WEIGHT	TRADING ASSETS: 50% RISK-WEIGHT	TRADING ASSETS: 100% RISK-WEIGHT	OTHER ASSETS - TOTALS	OTHER ASSETS - NOT SUBJ RISK-WGT	OTHER ASSETS: 0% RISK-WEIGHT	OTHER ASSETS: 20% RISK-WEIGHT	OTHER ASSETS: 50% RISK-WEIGHT	TOTAL ASSETS: NOT SUBJ RISK-WGT	PERFORM STANDBY LETRS OF CRDT-EQUIV	PERFORM STANDBY LETRS OF CRDT-0% R/W	PERFORM STANDBY LETRS OF CRDT-20%R/W	PERFORM STANDBY LETRS OF CRDT-50%R/W	PERFORM STANDBY LETRS OF CRDT-100%	CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL	COMMERCIAL &SIM LETRS OF CRDT-0%	COMMERCIAL &SIM LETRS OF CRDT-20%	COMMERCIAL &SIM LETRS OF CRDT-50%	COMMERCIAL &SIM LETRS OF CRDT-100%	RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL	RISK PARTIC IN BKRS ACCEPT - 0%	RISK PARTIC IN BKRS ACCEPT - 20%	RISK PARTIC IN BKRS ACCEPT - 100%	SECURITIES LENT-CREDIT EQUIVALNT AMT	SECURITIES LENT - 0%	SECURITIES LENT - 20%	SECURITIES LENT - 50%	SECURITIES LENT - 100%	RECOURSE ON SMALL BUS OBLIG - EQUIV	RECOURSE ON SMALL BUS OBLIG - 0%	RECOURSE ON SMALL BUS OBLIG - 20%	RECOURSE ON SMALL BUS OBLIG - 50%	RECOURSE ON SMALL BUS OBLIG - 100%	OTHR FNCL ASSETS SOLD W/RECRS ($AMT)	OTHR FNCL ASSETS SOLD W/RECRS (EQUIV	OTHR FNCL ASSETS SOLD W/RECRS-0%	OTHR FNCL ASSETS SOLD W/RECRS-20%	OTHR FNCL ASSETS SOLD W/RECRS-50%	OTHR FNCL ASSETS SOLD W/RECRS-100%	ALL OTH OFF-BALNCE SHEET LIABILITIES	ALL OTH OFF-BAL SHEET LIABS-CDT EQVL	ALL OTH OFF-BAL SHEET LIABILITIES-0%	ALL OTH OFF-BAL SHEET LIABILTIES-20%	ALL OTH OFF-BAL SHEET LIABILTIES-50%	ALL OTH OFF-BAL SHEET LIABLTIES-100%	CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL	CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%	CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%	CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%	CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%	DERIVATIVE CONTRACTS - 0%	DERIVATIVE CONTRACTS - 20%	DERIVATIVE CONTRACTS - 50%	TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%	TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%	RSK-WGHTD ASTS BY RSK WGHT CTRY-20%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%	RSK-WGHTD ASTS BY RSK WGH CTGRY-100%	RSK-WGHTD ASTS BEFORE DEDCTNS - 100%	FED FNDS SLD&SECS PRCHD UDR AGRMT-0%	FED FNDS SLD&SECS PRCHD UDR AGRMT-20	FED FDS SLD&SECS PURC UDR AGRMTS,ETC	SUBTOTAL	ADJMNT TO TIER 1 CPTL	CASH AND DUE FROM DEPOSITORIES	TIER 3 CPTL ALLOCATD FOR MARKET RISK	MARKET RISK EQUIVALENT ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	TOTAL ASSETS	UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLL_AMT	ALLOCATED TRANSFER RISK RESERVES	TOTAL EQUITY CAPITAL	QTLY AVG OF TOTAL ASSETS	COMMERCIAL LETTERS OF CREDIT	PART IN ACCEPT ACQ BY NONACCEPT BK	COMMIT&CONTINGENCIES/SECURITIES LENT	TOTAL TRADING ASSETS	TOTAL RISK-BASED CAPITAL	INT RATE CONTRACTS-MAT 1 YR OR LESS	FGN EXCHG RATE CONTRACTS-MAT 1 YR OR	PERFORMANCE STANDBY LETTERS OF CR	UNUSED COMMITMENTS MAT EXCEED 1 YEAR	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (20% RISK-WEIGHT)	TOTAL ASSETS (50% RISK-WEIGHT)	ALL OTHER ASSETS (100% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	LOANS AND LEASES HELD FOR SALE	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET CURRENT CREDIT EXPOSURE	INT RATE CONTRCTS-MAT OVER1THRU5 YRS	INT RATE CONTRCTS-MAT OVER 5 YEARS	FGN EXCHG RATE CNTRCS-MAT OVR1-5 YRS	FGN EXCHG RATE CNTRCS-MAT OVER 5 YRS	GOLD CONTRACTS-MAT ONE YEAR OR LESS	GOLD CONTRACTS-MAT OVER 1 THRU 5 YRS	GOLD CONTRACTS-MAT OVER 5 YEARS	OTH PRECS METL-MAT ONE YEAR OR LESS	OTH PRECS METL-MAT OVER 1 THRU 5 YRS	OTH PRECS METL-MAT OVER 5 YEARS	OTHR COMMODITY-MAT ONE YEAR OR LESS	OTHR COMMODITY-MAT OVER 1 THRU 5 YRS	OTHR COMMODITY-MAT OVER 5 YEARS	EQUITY CONTRCT-MAT ONE YEAR OR LESS	EQUITY CONTRCT-MAT OVER 1 THRU 5 YRS	EQUITY CONTRCT-MAT OVER 5 YEARS	EQUIV AMT OF OFF-B/S DERIVATIVES	NET UNREAL LOSS ON AFS EQTY SEC	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RISK-WEIGHTED ASSETS	"AVERAGE TOTAL ASSETS"	
37																																																																																																																																																																																			1480	0	0	24905	0	75143	0	938	0	12709	74450	0	0	0	0	13215	0	0	41	0	0	0	506	506	932	25519	28562	1959	21068	0	0	0.1707	0.3299	0.3173	0.0000	0.0000	0.0000	12709	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	40057	74450	
242																																																																																																																																																																																			1288	0	0	0	4871	26596	0	132	0	3754	26018	0	0	0	0	3807	0	0	0	0	0	0	132	132	0	0	0	612	26649	0	0	0.1412	0.1428	0.1379				3675	132	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26649	26018	
279																																																																																																																																																																																			3170	0	0	67079	28069	131625	0	346	0	17461	131113	0	0	0	0	17277	0	0	0	0	0	0	346	346	5454	90810	24242	2102	10666	0	0	0.1291	0.4219	0.4135	0.0000	0.0000	0.0000	16931	346	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40949	131108	
354																																																																																																																																																																																			236	0	0	0	3497	8596	0	138	0	1256	8419	0	0	0	0	1257	0	0	0	125	0	0	62	62	76	3928	1133	168	3506	0	0	0.1419	0.2594	0.2466	0.0000	0.0000	0.0000	1195	62	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	4846	8419	
439																																																																																																																																																																																			6979	0	0	3904	27097	155174	0	1144	0	17279	150958	521	0	0	0	15078	0	0	0	0	0	0	1144	1144	2115	37281	25444	4731	88043	0	0	0.0943	0.1392	0.1286	0.0000	0.0000	0.0000	13934	1144	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108325	147759	
457																																																																																																																																																																																			910	0	0	2156	0	22733	0	198	0	2346	23046	5	0	0	0	2544	0	0	0	0	0	0	198	198	228	3570	2735	854	16398	0	0	0.1018	0.1377	0.1269	0.0000	0.0000	0.0000	2346	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18481	23046	
505																																																																																																																																																																																			10502	0	0	0	67839	268150	0	2154	0	18565	259347	0	0	0	0	17274	0	0	194	11900	0	0	1937	1937	8387	89070	73065	8891	95653	0	0	0.0596	0.1117	0.0992	0.0000	0.0000	0.0000	15337	1937	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	154654	257530	
1146																																																																																																																																																																																			20889	0	0	150	69584	375168	0	2935	0	28316	362403	0	0	0	0	36222	0	0	0	0	0	6000	2935	8935	57280	47212	65234	21009	207398	49467	0	0.0754	0.1449	0.1091	0.0754	0.1091	0.1447	27287	8935	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250037	361867	
1155																																																																																																																																																																																			5415	0	0	9137	23845	137787	0	1405	0	10360	134275	0	0	0	0	11125	0	0	0	0	0	0	1244	1244	3112	37396	15543	6394	82689	0	181	0.0737	0.1129	0.1002	0.0000	0.0000	0.0000	9881	1244	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	98564	134094	
