"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	URL	
37																								0	0	34	0	0	0	false	0	0	0	0	0	0	34	0	0	289	0	0	0	0	0	0	0	false	0	0	CONF	
242																								0	0	0	920	0	2512	false	0	0	0	0	0	0	0	0	0	355	0	0	0	1092	500	0	0	true	0	0	CONF	
279																								65	245	430	6000	65	29244	true	0	0	245	0	0	0	430	0	0	116	0	66	0	7462	15782	0	0	true	0	0	CONF	
354																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	202	1	0	0	0	0	0	0	false	0	0	CONF	
439																								2712	0	1	0	0	0	true	0	0	0	2712	0	0	1	0	0	2199	1	0	0	0	0	0	0	false	0	0	CONF	
457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	false	0	0	CONF	
505																								213	0	0	13200	104	24200	true	0	0	0	109	0	0	0	0	0	3102	2	104	0	3000	8000	0	0	true	0	0	CONF	
1146																								591	0	24	35000	71	44289	true	0	0	0	520	0	0	0	0	24	640	1	71	0	0	9289	0	0	true	0	0	CONF	
1155																								0	0	210	0	0	3000	true	0	0	0	0	0	0	0	0	210	5602	3	0	0	0	3000	0	0	true	0	0	CONF	
1351																								0	0	15	0	0	0	false	0	0	0	0	0	0	15	0	0	460	0	0	0	0	0	0	0	false	0	0	CONF	
1454																								97	0	0	0	0	0	true	0	0	0	97	0	0	0	0	0	48312	4	0	0	0	0	0	0	true	0	0	CONF	
1557																								0	0	0	0	0	23	false	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	false	0	23	CONF	
1632																								0	0	0	5000	0	29000	true	0	0	0	0	0	0	0	0	0	18835	7	0	0	24000	0	0	0	true	0	0	CONF	
1669																								1921	0	0	0	0	521	true	0	0	0	1921	0	0	0	0	0	1822	1	0	0	0	0	0	0	false	0	521	CONF	
1829																								0	0	228	2000	0	9000	true	0	0	0	0	0	0	38	0	190	2051	1	0	0	2000	5000	0	0	false	0	0	CONF	
1856																								0	0	0	81000	0	81000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
2040																								0	0	0	6300	0	16469	true	0	0	0	0	0	0	0	0	0	694	0	0	0	10160	0	0	0	false	0	9	CONF	
2161																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1517	0	0	0	0	0	0	0	false	0	0	CONF	
2376																								458	2770	556	5000	0	163069	true	0	2770	0	458	0	0	0	386	170	13367	2	0	0	20000	138069	0	0	false	0	0	CONF	
2451																								0	0	0	1535	0	1809	true	0	0	0	0	0	0	0	0	0	498	2	0	0	0	274	0	0	false	0	0	CONF	
2554																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	81	1	0	0	0	0	0	0	false	0	0	CONF	
2732																								1411	0	0	0	0	363	true	0	0	0	1411	0	0	0	0	0	17268	7	0	0	0	0	0	0	true	0	363	CONF	
2750																								0	0	0	1500	0	3400	true	0	0	0	0	0	0	0	0	0	1088	2	0	0	0	1900	0	0	false	0	0	CONF	
2938																								0	0	266	0	0	40500	true	0	0	0	0	0	0	41	0	225	24263	7	0	0	40500	0	0	0	true	1143	0	CONF	
2956																								0	0	279	0	0	0	false	0	0	0	0	0	0	169	0	110	0	0	0	0	0	0	0	0	false	0	0	CONF	
3252																								0	0	3	500	0	3240	false	0	0	0	0	0	0	0	0	3	478	0	0	0	800	1834	0	0	false	0	106	CONF	
3458																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
3506																								4117	4	0	14600	232	54600	true	0	0	4	3661	0	0	0	0	0	8442	2	599	224	10000	0	20000	0	true	0	10000	CONF	
3579																								729	0	268	28340	0	49890	true	0	0	0	729	0	0	117	151	0	21832	8	0	0	12075	8862	0	613	false	0	0	CONF	
3720																								0	0	46	5000	0	9584	true	0	0	0	0	0	0	29	0	17	701	1	0	0	0	4000	0	0	true	0	584	CONF	
3953																								0	0	235	16671	0	17282	true	0	0	0	0	0	188	0	0	47	1662	4	0	0	179	432	0	0	false	0	0	CONF	
4138																								0	23	1446	3561	0	3561	false	0	23	0	0	67	0	279	1100	0	4158	3	0	0	0	0	0	0	true	0	0	CONF	
4147																								0	0	0	2000	0	11500	true	0	0	0	0	0	0	0	0	0	4719	2	0	0	5000	4500	0	0	false	0	0	CONF	
4156																								0	0	123	15737	0	24737	true	0	0	0	0	0	0	123	0	0	1052	1	0	0	1000	8000	0	0	false	0	0	CONF	
4231																								0	0	120	0	0	0	false	0	0	0	0	0	0	50	0	70	692	1	0	0	0	0	0	0	false	0	0	CONF	
4437																								0	0	399	5000	0	10144	false	0	0	0	0	0	0	39	0	360	7440	4	0	0	1500	3644	0	0	false	0	0	CONF	
4839																								0	82	0	8000	0	24900	true	0	0	82	0	0	0	0	0	0	10732	5	0	0	7000	9900	0	0	false	0	0	CONF	
5005																								0	0	0	2000	0	22939	true	0	0	0	0	0	0	0	0	0	143	0	0	0	1423	19516	0	0	true	0	0	CONF	
5050																								0	0	280	5316	0	5316	true	0	0	0	0	0	280	0	0	0	4474	5	0	0	0	0	0	0	false	0	0	CONF	
5069																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	false	0	0	CONF	
5135																								0	0	441	0	0	12000	false	0	0	0	0	0	0	327	0	114	10117	3	0	0	0	12000	0	0	false	0	0	CONF	
5210																								199	0	381	87706	0	163156	true	0	0	0	199	0	0	0	0	381	1362	0	0	0	55000	20000	0	0	false	0	450	CONF	
5247																								0	0	0	0	0	3361	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	false	0	1361	CONF	
5274																								0	0	0	7500	0	8455	true	0	0	0	0	0	0	0	0	0	1840	1	0	0	0	955	0	0	false	0	0	CONF	
5331																								0	0	196	2750	0	25121	true	196	0	0	0	0	0	0	0	0	2774	2	0	0	9750	12500	0	0	false	0	121	CONF	
5461																								1151	727	0	0	0	486	true	0	727	0	1151	0	0	0	0	0	1035	1	0	0	0	0	0	0	false	0	486	CONF	
5751																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	true	0	0	CONF	
6039																								0	0	718	0	0	0	false	0	0	0	0	0	0	19	0	699	280	0	0	0	0	0	0	0	true	0	0	CONF	
6057																								0	0	65	400	0	900	false	0	0	0	0	0	0	52	0	13	8	0	0	0	0	500	0	0	false	0	0	CONF	
6141																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	false	0	0	CONF	
6329																								0	0	13	0	0	0	true	0	0	0	0	0	0	13	0	0	3518	1	0	0	0	0	0	0	false	0	0	CONF	
6972																								0	6639	0	0	0	2853	true	0	0	6639	0	0	0	0	0	0	2128	1	0	0	0	0	0	2853	false	0	0	CONF	
7009																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	5140	1	0	0	0	0	0	0	false	0	0	CONF	
7045																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	false	0	0	CONF	
7157																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	false	0	0	CONF	
7166																								79	0	0	2000	0	3000	true	0	0	0	79	0	0	0	0	0	2672	3	0	0	1000	0	0	0	true	0	0	CONF	
7456																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	false	0	0	CONF	
7634																								0	0	5	0	0	0	false	0	0	0	0	0	0	5	0	0	651	1	0	0	0	0	0	0	false	0	0	CONF	
8033																								0	0	0	6598	0	12488	false	0	0	0	0	0	0	0	0	0	1315	1	0	0	2250	3640	0	0	true	0	0	CONF	
8417																								68250	0	0	0	0	2430341	false	0	0	0	68250	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	2430341	CONF	
8462																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	false	0	0	CONF	
8547																								2162	0	101	2000	385	25000	true	0	0	0	1777	0	0	44	0	57	171	0	470	0	2000	21000	0	0	true	0	0	CONF	
8631																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	645	2	0	0	0	0	0	0	false	0	0	CONF	
9357																								0	0	0	31000	0	31000	true	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	false	0	0	CONF	
9553																								0	0	0	4220	0	6443	false	0	0	0	0	0	0	0	0	0	894	0	0	0	1165	1058	0	0	false	0	0	CONF	
9807																								0	30	1083	25000	0	342377	true	0	0	30	0	0	0	0	0	1083	47364	2	0	0	0	317377	0	0	true	0	0	CONF	
