"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													226	0	9	0	0	0	0	0	199	18	0	0	0				
242													41	0	0	0	0				41	0	0	0	0				
279													255	0	80	64	0	0	0	0	73	38	0	49	0				
354													19	5	5	0	0	0	0	0	14	0	0	0	0				
439													1197	318	477	0	0	0	0	0	418	302	0	0	0				
457													295	75	76	0	0	0	0	0	42	177	0	0	0				
505													1897	244	245	0	0	0	0	0	371	1200	81	0	0				
1146													6912	0	2958	657	0	0	0	0	228	3069	0	1912	0				
1155													551	0	215	0	0	0	0	0	237	99	0	215	0				
1351													250	0	0	0	0	0	0	0	250	0	0	0	0				
1454													808	0	100	0	100	0	0	0	154	554	0	0	0				
1557													251	0	12	192	0	0	0	0	47	0	0	0	0				
1632													4507	0	3610	0	0	0	0	0	896	1	0	772	0				
1669													388	0	34	0	0	0	0	0	326	28	0	34	0				
1829													1603	0	111	727	0	70	0	0	614	151	0	0	0	ILS-Isurance Payable                                                                                                                                                                             			
1856													252	0	0	45	0	0	0	0	99	108	0	0	0				
2040													431	0	12	0	0	12	0	0	220	199	0	0	0	Miscellanous                                                                                                                                                                                     			
2161													373	0	180	0	0	0	0	0	193	0	0	180	0				
2376													15401	0	1835	0	78	0	0	0	79	13487	0	1268	0				
2451													176	0	3	0	0	2			44	129	0	0	0	Property Tax Accrued                                                                                                                                                                             			
2554													23	0	0	0	0	0	0	0	23	0	0	0	0				
2732													3494	1206	1244	0	0	0	0	0	715	1535	0	0	0				
2750													553	0	406	7	0	0	0	0	74	66	0	406	0				
2938													2089	0	0	0	0	0	0	0	731	1358	0	0	0				
2956													397	161	161	0	0	0	0	0	158	78	0	0	0				
3252													165	0	0	0	0	0	0	0	128	37	0	0	0				
3458													60	0	0	0	0	0	0	0	40	20	0	0	0				
3506													8518	0	1685	0	0	631	0	0	1012	5781	40	0	0	Commercial Processing Fee                                                                                                                                                                        			
3579													2963	0	179	1442	0	0	0	0	323	1019	0	167	0				
3720													1506	0	0	0	0	0	0	0	118	1388	0	0	0				
3953													476	0	391	0	0	0	0	0	35	50	0	391	0				
4138													492	0	130	126	0	50	0	0	236	0	0	0	0	Reserve for Bonus                                                                                                                                                                                			
4147													1166	0	538	394	0	0	0	0	116	118	0	343	0				
4156													396	0	202	0	191	0	0	0	194	0	0	0	0				
4231													384	0	23	0	0	0	0	0	348	13	0	0	0				
4437													1382	130	649	0	0	467	0	0	41	692	0	0	0	ACCRUED POST RETIREMENT BENEFITS                                                                                                                                                                 			
4839													1144	185	186	0	0	0	0	0	381	577	0	0	0				
5005													4790	0	987	1640	607	0	0	0	3	2160	0	0	0				
5050													269	0	5	19	5	0	0	0	77	168	0	0	0				
5069													4271	1322	2268	0	673	0	0	0	999	804	200	0	0				
5135													799	0	99	0	0	0	0	0	338	362	0	24	0				
5210													6505	0	2693	0	0	0	0	0	1764	2048	0	2615	0				
