"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	
2451																																																												0	0	0									0	0	0	36	30	0	0	0	0		0	0	0	0	0	0	0	0	0	69	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	
2554																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	26	6	0	0	0	0	199	0	0	0	0	0	0	0	
2750																																																												0	0	0									506	112	0	0	0	0	0	0	0		0	0	0	95	0	246	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	112	0	506	0	0	246	0	0	222	0	0	0	0	0	0	16	0	11	0	0	0	0	35	0	22	0	0	0	0	0	
2938																																																												0	0	0									0	0	0	285	3	88	0	0	0		0	0	0	65	0	0	0	0	0	36	0	383	0	0	0						0	0	0	352	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	52	32	0	0	0	0	57	97	110	32	118	0	0	0	
2956																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	42	0	0	47	0	0	0	0	
3252																																																												0	0	0									0	0	0	203	79	306	0	0	0		0	0	0	14	0	85	0	0	0	61	0	120	0	0	0						0	0	0	0	0	0	458	75	342	43	0	0	35	0	0	0	0	0	0	0	0	302	3	71	0	0	0	0	18	0	52	0	0	0	0	0	
3458																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	14	0	0	0	0	0	0	0	
3506																																																												840	0	1836	0	0	0	0	0	0	0	0	0	0	0	290	78	2981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	0	0	309	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	8	0	0	0	0	1660	0	314	0	0	0	0	0	
3579																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	418	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	89	0	0	0	0	0	587	0	3934	448	0	0	0	0	
3720																																																												0	0	0									0	0	0	45	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	15	0	0	12	0	0	0	0	0	0	0	0	151	36	0	0	0	0	0	76	0	136	33	0	0	0	0	
3953																																																												0	0	0									0	0	0	885	120	1406	0	0	0		0	0	0	17	5	372	0	0	0	0	0	62	0	0	0						0	0	0	0	0	0	15	0	1441	879	5	1914	705	4	1849	0	0	0	0	0	0	83	11	32	0	0	0	0	77	258	5	0	0	0	0	0	
4138																																																												0	0	0									0	0	0	1465	45	15	0	0	0		557	179	289	24	0	0	0	0	358	206	44	609	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	82	164	0	0	0	0	250	0	2439	59	0	0	0	0	
4147																																																												0	0	0									0	0	0	10	0	94	0	0	0		0	0	0	0	0	0	0	0	0	0	0	828	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	73	0	14	0	0	0	0	0	0	294	0	0	0	0	0	
4156																																																												0	0	0									646	271	0	227	33	683	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	271	0	646	0	0	0	0	0	0	0	0	0	0	0	0	59	9	9	0	0	0	0	112	0	271	0	3	0	0	0	
4231																																																												0	0	0									0	0	0	48	0	0	0	0	0		0	0	0	237	0	0	0	0	0	134	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	40	0	0	0	0	51	0	323	0	0	0	0	0	
4437																																																												0	0	0									0	0	0	7	0	257	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	33	0	0	0	0	0	70	0	0	70	0	0	0	0	0	0	44	0	20	0	0	0	0	28	0	304	0	0	0	0	0	
4839																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	161	0	697	234	183	365	0	0	0						0	0	0	25	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	117	28	11	0	52	2	0	0	
5005																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	183	14	741	0	3	0	0	0	
5050																																																												0	0	0									0	0	0	65	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	91	0	95	0	0	0	0	0	0	4	52	0	0	0	0	
5069																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	10536	0	0	0	0	0	0	0	0	1659	318	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	0	0	0	0	0	0	0	
5135																																																												0	0	0									0	422	17	54	2	360	232	35	170		0	0	0	0	175	43	0	0	0	102	33	0	0	0	0						0	0	0	0	0	0	422	17	0	0	0	0	0	0	0	0	0	0	0	0	0	211	91	45	0	0	0	0	104	0	688	16	0	0	0	0	
5210																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	2365	0	0	0	0	9	0	0	184	0	0	1139	0	0	589	6	5073	0	0	0	0	0	0	0	0	0	0	0	0	0	94	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	216	100	1701	150	206	0	0	0	
5247																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	47	0	0	0	0	0	0	0	76	0	204	14	0	0	
5274																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	5	0	158	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	25	0	0	0	0	371	9	148	55	0	0	0	0	
5331																																																												0	0	0									0	0	0	0	0	35	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																												0	0	0									0	0	0	82	39	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	125	71	0	0	0	0	14	0	0	14	0	0	0	0	0	0	9	65	0	0	0	0	0	0	0	0	0	26	0	0	0	
5751																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	1196	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	16	0	0	0	0	0	0	179	0	0	0	0	0	
6039																																																												0	0	0									185	0	0	89	0	107	0	0	0		0	0	0	0	0	258	0	0	0	0	113	4	0	0	0						0	0	0	0	0	0	6	2	185	0	0	0	0	0	0	0	0	0	48	5	0	63	3	63	0	0	0	0	66	0	180	0	0	0	0	0	
6057																																																												0	0	0									0	0	0	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	56	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	47	0	0	0	0	0	0	0	
6141																																																												0	0	0									0	0	0	52	0	0	0	0	0		0	0	0	134	0	0	0	0	0	0	0	20	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	41	0	0	0	0	0	
6329																																																												0	0	0									0	0	0	257	30	77	0	0	0		117	0	40	110	0	0	0	0	0	92	644	1117	0	0	0						0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	32	0	28	1233	132	298	0	0	0	0	456	45	538	155	57	0	0	0	
6972																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	2	9	0	0	0	0	77	1010	0	0	0	0	0	0	
7009																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																												0	0	0									0	0	0	93	0	0	0	0	0		0	0	0	260	0	0	0	0	0	230	0	0	0	0	0						0	0	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	31	3	0	552	145	58	0	0	0	0	9	0	672	257	0	0	0	0	
7157																																																												0	0	0									17	40	44	56	19	0	0	0	0		0	0	0	1	16	42	0	0	0	13	0	26	0	0	0						0	0	0	0	0	0	40	44	17	0	0	0	0	0	0	0	0	0	0	0	0	44	27	22	0	0	0	0	0	0	82	86	0	0	0	0	
7166																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	590	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	385	48	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																												0	0	0									0	0	10	9	17	170	0	0	0		0	0	0	0	0	0	0	0	0	10	0	0	0	0	0						0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	
7634																																																												0	0	0									0	0	0	95	3	161	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	28	42	0	0	0	0	50	0	66	0	37	0	0	0	
8033																																																												0	0	0									612	0	0	846	21	0	0	0	0		132	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	612	1	0	438	1	0	394	0	0	0	0	0	0	262	1	0	0	0	0	0	0	0	440	0	0	0	0	0	
8417																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	253	0	1862	0	1710	1825	0	1676	0	0	0	0	0	0	1862	0	1710	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																												0	0	0									9	7	0	10	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	122	13	0	0	0	0	0	0	0	39	1	5	0	0	0	
