"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5401	RCON5402	RCON5403	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	
1351																																																									0	0	0									0	7	2	71	327	137	0	0	0		0	0	0	168	107	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	141	31	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	201	52	0	0	0	0	
1454																																																									0	0	0									0	9	0	36	31	6	0	0	0		0	0	0	0	0	0	0	0	0	12	81	0	0	0	0						0	0	0	0	0	0	483	102	0	9	0	0	12	6	0	7	4	0	0	0	0	45	7	0	333	7	51	0	0	0	
1557																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	69	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
1632																																																									0	0	0									0	0	0	134	0	20	0	0	0		0	0	0	0	0	0	0	0	0	968	22	0	0	0	0						0	0	0	0	0	0	218	0	43	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	
1669																																																									0	0	0									0	0	0	115	5	239	0	0	0		0	0	0	0	0	0	0	0	0	84	0	41	0	0	0						0	0	0	0	0	0	792	79	42	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	631	82	0	0	0	0	
1829																																																									0	0	0									0	0	0	0	0	111	0	0	0		0	0	0	0	0	0	0	0	0	78	72	1653	0	0	0						0	0	0	0	0	118	297	196	447	5	1	0	0	0	144	0	0	115	0	0	0	13	2	0	20	0	36	0	0	0	
1856																																																									0	0	0									0	123	99	39	18	29	0	0	0		0	0	0	0	355	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	27	0	130	99	0	0	454	0	0	409	0	0	0	0	0	0	0	3	0	8	0	0	0	
1959																																																									0	0	0									6	63	20	35	0	0	0	0	0		0	0	0	194	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	9	63	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
2040																																																									0	0	0									0	0	0	1255	0	1546	0	0	0		300	0	0	0	0	0	0	0	0	60	0	0	0	0	0						0	0	0	0	0	0	903	0	348	0	0	0	34	72	0	34	71	0	0	0	0	27	11	0	341	74	280	0	0	0	
2161																																																									0	0	0									0	0	0	56	43	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	690	19	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	181	20	0	0	0	0	
2376																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	
2554																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	25	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	
2732																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	139	50	0	109	0	0	0	0	0	0	184	27	0	0	0	0	
2750																																																									0	0	0									0	0	0	156	310	1058	0	0	0		0	0	0	0	0	489	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	264	50	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	
2938																																																									0	0	0									0	0	0	353	96	659	0	0	0		0	0	0	60	0	0	0	0	0	508	64	1604	0	0	0						0	0	0	31	0	0	474	188	99	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	232	107	0	0	0	
2956																																																									0	0	0									0	0	0	261	0	3	0	0	0		0	0	0	385	88	799	0	0	0	30	99	0	0	0	0						0	0	0	0	0	25	1108	244	204	58	5	0	0	0	0	0	0	0	0	0	0	0	0	0	305	52	11	0	0	0	
3252																																																									0	0	0									0	0	0	295	50	95	0	0	0		0	0	0	61	4	0	0	0	0	49	34	0	0	0	0						0	0	0	0	0	0	39	0	0	71	37	244	0	0	0	0	0	0	0	0	0	0	0	0	399	84	45	0	0	0	
3458																																																									0	0	0									51	0	0	26	0	0	0	0	0		0	0	0	21	0	113	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	49	0	5	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
3506																																																									781	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	30	0	74	138	0	602	0	0	0	0	0	604	0	0	151	0	0	0	0	0	0	7	0	0	0	0	0	
3579																																																									0	0	0									0	0	0	391	53	0	0	0	0		0	0	0	0	0	0	0	0	0	13	13	119	0	0	0						0	0	0	0	20	0	1172	332	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	31	0	0	0	0	
3720																																																									0	0	0									0	0	0	24	0	0	0	0	0		0	0	0	0	0	0	0	0	0	564	4	5	0	0	0						0	0	0	0	0	0	343	34	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	53	13	0	0	0	
3953																																																									0	0	0									0	127	819	26	68	868	0	0	0		0	0	0	45	589	65	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	161	0	164	127	819	258	172	1393	0	120	1282	0	0	0	0	0	0	0	52	0	7	0	0	0	
4138																																																									0	0	0									0	0	0	442	150	324	0	0	0		80	32	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	93	0	0	1124	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	84	8	0	0	0	
4147																																																									0	0	0									0	0	0	734	0	105	0	0	0		1614	0	0	0	0	0	0	0	0	72	0	0	0	0	0						0	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	0	87	0	128	0	0	0	
4156																																																									19	0	0									0	308	27	515	9	220	0	0	0		0	0	2	30	0	0	0	0	0	259	0	0	0	0	0						0	0	0	0	0	0	562	99	74	309	27	0	0	0	0	0	0	0	0	0	0	0	0	0	155	97	24	0	0	0	
4231																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	39	0	6	0	0	0	60	0	0	0	0	0						0	0	0	0	0	0	547	0	4	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	29	0	0	0	
4437																																																									0	0	0									0	0	0	18	0	0	0	0	0		0	0	0	128	0	0	0	0	0	98	0	144	0	0	0						0	0	0	6	0	87	238	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	13	0	0	0	
4745																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	
4839																																																									0	0	0									0	0	0	131	2	0	0	0	0		0	0	0	0	0	0	622	0	199	452	0	426	0	0	0						0	0	0	0	0	0	1130	9	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	21	171	0	0	0	
5005																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	285	0	0	0	0	0	0	0	0						0	0	0	9	0	0	967	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	
5050																																																									0	0	0									0	0	0	125	92	23	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	255	109	79	0	0	0	0	46	0	0	37	0	0	0	0	0	0	0	683	72	158	0	0	0	
5069																																																									0	0	0									0	0	0	55	0	0	0	0	0		0	2051	0	0	0	0	1157	0	0	3160	3500	7431	0	0	0						0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																									0	0	24									99	0	5	22	2	8	10	2	259		0	0	0	14	0	117	0	0	0	0	7	16	0	0	0						0	0	0	0	0	0	139	0	95	0	5	99	0	0	0	0	0	0	0	0	0	4	1	0	143	4	27	0	0	0	
5210																																																									0	0	0	0	0	0	0	0	0	0	0	0	48	0	46	189	20	0	0	0	0	21	0	479	0	0	0	128	0	0	251	3	112	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1834	1175	397	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	19	0	0	0	0	
5247																																																									0	0	0	0	0	0	0	0	0	0	0	0	4	0	5417	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	107	0	894	0	0	0	0	0	0	0	0	0	0	0	72	0	0	522	140	0	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	153	12	0	0	0	0	
5274																																																									0	0	0									0	0	0	0	0	467	0	0	0		309	0	483	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	408	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	16	116	0	0	0	
5331																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	5	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
5461																																																									0	0	0									0	0	0	173	877	0	0	45	0		0	0	0	129	0	0	0	0	0	250	444	0	0	0	0						0	0	0	100	0	0	63	0	0	0	0	0	18	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																									0	0	0									571	0	0	11	0	80	0	0	0		420	0	0	0	0	312	0	0	0	20	0	0	0	0	0						0	0	0	0	0	0	34	0	56	18	0	571	0	0	173	0	0	156	0	0	0	0	0	0	93	0	49	0	0	0	
5939																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	1775	0	0	0	0	175	0	13132	0	0	0	0	0	0	669	0	22843	0	0	0	0	0	0	0	0	0	0	0	1683	0	303	12665	1	17679	0	0	0	1171	0	1752	1171	0	1752	0	0	0	0	0	0	186	0	88	0	0	0	
6039																																																									0	0	0									0	0	0	2	0	189	0	0	0		389	0	0	0	24	0	0	0	0	79	0	91	0	0	0						0	0	0	0	0	0	7	10	43	2	1	0	0	0	0	0	0	0	0	0	0	44	6	0	109	13	149	0	0	0	
6057																																																									0	0	0									0	0	0	44	0	0	0	0	0		0	0	0	64	0	0	0	0	0	165	14	100	0	0	0						0	0	0	0	0	0	50	36	38	43	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																									0	0	0									21	0	0	61	0	0	0	0	0		0	0	0	0	0	120	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	120	19	0	102	0	21	0	0	0	0	0	0	0	0	0	0	0	0	158	56	0	0	0	0	
6329																																																									0	0	0									0	0	0	1083	0	312	0	0	0		68	0	0	0	0	0	0	0	0	643	0	2062	0	0	0						0	0	0	60	0	0	514	0	254	14	0	0	0	0	0	0	0	0	0	0	0	15	0	62	942	64	93	0	0	0	
6842																																																									0	0	0									0	0	0	5	25	9	0	0	0		0	0	0	0	0	0	0	0	0	0	0	131	0	0	0						0	0	0	10	0	0	99	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	17	4	0	0	0	
6972																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	0	9	0	0	0	0	3000	0	5191	0	0	0	0	0	0	1024	283	1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	125	15	77	0	0	166	0	0	125	0	0	77	0	0	33	3	0	73	43	0	0	0	0	
7009																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																									0	0	0									75	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	370	0	89	0	0	75	0	0	0	0	0	0	0	0	0	10	17	0	594	0	148	0	0	0	
7157																																																									0	0	0									0	0	0	29	21	21	0	0	0		0	0	0	0	0	96	0	0	0	75	9	36	0	0	0						0	0	0	0	0	0	195	9	5	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	88	19	22	0	0	0	
7166																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	164	0	0	0	0	0	217	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																									0	0	0									211	238	1	165	4	0	0	0	0		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0						0	0	0	0	0	0	0	0	0	238	1	211	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	
7634																																																									0	0	0									0	0	0	41	5	138	0	0	0		15	0	0	0	0	0	0	0	0	16	0	0	0	0	0						0	0	0	0	0	0	88	14	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	70	127	0	0	0	
8033																																																									0	0	0									229	0	134	389	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	213	0	0	0	134	229	1	0	229	1	0	148	0	0	0	0	0	0	269	51	2	0	0	0	
8154																																																									0	0	0									0	0	0	20	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	7	0	0	0	
8417																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																									0	0	0									0	0	0	2	0	12	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2	4	0	0	0	
8547																																																									0	0	0												1014	28	70	0	0	0		0	0	0	217	0	0	0	0	0	1074	443	0	0	0	0						0	0	0	0	0	0	691	396	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	34	32	0	0	0	
8631																																																									0	0	0												14	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	246	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	78	130	0	0	0	
9115																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	96	0	0	0	0	94	0	0	0	0	0	0	0	0	44	0	386	0	0	0	0	0	0	0	0	0	0	0	14	0	22	419	0	262	104	21	0	0	0	0	0	0	0	0	0	0	0	0	0	141	11	0	0	0	0	
9160																																																									0	0	0									0	0	0	0	0	0	0	0	0		79	0	0	0	0	0	0	0	0	0	420	0	0	0	0						0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
