"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
1351																														0	0	9080	0	4770		43		3701	0			12222	0	9239	0	0	47001	0	270			0	7676	0	7157	38170	1704	5582	153	199	38	0	8748	22136	6753	1406	145	0								0	0		
1454																														0	6408	2233	1851	20197		46		5465	0			23675	1272	32829	0	0	135525	0	0			0	34493	4737	2218	21422	3363	1330	2675	3420	20127	3578	25986	4597	17725	33122	18966	579								1183	1136		
1557																														0	31	2809	0	1642		19		6545	0			1263	0	1031	0	0	16481	0	0			0	3141	0	0	6077	7	159	1428	1002	545	0	2612	3299	3129	3325	811	164								0	0		
1632																														0	4762	2695	9401	51627		2711		6501	0			28512	2877	8344	0	1086	149062	0	0			0	27475	3071	2349	64922	6450	5595	8716	2914	1018	2739	41111	29619	28189	12954	8970	724								0	0		
1669																														0	1081	253	124	6608		180		1899	69			8376	0	12536	0	250	65262	0	0			0	32801	1154	18643	7199	1848	6121	4713	6768	13309	0	5620	6657	9032	6790	3685	397								0	0		
1829																														0	1195	0	2537	26088		387		0	0			24969	5448	3994	0	1270	124748	307	10071			0	39483	8069	0	26229	118	68	1207	3531	15511	18921	24707	1336	9222	16318	28824	2927								690	854		
1856																														0	0	618	10	308		0		410	0			625	0	623	0	0	3796	0	0			0	1202	0	758	929	895	59	13	48	186	0	781	828	403	296	248	0								0	0		
1959																														0	0	1683	0	62		6		3148	185			1474	0	105	0	0	6597	0	0			0	119	0	0	4590	0	0	31	79	0	0	1574	3790	424	472	191	18								0	0		
2040																														150	1987	2052	0	5525		39		4453	0			43142	0	8784	0	758	98262	0	0			0	30492	552	5731	39577	2881	7116	18993	800	38	316	12764	16816	27787	5905	2672	0								328	0		
2161																														0	1895	467	0	7962		129		1489	0			4731	0	15334	0	0	52889	1432	0			0	21835	0	17839	18805	1275	6430	7658	2886	3398	188	7376	5285	9229	7256	3143	197								479	0		
2376																														0	2406	0	132850	14340	0	0	0	0	0	0	0	0	3210	220	0	0	370300	0	0	0	0	0	200229	17045	36704	27026	893	2291	10580	12889	89866	83543	7648	24171	50700	30881	24030	32564	0	0	0	0	0	0	0	0	0	0	
2451																														0	195	1375	0	102		0		2745	1			1561	0	1231	0	200	10404	0	0			0	2946	49	962	5434	557	750	1320	138	181	0	2120	2969	1045	950	271	103								0	0		
2554																														0	0	261	0	0		1		2778	0			356	0	440	0	0	3928	0	0			0	92	0	0	1172	20	0	0	22	50	0	2514	133	209	319	364	291								0	0		
2732																														0	13894	0	57714	117508	0	129	129	0	200	77138	0	77138	4432	8691	0	0	285033	757	0	0	0	0	6284	0	2366	75169	1086	2569	1209	1416	4	0	86261	40088	99451	46709	6858	0	0	0	0	0	0	0	0	0	0	0	
2750																														0	0	8979	0	2258		46		20363	0			3279	0	1026	0	0	39275	0	0			0	3138	0	0	27131	1	670	965	552	950	0	8433	20508	2569	1066	1814	200								0	186		
2938																														0	21189	9128	3278	51553		5697		4350	0			46408	2278	21423	0	13	206202	0	0			0	33591	7294	5002	114053	7383	5486	8136	10244	679	1564	87131	28395	31483	19983	3011	238								0	0		
2956																														0	1170	21894	1730	3062		0		2696	155			3104	778	5511	0	15	68113	2	14			0	24811	3330	0	58447	6060	17986	543	18	0	0	9515	25911	5348	1468	0	224								0	0		
3252																														0	325	7614	0	2080		3707		27426	0			8933	0	4034	0	0	55137	0	0			0	1018	0	724	0	205	680	13	17	73	30	26850	21039	2789	1531	1500	29								0	0		
3458																														0	0	2782	0	736		819		1399	0			477	0	532	0	0	8537	0	0			0	1792	0	0	2759	118	443	888	338	0	0	1150	2038	2748	596	12	37								0	0		
3506																														0	2407	0	13606	200886	0	389	389	0	0	52314	0	52314	33275	4752	0	0	591849	239	43553	43553	0	0	182978	57202	29747	17652	928	8029	10735	11990	106085	45211	91409	11196	112376	96521	86559	7129	0	0	0	0	0	0	0	0	726	0	
3579																														0	4497	405	1278	17472		0		108	0			29939	1841	18858	0	0	148567	4	0			0	72547	922	29035	21477	7141	15339	1859	7930	26938	13187	37494	5060	10163	9457	12971	760								0	704		
3720																														0	6292	3525	335	13811		0		2400	0			7042	2256	5765	0	88	67736	0	0			0	25603	498	892	12409	1637	2536	8682	7705	4915	120	19517	2296	8234	8896	1462	1710								0	121		
3953																														0	2469	4505	1273	3568		45		12790	0			14655	0	3490	0	0	46858	0	51			0	3471	541	10	14105	717	672	816	1059	27	16	18397	13428	6341	2895	633	495								0	0		
4138																														0	5500	0	2314	11624		1172		0	205			7810	2464	12070	0	14	88287	690	0			0	45687	228	15403	10944	2574	8291	19597	7886	5478	1861	16058	11360	11012	3616	580	332								0	94		
4147																														0	5394	426	1317	16912		166		40	0			8540	1918	7287	0	99	55264	0	0			0	11966	377	5350	11704	3506	600	5698	1922	150	0	3365	9994	20505	5552	2550	1099								711	111		
4156																														0	2404	4948	677	8568		185		7946	0			9969	0	3729	0	0	52131	0	276			0	13237	192	0	13001	809	602	2651	1442	7365	294	8037	13194	8048	6654	2660	55								0	0		
4231																														0	502	7036	0	9951		28		1973	0			3576	0	6778	0	695	43435	0	0			0	12896	0	361	16633	1910	2112	6668	1696	507	0	7811	9178	9220	3378	917	0								0	0		
4437																														0	1142	990	858	24871		1723		315	0			13436	5483	8472	0	0	98838	0	116			0	34964	855	30441	47485	3796	8241	17731	4410	237	549	24633	10815	16404	9257	2521	0								0	5613		
4745																														0	0	641	0	631		0		522	0			748	0	1159	0	79	5794	3	0			0	2017	0	0	1204	49	0	282	457	1208	0	1052	253	1122	880	493	0								0	0		
4839																														0	6765	457	18766	59128		1406		0	0			7450	3986	10308	0	0	128015	0	0			0	12438	7201	0	47697	3218	1205	3398	4055	307	0	30495	16179	33243	29696	4962	206								0	110		
5005																														0	12974	0	9501	32104		20		0	0			11558	5365	1033	0	0	169960	355	0			0	95631	2026	32625	16578	2368	9544	17042	9851	32797	23509	22847	4389	7385	25454	14029	580								0	103		
5050																														0	4467	0	126	6838		28		579	0			9790	134	16049	0	0	46657	0	0			0	7836	689	5897	10344	1799	4534	868	505	51	0	8447	4186	14570	9488	1949	0								121	0		
5069																														0	31324	0	8104	150752		46		0	0			830	525	0	0	0	192951	1853	0			0	3208	0	0	91953	2849	93	266	0	0	0	168513	5446	8759	290	0	1157								0	15		
5135																														0	165	6302	1245	11728		116		9734	308			8412	0	5232	0	523	51248	0	46			0	7278	282	935	30621	1589	1119	3222	900	131	222	18725	17335	5203	2170	207	39								185	0		
5210																														0	15781	8030	11767	72476	0	1059	1059	1481	0	13349	0	13349	6846	12546	0	4406	359659	0	0	0	0	0	189775	22143	123114	9007	36510	59905	15365	34354	36965	6279	57338	17039	34703	42317	13329	4547	0	0	0	0	0	0	0	0	0	0	
5247																														0	63122	3825	3689	65233	0	302	302	2324	0	83414	0	83414	16242	14501	0	2866	447260	422	0	0	0	0	124130	67415	56791	134377	49575	5346	26885	24243	11827	6254	170071	13875	61935	57599	19178	0	0	0	0	0	0	0	0	282	337	0	
5274																														0	1106	0	0	9897		3		0	0			4199	1435	5081	0	261	61907	0	0			230	38404	942	236	5538	1006	702	5467	4840	16855	9154	10811	857	5606	3896	1267	0								0	579		
5331																														220	5112	0	24103	20507		4409		0	0			17531	8777	895	0	0	106524	77	0			2161	24707	199	6410	23583	639	3202	6490	8007	4372	1997	23445	11419	19887	25942	1201	0								0	141		
5461																														0	7660	3705	2368	48083		6843		745	173			27983	776	1828	0	0	111835	273	0			12343	7306	4664	1080	35202	1438	1858	1218	1660	1132	0	43173	4262	8991	17463	28563	2350								0	147		
5751																														0	566	3344	111	2689		10		16503	0			6240	0	2571	0	83	40065	0	0			0	7791	132	2838	20499	1156	840	1032	444	2265	2009	18646	5124	3220	2391	1608	262								0	25		
5939																														30	117405	189	63873	407721	0	0	0	0	5699	123812	0	123812	81028	18735	0	2733	1461195	0	0	0	0	26196	572542	72586	408518	131170	108532	216828	95124	58306	43069	33004	349368	97556	221710	86204	93803	1871	0	0	0	30	0	0	0	0	541	10037	
6039																														0	4979	2676	0	18018		227		3066	0			14595	0	7247	0	1805	58720	46	0			0	5135	571	614	19723	835	931	1624	288	1267	147	32537	5675	6488	2587	4364	1551								380	67		
6057																														0	8	3044	0	1081		0		1040	0			1113	0	1293	0	0	10640	0	0			0	3009	52	0	4169	85	778	2004	69	20	15	607	2699	2914	1041	265	0								0	0		
6141																														0	0	1770	0	551		79		3834	0			1343	0	2951	0	191	13351	28	0			0	2653	7	735	9174	715	398	386	805	349	0	1957	6104	1257	1122	145	0								0	0		
6329																														0	3683	4478	153	33817		58		4106	0			30944	1619	28214	0	125	134180	980	0			0	23653	2924	272	49621	3359	3955	5268	7407	2686	813	34671	16814	25866	23761	7739	38								630	756		
6842																														0	31	1274	0	1509		16		3474	0			3041	463	2288	0	30	15816	5	245			0	3436	9	0	8568	540	796	1539	559	2	0	4388	2853	2620	1937	443	0								0	5		
6972																														0	42743	151	21659	133598	0	245	245	363	182	27542	0	27542	13043	11899	0	3264	290971	0	0	0	0	1266	26472	5583	25146	66747	1059	906	2530	3685	13638	4639	40930	35503	23198	13887	82747	61361	0	0	0	0	0	0	0	1822	2587	0	
7009																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	282433	0	0	282433	0	0	0	0	0	0	0	0	280683	0	0	0	0	0	0	269983	12450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																														0	0	2286	0	5087		12		3036	0			2667	398	14601	0	346	44335	0	0			0	15517	0	5088	13282	329	1217	3274	2852	7497	259	3654	8082	9096	3932	3483	348								376	9		
7157																														0	0	1898	0	413		0		2276	0			1856	0	2969	0	0	18267	0	0			0	8855	0	0	6603	488	1292	5267	217	967	619	2278	2546	2960	932	211	281								0	0		
7166																														0	80360	25	8187	108987	0	980	980	694	0	43381	0	43381	3945	2193	0	0	295720	1036	3131	3131	0	0	42679	1315	11292	88723	1503	6778	2598	194	8723	22719	110311	40330	27309	48410	22314	4368	0	0	0	0	0	0	0	604	275	0	
7456																														0	240	694	0	470		0		7694	0			5912	0	1876	0	0	17011	0	0			0	125	0	0	9493	0	0	34	10	81	0	4589	4904	2170	3755	1257	0								0	0		
7634																														0	822	497	0	3161		46		2375	0			8121	0	4473	0	0	24558	0	0			0	4500	563	0	9763	500	713	1141	1380	716	0	4292	4258	6156	3680	1199	208								0	0		
8033																														0	2164	72	0	181		231		7935	0			16920	336	6979	0	0	40037	0	0			0	5219	0	1184	28673	1777	472	1797	959	131	83	23522	2902	3804	3264	1095	0								0	0		
8154																														0	19	11105	15	4089		24		2968	1990			3215	40	1430	0	0	30199	0	1990			0	5283	0	4658	4678	547	1064	3017	551	104	0	5884	4824	9423	3313	793	671								0	21		
8417																														0	0	0	0	0	0	147723	147723	0	0	0	0	0	0	0	0	0	147723	0	0	0	0	0	0	0	0	147723	0	0	0	0	0	0	147723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	158	1809	0	1992		0		8394	0			5984	0	6372	0	262	28458	12	0			0	3091	408	30	10891	0	232	112	34	856	1857	12486	3603	4195	3510	1370	199								0	0		
8547																														0	915	4191	2109	9996		828		946	0			2375	3712	6273	0	7	86721	186	0			0	52865	2506	32393	7362	2095	8045	17425	5358	7867	11789	8852	3885	5882	4954	5698	4669								184	0		
8631																														0	314	92	0	3755		123		55	209			1412	0	12327	0	134	28854	0	0			2	10283	359	28	3322	294	121	164	729	5133	3687	2409	819	2989	6860	4819	512								0	0		
9115																														0	45078	1828	25294	196680	0	1244	1244	0	0	64197	0	64197	32844	20330	0	12869	552205	0	4	4	0	0	85500	63638	47015	115527	7580	4029	9974	7581	29364	26710	149852	16674	81432	142634	68623	6986	0	0	0	0	0	0	0	0	2699	0	
9160																														0	22781	0	0	16608		17		117	0			20922	2953	1030	0	112	83331	503	0			0	18599	531	10590	28607	4793	5550	3035	4232	834	155	35475	12850	11990	3522	1029	369								0	164		
9339																														0	28223	7929	1631	63524		371		3252	0			12311	7253	13338	0	170	223564	0	0			0	82443	2569	22874	95452	14658	32924	27447	1496	4131	1459	44747	44409	36253	6951	8520	0								0	550		
9357																														0	0	0	0	13783		1167		0	0			84013	2683	3054	0	0	253163	0	0			0	148267	0	0	77083	148166	0	0	59	42	0	81673	3047	8889	7852	2938	355								0	196		
9553																														0	227	13693	53	256		651		21228	0			2585	0	1274	0	0	43830	0	0			0	3559	304	529	20889	742	254	1044	1442	77	0	37639	983	748	568	197	136								0	0		
9807																														0	291057	0	23142	294229	0	1275	1275	0	0	75278	0	75278	66540	1227	0	0	1194963	5435	0	0	0	0	372153	75109	28659	290120	9501	20319	16292	16910	213280	90293	406654	35908	95143	111981	146260	10998	0	0	0	0	0	0	0	0	388	0	
9955																														0	2	6718	219	3135		110		14989	0			5761	33	4575	0	0	47382	0	1959			0	8725	1124	1593	22952	231	931	1070	631	5862	0	11932	9858	6927	6281	3524	48								0	32		
10157																														0	0	6441	493	777		57		24834	0			3816	0	2398	0	341	42521	0	0			0	3364	0	990	22771	373	858	82	35	1104	912	9025	15657	4194	3811	3498	1690								0	0		
10250																														0	12820	700	3051	25709		89		276	0			31296	3325	41722	0	839	160469	0	0			0	20403	19380	4945	29673	623	1168	6413	9893	1986	320	37698	8483	28717	46305	18743	0								238	621		
10577																														0	93	284	0	16241		19		11	0			5529	59	2068	0	674	30536	0	0			0	5545	12	4374	5253	554	2907	123	101	1732	128	10130	3517	4770	2859	3143	572								0	1		
10849																														0	13862	4777	6322	30008		90		8716	0			7952	0	4357	0	429	107763	0	18			0	29934	867	16162	26738	1249	14539	6089	2459	2976	2622	17015	14321	30908	14332	1231	0								431	0		
10858																														0	8933	9651	1139	28546	0	450	450	18050	0	20724	0	20724	3197	41943	0	1407	246967	0	129	129	0	0	9393	3172	910	152644	748	2625	1111	2704	468	1737	127592	30840	36990	35740	5920	0	0	0	0	0	0	0	0	100000	233	0	
11145																														0	1510	463	0	2280		339		43	0			18285	1773	5294	0	978	86120	0	0			0	54562	592	6943	10469	2124	6417	7178	1257	35779	1602	7100	5373	10125	5895	2194	0								1	0		
11350																														0	834	3672	21	2048		0		8456	0			4754	0	2121	0	166	23764	0	0			0	1692	0	0	10362	535	73	494	503	87	0	15663	1089	3254	485	1004	574								0	0		
11640																														0	753	15084	793	16800		323		18788	0			20638	0	14886	0	150	102121	12	0			0	12841	1077	10739	42821	295	873	656	1245	6252	3520	10700	30953	11854	10443	18744	6486								0	0		
11837																														0	7796	537	0	885		951		457	0			12993	0	1349	0	681	41441	73	0			0	15373	340	1957	16791	2379	4302	8103	573	16	0	7345	2604	9604	3906	2682	0								152	0		
12030																														0	8014	21535	160	34093		1725		2812	0			39937	0	16180	0	2142	158251	3	0			0	30983	673	1488	69006	4266	7275	12993	2773	3244	217	49605	29756	26913	13031	6162	1375								0	0		
12058																														0	4970	4024	303	6816		17		5906	0			10795	0	14843	0	0	73402	0	295			0	23817	1616	4935	18513	2157	5466	2714	9682	3192	606	8477	14138	7305	14263	4150	353								0	0		
12142																														0	1480	3560	727	18794		452		5137	0			5543	0	18207	0	0	69943	801	0			0	15628	1216	15628	23201	417	1783	5611	7080	353	384	8864	15138	12257	15360	2775	679								0	0		
12245																														0	2530	1008	0	15004		13		3	0			2896	0	4145	0	736	51878	0	0			0	25366	52	4202	21388	1454	5861	10890	5900	1086	0	6988	7085	6882	3402	1786	0								125	0		
12311	9532233	235747	59519	1286	5151483	45	3420908	0	68216	21780507	49	3230972	0	170049	4661034	7310883	1426726	2323724	4753126	4226663	257155	0	4330	6376	0	0	0	70727	0	10706	1147065	79017	195442	3305556	35225	235747	200522	59519		5151483	45	5151528	2376217	3420908	0	68216	21780507	49	3230972				1297377	1131559	598634		105748	125409	159260	148467	487898	254772							4330			6376	0			0	70727		
12357																														0	0	2772	0	112		28		3471	0			963	0	809	0	0	9111	0	0			0	956	0	0	4201	32	61	261	602	0	0	2008	2100	2241	1641	165	0								0	0		
12405																														0	3991	17393	0	107394	0	0	0	16664	0	46886	0	46886	10079	122989	0	4864	553251	25	74555	74555	0	0	124284	22176	24434	85340	4207	2269	578	1451	47661	67322	92192	35883	89107	106455	72737	27451	0	0	0	0	0	0	0	100	1901	0	
12647																														0	3052	1841	171	4686		13		2348	0			6119	520	1675	0	110	31834	0	0			0	10563	611	6309	13674	2076	4934	3526	27	0	0	12268	4101	3876	674	85	0								93	32		
12656																														0	215	471	170	360		0		1203	0			771	0	1401	0	0	8561	0	0			0	3970	0	1133	3411	200	1401	1541	526	302	0	731	1079	1518	886	314	63								0	0		
12937																														0	0	158	7682	19689		629		0	0			12404	7180	1481	0	0	93990	52	0			0	40219	4600	362	21349	99	3742	19643	13876	2496	363	28025	4230	11743	8888	937	0								0	0		
12946																														0	4845	4173	344	52887	60	686	626	2793	0	24452	0	24452	353	21183	0	0	190410	0	0	0	0	0	71663	6949	2420	62532	3733	7646	18190	15908	24983	398	44256	24339	24076	17102	7843	50	0	0	0	0	0	0	0	0	82	0	
12955																														0	3076	0	332	15939		0		0	0			14207	301	10633	0	29	57840	0	3180			3076	8088	2055	1241	12462	397	23	7440	0	79	149	10260	9296	28485	1244	39	0								0	0		
13037																														0	7290	109	256	30237		322		7	232			20975	232	5939	0	0	104576	106	0			0	37654	1281	27985	36163	9048	23379	3997	561	212	397	27471	19045	13256	4213	547	62								380	0		
13103																														0	12241	0	13250	118793	0	0	0	0	18	37452	0	37452	7604	6382	0	127	390379	0	0	0	0	0	185723	8686	37702	21081	7780	13520	11793	4584	29769	117518	36972	19908	49680	69874	23245	3020	0	0	0	0	0	0	0	0	121	0	
13251																														0	803	947	0	3489		0		1807	0			2569	0	2436	0	122	16696	0	0			0	4205	318	0	8238	381	778	2880	94	72	0	2927	4272	4043	964	285	0								0	0		
13309																														0	4327	500	31051	366774	173	850	677	2105	5275	499070	0	499070	33392	330182	0	3286	1541787	0	0	0	0	6819	228556	26959	78859	350759	12270	33303	12412	12951	79384	75960	518181	81407	289425	224262	109351	49768	0	0	0	0	0	0	0	14218	517	0	
13457																														0	0	4450	0	686		17		6092	0			1190	6	758	0	0	14087	0	330			0	553	5	29	5421	21	68	372	85	7	0	11476	1324	223	332	179	0								0	0		
14052																														0	4063	1622	0	7279		0		818	59			6729	206	5372	0	211	46212	0	0			0	18377	1535	0	34641	4917	11743	1582	64	21	0	7397	10788	5376	3769	316	0								0	0		
14155																														0	3006	3931	0	1006		51		9394	0			11700	0	8463	0	246	54412	0	8			0	16049	558	153	18712	1179	2824	7988	3326	598	87	10285	7404	7590	8640	3794	577								0	0		
14258																														0	73082	4470	2195	70731	0	222	222	331	0	82066	0	82066	12059	7871	0	3550	371984	1605	0	0	0	5493	109886	5225	87028	171248	26699	18452	42835	13607	1881	6412	193583	29778	29818	6600	3311	516	0	0	0	0	0	0	0	0	1901	0	
14409	3740129	104632	14283	0	4777410	22126	1092598	0	7004	10382701	112	594510	0	0	2275968	4554093	807480	1521555	1206276	1036336	165000	0	0	0	0	0	0	30121	0	0	120769	545	163303	1546243	40804	104632	63828	14283		4777410	22126	4799536	580365	1092598	0	7004	10382701	112	594510				1009418	319486	445932		64136	143374	146197	94103	229288	326846							0			0	0			0	30121		
14454																														0	1912	1327	911	13071		10		3351	0			2981	0	553	0	0	28663	0	3496			0	1051	0	187	8043	68	359	571	0	42	0	8908	4737	10738	2300	359	80								0	0		
14650																														0	342	455	0	3662		80		1524	0			484	0	7847	0	100	19084	43	17			0	4324	292	595	4898	671	71	1094	2441	43	0	2988	2040	5273	4265	201	0								0	0		
14753																														0	270	2748	0	635		9		6898	128			1355	115	847	0	0	14187	0	0			92	1302	0	118	6530	55	564	583	45	55	0	3261	8180	1164	250	0	0								0	8		
14865																														0	9689	5569	114	8473		1075		13475	0			8393	97	2420	0	3544	58296	110	0			0	3540	816	352	26674	445	517	148	237	967	1226	25298	9456	3693	12106	2244	2069								384	817		
14931																														0	408	346	1096	2442		43		0	0			5322	831	1056	0	0	11947	41	0			0	323	121	286	3369	286	0	33	0	4	0	5138	309	2286	1009	2923	0								0	0		
14940																														0	283	0	686	18985		55		0	0			3628	11916	7919	0	0	78831	0	0			182	27250	7466	15761	5586	518	1816	6811	5544	11137	1424	17298	855	10905	15183	7302	38								0	643		
15536																														2726	71238	1329	39165	425730	0	1079	1079	0	0	276275	1226	277501	4105	10034	0	7213	862669	0	0	0	0	0	17151	4893	0	371529	369	1148	2273	2953	4922	5280	288450	81573	232944	106934	124286	6158	2356	0	2356	370	0	0	0	0	505	0	
