"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													505	0	220	0	60	0	0	0	282	3	0	160	0				
242													195	0	0	78	0	0	0	0	79	38	0	0	0				
279													272	0	33	123	0	0	0	0	11	105	0	27	0				
354													95	0	0	33	0	0	0	0	62	0	0	0	0				
439													1753	0	216	0	0	0	0	0	1065	472	0	211	0				
457													318	0	0	0	0	0	0	0	79	239	0	0	0				
505													3192	1138	1158	543	0	0	0	0	1074	417	0	0	0				
1146													4350	0	1198	953	0	372	341	0	754	1445	0	0	0	CC DEF ANNUAL FEES                                                                                                                                                                               	PROCESSSING LOAN FEES PAYABLE                                                                                                                                                                    		
1155													690	0	0	0	0	0	0	0	690	0	0	0	0				
1351													1674	0	930	53	0	0	0	0	549	142	0	930	0				
1454													763	0	123	54	123	0	0	0	383	203	0	0	0				
1557													517	0	35	324	0	0	0	0	158	0	0	0	0				
1632													2494	0	1052	0	181	10	0	0	830	612	0	861	0	Deferred income on Night Bags & Safe Deposit Boxes                                                                                                                                               			
1669													1203	0	0	245	0	0	0	0	776	182	0	0	0				
1829													2600	0	291	993	0	0	0	0	1007	309	0	0	0				
1856													52	0	0	13	0	0	0	0	39	0	0	0	0				
1959													284	0	0	146	0	0	0	0	66	72	0	0	0				
2040													934	0	363	0	356	0	0	0	461	110	0	0	0				
2161													445	0	0	175	0	0	0	0	177	93	0	0	0				
2376													6836	0	949	1019	0	0	0	0	1438	3430	0	273	0				
2451													169	0	35	0	26	0	0	0	128	6	0	0	0				
2554													65	0	0	2	0	0	0	0	63	0	0	0	0				
2732													4030	186	205	555	0	0	0	0	1439	1831	0	0	0				
2750													302	0	0	0	0	0	0	0	297	5	0	0	0				
2938													4346	0	0	0	0	0	0	0	2252	2094	0	0	0				
2956													733	0	0	117	0	0	0	0	440	176	0	0	0				
3252													791	0	0	194	0	0	0	0	471	126	0	0	0				
3458													165	0	8	32	0	0	0	0	62	63	0	0	0				
3506													7858	0	2833	0	0	2207	0	0	1503	3522	0	0	0	Accrued federal taxes payable                                                                                                                                                                    			
3579													1718	0	35	645	0	30	0	0	501	537	0	0	0	Savings Bonds                                                                                                                                                                                    			
3720													1069	0	132	0	0	132	0	0	345	592	0	0	0	Deferred Gains on Capital Leases                                                                                                                                                                 			
3953													376	0	290	0	0	0	0	0	71	15	0	290	0				
4138													1292	0	158	300	68	40	0	0	551	283	0	0	0	Reserve For Bonuses                                                                                                                                                                              			
4147													1027	0	521	0	0	0	0	0	289	217	0	341	0				
4156													745	300	421	62	121	0	0	0	261	1	0	0	0				
