"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14313	14100	454	0	0	96	0	0	14100	0	0	-145	
242	3599	3676	260	0	0	281	0	0	3676	0	0	-56	
279	19222	19280	310	0	0	0	0	0	19280	0	0	-368	
354	936	925	41	0	0	0	0	0	925	0	0	-30	
439	28209	15098	1198	12306	0	0	0	0	15098	0	0	-393	
457	2629	3239	234	0	0	839	0	0	3239	0	0	-5	
505	22383	22389	951	0	0	467	0	0	22389	0	0	-490	
1146	38993	38379	1991	0	0	752	0	0	38379	0	0	-625	
1155	12651	12156	1046	0	0	368	0	0	12156	0	0	-183	
1351	14476	13934	1090	0	0	513	0	0	13934	0	0	-35	
1454	28734	28581	3608	0	0	1500	0	0	28581	0	0	-1955	
1557	4547	4623	180	0	0	175	0	0	4623	0	0	-81	
1632	45255	39652	3480	0	2167	0	0	0	39652	161	0	-205	
1669	39052	38260	1216	0	0	0	0	0	38260	0	0	-424	
1829	37908	39446	1629	0	0	1799	0	0	39446	0	0	-1368	
1856	8647	13979	1165	0	0	2031	0	0	13979	0	0	-4466	
2040	15802	15831	622	0	0	400	0	0	15831	0	0	-251	
2161	10250	9715	683	0	0	0	0	0	9715	0	0	-148	
2376	122340	119611	3944	0	0	0	0	-1308	118303	0	0	93	
2451	3076	2847	229	0	0	0	0	0	2847	0	0	0	
2554	522	692	70	0	0	121	0	0	692	0	0	-119	
2732	62784	60393	3058	0	0	556	0	0	60393	0	0	-111	
2750	4627	4692	182	0	0	75	0	0	4692	0	0	-172	
2938	28762	28119	2549	0	58	1592	0	0	28119	0	0	-372	
3252	12080	11717	890	0	0	300	0	0	11717	0	0	-227	
3458	2589	2420	231	0	0	40	0	3	2423	0	0	-25	
3506	204171	200295	9555	0	0	4200	0	0	200295	71	0	-1550	
3720	19658	19072	1179	0	0	240	0	0	19072	0	0	-353	
3953	6875	6614	636	0	0	375	0	0	6614	0	0	0	
4138	16277	16957	574	0	0	795	0	0	16957	0	0	-459	
4147	13088	12996	241	0	0	0	0	0	12996	0	0	-149	
4156	14520	14217	1166	0	0	700	0	0	14217	0	0	-163	
4231	11573	11430	504	0	0	0	0	0	11430	0	0	-361	
4437	19170	18302	1308	0	0	278	0	0	18302	0	0	-162	
4839	18599	18873	1247	0	0	375	0	0	18873	0	0	-1146	
5005	34284	33813	1404	0	0	0	0	0	33813	0	0	-933	
5069	77159	70511	10477	0	0	3917	0	38	70549	0	0	50	
5135	27571	26220	1803	0	0	329	0	0	26220	0	0	-123	
5210	63024	64321	3013	0	0	2283	0	0	64321	0	0	-2027	
5274	12421	12135	368	0	0	0	0	0	12135	0	0	-82	
5331	22517	22616	931	0	0	103	0	0	22616	0	0	-927	
5461	29727	28691	4590	0	0	1820	0	0	28691	0	0	-1734	
5751	20397	21787	1028	0	0	1980	0	0	21787	0	0	-438	
6039	9271	8751	547	0	0	0	0	0	8751	0	0	-27	
6057	1486	1431	87	0	0	16	0	0	1431	0	0	-16	
6141	4137	3971	166	0	0	0	0	0	3971	0	0	0	
6329	27422	25781	2109	0	0	0	0	0	25781	0	0	-468	
6972	98759	97254	4538	0	0	2750	0	0	97254	0	0	-283	
7009	57881	52839	6836	0	0	2000	0	0	52839	0	0	206	
7045	11152	10883	413	0	0	0	0	0	10883	0	0	-144	
7157	3770	3708	151	0	0	36	0	0	3708	0	0	-53	
7456	3406	3890	145	0	0	376	0	0	3890	0	0	-253	
7634	5083	4946	191	0	0	0	0	0	4946	0	0	-54	
8033	8866	8104	803	0	0	0	0	0	8104	0	0	-41	
8417	986132	982629	5877	0	-2374	0	0	0	982629	0	0	0	
8462	8929	8777	768	0	0	172	0	0	8777	0	0	-444	
8631	6166	6029	197	0	0	80	0	0	6029	0	0	20	
9357	60600	58316	5030	0	0	2514	0	0	58316	0	0	-232	
9553	7017	6619	439	0	0	24	0	0	6619	0	0	-17	
9807	228733	210461	48689	0	0	29000	0	0	210461	0	0	-1417	
9955	8973	9070	628	0	0	320	0	0	9070	0	0	-405	
10157	4772	4865	167	0	0	110	0	0	4865	0	0	-150	
10250	27053	26486	2239	0	1090	1659	0	0	26486	0	0	-1103	
10849	26684	25404	1700	0	0	420	0	0	25404	0	0	0	
10858	34105	34562	1793	0	0	2250	0	0	34562	0	0	0	
11145	14211	13774	831	0	0	280	0	0	13774	0	0	-114	
11640	20146	19677	1296	0	0	0	0	0	19677	0	0	-827	
11837	9274	9545	927	0	0	1008	0	0	9545	0	0	-190	
12030	24268	22312	2287	0	0	300	0	0	22312	0	0	-31	
12058	9921	9500	469	0	0	0	0	0	9500	0	0	-48	
12142	19024	19278	317	0	0	0	0	0	19278	0	0	-571	
12245	11145	11357	319	0	0	340	0	0	11357	0	0	-191	
12311	2146764	1694551	204829	529707	-42881	225000	0	12111	1706662	0	0	-26553	
12647	7076	6905	468	0	0	297	0	0	6905	0	0	0	
12656	911	862	49	0	0	0	0	0	862	0	0	0	
12937	14988	14814	460	0	0	150	0	0	14814	0	0	-136	
12946	45115	45490	4787	0	0	3900	0	0	45490	0	0	-1262	
12955	10896	10502	839	0	0	448	0	0	10502	0	0	3	
13037	10838	11039	-19	0	0	0	0	0	11039	0	0	-182	
13103	143364	139166	7063	0	0	0	0	0	139166	0	0	-2865	
13251	3189	3786	555	0	0	1110	0	0	3786	0	0	-42	
13457	5377	5209	223	0	0	0	0	0	5209	0	0	-55	
14052	5153	5381	409	0	0	600	0	0	5381	0	0	-37	
14155	10696	10289	1133	0	0	675	0	0	10289	0	0	-51	
14258	64880	60342	13397	0	0	8500	0	0	60342	0	0	-359	
14409	4140582	3989847	245745	0	0	0	0	0	3989847	0	0	-95010	
14454	6405	5680	359	464	0	74	0	0	5680	0	0	-24	
14650	3336	3025	310	0	0	0	0	0	3025	0	0	1	
14753	2772	2788	99	0	0	0	44	0	2788	0	0	-71	
14865	14952	14588	773	0	0	0	0	0	14588	0	0	-409	
15536	454166	167320	45419	267697	0	25000	0	0	167320	0	0	-1270	
16337	34875	32596	2860	0	0	0	0	0	32596	0	0	-581	
16458	26387	25905	1234	0	0	568	0	0	25905	0	0	-184	
16551	12753	12915	771	0	0	900	0	-6	12909	0	0	-27	
16748	4535	4596	28	0	0	0	0	0	4596	0	0	-89	
16944	4240	4325	36	0	0	90	0	0	4325	0	0	-31	
16953	4647	4952	125	0	0	268	0	0	4952	0	0	-162	
17110	16486	16174	1312	0	0	1000	0	0	16174	0	0	0	
17147	69622	62709	5436	7626	0	5052	0	0	62709	74	0	-1171	
17259	5176	5207	575	0	0	367	0	0	5207	0	0	-239	
17464	301455	121739	16922	124552	41500	2850	0	0	121739	0	0	-408	
17839	14751	14531	1414	0	48	1012	0	0	14531	0	0	-230	
17950	15078	14844	756	0	0	215	0	0	14844	0	0	-307	
18050	31066	30203	1514	0	0	0	0	0	30203	0	0	-651	
18135	14266	14627	698	0	0	218	0	0	14627	0	0	-841	
18368	51941	47992	4526	0	0	500	0	0	47992	141	0	-218	
18377	2289	2301	46	0	0	0	0	0	2301	0	0	-58	
18827	15319	15861	913	0	0	1400	0	0	15861	0	0	-55	
18836	12290	11669	1042	0	0	405	0	0	11669	0	0	-16	
18854	2983	2947	222	0	0	70	0	0	2947	0	0	-116	
18957	4564	4623	252	0	0	30	0	-22	4601	0	0	-259	
19356	8423	8500	875	0	0	540	0	0	8500	0	0	-412	
19730	182588	160321	9425	0	15000	1650	0	0	160321	0	0	-508	
19936	15186	14663	1519	0	0	841	0	0	14663	0	0	-155	
19972	10405	10255	150	0	0	0	0	0	10255	0	0	0	
20053	4375	4093	331	0	0	0	0	0	4093	0	0	-49	
20147	4529	4456	275	0	0	0	0	0	4456	0	0	-202	
20259	10544	6738	609	3298	0	0	0	0	6738	0	0	-101	
20370	16089	14796	1238	0	0	0	0	0	14796	148	0	-93	
20512	7974	8227	286	0	0	144	0	0	8227	0	0	-395	
20633	22874	23245	442	0	0	250	0	0	23245	0	0	-563	
20754	1471	1464	0	0	0	0	0	0	1464	0	0	7	
20839	16960	13641	840	0	2500	0	0	0	13641	0	0	-21	
20857	4874	4701	492	0	500	430	0	0	4701	0	0	-389	
20866	15339	14540	890	0	0	0	0	0	14540	0	0	-91	
21256	1100	1085	20	0	0	0	0	0	1085	0	0	-5	
21359	1773	1783	146	0	0	125	0	0	1783	0	0	-31	
21630	5772	5423	690	0	0	0	0	0	5423	0	0	-341	
21658	11072	11145	752	0	0	597	0	0	11145	0	0	-228	
22048	12977	11908	1266	0	0	10	0	0	11908	0	0	-187	
22235	27396	27017	1374	0	0	625	0	0	27017	0	0	-370	
22356	17867	18125	1805	0	0	1350	0	0	18125	0	0	-713	
22459	9398	9164	702	0	0	420	0	0	9164	0	0	-48	
22543	11927	11191	694	0	0	0	0	0	11191	0	0	42	
22552	3769	3900	407	0	0	494	0	0	3900	0	0	-44	
22730	9811	9886	265	0	0	0	0	0	9886	0	0	-340	
22936	19939	19041	1435	0	0	496	0	0	19041	0	0	-41	
22954	6092	5451	405	0	0	235	0	0	5451	500	0	-29	
23036	38203	36532	4896	0	0	2806	0	0	36532	51	0	-470	
23045	6965	7138	218	0	0	150	0	0	7138	0	0	-241	
23241	279833	275888	15879	0	0	6000	0	0	275888	0	0	-5934	
23456	7284	7341	655	0	0	441	0	0	7341	0	0	-271	
23504	44206	46475	3978	0	0	4631	0	0	46475	0	0	-1616	
23540	12911	12718	899	0	0	0	0	0	12718	0	0	-706	
23643	14095	14291	671	0	0	318	0	0	14291	0	0	-549	
23755	11090	10821	842	0	0	250	0	0	10821	0	0	-323	
23812	69495	67654	4505	0	0	1800	0	0	67654	0	0	-864	
24006	89532	86993	3205	0	0	0	0	0	86993	0	0	-666	
24266	257569	265757	18633	0	0	23014	0	0	265757	0	0	-3807	
24453	18654	17430	582	0	0	0	0	0	17430	678	0	-36	
24659	3972	4138	240	0	0	400	0	0	4138	0	0	-6	
24668	13689	14188	1029	0	0	1042	0	0	14188	0	0	-486	
24855	880	833	47	0	0	0	0	0	833	0	0	0	
24949	53184	52059	3108	0	0	1950	0	0	52059	0	0	-33	
25357	6917	3205	477	0	0	405	0	0	3205	0	3750	-110	
25647	7205	7228	279	0	0	69	0	0	7228	0	0	-233	
25852	45117	43267	2160	0	0	0	0	0	43267	0	0	-310	
26149	6425	6358	276	0	0	150	0	0	6358	0	0	-59	
26233	37317	35459	3509	0	0	1900	0	0	35459	0	0	249	
26242	49776	49767	1892	0	0	1288	0	0	49767	0	0	-595	
26457	2662	2728	71	0	0	150	0	0	2728	0	0	13	
