"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
1351																																																															0	0	0									0	18	0	697	292	0	0	0	0		0	0	0	16	194	0	0	0	0	27	213	400	0	0	0						0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	100	15	0	0	0	0	62	0	156	28	0	0	0	0	0	0	0	
1454																																																															0	0	0	0	0	0	0	0	0	0	0	0	11	0	24	41	0	0	0	0	0	0	0	0	274	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	240	0	0	216	0	0	0	0	0	56	0	0	148	6	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	
1557																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	28	0	1485	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	
1669																																																															0	0	0												41	0	17	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	18	9	0	0	0	0	12	0	687	126	43	0	0	0	0	0	0	
1829																																																															110	0	265	0	0	0	0	0	0	0	0	0	0	0	41	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	82	0	0	62	0	0	0	1	3	0	38	9	7	0	0	0	0	50	122	179	128	57	0	0	0	0	0	0	
1856																																																															0	0	0									0	0	23	65	96	0	0	0	0		0	0	0	0	343	0	0	0	0	38	45	0	0	0	0						0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	174	0	80	0	0	0	0	0	0	0	0	
2040																																																															0	0	0												8	0	61	0	0	0		0	0	0	0	0	0	0	0	0	268	0	346	0	0	0						0	0	0	0	0	0	0	0	0	65	18	0	59	16	0	0	0	0	2	7	0	177	30	15	0	0	0	0	923	0	540	0	0	0	0	0	0	0	0	
2161																																																															0	0	0												52	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	208	0	9	0	0	0	0	0	0	1112	0	0	0	0	0	0	0	0	
2376																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6725	0	341	997	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	529	0	112	0	0	0	0	0	0	
2451																																																															0	0	0									0	0	0	11	20	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	28	0	0	0	0	0	
2554																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	172	0	0	0	0	0						0	0	0	0	0	0	0	0	0	172	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	
2732																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																															0	0	0									845	113	0	48	0	50	0	0	0		0	0	0	0	0	211	0	0	0	0	0	80	0	0	0						0	0	0	0	0	0	113	0	845	0	0	211	0	0	189	0	0	0	0	0	0	144	15	0	0	0	0	0	30	0	31	0	0	0	0	0	0	0	0	
2938																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	28	336	0	0	0	0	254	0	0	0	0	0	0	0	0	47	0	991	0	0	0	0	0	0	0	0	0	0	0	38	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	39	45	0	0	0	0	31	0	203	48	76	0	0	0	0	0	0	
3252																																																															0	0	0									0	0	0	430	5	157	0	0	0		0	0	0	1515	0	107	0	0	0	37	0	247	0	0	0						0	0	0	0	0	0	284	0	76	30	0	0	27	0	0	0	0	0	0	0	0	239	0	36	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	
3458																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	
3506																																																															539	0	920	0	0	0	0	0	0	0	0	0	0	0	549	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	176	0	0	0	0	0	0	0	0	0	0	0	203	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	3	7	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	
3720																																																															0	0	0												134	0	8	0	0	0		0	0	0	0	0	0	0	0	0	25	58	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	8	0	0	6	0	0	0	0	0	0	82	3	5	0	0	0	0	20	0	84	411	0	0	0	0	0	0	0	
3953																																																															0	0	0									0	395	398	115	36	2529	0	0	0		0	0	0	0	0	374	0	0	0	52	0	44	0	0	0						0	0	0	0	0	0	395	398	1777	386	187	2703	347	168	2427	0	0	0	0	0	0	101	13	36	0	0	0	0	113	0	73	2	16	0	0	0	0	0	0	
4138																																																															0	0	0												5918	126	0	0	0	0		165	13	0	120	0	0	0	0	0	1832	391	0	0	0	0						0	0	0	41	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	47	9	0	0	0	0	230	0	2493	296	93	0	0	0	0	0	0	
4147																																																															0	0	0												0	0	0	0	0	0		0	0	0	52	0	0	360	0	0	0	0	0	0	0	0						0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4	0	82	0	15	0	0	0	0	0	0	150	96	0	0	0	0	0	0	0	
4156																																																															0	0	0									703	93	0	903	3	10	0	0	0		0	0	118	353	0	0	0	0	0	81	0	3	0	0	0						0	0	0	0	0	0	93	0	703	0	0	0	0	0	0	0	0	0	0	0	0	85	0	23	0	0	0	0	12	0	344	0	0	0	0	0	0	0	0	
4231																																																															0	0	0												80	0	25	0	0	0		0	0	0	21	0	5	0	0	0	430	0	1	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	27	0	0	0	0	24	0	383	0	0	0	0	0	0	0	0	
4437																																																															0	0	0												145	0	31	0	0	0		215	0	0	0	0	0	0	0	0	103	0	1102	0	0	0						0	0	0	20	12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	14	0	0	0	0	559	0	320	0	61	0	0	0	0	0	0	
4839																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	220	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29	16	5	0	24	0	0	0	0	0	0	
5005																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	467	0	641	0	0	0	0	0	0	0	0	
5069																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	0	0	0	0	0	0	0	0	0	
5135																																																															0	0	0									0	0	11	35	18	27	0	3	3		109	0	0	278	75	7	0	0	0	186	0	0	0	0	0						0	0	0	0	0	0	246	11	0	0	0	0	0	0	0	0	0	0	34	3	6	255	36	4	0	0	0	0	4	14	292	0	7	0	0	0	0	0	0	
5210																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	65	168	0	0	0	0	0	0	0	752	0	0	0	0	0	272	0	4020	0	0	0	0	0	0	0	0	0	0	0	24	0	86	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	529	55	42	0	0	0	0	0	0	
5274																																																															0	0	0												209	0	0	0	0	0		0	0	0	0	0	0	399	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	190	2	0	0	1	0	0	0	0	0	0	
5331																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																															0	0	0	0	0	0	0	0	0	0	0	0	73	0	817	227	14	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	14	0	0	14	623	0	0	0	0	0	6	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	
5751																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	
6039																																																															0	0	0												427	317	232	0	0	0		0	0	1	0	0	652	0	0	0	879	31	472	0	0	0						0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	26	4	0	37	1	59	0	0	0	0	81	0	333	11	0	0	0	0	0	0	0	
6057																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	75	0	0	0	0	0	51	0	134	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	32	0	72	0	0	0	0	0	0	0	0	
6141																																																															0	0	0									0	16	0	0	0	184	0	0	0		0	0	0	0	2	0	0	0	0	0	1	11	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	
6329																																																															0	0	0												686	48	544	0	0	0		671	0	394	47	0	0	0	0	0	998	513	452	0	0	0						0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	27	35	0	2135	86	337	0	0	0	0	214	53	820	96	117	0	0	0	0	0	0	
6972																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																															0	0	0									0	0	0	67	0	0	0	0	0		0	0	0	56	0	0	0	0	0	422	25	0	0	0	0						0	0	0	25	0	0	32	0	0	0	0	0	0	0	0	0	0	0	43	2	0	514	96	16	0	0	0	0	0	0	529	610	0	0	0	0	0	0	0	
7157																																																															0	0	0									0	38	0	53	84	0	0	0	0		0	0	0	159	0	28	0	0	0	0	0	24	0	0	0						0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	44	0	0	0	0	0	0	0	273	199	0	0	0	0	0	0	0	
7456																																																															0	0	0									0	32	0	603	23	99	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	
7634																																																															0	0	0									0	0	0	171	53	739	0	0	0		0	0	0	40	70	0	0	0	0	0	0	2	0	0	0						0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	21	38	0	0	0	0	0	0	102	28	61	0	0	0	0	0	0	
8033																																																															0	0	0									0	0	0	184	0	15	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	2	20	0	0	0	0	90	0	1120	16	0	0	0	0	0	0	0	
8417																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																															0	0	0									440	0	0	19	0	0	0	0	0		0	0	0	0	0	128	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	104	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
