"IDRSSD"	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	
1351	0	0	0	0	293	71447	105279	0	0	0	0	0	59530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	1509	0	0	26321	9166	0	-138	0	4000	0	0	0	0	0	0	0	0	0	0	8649	50881	0	0	0	0	0	2404	0	0	0	0	-1328	303	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	0	0	0	1258	0	0	0	837	32385	17815	56355	0	6477	8908	56355	71740	0	2064	2064	14614	0	0	0	0	0	0	0	0	
1454	0	0	0	0	0	226523	392970	0	0	0	0	0	196445	0	0	0	22550	22550	0	22550	0	0	0	0	67	0	0	0	0	0	0	13142	12902	0	0	0	0	0	0	-4441	5310	142538	4135	0	0	0	0	1253	0	0	0	99	51079	145267	0	0	0	0	0	7860	67	66	854	0	-5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18518	230743	56467	152140	0	46149	28234	152140	226523	0	51800	51800	33108	0	0	0	0	0	0	0	0	
1557	0	0	0	0	104	21613	34548	0	0	0	0	0	17613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	848	0	0	0	967	0	0	-194	0	11551	0	340	0	0	0	0	0	0	0	0	2301	15312	0	0	0	0	0	923	0	0	0	0	-569	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	623	0	0	0	205	16711	2301	17224	0	3342	1151	17224	21717	0	3345	3345	4675	0	0	0	0	0	0	0	0	
1632	0	0	0	0	356	500623	512865	0	0	0	0	0	468659	0	0	0	10676	10676	0	0	0	10676	0	0	0	0	0	0	0	0	0	2156	11420	0	0	0	0	0	0	-650	6	31157	2515	0	0	0	0	0	0	0	0	5526	61800	401333	0	0	0	0	0	20525	0	0	1344	0	-7268	2425	0	0	0	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25317	0	0	0	25317	0	0	0	2162	49447	64315	458932	0	9889	32158	458932	500979	0	0	0	45655	0	0	0	0	0	0	0	0	
1669	0	0	0	0	355	94401	221431	0	0	0	0	0	69268	0	0	0	0	0	0	0	0	0	0	0	1657	0	0	0	0	0	0	9384	4097	0	0	0	62268	0	9706	-1793	0	48678	0	0	0	0	0	0	0	0	0	0	39339	29929	0	0	0	0	0	12486	1657	48	378	0	-1675	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9432	125124	39339	50061	0	25025	19670	50061	94756	0	9703	9703	38578	0	0	0	0	0	0	0	0	
1829	0	0	0	0	964	186619	305724	0	0	0	0	0	188901	0	0	0	11	11	0	0	0	11	0	0	0	0	0	0	0	0	0	5209	673	0	0	0	0	0	0	-1995	1847	92810	7620	2814	0	0	0	0	0	0	0	62	77139	111700	0	0	0	0	0	8555	0	9	2066	234	-5304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5193	0	0	0	5193	0	0	0	7065	95611	84993	125964	0	19122	42497	125964	187583	0	0	0	38756	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	60655	223726	0	0	0	0	0	14992	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	272	0	0	0	107099	2172	0	-6807	0	87248	0	0	0	0	0	0	0	0	0	0	2221	12771	0	0	0	0	0	6847	98	0	0	0	-6835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	194619	4393	19534	0	38924	2197	19534	60655	0	0	0	15357	0	0	0	0	0	0	0	0	
2040	0	0	0	0	386	126489	160066	0	0	0	0	0	130271	0	0	0	765	765	0	0	0	765	0	0	0	0	0	0	0	0	0	833	2543	0	0	0	0	0	0	-197	0	23140	3274	252	0	0	0	569	0	0	0	1212	32711	96348	0	0	0	0	0	6406	0	0	1050	0	-2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	29385	36554	102721	0	5877	18277	102721	126875	0	1440	1440	15987	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	54198	97499	0	0	0	0	0	57142	0	0	0	29	29	29	0	0	0	0	0	0	0	0	0	0	0	0	1106	5600	0	0	78	0	0	0	-646	33	28391	0	0	0	0	0	0	0	0	0	0	29043	28099	0	0	0	0	0	5164	0	5	746	0	-1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251	35822	29043	32512	0	7164	14522	32512	54198	0	1085	1085	10678	0	0	0	0	0	0	0	0	
2376	0	0	0	0	695	557482	1011478	0	0	0	0	0	631472	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	2128	5145	0	0	13902	271902	2306	0	24	6991	18910	0	2000	0	0	0	0	0	0	0	56	374390	257026	0	0	0	0	0	59253	212	0	9367	0	-7436	53	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23021	305380	376696	308753	0	61076	188348	308753	558177	0	0	0	122258	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	26414	29819	0	0	0	0	0	28196	150	1875	1875	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	149	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	1758	6961	19340	0	0	0	0	0	2188	750	71	432	0	555	55	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	3591	6961	22215	0	718	3481	22215	26414	0	312	312	2326	0	0	0	0	0	0	0	0	
2554	0	0	0	0	6	3980	6842	0	0	0	0	0	3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	2	1	0	0	-191	0	2599	50	0	0	0	0	0	0	0	0	0	271	2888	0	0	0	0	0	231	0	0	0	0	-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3529	321	3119	0	706	161	3119	3986	0	455	455	713	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	377860	536723	0	0	0	0	0	390396	0	0	0	4786	4786	0	0	0	4786	0	0	1262	0	0	0	0	0	0	8735	6174	0	0	0	0	0	0	-1101	0	58519	1175	2560	0	35432	0	0	0	0	0	978	103594	285824	0	0	0	0	0	12614	1262	181	0	0	-3448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44348	105671	104769	304341	0	21134	52385	304341	377860	0	40000	40000	62249	0	0	0	0	0	0	0	0	
2750	0	0	0	0	76	35139	51424	0	0	0	0	0	32363	0	0	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	179	1369	0	0	0	0	0	0	-480	3168	10780	621	0	0	0	0	0	0	0	0	933	3205	28225	0	0	0	0	0	2406	0	20	433	26	-996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3367	15647	3852	30160	0	3129	1926	30160	35215	0	2132	2132	5107	0	0	0	0	0	0	0	0	
2938	0	0	0	0	1642	309237	368252	0	0	0	0	0	305031	0	0	0	9444	9444	0	0	0	9444	0	0	0	0	0	0	0	0	0	1702	13410	0	0	0	0	0	0	-1150	0	41923	2520	0	0	0	0	0	0	0	0	3020	72494	229517	0	0	0	0	0	14497	0	0	1428	0	-6678	903	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8483	0	0	0	8483	0	0	0	1702	59781	75014	261416	0	11956	37507	261416	310879	0	0	0	29469	0	0	0	0	0	0	0	0	
3252	0	0	0	0	160	61956	102350	0	0	0	0	0	50204	0	0	0	146	146	0	0	0	146	0	0	0	0	0	0	0	0	0	2182	3811	0	0	0	7670	160	0	-998	5067	27380	1447	608	0	0	0	0	0	0	0	726	1244	48234	0	0	0	0	0	3979	0	33	574	13	-1934	204	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	101	0	0	0	7282	40161	2864	52652	0	8032	1432	52652	62116	0	0	0	12739	0	0	0	0	0	0	0	0	
3458	0	0	0	0	169	17141	25180	0	0	0	0	0	10040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4140	0	0	0	0	2279	-154	1822	5779	0	0	0	0	0	0	0	0	0	0	1719	8321	0	0	0	0	0	481	0	0	0	0	-539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1822	6144	1719	15221	0	1229	860	15221	17310	0	365	365	2690	0	0	0	0	0	0	0	0	
3506	0	0	0	0	0	1207103	1578853	0	0	0	0	0	1137287	117	961	961	1010	1010	0	0	0	1010	0	35	72207	0	0	0	0	0	0	16437	23202	0	0	0	27880	3328	0	-6272	13347	302171	656	0	0	0	0	0	0	0	0	237	209013	928037	0	0	0	0	0	154583	72207	2482	10880	0	55286	1583	0	0	0	1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54250	0	0	54250	0	0	0	0	32266	364370	267247	1000605	0	72874	133624	1000605	1207103	0	0	0	135848	0	0	0	0	0	0	0	0	
3720	0	0	0	0	159	89401	157507	0	0	0	0	0	92280	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	4766	347	0	0	0	12181	1401	0	-1568	256	39845	0	0	0	0	0	291	0	0	0	6269	30488	55523	0	0	0	0	0	7152	1113	0	565	1258	-1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	144	0	1094	0	0	0	5022	59351	33438	60971	0	11870	16719	60971	89560	0	0	0	18639	0	0	0	0	0	0	0	0	
3953	0	0	0	0	589	74387	97229	0	0	0	0	0	68472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	2631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10850	0	0	11381	11445	45645	0	0	0	0	0	8029	0	0	946	0	-1526	599	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	25378	11445	64177	0	5076	5723	64177	74976	0	10420	10420	6875	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	120324	179468	0	0	0	0	0	129443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	2054	0	0	0	0	0	0	-1736	0	40987	0	0	0	0	0	0	0	0	0	0	54499	74944	0	0	0	0	0	10815	0	18	896	1116	-2965	231	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2870	43937	55615	83729	0	8787	27808	83729	120324	0	0	0	17319	0	0	0	0	0	0	0	0	
4147	0	0	0	0	0	81517	115845	0	0	0	0	0	76871	0	0	0	891	891	0	0	0	891	0	0	0	0	0	0	0	0	0	662	2777	0	0	0	0	0	0	-121	31	21714	960	1650	0	0	0	0	0	0	0	1041	24101	51729	0	0	0	0	0	11411	0	0	2489	0	-697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	28970	25061	63192	0	5794	12531	63192	81517	0	949	949	13011	0	0	0	0	0	0	0	0	
