"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1148	45	26	0	1082	5	0			0	0	
242	160	0	0	0	160	0	0			0	0	
279	323	0	0	0	349	26	0			0	0	
354	185	0	6	0	190	11	0			0	0	
439	1913	90	3	0	1820	0	0			0	0	
457	317	3	0	0	348	34	0			0	0	
505	2649	105	2	0	2627	85	0			0	0	
1146	4633	70	15	0	4711	157	-6			0	0	
1155	1826	90	27	0	1709	0	0			0	0	
1351	1130	30	1	0	1120	21	0	0	0	0	0	
1454	1869	120	32	0	1740	23	0			0	0	
1557	378	0	1	0	377	0	0	0	0	0	0	
1632	7336	250	44	0	7059	17	0			0	0	
1669	1600	70	49	0	1609	128	0			0	0	
1829	4489	60	239	0	4196	6	0			0	0	
1856	173	15	8	0	150	0	0			0	0	
2040	1959	143	195	0	1642	21	0			0	0	
2161	568	15	7	0	552	6	0			0	0	
2376	8447	350	0	0	8097	0	0			0	0	
2451	212	15	0	0	201	4	0			0	0	
2554	26	0	0	0	26	0	0			0	0	
2732	3678	55	5	0	3758	140	0			0	0	
2750	345	45	1	0	380	81	0			0	0	
2938	6204	420	60	0	5871	147	0			0	0	
3252	903	0	82	0	944	123	0			0	0	
3458	336	0	5	0	331	0	0			0	0	
3720	1341	21	0	0	1323	3	0			0	0	
3953	1106	0	55	0	1085	34	0			0	0	
4138	1326	75	111	0	1201	61	0			0	0	
4156	1507	19	14	0	1412	9	71			0	0	
4231	761	36	7	0	736	18	0			0	0	
4437	1782	150	6	0	1632	6	0			0	0	
4839	1840	0	13	0	1837	10	0			0	0	
5005	2443	160	0	0	2283	0	0			0	0	
5069	6704	0	0	0	6704	0	0			0	0	
5135	2938	150	11	0	2791	14	0			0	0	
5210	5515	140	5	0	5375	5	0			0	0	
5331	886	0	0	0	886	0	0			0	0	
5461	1945	0	3	0	1943	1	0			0	0	
5751	766	0	0	0	766	0	0			0	0	
6039	824	75	2	0	899	152	0			0	0	
6057	169	41	1	0	199	72	0			0	0	
