"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1351																																					0	2440	0	40486	3452	0	1043	160	1309	110376	94471	626	95097	0	1130	0	0	0	15279	240	110376	0	0	14557	0	530	0	10476	83995	8	0	57890	56760	-48	4726	0	0	0	
1454																																					389	29377	52	0	136396	0	3436	0	8950	416029	382874	751	383625	0	1869	0	0	0	32404	1000	416029	0	0	31125	0	1214	1931	97261	285613	2	0	197967	196098	-935	39400	0	0	0	
1557																																					50	1998	0	2236	9919	0	168	0	861	35440	28427	326	30859	0	378	0	2106	0	4581	200	35440	0	0	3582	0	800	0	4480	23947	4	0	18999	18621	-1	1587	0	0	0	
1632																																					85	13356	0	0	38921	0	14804	0	10436	600446	528701	6584	548481	0	7336	0	3000	0	51965	1900	600446	0	0	22310	0	27773	0	42471	486230	2	0	530180	522844	-18	0	0	4057	6139	
1669																																					2663	10351	1525	67640	44837	0	1550	27	8891	224020	183321	1034	184722	0	1600	0	367	0	39298	800	224020	0	0	38161	0	800	0	37476	145845	4	0	71413	69813	-463	16723	0	0	0	
1829																																					1186	6580	754	0	105663	0	3010	381	9187	369261	304992	2125	329733	0	4489	8221	21397	0	39529	390	369262	0	0	35452	0	3100	0	59747	245245	2	0	238768	234279	587	0	0	0	1219	
1856																																					72	333	0	99563	86352	0	542	0	5983	209358	64467	190	193222	0	174	98	83000	0	16136	500	209358	0	0	-40	0	17782	0	3610	60856	4	0	16589	16415	-2106	0	0	45565	0	
2040																																					57	2777	0	0	27233	0	2093	95	5094	176516	136385	1206	160639	0	1960	0	21909	0	15877	480	176516	0	0	11026	0	4270	561	10107	126278	7	0	139266	137306	101	1300	0	0	1139	
2161																																					6000	3023	0	74	28499	0	1791	0	3415	104732	92968	968	93936	0	568	0	0	0	10796	1000	104732	0	0	8677	0	1253	0	17473	75495	1	0	56933	56365	-134	5565	0	0	0	
2376																																					127585	8188	84	238334	28749	4344	8498	1311	50165	1194714	714522	14758	1021447	67	8447	0	237879	0	173201	500	1194715	0	0	188459	0	0	0	19298	695224	2	-15698	711753	703306	-60	24150	0	54288	0	
2451																																					2532	244	124	0	0	0	381	0	1365	37876	24849	514	34485	0	212	750	9122	0	3391	50	37876	0	0	1037	0	2304	138	1861	22988	5	0	31417	31205	0	1137	0	0	0	
2554																																					0	672	0	2	2565	0	78	0	116	7398	6723	50	6773	0	26	0	0	0	625	50	7398	0	0	109	0	550	0	1921	4802	4	0	2666	2640	-84	1325	0	0	0	
2732																																					0	12300	1187	0	62512	0	6272	0	4509	508447	437966	8098	446324	0	3678	0	260	0	62123	0	508447	0	0	56522	0	5789	0	82734	355232	2	0	396745	393067	-188	28600	0	0	0	
2750																																					793	512	0	0	12213	0	519	0	2205	50338	38677	519	45596	0	345	0	6400	0	4742	88	50338	0	0	4790	0	93	0	2065	36612	4	0	34289	33944	-229	152	0	0	0	
2938																																					1888	10702	0	0	44684	0	6435	548	8373	383546	320714	4095	352888	0	6204	0	10000	0	30658	1250	383546	0	0	15015	0	14528	0	46868	273846	2	0	317120	310916	-135	0	0	14552	3527	
3252																																					2180	3542	0	4378	38157	0	621	120	3035	101269	85460	373	88297	0	903	0	2464	0	12972	200	101269	0	0	12523	0	300	0	11819	73641	4	0	50139	49236	-51	0	0	0	0	
3458																																					2838	1169	0	2002	7887	0	104	0	421	26925	20599	137	24181	0	336	0	0	0	2744	100	26925	0	0	2223	0	450	0	1983	18616	5	0	11153	10817	-29	1687	0	0	3445	
3720																																					0	5560	0	12854	41491	0	1842	6	4870	171157	139509	1793	149827	0	1341	0	4582	0	21330	2400	171157	0	0	8497	0	10800	65	19020	120489	1	0	101034	99693	-367	4776	0	0	3943	
3953																																					15	3114	0	0	4	0	4336	896	3217	101407	93103	1028	94523	0	1106	0	392	0	6884	500	101407	0	0	4704	0	1680	12561	23847	69256	4	0	72550	71444	0	5820	0	0	0	
4138																																					0	6661	0	0	33851	23	8664	1226	2658	191674	171224	902	174494	0	1326	0	2368	0	17180	300	191674	0	0	16966	0	300	0	24071	147153	1	0	135469	134143	-386	4448	0	0	0	
4156																																					281	3317	0	0	47563	0	3671	99	7329	177257	128211	1396	161107	0	1507	1783	31500	0	16150	1200	177257	0	0	9033	0	5981	1412	15560	112650	4	0	113309	111802	-64	0	0	0	0	
4231																																					0	4129	0	0	50327	0	1151	147	2087	124240	110421	938	111359	0	761	0	0	0	12881	500	124240	0	0	2100	0	11100	0	14975	95446	1	0	67155	66394	-819	5	0	0	0	
4437																																					90	3820	0	3024	40523	0	3941	0	4234	221693	186957	1572	200524	0	1782	0	9104	0	21169	963	221693	0	0	16534	0	3750	0	22814	164143	2	0	166532	164750	-78	1311	0	0	2891	
4839																																					166	4086	0	0	71691	75	6702	0	3314	282452	217319	1758	260810	0	1839	0	24986	0	21642	1875	282452	0	0	11925	0	8429	0	37320	180000	2	0	196007	194168	-587	2250	0	0	16747	
5005																																					1860	5603	0	1964	71724	0	7610	0	14037	389785	302152	4812	351838	0	2443	1973	44874	0	37947	0	389785	0	0	573	0	36235	0	29914	272238	1	0	281223	278780	1139	6234	0	0	0	
5069																																					398	1592	0	0	2286	0	17927	0	3089	318083	223859	5494	229353	0	6704	0	0	0	88730	4500	318083	0	0	79991	0	4129	0	10432	213427	1	0	275495	268791	110	24000	0	0	0	
5135																																					59	4194	0	0	42144	0	4058	1	8845	290803	249776	2860	260636	0	2938	1042	8000	0	30167	651	290803	0	0	10268	0	19349	0	38726	211049	1	0	206860	203922	-101	26538	0	0	0	
5210																																					892	14732	53	15990	326210	0	14562	0	42888	947039	682907	8645	879055	0	5515	0	155475	0	67984	4798	947039	0	0	61494	0	5455	950	54167	628740	2	0	536277	530762	-3763	0	0	0	32028	
5331																																					2	4374	0	0	149020	0	11424	0	7807	335453	219189	3055	309069	0	886	0	18825	0	26384	2580	335453	0	0	16358	0	8360	0	40588	178601	2	0	163712	162826	-914	0	0	0	68000	
5461																																					49	15873	802	0	87405	743	10834	0	6881	419899	354627	2133	385321	0	1945	0	28561	0	34578	2059	419899	0	0	28530	0	4241	0	37192	317435	1	0	299257	297312	-252	0	0	0	0	
5751																																					0	1774	0	0	44576	0	288	0	3588	102233	80595	315	80910	0	766	0	0	0	21323	600	102233	0	0	20451	0	700	0	5302	75293	9	0	51723	50957	-428	1050	0	0	0	
6039																																					4629	2045	0	0	16761	0	2161	805	2239	89567	79092	838	79930	0	824	0	0	0	9637	469	89567	0	0	4123	0	5100	0	10153	68939	1	0	49650	48826	-55	12101	0	0	0	
6057																																					15	231	0	45	2426	0	202	147	487	16553	14472	90	15062	0	169	0	500	0	1491	25	16553	0	0	1372	0	100	0	1418	13054	4	0	12201	12032	-6	968	0	0	0	
6141																																					0	1805	0	12499	0	0	289	0	586	36752	32266	263	32529	0	449	0	0	0	4223	400	36752	0	0	223	0	3600	0	9299	22967	1	0	18022	17573	0	4000	0	0	0	
6329																																					261	10994	0	875	48321	0	12254	420	10773	362670	328532	2994	331526	0	3667	0	0	0	31144	2600	362670	0	0	16843	0	12000	0	62408	266124	1	0	266852	263185	-299	15587	0	0	0	
6972																																					355	18378	0	190267	27744	0	11779	0	15247	908594	763980	6399	811723	0	8998	654	26000	0	96871	2600	908594	0	0	71996	0	22400	0	149998	613982	2	0	650693	641695	-125	2475	0	0	15344	
7009																																					2000	922	0	0	242536	0	372	0	7858	553149	492842	4578	497420	0	0	0	0	0	55729	500	553149	0	0	53447	0	552	0	86923	405919	2	0	219461	219461	1230	80000	0	0	0	
7045																																					8847	2776	0	9573	28498	0	1417	0	1318	106504	94322	371	94693	0	713	0	0	0	11811	100	106504	0	0	9447	0	2325	0	13173	81149	1	0	54788	54075	-61	0	0	0	0	
7157																																					0	678	0	0	12605	0	139	0	410	36152	31923	270	32193	0	269	0	0	0	3959	200	36152	0	0	3603	0	200	0	5098	26825	4	0	20572	20303	-44	2017	0	0	0	
7456																																					0	1125	0	60	15164	0	363	0	728	42855	38947	160	39107	0	233	0	0	0	3748	400	42855	0	0	729	0	2900	0	6645	32302	1	0	23690	23457	-281	1958	0	0	0	
7634																																					100	1926	0	232	8676	0	737	95	1569	56679	51024	317	51343	0	718	0	0	0	5336	200	56679	0	0	1312	0	3900	0	7524	43500	2	0	44062	43344	-76	0	0	2	0	
8033																																					981	2019	0	0	3267	0	891	122	2668	91669	65220	1126	82222	0	850	0	15876	0	9447	774	91669	0	0	5203	0	3476	0	17285	47935	2	0	74396	73546	-6	8175	0	0	0	
8462																																					0	5786	0	200	41368	0	385	0	776	92625	81826	461	82287	0	350	0	0	0	10338	350	92625	0	0	9959	0	350	0	18216	63610	4	0	29345	28995	-321	15115	0	0	0	
8631																																					36	2862	0	0	12858	0	1715	0	2221	56050	49578	192	49770	0	338	0	0	0	6280	500	56050	0	0	5025	0	800	0	12998	36580	1	0	30782	30444	-45	5914	0	0	0	
9357																																					0	10240	4498	0	27919	0	556	0	46662	339073	256395	1282	279979	0	3865	23238	13500	0	59094	500	339073	0	0	1459	0	57142	58827	85452	170943	1	0	170998	167133	-7	0	0	0	8802	
9553																																					48	1209	0	0	3411	0	307	0	2825	67951	52748	911	60842	0	616	0	7183	0	7109	400	67951	0	0	5518	0	1200	0	6169	46579	4	0	59967	59351	-9	800	0	0	0	
9807																																					258843	31299	0	371732	66994	14	8583	550	75358	2932708	2171594	21920	2671518	0	59914	0	322377	0	261190	20000	2932708	0	0	176485	0	63858	0	62256	2109338	2	0	2151849	2091935	847	27400	0	0	155627	
9955																																					3476	1694	1826	0	23888	0	2096	0	1695	80422	69017	285	70643	0	444	0	1341	0	9779	110	80422	0	0	6837	0	3023	0	9777	59240	5	0	40861	40417	-191	5330	0	0	0	
10157																																					29	1876	0	2203	18854	0	693	40	1298	53773	47021	208	48579	0	765	200	1350	0	5194	250	53773	0	0	2577	0	2560	0	8668	38353	4	0	29345	28580	-193	0	0	0	0	
10250																																					1284	8253	0	0	52117	0	12135	0	4320	402489	363572	2624	371896	0	3535	0	4500	0	30593	1500	402489	0	0	9396	0	20000	0	47391	316181	4	0	321686	318151	-303	6229	0	0	1200	
10849																																					1820	3798	0	63120	391	0	4613	536	7287	300243	233979	1271	273326	0	2874	694	38076	0	26917	16	300243	0	0	16095	0	10746	3750	20685	213294	1	0	217108	214234	60	0	0	0	0	
10858																																					2179	10561	77	53780	0	0	7442	0	6410	401375	334542	3161	367175	0	3012	2958	9538	0	34200	2500	401375	6273	0	16945	0	14755	2843	42196	292346	4	0	293309	290297	0	18555	0	0	19934	
11145																																					20	3565	36	489	15173	0	5244	968	2329	153839	122855	461	138730	0	1655	450	15414	0	15109	1000	153839	0	0	10114	0	4000	0	15701	107154	7	0	121120	119465	-5	6100	0	0	0	
11640																																					208	10354	0	0	86749	0	5686	0	11690	273370	237672	2548	251103	0	1598	0	10883	0	22266	650	273369	0	0	5383	0	16800	0	41603	196070	1	0	157454	155856	-567	2827	0	0	0	
11837																																					4180	2131	0	0	23982	0	1149	0	1508	91454	80651	874	81525	0	1099	0	0	0	9929	314	91454	0	0	438	0	9186	0	6707	73944	2	0	48586	47487	-9	11017	0	0	0	
12030																																					0	11471	0	1891	21063	0	3855	0	6423	331316	300324	3868	304192	0	8847	984	0	0	27124	300	331316	0	0	26541	0	300	75	29761	270563	1	0	265003	256156	-17	29398	0	0	0	
12058																																					1400	2473	0	211	22168	0	1495	1731	1525	101476	89310	913	91299	0	708	0	1076	0	10177	200	101476	0	0	8337	0	1650	276	11709	77601	4	0	69705	68997	-10	1200	0	0	0	
12142																																					9215	5101	0	2264	63382	0	4946	0	2870	163931	143414	749	144163	0	1219	0	0	0	19768	1250	163931	0	0	5700	0	13250	0	27003	116411	4	0	69972	68753	-432	7400	0	0	0	
12245																																					37	1939	0	0	28113	0	1901	0	1338	110513	93066	850	98916	0	832	0	5000	0	11597	1419	110513	0	0	6518	0	3581	0	15616	77450	4	0	72454	71622	79	5563	0	0	0	
12311	99068	822561	194004	0	3546545	7210	377631	49348	2014578	34489760	823257	31847152	493806	275697	552179	3437036	978173	2148802	39999	34489760	62535	14068	1229557	0	931632	277538	2	0	26060309	25784612	-52386	701951	1140431	889009	0	889009										34489760	24187754		31847152				3437036											1140675	23047079						0	701951	377424	1140431	
12647																																					35	1952	0	11413	0	0	1976	79	835	71674	60103	390	64043	0	521	0	3550	0	7632	125	71675	0	0	1342	0	6165	110	7613	52490	1	0	54345	53824	0	1450	0	0	0	
12656																																					5	357	0	752	0	0	237	46	158	13018	11932	69	12001	0	186	0	0	0	1017	72	13018	0	0	557	0	388	0	1995	9937	4	0	9565	9379	0	2084	0	0	0	
12937																																					13634	3477	0	0	32685	0	12227	0	1876	182245	145132	8974	154215	0	1090	0	109	0	28030	750	182245	0	0	22431	0	5250	0	22847	122285	1	0	119436	118346	-401	0	0	0	0	
12946																																					999	7644	2800	222	143559	1091	9097	458	15413	517799	421801	5235	467237	0	4092	3800	40201	0	50562	1	517799	0	0	47321	0	3749	0	46508	375293	2	0	335863	331771	-509	945	0	0	0	
12955																																					38	2789	0	10418	5401	0	3462	554	1715	113617	98075	497	102672	0	864	0	4100	0	10945	1567	113617	0	0	1945	0	7433	686	18837	79238	4	0	88818	87954	0	600	0	0	0	
13037																																					388	3128	0	0	43629	0	2638	612	4087	104041	91340	676	92016	0	2212	0	0	0	12026	900	104042	0	0	10798	0	450	0	17486	73854	1	0	47141	44929	-122	4630	0	0	0	
13103																																					33	14331	0	2183	291642	0	14338	0	26175	1121115	703035	12819	966215	0	7508	328	242057	0	154900	500	1121115	0	0	105548	0	34018	0	28596	674439	2	0	779304	771796	14834	289	0	0	8304	
13251																																					457	860	0	0	6450	0	95	293	735	31603	28251	203	28454	0	388	0	0	0	3149	25	31603	0	0	1419	0	1725	0	3397	24854	4	0	21062	20674	-20	2039	0	0	0	
13457																																					0	408	0	0	4637	0	23	0	1581	20713	15060	178	15238	0	129	0	0	0	5475	50	20713	0	0	5373	0	50	0	1925	13135	5	0	10353	10224	2	3840	0	0	0	
14052																																					14	2084	0	115	7237	0	870	58	739	65367	59584	400	59984	0	688	0	0	0	5383	1000	65367	0	0	2881	0	1500	0	11501	48083	8	0	48261	47573	2	6677	0	0	0	
14155																																					3750	3325	0	200	6954	0	3255	285	3466	110022	91499	810	98564	0	1013	0	6255	0	11458	176	110022	0	0	11099	0	160	0	10012	81487	8	0	88811	87798	23	989	0	0	0	
14258																																					0	10554	0	0	61454	0	7675	0	9714	896019	779676	2932	818608	0	9222	0	0	0	77411	500	896019	0	0	61728	0	15088	10369	126049	653627	2	0	719002	709780	95	86473	0	36000	0	
14409	13337	605985	71161	0	5882482	0	145813	39737	818335	35131324	388254	30845622	147	185406	1844685	3862445	260000	4285555	0	35131324	54696	27564	1843230	0	2532380	0	2	0	25490499	25305093	-90055	0	2447376	713999	0	713999										35131324	23145984		30845622				3862445											1616778	21529206						350000	0	0	2447376	
14454																																					0	1044	0	0	3014	0	388	0	285	32067	25848	266	26114	0	328	2745	0	0	5953	75	32067	0	0	112	0	5770	0	2168	23680	1	0	22194	21866	-4	2725	0	0	0	
14650																																					595	1307	0	4118	76	0	338	0	1544	27263	24035	418	24453	0	280	110	0	0	2810	200	27263	0	0	2309	0	300	0	6402	17633	4	0	15569	15289	1	3886	0	0	0	
14753																																					0	794	0	1251	12717	0	167	0	560	29969	26692	295	26987	0	524	0	0	0	2982	300	29969	0	0	477	977	1277	0	5823	20869	1	0	14869	14345	-49	135	0	0	0	
14865																																					6201	4184	1249	0	42250	0	4970	0	4680	188123	165178	1422	171276	0	1507	0	4676	0	16847	730	188123	0	0	6476	0	9946	0	25921	139257	2	0	119476	117969	-305	6620	0	0	0	
15536																																					8595	58379	1516	0	367607	0	72339	5817	82034	3815412	3214164	36139	3342303	0	42079	32965	0	0	473109	10593	3815412	0	0	184605	0	271830	5743	299901	2914263	2	0	3222496	3180417	6081	0	0	92000	0	
16337																																					398	9249	0	0	56035	0	19513	228	15515	451349	373651	2788	412247	0	4207	0	34000	0	39102	350	451349	0	0	30321	0	8500	0	64421	309230	1	0	352563	348356	-69	2055	0	0	1808	
16458																																					0	3893	0	33889	38885	0	10600	0	2523	212284	180296	1225	184548	0	2026	0	3027	0	27736	941	212284	0	0	24916	0	2059	788	16142	164154	1	0	112430	110404	-180	11302	0	0	0	
16551																																					1302	2079	0	0	10072	0	3184	291	4262	157605	124007	472	143149	0	2387	931	18670	0	14456	175	157605	0	0	7724	0	6576	102	13920	110087	4	0	134747	132360	-19	3022	0	0	0	
16748																																					31	1997	323	859	9536	0	849	135	2466	50748	42448	531	45979	0	414	0	3000	0	4769	400	50748	0	0	1872	0	2600	0	8140	34308	1	0	32030	31616	-103	2936	0	0	0	
16944																																					0	3552	0	0	11303	0	148	0	249	31005	26525	145	26670	0	259	0	0	0	4335	1000	31005	0	0	1850	0	1500	0	4942	21583	4	0	14712	14453	-15	1300	0	0	0	
16953																																					100	732	0	255	12095	0	92	0	301	30933	25752	283	26035	0	152	0	0	0	4898	100	30933	0	0	2978	0	2025	0	5111	20641	4	0	12710	12558	-205	4800	0	0	0	
17110																																					47122	2451	227	0	4620	0	2229	0	4453	149605	129906	1412	133318	0	856	0	0	2000	16287	300	149605	0	0	9001	0	6986	0	0	129906	1	0	87879	87023	0	0	1480	0	0	
17147																																					1444	28026	340	598	169248	0	9837	610	33291	1022403	710861	4194	947949	0	7569	631	67953	0	74455	3140	1022404	0	0	58256	0	13141	180	104302	606559	2	0	733912	726343	-82	51855	0	136455	28486	
17259																																					33	916	0	207	24993	0	1033	104	2121	62496	51817	1039	56756	0	143	0	2750	0	5740	769	62496	0	0	4335	0	769	0	6717	45100	4	0	33114	32971	-133	118	0	1150	0	
17464																																					10459	62539	14678	3692	105558	1928	36356	0	57735	2313632	1795933	27899	1980281	0	24062	105056	118222	0	333351	750	2313632	0	0	255833	0	76340	2673	274629	1521304	1	0	1929220	1905158	428	7800	0	0	38227	
17839																																					84	4038	0	0	44699	0	2362	447	3952	199134	172169	2168	183308	0	1899	0	5000	0	15826	800	199134	0	0	7812	0	7261	0	25382	146787	2	0	145083	143184	-47	368	0	0	3971	
17950																																					91	3644	0	334	43022	0	4718	6	3688	177727	158547	1545	161141	0	1204	1695	1049	0	16586	725	177727	0	0	5498	0	10550	0	22776	135771	4	0	117083	115879	-187	4650	0	0	0	
18050																																					164	8880	1007	22442	74867	0	14516	204	3901	290179	255386	1260	257206	0	2375	0	560	0	32973	1214	290179	0	0	24943	0	7671	256	60582	194804	1	0	160092	157717	-855	6225	0	0	0	
18078																																					8000	22975	7410	156472	48375	0	12712	2124	36403	1292268	998939	9024	1165468	0	9790	27893	102386	0	126800	250	1292268	0	0	5426	0	121837	46013	114031	884908	2	0	932793	923003	-713	888	0	0	55119	
18135																																					96	6891	0	0	42624	0	11592	0	6454	197675	152333	522	181808	0	1128	0	20409	0	15867	456	197675	0	0	9113	0	6056	3073	37970	114363	2	0	120546	119418	242	7527	0	0	8544	
18377																																					5459	0	0	0	4339	0	670	0	235	24026	21011	56	21597	0	102	0	530	0	2429	0	24026	0	0	2454	0	0	0	0	21011	1	0	13425	13323	-25	0	0	0	0	
18827																																					228	4869	0	46752	9092	0	2401	25	1824	153614	136191	685	137633	0	1287	0	757	0	15981	400	153614	0	0	13253	0	2400	0	23312	112879	1	0	87310	86023	-72	2400	0	0	0	
18836																																					2786	3179	0	170	9036	0	2932	0	4827	139813	119572	1939	126569	0	1386	0	5058	0	13244	180	139813	0	0	11381	0	1676	0	19014	100558	2	0	109414	108028	7	8855	0	0	0	
18854																																					3523	716	0	0	5864	0	1650	0	862	47707	40572	181	44353	0	241	0	3600	0	3353	40	47706	0	0	1409	0	2060	0	5621	34952	4	0	30656	30415	-156	4677	0	0	0	
18957																																					202	1499	0	0	14212	0	577	91	1994	55500	46704	172	51011	0	384	0	4135	0	4489	200	55500	0	0	3910	0	500	0	5099	41605	4	0	37018	36634	-121	291	0	0	0	
19356																																					123	2720	0	0	25248	0	888	220	851	75404	66036	1631	67747	0	869	0	0	0	7657	2025	75404	0	0	2951	0	3200	0	10351	55685	5	0	44621	43752	-519	1602	0	80	0	
19730																																					4600	60445	8808	34686	145282	0	68296	1459	76318	1974323	1676898	14599	1778146	0	21526	17847	61099	0	196177	4083	1974323	0	0	81259	0	111304	437	319423	1357475	3	0	1536004	1514478	-469	41667	0	0	25550	
19936																																					15	7745	0	9207	48807	0	5712	1174	6475	229717	204390	1513	213159	0	2053	0	5000	0	16558	420	229717	0	0	6602	0	9781	0	29246	175144	2	0	147324	145271	-245	5311	0	0	2256	
19972																																					5179	37	0	14415	0	0	321	0	2577	50364	39194	543	39737	0	95	0	0	0	10627	0	50364	0	0	46	0	10581	0	101	39092	1	0	27930	27835	0	0	0	0	0	
20053																																					6075	1875	0	0	8048	0	311	56	1074	82835	67379	335	73145	0	620	2819	4439	0	9690	150	82835	0	0	3541	0	6053	0	7426	59953	4	0	58849	58229	-54	4348	0	682	310	
20147																																					0	2423	112	0	15903	0	1608	223	1111	55659	49518	473	51007	0	311	0	1016	0	4652	100	55659	0	0	1014	0	3600	0	4622	44896	1	0	33596	33285	-62	994	0	0	0	
