"IDRSSD"	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	RCONF264	
1351	0	0	0	0	0	208	73557	109027	0	0	0	0	0	57890	0	0	0	709	709	0	0	0	709	0	0	0	0	0	0	0	0	0	893	0	1547	0	0	25992	14494	0	-48	0	3500	0	0	0	0	0	0	0	0	0	0	9057	48833	0	0	0	0	0	2512	0	0	0	0	-1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544	0	0	0	1544	0	0	0	893	34218	23551	55145	0	6844	11776	55145	73765	0	4726	4726	15327	0	0	0	0	0	0	0	0	0	
1454	0	0	0	0	0	0	221125	394037	0	0	0	0	0	197967	0	0	0	1210	1210	0	1210	0	0	0	0	52	0	0	0	0	0	0	13140	16626	0	0	0	0	0	0	-935	4574	127032	5725	0	0	0	0	1931	0	0	0	92	58175	139700	0	0	0	0	0	12438	52	66	854	0	-2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17780	185214	65831	151166	0	37043	32916	151166	221125	0	39400	39400	33287	0	0	0	0	0	0	0	0	0	
1557	0	0	0	0	0	97	22381	35726	0	0	0	0	0	18999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	1823	0	0	0	2236	0	0	-2	0	9921	0	0	0	0	0	0	0	0	0	0	2192	16807	0	0	0	0	0	1029	0	0	0	0	-380	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	407	0	0	0	225	15567	2192	18269	0	3113	1096	18269	22478	0	1587	1587	4582	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	303	563129	587862	0	0	0	0	0	530180	0	0	0	14612	14612	0	0	0	14612	0	0	0	0	0	0	0	0	0	2885	10556	0	0	0	0	0	0	-29	1	36434	2515	0	0	0	0	0	0	0	0	4064	72371	453745	0	0	0	0	0	25240	0	0	1576	36	-7365	3286	0	0	0	3286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20174	0	0	0	20174	0	0	0	2886	52630	74922	515445	0	10526	37461	515445	563432	0	0	0	51983	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	379	97307	218436	0	0	0	0	0	71413	0	0	0	0	0	0	0	0	0	0	0	1525	0	0	0	0	0	0	6260	6754	0	0	0	57167	0	10473	-702	0	45539	0	0	0	0	0	0	0	0	0	0	39006	32407	0	0	0	0	0	11993	1525	426	0	0	-777	0	0	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6686	126183	39006	52946	0	25237	19503	52946	97686	0	16723	16723	38236	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	1679	223099	355404	0	0	0	0	0	238768	0	0	0	100	100	0	0	0	100	0	0	8975	0	0	0	0	0	0	5682	2084	0	0	0	0	0	0	175	1621	91293	9756	2818	0	0	0	0	0	0	0	62	113964	124742	0	0	0	0	0	21553	8975	8	2867	394	4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6491	0	0	0	6491	0	0	0	7311	96306	124114	143460	0	19261	62057	143460	224778	0	0	0	29967	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	60017	212845	0	0	0	0	0	16589	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	405	0	0	0	97391	2172	0	-2107	0	88459	0	0	0	0	0	0	0	0	0	0	2896	13693	0	0	0	0	0	6623	98	0	0	0	-2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	186255	5068	20232	0	37251	2534	20232	60017	0	0	0	18144	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	265	135364	175265	0	0	0	0	0	139266	0	0	0	740	740	0	0	0	740	0	0	0	0	0	0	0	0	0	559	2275	0	0	0	0	0	0	153	0	23943	3137	0	0	0	0	561	0	0	0	1211	34335	103720	0	0	0	0	0	7282	0	0	1095	0	-1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	29824	38033	110647	0	5965	19017	110647	135629	0	1300	1300	15776	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	54879	102769	0	0	0	0	0	56933	0	0	0	67	67	67	0	0	0	0	0	0	0	0	0	0	0	0	1023	8000	0	0	74	0	0	0	-203	785	27916	0	0	0	0	0	0	0	0	0	0	30117	26816	0	0	0	0	0	5206	0	5	616	0	-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1954	42097	30117	31401	0	8419	15059	31401	54879	0	5565	5565	10930	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	246	655825	1287045	0	0	0	0	0	711753	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	1873	133899	0	0	9971	226327	2036	0	120	5052	21577	0	2000	0	0	0	0	0	0	0	21	389684	322048	0	0	0	0	0	64402	84	0	11754	0	-8243	53	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16896	417728	391720	376665	0	83546	195860	376665	656071	0	24150	24150	173033	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	30199	34098	0	0	0	0	0	31417	274	2902	2902	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	116	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	146	1665	9651	19955	0	0	0	0	0	2620	750	71	640	0	538	58	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	6101	9789	24084	0	1220	4895	24084	30199	0	1137	1137	2641	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	3673	7506	0	0	0	0	0	2666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	1	1	0	0	-84	0	2599	50	0	0	0	0	0	0	0	0	0	263	2403	0	0	0	0	0	194	0	0	0	0	-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4597	313	2597	0	919	157	2597	3673	0	1325	1325	709	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	383755	510810	0	0	0	0	0	396745	0	0	0	5906	5906	0	0	0	5906	0	0	1187	0	0	0	0	0	0	7488	4812	0	0	0	0	0	0	-286	0	60746	0	2052	0	0	0	0	0	0	0	595	99808	296342	0	0	0	0	0	11968	1187	181	0	0	-2777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7669	94753	99808	314900	0	18951	49904	314900	383755	0	28600	28600	61124	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	36470	52006	0	0	0	0	0	34289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	1170	0	0	0	0	0	0	-229	2143	9778	521	0	0	0	0	0	0	0	0	1284	3176	29829	0	0	0	0	0	2724	0	20	470	25	-574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2298	12854	3722	32038	0	2571	1861	32038	36470	0	152	152	4971	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	2115	324993	381261	0	0	0	0	0	317120	0	0	0	9272	9272	0	0	0	9272	0	0	0	0	0	0	0	0	0	1703	10887	0	0	0	0	0	0	-219	0	42373	2530	0	0	0	0	0	0	0	0	3268	67695	246157	0	0	0	0	0	15356	0	0	1636	41	-6423	827	0	0	0	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10407	0	0	0	10407	0	0	0	1703	58164	70266	280342	0	11633	35133	280342	327108	0	0	0	30793	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	127	61955	101701	0	0	0	0	0	50139	0	0	0	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	1945	3777	0	0	0	4278	100	0	-142	4751	32122	1224	202	0	0	0	0	0	0	0	526	1129	48484	0	0	0	0	0	3776	0	33	556	13	-1045	195	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	442	0	0	0	6729	41259	2466	52597	0	8252	1233	52597	62082	0	0	0	13023	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	104	18491	25785	0	0	0	0	0	11153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4007	0	0	0	0	2002	-45	1108	6824	0	0	0	0	0	0	0	0	0	0	1589	9564	0	0	0	0	0	525	0	0	0	0	-381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	8511	1589	16098	0	1702	795	16098	18595	0	1687	1687	2773	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	82	101703	169026	0	0	0	0	0	101034	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	5366	194	0	0	0	11124	1730	0	-1276	221	41833	0	713	0	0	0	65	0	0	0	5753	28714	66567	0	0	0	0	0	6718	822	0	565	1251	-1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1566	0	10	0	1556	0	0	0	5587	64255	31760	73054	0	12851	15880	73054	101785	0	4776	4776	21696	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	120	78793	100167	0	0	0	0	0	72550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	2319	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	12561	0	0	13674	10353	48523	0	0	0	0	0	8449	0	0	983	0	-1106	623	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	22796	10353	69177	0	4559	5177	69177	78913	0	5820	5820	6884	0	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	0	129535	187575	0	0	0	0	0	135469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2186	4475	0	0	0	0	0	0	-644	0	34495	0	0	0	0	0	0	0	0	0	0	51627	83842	0	0	0	0	0	12571	0	18	922	1240	-1970	260	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2464	44340	52867	94233	0	8868	26434	94233	129535	0	4448	4448	17566	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	0	126840	172453	0	0	0	0	0	113309	0	0	0	716	716	0	0	0	716	0	0	1783	0	0	0	0	0	0	631	2967	0	0	0	0	0	0	68	0	34088	13006	401	0	0	0	0	1412	0	0	0	22967	90342	0	0	0	0	0	12882	0	0	1660	11221	-1439	0	0	0	0	0	64	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2565	0	0	0	2565	0	0	0	631	38715	47194	95500	0	7743	23597	95500	126840	0	0	0	14432	0	0	0	0	0	0	0	0	0	
