"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													408	0	71	0	0	0	0	0	223	114	0	57	0				
242													89	0	0	0	0	0	0	0	89	0	0	0	0				
279													468	0	170	0	0	36	69	0	161	137	0	64	0	Elan Transfer Bonus	ATM Settlement		
354													35	0	0	0	0	0	0	0	35	0	0	0	0				
439													2358	0	33	432	0	26	0	0	1215	678	0	0	0	BL Pass Through			
457													287	47	47	0	0	0	0	0	78	162	0	0	0				
505													2173	0	36	0	0	0	0	0	888	1168	81	0	0				
1146													14853	0	5043	3942	3192	0	0	0	934	4934	0	0	0				
1155													1567	0	750	0	0	0	0	0	578	239	0	750	0				
1351													626	0	0	0	0	0	0	0	575	51	0	0	0				
1454													751	0	226	0	88	0	0	0	429	96	0	138	0				
1557													326	0	54	179	0	48	0	0	93	0	0	0	0	RESERVE FOR TAXES			
1632													6584	0	1375	0	0	670	0	0	3468	1741	0	472	0	Accumulated minimum lease obligations			
1669													1034	0	0	0	0	0	0	0	671	363	0	0	0				
1829													2125	0	275	0	69	0	0	0	1378	472	0	0	0				
1856													190	0	0	0	0	0	0	0	190	0	0	0	0				
2040													1206	0	19	0	0	0	0	0	831	356	0	0	0				
2161													968	0	453	0	0	0	0	0	218	297	0	453	0				
2376													14758	0	6288	0	70	1960	318	0	94	8376	0	3399	0	Unearned revenue RE Jt Ventures	Unearned revenue OREO		
2451													514	0	3	0	0	0	0	0	117	394	0	0	0				
2554													50	0	0	0	0	0	0	0	50	0	0	0	0				
2732													8098	232	2908	0	0	2614	0	0	3453	1737	0	50	0	Payable - reverse stock split shareholders			
2750													519	0	297	0	0	0	0	0	139	83	0	297	0				
2938													4095	0	163	0	0	0	0	0	1985	1947	0	0	0				
3252													373	0	0	0	0	0	0	0	356	17	0	0	0				
