"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	URL	
37																								0	0	188	0	0	0	false	0	0	0	0	0	100	52	0	36	323	0	0	0	0	0	0	0	false	0	0		
242																								0	0	0	200	0	1632	false	0	0	0	0	0	0	0	0	0	503	1	0	0	500	932	0	0	true	0	0		
279																								69	242	0	5000	69	30379	true	0	0	242	0	0	0	0	0	0	195	0	69	0	7920	17459	0	0	false	0	0		
354																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	305	1	0	0	0	0	0	0	false	0	0		
439																								2921	0	80	0	0	0	false	0	0	0	2921	0	0	80	0	0	2350	1	0	0	0	0	0	0	false	0	0		
457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	455	1	0	0	0	0	0	0	false	0	0		
505																								142	0	0	10500	97	21500	true	0	0	0	45	0	0	0	0	0	2989	2	97	0	3000	8000	0	0	true	0	0		
1146																								577	0	482	7000	14	18714	true	0	0	0	563	0	0	449	0	33	1296	1	14	0	0	11714	0	0	true	0	0		
1155																								0	0	69	0	0	3000	true	0	0	0	0	0	69	0	0	0	4517	3	0	0	0	3000	0	0	true	0	0		
1351																								0	0	15	0	0	0	false	0	0	0	0	0	0	15	0	0	282	0	0	0	0	0	0	0	false	0	0		
1454																								112	0	0	0	0	0	true	0	0	0	112	0	0	0	0	0	31410	5	0	0	0	0	0	0	true	0	0		
1557																								0	0	0	0	0	61	false	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	false	0	61		
1632																								0	0	0	10000	0	24000	true	0	0	0	0	0	0	0	0	0	14758	6	0	0	11000	3000	0	0	true	0	0		
1669																								2053	0	136	275	0	275	false	0	0	0	2053	0	0	136	0	0	2088	2	0	0	0	0	0	0	false	0	0		
1829																								0	0	528	2000	0	9000	false	0	0	0	0	0	0	483	0	45	1913	1	0	0	2000	5000	0	0	false	0	0		
1856																								0	0	0	40000	0	40000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
2040																								0	0	231	5000	0	16532	true	0	0	0	0	0	0	231	0	0	907	0	0	0	11460	0	0	0	false	0	72		
2161																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1567	0	0	0	0	0	0	0	false	0	0		
2376																								0	3134	625	0	0	154894	true	0	3134	0	0	0	0	65	385	175	13455	2	0	0	15000	139894	0	0	false	0	0		
2451																								0	0	0	0	0	306	true	0	0	0	0	0	0	0	0	0	341	1	0	0	0	306	0	0	false	0	0		
2554																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	75	1	0	0	0	0	0	0	false	0	0		
2732																								1449	0	0	0	0	143	true	0	0	0	1449	0	0	0	0	0	15322	7	0	0	0	0	0	0	true	0	143		
2750																								0	0	0	1800	0	3700	false	0	0	0	0	0	0	0	0	0	962	2	0	0	0	1900	0	0	false	0	0		
2938																								0	0	582	0	0	40500	true	0	0	0	0	0	0	150	0	432	21306	8	0	0	0	40500	0	0	true	1260	0		
2956																								0	0	193	0	0	0	false	0	0	0	0	0	0	60	0	133	7	0	0	0	0	0	0	0	false	0	0		
3252																								0	0	0	500	0	4417	false	0	0	0	0	0	0	0	0	0	456	0	0	0	1000	2817	0	0	false	0	100		
3458																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
3506																								4102	4	0	0	0	40000	true	0	0	4	4039	0	0	0	0	0	7750	1	0	63	10000	0	20000	0	true	0	10000		
3579																								811	0	781	8139	0	34863	true	0	0	0	811	0	0	586	195	0	16288	5	0	0	11947	14132	0	640	false	0	5		
3720																								0	0	25	1000	0	8188	true	0	0	0	0	0	0	0	0	25	728	1	0	0	5000	2000	0	0	true	0	188		
3953																								0	0	243	470	0	1110	false	0	0	0	0	0	193	0	0	50	2395	3	0	0	196	444	0	0	false	0	0		
4138																								0	23	246	0	0	3842	false	0	23	0	0	9	0	98	0	139	5399	3	0	0	0	3842	0	0	true	0	0		
4147																								0	0	1574	1500	0	4000	true	0	0	0	0	0	0	0	0	1574	2561	6	0	0	1000	1500	0	0	false	0	0		
4156																								0	0	111	0	0	14500	true	0	0	0	0	0	0	111	0	0	831	1	0	0	1000	13500	0	0	false	0	0		
4231																								0	0	300	0	0	0	false	0	0	0	0	0	0	300	0	0	769	1	0	0	0	0	0	0	false	0	0		
4437																								0	0	60	5731	0	11397	false	0	0	0	0	0	0	60	0	0	7255	3	0	0	3487	2179	0	0	false	0	0		
4745																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	false	0	0		
4839																								0	254	0	11400	0	24900	true	0	0	254	0	0	0	0	0	0	9199	5	0	0	6000	7500	0	0	false	0	0		
