"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
	CASH AND DUE FROM DEPOSITORIES	TIER 3 CPTL ALLOCATD FOR MARKET RISK	MARKET RISK EQUIVALENT ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	TOTAL ASSETS	UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLL_AMT	ALLOCATED TRANSFER RISK RESERVES	TOTAL EQUITY CAPITAL	QTLY AVG OF TOTAL ASSETS	COMMERCIAL LETTERS OF CREDIT	PART IN ACCEPT ACQ BY NONACCEPT BK	COMMIT&CONTINGENCIES/SECURITIES LENT	TOTAL TRADING ASSETS	TOTAL RISK-BASED CAPITAL	INT RATE CONTRACTS-MAT 1 YR OR LESS	FGN EXCHG RATE CONTRACTS-MAT 1 YR OR	PERFORMANCE STANDBY LETTERS OF CR	UNUSED COMMITMENTS MAT EXCEED 1 YEAR	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (20% RISK-WEIGHT)	TOTAL ASSETS (50% RISK-WEIGHT)	ALL OTHER ASSETS (100% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	LOANS AND LEASES HELD FOR SALE	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET CURRENT CREDIT EXPOSURE	INT RATE CONTRCTS-MAT OVER1THRU5 YRS	INT RATE CONTRCTS-MAT OVER 5 YEARS	FGN EXCHG RATE CNTRCS-MAT OVR1-5 YRS	FGN EXCHG RATE CNTRCS-MAT OVER 5 YRS	GOLD CONTRACTS-MAT ONE YEAR OR LESS	GOLD CONTRACTS-MAT OVER 1 THRU 5 YRS	GOLD CONTRACTS-MAT OVER 5 YEARS	OTH PRECS METL-MAT ONE YEAR OR LESS	OTH PRECS METL-MAT OVER 1 THRU 5 YRS	OTH PRECS METL-MAT OVER 5 YEARS	OTHR COMMODITY-MAT ONE YEAR OR LESS	OTHR COMMODITY-MAT OVER 1 THRU 5 YRS	OTHR COMMODITY-MAT OVER 5 YEARS	EQUITY CONTRCT-MAT ONE YEAR OR LESS	EQUITY CONTRCT-MAT OVER 1 THRU 5 YRS	EQUITY CONTRCT-MAT OVER 5 YEARS	EQUIV AMT OF OFF-B/S DERIVATIVES	NET UNREAL LOSS ON AFS EQTY SEC	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	AMT OF RETAINED RECOURSE ON SBO'S	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	FED FNDS SLD&SECS PRCHD UDR AGMT-100	LOANS & LEASES, NET UNEARNED INCOME	RECOURSE & DIRECT CRD SUBS-FACE VALU	RECOURSE&DIRCT CRDT SUBS-CRDT EQ AMT	RECOURSE&DIRECT CRDT SUBSTITS-100%	FINCL STANDBY LTTRS OF CRD-FACE VALU	FINCL STANDBY LETTRS OF CRD-EQVL AMT	FINANCIAL STANDBY LETTRS OF CRDIT-0%	FINANCIAL STANDBY LETTRS OF CRDT-20%	FIANCIAL STANDBY LETTRS OF CRDIT-50%	FINANCIAL STANDBY LETTRS OF CRD-100%	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CASH & BAL DUE FROM DI'S: 0% RSK-WGT	CASH & BAL DUE FROM DI'S: 20% RSK-WT	CASH & BAL DUE FROM DI'S:100% RSK-WT	H-T-M SECURITIES-NOT SUBJECT RSK-WT	HELD-TO-MATUR SECURITIES: 0% RSK-WGT	HELD-TO-MATUR SECURITIES: 20%RSK-WGT	HELD-TO-MATUR SECURITIES: 50%RSK-WGT	HELD-TO-MATUR SECURITIES:100%RSK-WGT	A-F-S SECURITES - NOT SUBJECT RSK-WT	AVAIL-FOR-SALE SECUR: 0% RISK-WGT	AVAIL-FOR-SALE SECUR: 20% RISK-WGT	AVAIL-FOR-SALE SECUR: 50% RISK-WGT	AVAIL-FOR-SALE SECUR: 100% RISK-WGT	LOANS&LEASES H-F-S: NOT SUBJ RSK-WGT	LOANS & LEASES H-F-S: 0% RISK-WEIGHT	LOANS & LEASES H-F-S: 20% RISK-WGT	LOANS & LEASES H-F-S:-50% RISK-WGT	LOANS & LEASES H-F-S: 100% RISK-WGT	LOANS & LEASES,NET: NOT SUBJ RSK-WGT	LOANS & LEASES, NET: 0% RISK-WEIGHT	LOANS & LEASES, NET: 20% RISK-WEIGHT	LOANS & LEASES, NET: 50% RISK-WEIGHT	LOANS & LEASES,NET: 100% RISK-WEIGHT	TRADING ASSETS: NOT SUBJ RISK-WGT	TRADING ASSETS: 0% RISK-WEIGHT	TRADING ASSETS: 20% RISK-WEIGHT	TRADING ASSETS: 50% RISK-WEIGHT	TRADING ASSETS: 100% RISK-WEIGHT	OTHER ASSETS - TOTALS	OTHER ASSETS - NOT SUBJ RISK-WGT	OTHER ASSETS: 0% RISK-WEIGHT	OTHER ASSETS: 20% RISK-WEIGHT	OTHER ASSETS: 50% RISK-WEIGHT	TOTAL ASSETS: NOT SUBJ RISK-WGT	PERFORM STANDBY LETRS OF CRDT-EQUIV	PERFORM STANDBY LETRS OF CRDT-0% R/W	PERFORM STANDBY LETRS OF CRDT-20%R/W	PERFORM STANDBY LETRS OF CRDT-50%R/W	PERFORM STANDBY LETRS OF CRDT-100%	CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL	COMMERCIAL &SIM LETRS OF CRDT-0%	COMMERCIAL &SIM LETRS OF CRDT-20%	COMMERCIAL &SIM LETRS OF CRDT-50%	COMMERCIAL &SIM LETRS OF CRDT-100%	RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL	RISK PARTIC IN BKRS ACCEPT - 0%	RISK PARTIC IN BKRS ACCEPT - 20%	RISK PARTIC IN BKRS ACCEPT - 100%	SECURITIES LENT-CREDIT EQUIVALNT AMT	SECURITIES LENT - 0%	SECURITIES LENT - 20%	SECURITIES LENT - 50%	SECURITIES LENT - 100%	RECOURSE ON SMALL BUS OBLIG - EQUIV	RECOURSE ON SMALL BUS OBLIG - 0%	RECOURSE ON SMALL BUS OBLIG - 20%	RECOURSE ON SMALL BUS OBLIG - 50%	RECOURSE ON SMALL BUS OBLIG - 100%	OTHR FNCL ASSETS SOLD W/RECRS ($AMT)	OTHR FNCL ASSETS SOLD W/RECRS (EQUIV	OTHR FNCL ASSETS SOLD W/RECRS-0%	OTHR FNCL ASSETS SOLD W/RECRS-20%	OTHR FNCL ASSETS SOLD W/RECRS-50%	OTHR FNCL ASSETS SOLD W/RECRS-100%	ALL OTH OFF-BALNCE SHEET LIABILITIES	ALL OTH OFF-BAL SHEET LIABS-CDT EQVL	ALL OTH OFF-BAL SHEET LIABILITIES-0%	ALL OTH OFF-BAL SHEET LIABILTIES-20%	ALL OTH OFF-BAL SHEET LIABILTIES-50%	ALL OTH OFF-BAL SHEET LIABLTIES-100%	CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL	CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%	CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%	CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%	CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%	DERIVATIVE CONTRACTS - 0%	DERIVATIVE CONTRACTS - 20%	DERIVATIVE CONTRACTS - 50%	TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%	TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%	RSK-WGHTD ASTS BY RSK WGHT CTRY-20%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%	RSK-WGHTD ASTS BY RSK WGH CTGRY-100%	RSK-WGHTD ASTS BEFORE DEDCTNS - 100%	FED FNDS SLD&SECS PRCHD UDR AGRMT-0%	FED FNDS SLD&SECS PRCHD UDR AGRMT-20	FED FDS SLD&SECS PURC UDR AGRMTS,ETC	SUBTOTAL	ADJMNT TO TIER 1 CPTL	CASH AND DUE FROM DEPOSITORIES	TIER 3 CPTL ALLOCATD FOR MARKET RISK	MARKET RISK EQUIVALENT ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	TOTAL ASSETS	UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLL_AMT	ALLOCATED TRANSFER RISK RESERVES	TOTAL EQUITY CAPITAL	QTLY AVG OF TOTAL ASSETS	COMMERCIAL LETTERS OF CREDIT	PART IN ACCEPT ACQ BY NONACCEPT BK	COMMIT&CONTINGENCIES/SECURITIES LENT	TOTAL TRADING ASSETS	TOTAL RISK-BASED CAPITAL	INT RATE CONTRACTS-MAT 1 YR OR LESS	FGN EXCHG RATE CONTRACTS-MAT 1 YR OR	PERFORMANCE STANDBY LETTERS OF CR	UNUSED COMMITMENTS MAT EXCEED 1 YEAR	ACCMLTD NT GN(LOSS) ON CSH FLW HDGS	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (20% RISK-WEIGHT)	TOTAL ASSETS (50% RISK-WEIGHT)	ALL OTHER ASSETS (100% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	LOANS AND LEASES HELD FOR SALE	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 LEVERAGE RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	NET UNRELZD HLDG GAINS(LOSS) ON AVL	NET CURRENT CREDIT EXPOSURE	INT RATE CONTRCTS-MAT OVER1THRU5 YRS	INT RATE CONTRCTS-MAT OVER 5 YEARS	FGN EXCHG RATE CNTRCS-MAT OVR1-5 YRS	FGN EXCHG RATE CNTRCS-MAT OVER 5 YRS	GOLD CONTRACTS-MAT ONE YEAR OR LESS	GOLD CONTRACTS-MAT OVER 1 THRU 5 YRS	GOLD CONTRACTS-MAT OVER 5 YEARS	OTH PRECS METL-MAT ONE YEAR OR LESS	OTH PRECS METL-MAT OVER 1 THRU 5 YRS	OTH PRECS METL-MAT OVER 5 YEARS	OTHR COMMODITY-MAT ONE YEAR OR LESS	OTHR COMMODITY-MAT OVER 1 THRU 5 YRS	OTHR COMMODITY-MAT OVER 5 YEARS	EQUITY CONTRCT-MAT ONE YEAR OR LESS	EQUITY CONTRCT-MAT OVER 1 THRU 5 YRS	EQUITY CONTRCT-MAT OVER 5 YEARS	EQUIV AMT OF OFF-B/S DERIVATIVES	NET UNREAL LOSS ON AFS EQTY SEC	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	
37																																																																																																																																																																																			1672	0	0	30163	0	81219	0	1022	0	13355	79983	0	0	0	0	13909	0	0	0	0	0	0	554	554	1226	28165	28452	1982	24398	0	0	0.1670	0.3173	0.3047	0.0000	0.0000	0.0000	13355	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	43833	79983	
242																																																																																																																																																																																			783	0	0	0	4871	27640	0	163	0	3672	27253	0	0	0	0	3791	0	0	0	0	0	0	163	163	0	0	0	570	27759	0	0	0.1331	0.1366	0.1307				3628	163	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27759	27253	
279																																																																																																																																																																																			2698	0	0	64903	22170	128323	0	381	0	18215	128295	0	0	0	0	18246	0	0	0	0	0	0	381	381	2202	84356	27751	3997	13867	0	0	0.1393	0.4090	0.4004	0.0000	0.0000	0.0000	17865	381	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44614	128288	
354																																																																																																																																																																																			54	0	0	0	3408	9157	0	204	0	1152	9056	0	0	0	0	1178	0	0	0	98	0	0	63	63	54	4300	1646	140	3305	0	0	0.1231	0.2406	0.2277	0.0000	0.0000	0.0000	1115	63	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	4896	9056	
439																																																																																																																																																																																			8633	0	0	3451	25519	166370	0	1513	0	19101	164255	1121	0	0	0	17510	0	0	0	0	0	0	1479	1479	2743	39091	25154	4334	97733	0	0	0.0994	0.1480	0.1355	0.0000	0.0000	0.0000	16031	1479	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	118318	161334	
457																																																																																																																																																																																			581	0	0	1619	0	24775	0	227	0	2685	26127	5	0	0	0	2912	0	0	0	0	0	0	227	227	166	2755	4252	823	17829	0	0	0.1028	0.1420	0.1309	0.0000	0.0000	0.0000	2685	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20507	26127	
505																																																																																																																																																																																			9942	0	0	0	122541	292244	0	2234	0	24378	282602	0	0	0	0	23636	0	0	202	13595	0	0	1876	1876	5169	132767	70676	9046	82641	0	0	0.0774	0.1577	0.1452	0.0000	0.0000	0.0000	21760	1876	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	149866	280963	
1146																																																																																																																																																																																			23376	0	0	310	47889	366883	0	3087	0	31409	353350	0	0	0	0	39660	0	0	0	0	0	6000	3087	9087	38514	32863	98334	24821	199339	33886	0	0.0867	0.1548	0.1193	0.0867	0.1192	0.1546	30573	9087	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256257	352648	
1155																																																																																																																																																																																			4072	0	0	7164	29004	148903	0	1509	0	11083	147601	0	0	0	0	11913	0	0	0	0	0	0	1385	1385	2983	33969	18893	8867	94004	0	184	0.0714	0.1076	0.0951	0.0000	0.0000	0.0000	10528	1385	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	110692	147417	
