"IDRSSD"	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1632	0	0	0	0	0	0	0	0	2246	6171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1669	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1829	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2040	0	0	0	0	0	0	0	0	179	14298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2376	0	0	0	0	0	0	0	0	14603	74698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2451	0	0	0	0	0	0	0	825	406	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2732	0	0	0	0	0	0	0	0	2040	7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2750	0	0	0	0	0	0	0	0	55	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2938	0	0	0	0	0	0	0	0	10173	3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3720	0	0	0	0	0	0	0	5000	96	2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4138	0	0	0	0	0	0	0	0	1094	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4156	0	0	0	0	0	0	0	0	3047	5903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4231	0	0	0	0	0	0	0	0	193	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4437	0	0	0	0	0	0	0	0	1949	4388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4839	0	0	0	0	0	0	0	0	5735	15913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5005	0	0	0	0	0	0	0	0	7115	5313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5069	0	0	0	0	0	0	0	0	609	15570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5135	0	0	0	0	0	0	0	0	14	2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5210	0	0	0	0	0	0	0	0	14107	28025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5331	0	0	0	0	0	0	0	0	1609	3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5461	0	0	0	0	0	0	0	0	5049	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5751	0	0	0	0	0	0	0	0	126	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6039	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6141	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6329	0	0	0	0	0	0	0	0	6118	6304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6972	0	0	0	0	0	0	0	0	8275	27384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7045	0	0	0	0	0	0	0	0	75	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7456	0	0	0	0	0	0	0	0	27	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7634	0	0	0	0	0	0	0	0	69	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8033	0	0	0	0	0	0	0	0	1436	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8631	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9553	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9807	0	0	0	0	0	0	0	0	357710	59768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9955	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10157	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10250	0	0	0	0	0	0	0	0	84	10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10849	0	0	0	0	0	0	0	0	2698	10215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10858	0	0	0	0	0	0	0	31850	2141	9289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11145	0	0	0	0	0	0	0	0	640	3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11837	0	0	0	0	0	0	0	0	15	2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12030	0	0	0	0	0	0	0	0	434	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12142	0	0	0	0	0	0	0	0	259	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12245	0	0	0	0	0	0	0	0	417	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12311																																																																																
12647	0	0	0	0	0	0	0	0	1048	4819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12656	0	0	0	0	0	0	0	0	31	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12937	0	0	0	0	0	0	0	0	270	16153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12946	0	0	0	0	0	0	0	63300	3186	13917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12955	0	0	0	0	0	0	0	5450	1150	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13037	0	0	0	0	0	0	0	0	611	5500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13103	0	0	0	0	0	0	0	0	6112	4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14052	0	0	0	0	0	0	0	0	261	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14155	0	0	0	0	0	0	0	7155	569	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14454	0	0	0	0	0	0	0	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14650	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14753	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14865	0	0	0	0	0	0	0	0	1687	1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
15536	0	0	0	0	0	0	0	0	53519	273507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16337	0	0	0	0	0	0	0	0	3086	3950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16458	0	0	0	0	0	0	0	0	499	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16551	0	0	0	0	0	0	0	0	2418	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16748	0	0	0	0	0	0	0	0	314	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16944	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17147	0	0	0	0	0	0	0	0	2480	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17259	0	0	0	0	0	0	0	0	127	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17464	0	0	0	0	0	0	0	0	3154	38762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17950	0	0	0	0	0	0	0	0	1151	2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18050	0	0	0	0	0	0	0	0	3426	10936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18377	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18827	0	0	0	0	0	0	0	0	2204	5189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18836	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18854	0	0	0	0	0	0	0	0	1295	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18957	0	0	0	0	0	0	0	3800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19356	0	0	0	0	0	0	0	0	294	1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19730	0	0	0	0	0	0	0	0	65417	88602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19936	0	0	0	0	0	0	0	0	3817	5321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20053	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20370	0	0	0	0	0	0	0	0	4121	7242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20633	0	0	0	0	0	0	0	0	0	6454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20857	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20866	0	0	0	0	0	0	0	0	3826	2540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21256	0	0	0	0	0	0	0	650	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21359	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22048	0	0	0	0	0	0	0	0	602	4970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22356	0	0	0	0	0	0	0	23590	2735	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22459	0	0	0	0	0	0	0	0	96	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22543	0	0	0	0	0	0	0	0	405	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22552	0	0	0	0	0	0	0	0	51	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22730	0	0	0	0	0	0	0	0	32	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22936	0	0	0	0	0	0	0	0	1342	5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22954	0	0	0	0	0	0	0	1200	1093	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23036	0	0	0	0	0	0	0	0	6087	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														Credit Equivalent amount for Interest rate SWAPs							
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23241	0	0	0	0	0	0	0	0	14971	150917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23456	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23504	0	0	0	0	0	0	0	0	781	12554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23540	0	0	0	0	0	0	0	0	0	1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23643	0	0	0	0	0	0	0	0	2954	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23755	0	0	0	0	0	0	0	0	535	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23812	0	0	0	0	0	0	0	0	32843	75552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24006	0	0	0	0	0	0	0	0	4053	24263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24453	0	0	0	0	0	0	0	0	13678	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24668	0	0	0	0	0	0	0	0	1333	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24949	0	0	0	0	0	0	0	0	8745	26985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
25357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
25647	0	0	0	0	0	0	0	0	2297	2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26149	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26242	0	0	0	0	0	0	0	0	5793	11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26457	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26765	0	0	0	0	0	0	0	0	3214	5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26859	0	0	0	0	0	0	0	0	12796	15387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26916	0	0	0	0	0	0	0	0	10427	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
27548	0	0	0	0	0	0	0	0	626	22761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
27614	0	0	0	0	0	0	0	0	393	3332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
27847	0	0	0	0	0	0	0	0	0	7689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28152	0	0	0	0	0	0	0	0	795	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28255	0	0	0	0	0	0	0	0	612	7750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28732	0	0	0	0	0	0	0	0	721	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29104	0	0	0	0	0	0	0	0	6355	53260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29252	0	0	0	0	0	0	0	0	152	2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29636	0	0	0	0	0	0	0	0	2689	13707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29850	0	0	0	0	0	0	0	0	822	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29953	0	0	0	0	0	0	0	0	1063	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30258	0	0	0	0	0	0	0	0	2302	4048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30502	0	0	0	0	0	0	0	0	3511	18206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30650	0	0	0	0	0	0	0	0	695	4040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30810																																																																																
31134	0	0	0	0	0	0	0	0	0	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31255	0	0	0	0	0	0	0	0	12846	8940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31826	0	0	0	0	0	0	0	0	9884	2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31835	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
32234	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
32766	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33147	0	0	0	0	0	0	0	19000	3641	3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33259	0	0	0	0	0	0	0	0	2240	33984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33268	0	0	0	0	0	0	0	0	150	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33549	0	0	0	0	0	0	0	0	0	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
