"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	2829	0	0	5852	6383	42856	0	380	0	5048	41779	0	0	0	0	5300	0	0	57	1034	0	0	380	380	1329	7649	2442	1291	31623	0	0	0.1178	0.1518	0.1409	0.0000	0.0000	0.0000	4920	380	128	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																																	11361	0	0	0	50163	766923	0	14088	0	62423	760002	0	0	0	0	70035	0	0	1848	33286	0	0	8649	8649	5387	61679	107566	31137	604700	0	0	0.080771	0.102020	0.089421	0.000000	0.000000	0.000000	61386	8649	1037	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	22119	0	0	81680	48085	247259	0	1977	0	42462	249214	114	0	0	0	42052	0	0	0	0	0	0	1374	1374	18394	122243	42034	10592	64444	0	0	0.163968	0.384634	0.372066	0.000000	0.000000	0.000000	40678	1374	655	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	32066	0	0	0	91172	403208	0	3997	0	39929	396826	0	0	0	0	33530	0	0	0	12914	0	0	3157	3157	21726	99023	100779	8876	175946	0	0	0.0783	0.1325	0.1200	0.0000	0.0000	0.0000	30373	3157	341	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	449	0	0	65905	101691	205382	0	201	0	5403	219070	0	0	0	0	20466	0	0	0	0	0	0	200	200	0	42071	108139	7548	45724	0	0	0.0926	0.0430	0.0425	0.0000	0.0000	0.0000	20266	200	-14961	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	2658	0	0	0	37120	209689	0	2850	0	18442	207087	0	0	0	0	21403	0	0	0	0	0	0	2042	2042	1380	36371	41493	9189	134688	505	0	0.0935	0.1320	0.1194	0.0000	0.0000	0.0000	19361	2042	-919	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	8738	0	0	4	37245	113452	0	559	0	12336	113019	0	0	0	0	12427	0	0	0	0	0	0	559	559	1875	47763	31061	5378	32608	0	0	0.1050	0.2154	0.2057	0.0000	0.0000	0.0000	11868	559	468	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	135289	0	0	118817	271273	1882576	0	20681	0	194109	1824080	0	0	0	0	209899	0	0	17	0	-1370	0	16651	16651	88212	424729	282468	104243	1107715	0	0	0.1059	0.1578	0.1453	0.0000	0.0000	0.0000	193248	16651	2231	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																																	5829	0	0	0	0	38463	0	1014	0	3029	39597	0	0	0	0	3436	0	0	120	0	0	0	407	407	378	7645	8489	2403	22964	338	0	0.0765	0.1031	0.0909	0.0000	0.0000	0.0000	3029	407	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	2738	0	0	100	300	9113	0	53	0	1103	9777	0	0	0	0	863	0	0	0	0	0	0	53	53	100	3038	465	259	5273	0	0	0.0854	0.1412	0.1325	0.0000	0.0000	0.0000	810	53	3	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	37940	0	0	0	61596	530704	0	4594	0	72311	524252	0	0	0	0	74679	0	0	0	8284	0	0	4594	4594	17493	78817	101538	9268	334496	0	0	0.133970	0.181593	0.170422	0.000000	0.000000	0.000000	70085	4594	1114	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	802	0	0	0	10255	53666	0	516	0	4960	54116	0	0	0	0	5610	0	0	0	0	0	0	516	516	2828	7792	4991	2370	38705	0	0	0.0941	0.1312	0.1191	0	0	0	5094	516	-134	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																																	13899	0	0	0	93885	640427	0	11637	0	48659	644889	0	0	0	0	53079	0	0	2446	40622	0	0	6478	6478	7252	121826	103770	20518	415882	0	0	0.072262	0.103468	0.090840	0.000000	0.000000	0.000000	46601	6478	2058	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	8166	0	0	320	54547	143465	0	1149	0	16730	143092	0	0	0	0	17349	0	0	374	1092	0	0	1116	1116	22905	40064	1515	2861	79633	0	0	0.1134	0.1944	0.1819	0.0000	0.0000	0.0000	16233	1116	497	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	5278	0	0	2036	9023	29951	0	422	0	3093	30102	0	0	0	0	3256	0	0	0	0	0	0	277	277	0	8551	2368	1175	19281	0	0	0.098964	0.147798	0.135225	0.000000	0.000000	0.000000	2979	277	114	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	24857	0	0	7668	36880	183323	0	1591	0	25054	184802	0	0	0	0	25555	0	0	0	1495	0	0	1252	1252	32451	49244	26723	0	75656	295	553	0.131903	0.256070	0.243524	0.000000	0.000000	0.000000	24303	1252	198	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2495	0	0	0	4	121632	0	2149	0	10174	122440	0	0	0	0	11489	0	0	952	0	0	0	1315	1315	668	14209	13977	7318	94927	10792	0	0.0831	0.1100	0.0975	0.0000	0.0000	0.0000	10174	1315	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	4547	0	0	0	37827	191680	0	2919	0	15038	195567	0	0	0	0	16399	0	0	650	0	0	0	1616	1616	12807	30130	56003	13402	95231	0	0	0.075590	0.128173	0.115543	0.000000	0.000000	0.000000	14783	1616	255	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	2347	0	0	0	46569	206922	0	1779	0	18248	204146	0	0	0	0	17064	0	0	0	5684	0	0	1779	1779	763	31352	63408	13624	110161	1902	0	0.0755	0.1119	0.1003	0.0000	0.0000	0.0000	15285	1779	1180	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	5448	0	0	0	29956	119772	0	656	0	14451	121294	0	0	0	0	15530	0	0	0	0	0	0	656	656	8143	27157	14776	4087	70993	0	0	0.1226	0.1840	0.1762	0.0000	0.0000	0.0000	14874	656	-423	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	4769	0	0	995	46757	247859	0	2435	0	23869	247844	0	0	0	0	25843	0	0	0	5350	75	0	2311	2311	2305	43585	64750	10939	139218	0	0	0.0949	0.1399	0.1274	0	0	0	23532	2311	262	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	4811	0	0	0	62279	322753	0	3326	0	24406	319203	20	0	0	0	26911	0	0	1953	4955	0	0	3229	3229	12574	57323	26405	12978	229053	0	0	0.0742	0.1042	0.0917	0.0000	0.0000	0.0000	23682	3229	724	0	0	0	0	0	0	0	0	
