"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		6383		0																																																																																													
1632																																																																																																																																																		50163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50163	0	0	50163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																		48085																																																																																															
1829																																																																																																																																																		91172																																																																																															
1856																																																																																																																																																		101691																																																																																															
2040																																																																																																																																																		37120																																																																																															
2161																																																																																																																																																		37245																																																																																															
2376																																																																																																																																																		271273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20817	250456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271273	0	20817	250456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																		0																																																																																															
2554																																																																																																																																																		300																																																																																															
2732																																																																																																																																																		61596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61596	0	61596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		10255																																																																																															
2938																																																																																																																																																		93885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93885	0	0	93885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																		54547																																																																																															
3458																																																																																																																																																		9023																																																																																															
3720																																																																																																																																																		36880																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		37827																																																																																															
4156																																																																																																																																																		46569																																																																																															
4231																																																																																																																																																		29956																																																																																															
4437																																																																																																																																																		46757																																																																																															
4839																																																																																																																																																		62279																																																																																															
5005																																																																																																																																																		56961																																																																																															
5069																																																																																																																																																		18732																																																																																															
5135																																																																																																																																																		20986																																																																																															
5210																																																																																																																																																		211143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211143	0	0	211143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		196329																																																																																															
5461																																																																																																																																																		45930																																																																																															
5751																																																																																																																																																		64116																																																																																															
6039																																																																																																																																																		4699																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		31851																																																																																															
6972																																																																																																																																																		41611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41611	0	0	41611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		471608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192502	279106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471608	0	192502	279106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		21279																																																																																															
7157																																																																																																																																																		14658																																																																																															
7456																																																																																																																																																		14476		0																																																																																													
7634																																																																																																																																																		7181																																																																																															
8033																																																																																																																																																		6535																																																																																															
8462																																																																																																																																																		64142																																																																																															
8631																																																																																																																																																		9082																																																																																															
9357																																																																																																																																																		24458																																																																																															
9553																																																																																																																																																		4375																																																																																															
9807																																																																																																																																																		134164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69277	0	0	69277	0	24172	109992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203441	0	24172	179269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65749	
9955																																																																																																																																																		17435																																																																																															
10157																																																																																																																																																		20320																																																																																															
10250																																																																																																																																																		72472																																																																																															
10849																																																																																																																																																		5131																																																																																															
10858																																																																																																																																																		11152																																																																																															
11145																																																																																																																																																		16708																																																																																															
11640																																																																																																																																																		73868																																																																																															
11837																																																																																																																																																		41414																																																																																															
12030																																																																																																																																																		8092																																																																																															
12142																																																																																																																																																		38618																																																																																															
12245																																																																																																																																																		30404																																																																																															
12311	5469630	248571	149131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196932	0	0	0	0	2372571	2049354	1047705	0	0	0	0	0	545119	0	0	545119	0	0	0	0	0	0	0	0	248571	0	19781	0	0	19781	0	6480033	0	2372571	2862825	1244637	0	0	0	0	0	85327	0	234458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149131	85327	0	234458	0	196932	0	0	0	196932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196932	0	0	0	0	0	5469630	248571	149131																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		747																																																																																															
12946																																																																																																																																																		67937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	393	63142	4402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68260	0	393	63142	4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	
12955																																																																																																																																																		11																																																																																															
13037																																																																																																																																																		40531																																																																																															
13103																																																																																																																																																		205027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205027	0	205027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5576	0	8	5568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		4193																																																																																															
14052																																																																																																																																																		8411																																																																																															
14155																																																																																																																																																		6272																																																																																															
14454																																																																																																																																																		8578																																																																																															
14650																																																																																																																																																		31																																																																																															
14753																																																																																																																																																		10711																																																																																															
14865																																																																																																																																																		27220																																																																																															
14977																																																																																																																																																		6935																																																																																															
15536																																																																																																																																																		228922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51063	0	0	51063	0	1912	142122	84888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279985	0	1912	193185	84888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51063	
16337																																																																																																																																																		81753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81753	0	81753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																		50731																																																																																															
16551																																																																																																																																																		16380																																																																																															
16748																																																																																																																																																		12466																																																																																															
16944																																																																																																																																																		11660																																																																																															
16953																																																																																																																																																		12500																																																																																															
17110																																																																																																																																																		9701																																																																																															
