"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	TEXT4087	
1557																										0	0	0	0	1735	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1723	0	0	12	0	0	0	461	12	true	false		
1632																										0	3253	0	0	60000	true	0	2423	0	355	0	475	28938	8	0	0	true	0	0	0	60000	0	0	0	0	0	0	0	0	0	0	false	false	www.seaislandbank.com	
1669																										1129	65	0	0	144	true	1129	0	0	0	0	65	3159	2	0	0	false	0	144	0	0	0	0	0	0	144	0	0	0	0	0	false	false	www.lnbparis.com	
1829																										692	376	6000	0	34971	true	692	0	0	376	0	0	2395	2	0	0	false	0	0	0	6000	11000	12058	5913	0	0	0	0	0	0	0	false	false	http://avbpgh.com	
1856																										0	0	0	0	54000	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	false	false		
2040																										0	86	267	0	23567	true	0	0	0	86	0	0	619	1	0	0	false	0	0	0	10267	7300	6000	0	15000	0	0	0	0	0	0	false	false	http://www.fmnetbank.com	
2161																										0	0	0	0	0	true	0	0	0	0	0	0	1008	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.lamarnational.com	
2376																										0	1338	10000	0	523701	true	0	0	0	0	1198	140	36444	2	0	0	false	0	0	0	10000	57934	110685	330000	410000	15082	0	0	0	0	0	true	false	http://oritani.com	
2451																										519	727	1980	519	2734	true	0	0	0	207	0	520	2016	5	519	0	false	0	0	0	1980	66	272	416	0	0	0	0	0	0	0	false	false	http://thunderbank.com	
2554																										0	0	0	0	0	false	0	0	0	0	0	0	29	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		
2732																										1112	0	0	0	318	true	1112	0	0	0	0	0	30661	7	0	0	true	0	0	0	0	0	0	0	0	318	0	0	0	0	318	true	false	www.albanybank.com	
2750																										0	271	400	0	5600	true	0	0	0	80	0	191	2853	3	0	0	false	0	0	0	4900	700	0	0	0	0	0	0	0	0	0	true	false	genoanationalbank.com	
2938																										0	851	29000	0	29000	true	0	588	0	190	0	73	52202	11	0	0	true	0	0	0	29000	0	0	0	0	0	0	0	0	0	0	false	false	www.sbandtbank.com	
3252																										0	57	0	0	3700	true	0	0	30	0	0	27	1333	1	0	0	false	0	0	0	1000	0	1000	1500	0	200	0	0	0	0	0	false	false	http://www.fnbgordon.com	
3458																										0	380	0	0	0	true	0	380	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.fbgconline.com	
3720																										0	66	0	0	5658	true	0	0	0	0	0	66	3075	1	0	0	true	0	0	0	0	5000	0	0	0	658	0	0	0	0	657	false	false	wwwbankofclarendon.com	
3953																										0	250	4650	0	4972	true	0	0	0	0	0	250	5094	5	0	0	false	0	0	0	4650	0	0	322	0	0	0	0	0	0	0	false	false	http://www.fcbanker.com	
4138																										0	4152	4230	0	5626	true	0	145	0	1774	0	2233	3232	1	0	0	true	0	0	0	4230	404	262	730	0	0	0	0	0	0	0	false	false	www.fnblafollette.com	
4156																										0	297	0	0	25488	true	0	0	0	297	0	0	0	0	0	0	true	0	0	0	9488	5000	11000	0	0	0	0	0	0	0	0	false	false	http://www.kanzabank.com	
4231																										0	1412	0	0	0	false	0	0	0	0	0	1412	1891	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.fmbanksylvania.com	
4437																										0	937	2913	0	11067	true	0	0	0	877	0	60	7136	4	0	0	false	0	0	0	2913	4663	867	2624	0	0	0	0	0	0	0	true	false	www.fnbwvva.com	
4839																										0	5153	16400	0	38400	true	0	0	0	394	0	4759	17376	5	0	0	false	0	0	0	16400	20000	1000	1000	0	0	0	0	0	0	0	true	true	http://abcbank.net	
5005																										635	11287	7097	0	66894	true	635	11287	0	0	0	0	1069	1	0	0	true	0	0	0	7097	20606	20236	18955	34500	0	0	0	0	0	0	true	false	WWW.STONESAV.COM	
5069																										0	1700	0	0	0	false	0	0	0	0	0	1700	150	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
5135																										0	111	13000	0	23876	true	0	0	0	111	0	0	10498	5	0	0	false	0	0	0	13000	9000	0	1876	0	0	0	0	0	0	0	false	false	http://www.fsbanks.com	
5210																										0	585	40000	0	93262	true	0	0	0	483	0	102	3277	2	0	0	false	0	1262	0	50000	10000	14000	18000	10000	1262	0	0	0	0	1262	false	false	http://www.acnb.com	
5331																										0	5688	32000	0	32068	true	0	5348	0	0	340	0	1211	1	0	0	false	0	68	0	32000	0	0	0	0	68	0	0	0	4000	68	true	false	www.hydeparkbank.net	
5461																										453	146	20680	0	36298	true	453	0	0	146	0	0	61	0	0	0	true	0	618	0	20680	15000	0	0	0	618	0	0	0	0	0	false	false	www.bankbac.com	
5751																										0	0	0	0	0	true	0	0	0	0	0	0	697	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	2022	0	true	true	http://www.kearnycountybank.com	
6039																										0	1428	0	0	0	true	0	1298	0	0	0	130	356	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	wwwaebalma.come	
6141																										0	14	0	0	0	false	0	0	0	0	0	14	101	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
6329																										0	1641	0	0	0	true	0	191	0	796	0	654	576	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.abbank.com	
6972																										243	0	7600	0	49100	true	243	0	0	0	0	0	911	1	0	0	true	0	0	0	7600	0	40000	1500	0	0	0	0	0	0	0	true	true	http://www.firstindy.com	
7009																										0	0	0	0	0	true	0	0	0	0	0	0	1300	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.bessemer.com	
7045																										0	0	0	0	0	true	0	0	0	0	0	0	2518	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.tpbbancorp.com	
7157																										0	39	0	0	0	true	0	0	0	39	0	0	92	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	statebankbr.com	
7456																										0	30	0	0	0	true	0	0	0	0	0	30	346	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	409	0	true	false	www.bankofhartington.com	
7634																										0	623	2000	0	4000	false	0	488	0	135	0	0	476	0	0	0	false	0	0	0	2000	2000	0	0	0	0	0	0	0	0	0	true	false	THEFOURCOUNTYBANK.COM	
8033																										0	127	11402	0	22864	true	0	0	0	127	0	0	3522	2	0	0	true	0	0	0	11455	9903	1500	0	0	6	0	0	0	0	0	false	false	WWW.THEFRIENDLYBANK.COM	
8462																										0	0	0	0	0	true	0	0	0	0	0	0	1148	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.perrytonbank.com	
8631																										0	390	0	0	0	true	0	0	0	132	0	258	541	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	pcbsm.com	
9357																										3330	196	40000	0	40000	true	3330	0	0	196	0	0	34	0	0	0	true	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	false	false	www.fidelitybankmn.com	
9553																										0	14	95	0	3432	true	0	0	0	0	0	14	2631	2	0	0	false	0	0	0	95	268	816	2253	0	0	0	0	0	0	0	true	false	http://adamscountybankonline.com	
9807																										0	76071	0	0	305994	true	0	54919	0	12102	8300	750	114955	3	0	0	true	0	0	0	0	20000	0	240000	0	0	45994	0	0	0	0	true	false	www.amboybank.com	
9955																										783	0	0	0	8670	true	783	0	0	0	0	0	6605	2	0	0	true	0	6630	0	0	0	40	2000	0	6630	0	0	0	0	0	true	false	http://www.bankkansas.com	
10157																										0	224	0	0	0	true	0	224	0	0	0	0	194	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.fnblarned.com	
10250																										0	5595	15500	0	36500	true	0	272	0	1055	0	4268	529	0	0	0	true	0	0	0	15500	17000	3000	1000	0	0	0	0	0	0	0	true	false	http://www.thebankofelkriver.com	
10849																										0	1716	4000	0	24223	true	0	1241	0	0	0	475	6875	3	0	0	true	0	0	0	4342	17881	2000	0	0	0	0	0	0	0	0	false	false	http://www.firststatebk.com	
10858																										0	0	0	0	21129	true	0	0	0	0	0	0	4336	3	0	0	true	0	10829	0	10000	0	300	0	10000	10829	0	0	0	0	0	true	true	www.pvsb.com	
11145																										0	1474	3975	0	13731	false	0	0	0	579	0	895	2906	1	0	0	false	0	0	0	3975	2839	462	6455	0	0	0	0	0	0	0	false	false		
11640																										0	499	0	0	35004	true	0	499	0	0	0	0	11574	2	0	0	false	0	0	0	15004	0	0	20000	0	0	0	0	0	0	0	true	false	http://fnbclarksdale.com	
11837																										0	1174	0	0	9500	true	0	634	0	540	0	0	0	0	0	0	false	0	0	0	2500	0	7000	0	0	0	0	0	0	0	0	false	false	http://www.farmbk.com	
12030																										165	1131	0	0	0	true	165	1131	0	0	0	0	1434	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://WWW.fnbalma.com	
12142																										0	17	2000	0	2000	true	0	0	0	17	0	0	573	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	www.clevelandstatebank.com	
12245																										0	206	1000	0	6000	true	0	0	0	61	0	145	3722	3	0	0	false	0	0	0	1000	3000	2000	0	2000	0	0	0	0	0	0	false	false	WWW.BANKNORTHWIS.COM	
12311	522899	170830	0	219282	3355900	true	286195	185881	8	220772	17422	true	3057448	256864	27983	625000	266427	8601	0	541227	851571	810	1034281	1535729	0					3355900			26188	1868	95946	369	24131								22328										0		true	true	www.huntington.com	
12647																										0	776	0	0	6200	true	0	717	0	59	0	0	1111	2	0	0	false	0	0	0	0	3550	2650	0	0	0	0	0	0	0	0	false	false	http://PORTAGECOUNTYBANK.COM	
12656																										0	0	0	0	0	true	0	0	0	0	0	0	215	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.mybankathome.com	
12937																										0	0	0	0	0	true	0	0	0	0	0	0	7443	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.oakbank.com	
12946																										2505	1609	11045	0	29980	true	2505	998	0	124	0	487	4062	2	0	0	true	0	789	0	11045	6039	10728	1379	0	789	0	0	0	0	789	true	false	www.fbtarkansas.com	
12955																										0	300	4000	0	6800	true	0	300	0	0	0	0	1826	1	0	0	false	0	0	0	4000	0	0	2800	0	0	0	0	0	0	0	true	false	http://www.bankofnebraska.com	
13037																										1287	595	0	0	0	true	1287	390	0	160	0	45	2342	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.tradersbanking.com	
13103																										4503	205	89700	0	152466	true	4503	0	0	205	0	0	891	0	0	0	false	0	0	0	89700	40000	22000	766	0	0	0	0	0	0	0	false	false	www.bristolcountysavingsbank.com	
13251																										0	0	0	0	0	false	0	0	0	0	0	0	304	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://elysianbank.com	
13457																										0	0	0	0	0	false	0	0	0	0	0	0	60	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
14052																										0	152	0	0	1000	true	0	0	0	152	0	0	1600	1	0	0	false	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	false	false	www.lcb@lcbwi.com	
14155																										0	1301	0	0	10800	true	0	957	0	209	0	135	343	0	0	0	false	0	0	0	4425	3050	325	3000	0	0	0	0	0	0	0	false	false	http://www.fandcbank.com	
14454																										0	0	0	0	1500	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	500	500	500	0	0	0	0	0	0	0	0	false	false	www.fsevansville.com	
14650																										0	0	0	0	0	false	0	0	0	0	0	0	100	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
14753																										0	0	0	0	0	false	0	0	0	0	0	0	542	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
14865																										712	1947	0	0	18373	true	712	1576	0	371	0	0	1477	0	0	0	true	0	0	0	0	0	5000	5000	0	8373	0	0	0	0	8373	true	false	http://beobank.com	
14977																										0	0	3	0	208	false	0	0	0	0	0	0	307	0	0	0	false	0	0	0	3	26	120	59	0	0	0	0	0	0	0	true	false		
15536																										861	157611	54500	60	951000	true	801	78375	0	7622	7005	64609	78	0	60	0	false	0	895000	0	54500	1500	0	0	0	895000	0	0	0	0	895000	false	false	http://www.parknatl.com	
16337																										0	9087	0	0	29000	true	0	4400	0	2425	0	2262	1017	0	0	0	true	0	0	0	10000	19000	0	0	29000	0	0	0	0	0	0	false	false	www.wakullabank.com	
16458																										0	0	0	0	46	true	0	0	0	0	0	0	6979	3	0	0	true	0	46	0	0	0	0	0	0	46	0	0	0	0	0	true	true	www.douglascountybank.com	
16551																										0	1372	8000	0	24391	true	0	616	0	321	0	435	202	0	0	0	false	0	1500	0	8000	5500	2000	7391	10179	1500	0	0	0	0	1500	true	false	http://www.northviewbank.com	
16748																										318	27	0	318	4000	true	0	0	0	27	0	0	773	2	318	0	false	0	0	0	2000	2000	0	0	0	0	0	0	0	0	0	false	false	http://www.esbanc.com	
16944																										0	110	0	0	0	true	0	0	0	0	0	110	940	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.wmsbank.com	
16953																										0	150	0	0	0	false	0	0	0	150	0	0	29	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.fertilebeltrami.k12.mn.us	
17110																										0	0	0	0	0	false	0	0	0	0	0	0	3731	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.haverfordquality.com	
17147																										1396	14084	33100	351	131565	true	1045	5648	0	1861	0	6575	39400	9	351	0	true	0	0	0	33100	50168	1431	10534	0	0	0	36332	0	0	0	false	false	http://www.firstmerchants.com	
17259																										0	151	0	0	3500	true	0	0	0	151	0	0	1066	1	0	0	false	0	0	0	0	0	500	3000	0	0	0	0	0	1100	0	false	false	http://www.fnbmarlow.com	
17464																										11268	52051	9000	4137	249279	true	7131	33797	0	2033	0	16221	2191	2	4137	0	true	0	300	0	64000	75864	38324	29791	0	15300	26000	0	0	0	0	true	false	http://www.botc.com	
17950																										0	362	0	0	12205	true	0	0	0	362	0	0	848	1	0	0	false	0	0	0	9000	3000	205	0	0	0	0	0	0	0	0	false	false	www.bankofbridger.com	
18050																										787	528	13	0	617	true	787	209	0	319	0	0	4586	3	0	0	true	0	0	0	13	99	111	394	0	0	0	0	0	0	0	true	false	http://www.fnbbastrop.com	
18135																										0	0	0	0	26095	false	0	0	0	0	0	0	297	0	0	0	true	4481	0	0	4000	5695	0	16400	16400	0	0	0	0	0	0	false	false	http://banksouthcentral.com	
18377																										0	0	0	0	0	false	0	0	0	0	0	0	192	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.ballysavingsbank.com	
18827																										2059	1339	0	0	17000	true	2059	0	0	248	0	1091	4200	3	0	0	false	0	0	0	3000	0	0	0	0	14000	0	0	0	0	0	false	false	www.fmbwpa.com	
18836																										0	1602	0	0	5561	true	0	901	0	701	0	0	3076	1	0	0	false	0	0	0	0	1947	776	2838	0	0	0	0	0	0	0	true	false	http://www.caponvalleybank.com	
18854																										0	1073	0	0	0	true	0	0	0	0	0	1073	4009	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.bank7.com	
18957																										0	199	0	0	1928	false	0	0	0	199	0	0	96	1	0	0	false	0	0	0	500	846	150	432	500	0	0	0	0	0	0	false	false		
19356																										0	0	0	0	1567	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1567	0	0	0	0	0	0	0	false	false	http://www.sbtmiami.com	
19730																										6590	11908	51106	486	114007	true	6104	7896	0	3507	0	505	47334	5	486	0	true	0	0	0	51106	62901	0	0	0	0	0	0	0	0	0	true	true	www.standardbanks.com	
19936																										0	1783	5000	0	10000	true	0	1217	0	0	0	566	4320	2	0	0	false	0	0	0	5000	5000	0	0	0	0	0	0	0	0	0	true	false	www.cbkamericus.com	
19972																										0	0	0	0	0	false	0	0	0	0	0	0	630	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
20053																										407	828	0	0	1410	true	407	223	0	605	0	0	101	0	0	0	false	0	0	0	760	500	150	0	0	0	0	0	0	0	0	true	false	http://www.securityonlinebank.com	
20370																										0	1747	0	0	5000	true	0	763	0	267	0	717	1553	1	0	0	false	0	0	0	0	5000	0	0	5000	0	0	0	0	0	0	false	false	www.firstheritage.net	
20512																										0	228	0	0	10000	false	0	0	0	0	0	228	1498	0	0	0	false	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	false	false	http://www.fnbpa.com	
20633																										0	396	0	0	12000	true	0	0	0	0	0	396	4171	2	0	0	false	0	0	0	6000	1000	0	0	0	0	0	0	5000	0	0	false	false	www.mcnbbanks.com	
20857																										0	0	200	0	2187	true	0	0	0	0	0	0	279	0	0	0	false	0	0	0	218	333	251	1385	0	0	0	0	0	1100	0	false	false	http://granitefallsbank.com/site	
20866																										0	0	8000	0	18335	false	0	0	0	0	0	0	3609	1	0	0	false	0	0	0	8000	10000	0	0	0	0	0	0	335	0	0	false	false	http://homevalleybank.com	
21256																										0	37	250	0	250	false	0	0	0	37	0	0	21	0	0	0	false	0	0	0	250	0	0	0	0	0	0	0	0	0	0	false	false		
21359																										0	147	0	0	356	true	0	0	0	0	0	147	565	2	0	0	false	0	9	0	0	0	0	0	0	9	68	77	202	0	0	true	false	http://www.asbgrygla.com	
21630																										0	0	0	0	4801	true	0	0	0	0	0	0	2004	2	0	0	false	0	0	0	0	0	279	4522	0	0	0	0	0	0	0	false	false	http://www.thetechebank.com	
21658																										0	65	1000	0	1318	true	0	0	0	0	0	65	4301	1	0	0	true	0	0	0	1000	0	318	0	0	0	0	0	0	0	0	true	true	www.alliancebank.us	
22048																										0	123	148	0	14615	true	0	0	0	35	0	88	9968	5	0	0	false	0	0	0	268	2028	4600	6836	0	883	0	0	0	0	883	true	false	www.unionbnk.com	
22356																										0	802	0	0	705	true	0	760	0	0	0	42	1686	1	0	0	false	0	0	0	0	0	0	0	0	705	0	0	0	0	705	true	false	http://www.myfnbt.com	
22459																										0	0	0	0	6650	true	0	0	0	0	0	0	4503	4	0	0	false	0	134	0	0	1500	1000	4016	0	134	0	0	0	0	134	false	false	http://WWW.1STBANKONLINE.COM	
22543																										0	175	0	0	0	true	0	0	0	80	0	95	868	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.istatesavingsbank.com	
22552																										0	161	0	0	0	true	0	116	0	45	0	0	591	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.firstsoutheastbank.com	
22730																										0	19	600	0	600	true	0	0	0	19	0	0	1171	0	0	0	false	0	0	0	600	0	0	0	0	0	0	0	0	0	0	false	false	http://www.westunionbank.com	
22936																										0	5741	7000	0	13979	true	0	4898	0	558	285	0	11933	3	0	0	false	0	0	0	7000	5000	0	1979	0	0	0	0	0	0	0	false	false	http://fmbnk.com	
22954																										0	341	2100	0	11408	true	0	0	0	341	0	0	472	0	0	0	false	0	0	0	2100	4263	2435	2610	0	0	0	0	0	0	0	true	false	www.fnbhawley.com	
23036																										0	13265	0	0	0	true	0	9321	0	2738	0	1206	10938	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	cbtbank.com	
23045																										0	0	0	0	0	true	0	0	0	0	0	0	225	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.wmibt.com	
23241																										9085	29286	112309	0	358158	true	9085	21132	0	6371	1662	121	4947	2	0	0	true	0	75000	0	136309	42	75012	15204	0	75000	53223	3368	0	0	3223	true	true	http://www.integrabank.com	
23456																										0	1131	100	0	221	true	0	0	0	0	0	1131	540	0	0	0	false	0	0	0	100	100	0	0	0	0	0	21	0	0	0	true	false	www.fnbhenning.com	
23504																										0	0	0	0	0	true	0	0	0	0	0	0	4070	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.bridgenb.com	
23540																										1722	0	0	0	0	true	1722	0	0	0	0	0	2772	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://OswegoCommunitybank.com	
23643																										0	1339	0	0	142	true	0	862	0	115	0	362	1552	1	0	0	false	0	0	0	0	0	0	142	0	0	0	0	0	0	0	false	false	http://www.commercial-bank.net	
23755																										898	2198	0	898	2000	true	0	188	0	922	997	91	2183	2	1222	0	true	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	true	false	www.fn-cb.com	
23812																										532	1592	73550	532	301582	true	0	0	0	1592	0	0	25145	3	532	0	true	0	148000	0	73550	56500	20998	2534	0	148000	0	0	0	0	0	false	false	www.1nbank.com	
24006																										0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.PCSB.com	
24453																										331	0	0	0	49793	true	331	0	0	0	0	0	5916	3	0	0	false	0	0	0	0	15000	0	29000	29000	0	0	0	5793	0	5793	true	false	http://www.rockymountainbank.com	
24659																										0	254	0	0	0	true	0	0	254	0	0	0	209	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.producestatebank.com	
24668																										114	647	21000	114	27000	true	0	0	0	58	0	589	190	0	114	0	false	0	0	0	21000	6000	0	0	0	0	0	0	0	0	0	true	true	http://www.banktexas.org	
24855																										0	0	0	0	0	false	0	0	0	0	0	0	401	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
