"IDRSSD"	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	
1351	0	0	0	0	0	53006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	772	0	0	2057	20333	11448	0	-27	0	4500	0	0	0	0	0	0	0	0	0	0	7665	45341	0	0	0	0	0	2629	0	0	0	0	-446	226	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	1209	0	0	0	2957	27710	19113	49405	0	5542	9557	49405	64504	0	2105	2105	13989	0	
1454	0	0	0	0	0	127635	0	0	0	16449	16449	0	16449	0	0	0	0	122	0	0	0	0	0	0	10030	8665	0	0	0	0	0	0	138	6003	111535	2473	0	0	0	0	1294	0	0	0	120	27494	100021	0	0	0	0	0	7440	122	66	845	0	-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16099	171614	31261	106428	0	34323	15631	106428	156382	0	34000	34000	28057	0	
1557	0	0	0	0	0	15366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	1933	0	0	0	2206	0	0	379	0	7829	0	757	0	0	0	0	0	0	0	0	2937	12429	0	0	0	0	0	701	0	0	0	0	26	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	0	0	0	1141	0	0	0	161	16494	2937	15063	0	3299	1469	15063	19831	0	4526	4526	5570	0	
1632	0	0	0	0	0	210935	0	0	0	3310	3310	0	15	0	3295	0	0	0	0	0	0	0	0	0	1604	620	0	0	0	0	0	0	746	32	23874	1656	0	0	0	0	0	0	0	0	3971	32370	174594	0	0	0	0	0	11053	0	0	1395	0	-2022	291	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7747	0	0	0	7747	0	0	0	1636	29875	34317	195294	0	5975	17159	195294	218428	0	0	0	20175	0	
1669	0	0	0	0	0	68327	0	0	0	0	0	0	0	0	0	0	0	2141	0	0	0	0	0	0	7361	4377	0	0	0	90166	1780	0	869	7538	34558	0	0	0	0	0	0	0	0	0	0	41856	26471	0	0	0	0	0	6317	2141	149	2246	182	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15048	143985	43818	28070	0	28797	21909	28070	78776	0	12638	12638	37718	0	
1829	0	0	0	0	0	168811	0	0	0	341	341	0	0	0	341	0	0	0	0	0	0	0	0	0	4683	6716	0	0	0	0	0	0	3735	7339	95244	4214	3107	0	0	0	0	0	0	0	84	59552	109175	0	0	0	0	0	7139	0	38	2229	225	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5180	0	0	0	5180	0	0	0	12060	104273	63991	122450	0	20855	31996	122450	175301	0	0	0	36415	0	
1856	0	0	0	0	0	6539	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	165	1738	0	0	0	0	0	0	28	0	31383	0	0	0	0	0	0	0	0	0	0	1841	4698	0	0	0	0	0	1693	66	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	49	0	0	0	165	33943	1841	5628	0	6789	921	5628	13338	0	76	76	2367	0	
2040	0	0	0	0	0	114707	0	0	0	801	801	0	0	0	801	0	0	0	0	0	0	0	0	0	1370	2299	0	0	0	0	0	0	896	0	7929	12901	1752	0	0	0	160	0	0	0	1503	39643	73561	0	0	0	0	0	4974	0	0	926	0	-438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370	12657	52704	80162	0	2531	26352	80162	109045	0	0	0	14083	0	
2161	0	0	0	0	0	51479	0	0	0	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	1160	9589	0	0	301	0	0	0	206	165	25216	0	0	0	0	0	0	0	0	0	0	24204	27275	0	0	0	0	0	4305	0	5	712	0	-288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661	40662	24204	30863	0	8132	12102	30863	51097	0	5145	5145	9398	0	
2376	0	0	0	0	0	333901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	9239	0	0	34138	433403	0	0	1180	30996	111244	0	2000	0	0	0	0	0	0	0	343	254153	79405	0	0	0	0	0	22019	0	0	6250	0	-4992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67958	574529	254153	97174	0	114906	127077	97174	339157	0	14050	14050	106388	0	
2451	0	0	0	0	0	13255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	184	0	0	0	330	0	0	8	0	400	0	0	0	0	0	0	0	0	0	0	4547	8708	0	0	0	0	0	579	0	0	0	0	-140	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1044	4547	9289	0	209	2274	9289	11772	0	130	130	1239	0	
2554	0	0	0	0	0	3835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	2	4	0	0	-44	0	2299	150	0	0	0	0	0	0	0	0	0	65	3770	0	0	0	0	0	204	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2911	215	3974	0	582	108	3974	4664	0	0	0	755	0	
2732	0	0	0	0	0	290064	0	0	0	4989	4989	0	0	0	4989	0	0	1424	0	0	0	0	0	0	5939	15005	0	0	0	0	0	0	1523	0	68707	3289	1550	0	0	0	0	0	0	0	1201	65129	223734	0	0	0	0	0	10980	1424	181	0	0	-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6120	113513	68418	239648	0	22703	34209	239648	296560	0	28600	28600	50557	0	
2750	0	0	0	0	0	28478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	532	0	0	0	0	0	0	83	2115	8197	100	0	0	0	0	0	0	0	281	119	1994	26084	0	0	0	0	0	2234	0	6	189	0	-570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2969	9237	2094	28123	0	1847	1047	28123	31017	0	200	200	4590	0	
2938	0	0	0	0	0	221762	0	0	0	2168	2168	0	0	0	2168	0	0	0	0	0	0	0	0	0	4588	11555	0	0	0	0	0	0	1222	85	35786	3000	0	0	0	0	0	0	0	0	0	36435	185327	0	0	0	0	0	14546	0	0	2275	0	-2403	328	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4507	0	0	0	4507	0	0	0	4673	49616	39435	204601	0	9923	19718	204601	234242	0	0	0	21578	0	
2956	0	0	0	0	0	60696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	1897	0	0	0	0	0	0	-293	43	38264	690	25	0	0	0	0	0	0	0	0	24444	36252	0	0	0	0	0	3354	0	0	0	0	-1021	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	39	0	0	0	1426	50730	25134	39681	0	10146	12567	39681	62394	0	10569	10569	13007	0	
3252	0	0	0	0	0	62166	0	0	0	140	140	0	0	0	140	0	0	0	0	0	0	0	0	0	1870	5315	0	0	0	6420	911	213	165	0	13894	580	1412	0	0	0	0	0	0	0	341	1272	60553	0	0	0	0	0	3536	0	15	600	23	-1125	140	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	72	0	0	0	1885	35190	2786	65426	0	7038	1393	65426	73857	0	8620	8620	10425	0	
3458	0	0	0	0	0	8754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5204	0	0	0	0	1794	76	172	5488	0	0	0	0	0	0	0	0	0	0	1765	6989	0	0	0	0	0	418	0	0	0	0	-283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	6807	1765	14405	0	1361	883	14405	16649	0	1319	1319	2278	0	
3506	0	0	0	0	0	783686	482	482	482	0	0	0	0	0	0	0	47	58607	0	0	0	105	0	0	17079	33309	0	0	0	20016	418	100	5949	37796	340664	1225	0	0	0	0	0	0	0	0	538	186389	596759	0	0	0	0	0	120931	58607	730	2898	0	55201	1068	0	0	0	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42318	0	1	42317	0	0	0	0	55605	397426	230349	657105	0	79485	115175	657105	851765	0	0	0	80608	0	
3579	0	0	0	0	0	252383	0	0	0	2015	2015	0	2015	0	0	0	0	9117	0	0	0	0	0	0	9503	6757	0	0	0	0	0	0	975	0	22134	12370	6987	0	0	0	0	0	0	0	0	103947	148436	0	0	0	0	0	23392	9117	0	2837	0	7462	233	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9503	34086	116317	166861	0	6817	58159	166861	231837	0	110	110	21103	0	
3720	0	0	0	0	0	72746	0	0	0	70	70	0	0	0	70	0	0	0	0	0	0	0	0	0	4287	190	0	0	0	14716	1064	0	198	571	43648	0	0	0	0	0	110	0	0	0	6284	26592	39870	0	0	0	0	0	5507	391	0	554	558	-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	385	1026	0	0	0	4858	66137	28709	44970	0	13227	14355	44970	72552	0	745	745	17890	0	
3953	0	0	0	0	0	46999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	2251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12688	0	0	14646	8463	23891	0	0	0	0	0	4082	0	0	288	0	-1211	514	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	24945	8463	40887	0	4989	4232	40887	50108	0	7760	7760	6244	0	
4138	0	0	0	0	0	109675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540	2347	0	0	0	0	0	0	274	2128	44769	0	0	0	0	0	0	0	0	0	0	56806	52869	0	0	0	0	0	7076	0	18	791	1052	-900	0	0	0	0	0	438	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3686	47907	57858	58522	0	9581	28929	58522	97032	0	0	0	15964	0	
4147	0	0	0	0	0	59527	0	0	0	1108	1108	0	0	0	1108	0	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	807	82	22334	478	1150	0	0	0	0	124	0	0	783	13454	45290	0	0	0	0	0	9425	0	0	2850	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	35231	13932	54247	0	7046	6966	54247	68259	0	8038	8038	12583	0	
4156	0	0	0	0	0	73897	0	0	0	661	661	0	0	0	661	0	0	1783	0	0	0	0	0	0	543	7528	0	0	0	0	0	0	781	0	20923	4542	703	0	0	0	0	928	0	0	0	13404	60493	0	0	0	0	0	10466	1783	0	725	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	0	717	0	0	0	0	543	29176	18663	70743	0	5835	9332	70743	85910	0	0	0	12059	0	
4231	0	0	0	0	0	43515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3186	0	0	0	0	0	0	-571	0	49982	5483	0	0	0	0	0	0	0	0	0	10856	32659	0	0	0	0	0	2528	0	0	0	0	-1326	0	0	0	0	0	44	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53168	16339	35231	0	10634	8170	35231	54035	0	0	0	11794	0	
4437	0	0	0	0	0	128111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	5281	0	0	0	4924	1640	0	-2	0	20926	0	0	0	0	0	0	0	0	0	0	51813	76298	0	0	0	0	0	4745	0	60	710	213	-1198	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	110	465	0	0	0	1170	32052	53776	80532	0	6410	26888	80532	113830	0	211	211	12248	0	
4745	0	0	0	0	0	4977	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	127	285	0	0	301	2827	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	1336	3641	0	0	0	0	0	208	13	0	0	0	-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	3862	1336	4037	0	772	668	4037	5477	0	750	750	1068	0	
