"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													482	0	173	0	0	168	0	0	217	92	0	0	0	RESERVE FOR BONUS                                                                                                                                                                                			
242													40	0	0	0	0				40	0	0	0	0				
279													388	0	88	71	0	0	0	0	52	177	0	40	0				
354													23	0	0	0	0	0	0	0	23	0	0	0	0				
439													1034	0	264	0	0	0	0	0	502	268	0	263	0				
457													253	0	0	0	0	0	0	0	53	200	0	0	0				
505													2619	0	16	0	0	13	0	0	527	2015	61	0	0	UNEARNED SAFE DEPOSIT RENT                                                                                                                                                                       			
1146													13032	0	8778	428	0	6798	0	0	273	3553	0	0	0	DUE TO FEDERATED (SWEEP ACCTS)                                                                                                                                                                   			
1155													390	0	0	0	0	0	0	0	269	121	0	0	0				
1351													1540	0	1104	0	0	0	0	0	400	36	0	1104	0				
1454													421	0	99	0	99	0	0	0	140	182	0	0	0				
1557													419	0	18	340	0	0	0	0	61	0	0	0	0				
