"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
1351																																																															0	0	0									3	10	0	229	0	0	0	0	0		0	0	0	194	0	0	0	0	0	248	0	400	0	0	0						0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	105	0	15	0	0	0	0	62	0	131	0	0	0	0	0	0	0	0	
1454																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	13	0	0	11	0	0	0	0	0	22	0	0	125	12	24	0	0	0	0	43	0	89	0	0	0	0	0	0	0	0	
1557																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																															0	0	0	0	0	0	0	0	0	0	0	0	155	0	272	0	206	0	0	0	0	177	0	0	186	0	0	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	155	0	0	0	0	206	0	0	154	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	434	0	12	0	0	0	0	0	0	
1669																																																															0	0	0												162	1	42	0	0	0		0	0	0	0	0	0	0	0	0	60	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	44	0	0	0	0	0	58	0	654	53	2	0	0	0	0	0	0	
1829																																																															277	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	62	0	0	0	24	0	0	27	73	12	0	0	0	0	54	127	106	134	14	0	0	0	0	0	0	
1856																																																															0	0	0									0	0	23	78	108	116	0	0	0		0	0	0	0	343	0	0	0	0	0	44	0	0	0	0						0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	192	0	56	0	0	0	0	0	0	0	0	
2040																																																															0	0	0												11	0	102	0	0	0		0	0	0	0	0	0	0	0	0	0	0	353	0	0	0						0	0	0	0	0	0	0	0	0	52	6	0	50	5	0	0	0	0	8	4	0	116	6	42	0	0	0	0	1039	0	159	0	0	0	0	0	0	0	0	
2161																																																															0	0	0												79	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	174	10	9	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	
2376																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	7	200	0	96	0	0	0	0	0	0	
2451																																																															0	0	0									0	14	0	12	16	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	28	0	0	0	0	0	0	
2554																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	96	0	0	87	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	
2732																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																															0	0	0	0	0	0	0	0	0	0	0	781	236	21	23	0	50	0	0	0	0	0	0	0	0	0	224	0	0	0	44	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	21	781	0	0	224	0	0	202	0	0	0	0	0	0	91	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	
2938																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	511	0	0	0	0	760	0	0	0	0	0	0	0	0	58	0	1070	0	0	0	0	0	0	0	0	0	0	0	33	0	74	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	112	0	0	0	0	41	71	441	12	9	21	0	0	0	0	0	
3252																																																															0	0	0									93	104	25	372	0	158	0	0	0		0	0	0	241	0	76	0	0	0	165	0	126	0	0	0						0	0	0	0	0	0	104	25	93	0	0	19	0	0	19	0	0	0	0	0	0	200	14	63	0	0	0	0	16	0	25	0	0	0	0	0	0	0	0	
3458																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	50	0	27	0	0	0	0	0	0	0	0	
3506																																																															299	0	1047	0	0	0	0	0	0	0	0	0	0	0	1884	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	283	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	11	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	
3720																																																															0	0	0												21	0	0	0	0	0		0	0	0	0	0	0	0	0	0	58	0	0	0	0	0						0	0	0	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	0	0	79	9	0	0	0	0	0	20	0	149	10	0	0	0	0	0	0	0	
3953																																																															0	0	0									1397	318	664	166	1073	1446	0	0	0		302	0	0	78	0	374	0	0	0	459	0	45	0	0	0						0	0	0	0	0	0	318	664	1397	487	1192	1507	432	985	1439	0	0	0	0	0	0	120	8	8	0	0	0	0	146	0	282	3	0	0	0	0	0	0	0	
4138																																																															0	0	0												268	75	0	0	0	0		587	0	0	22	0	0	0	0	0	44	491	0	0	0	0						0	0	0	44	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	22	18	0	0	0	0	0	0	1595	790	79	15	0	0	0	0	0	
4147																																																															0	0	0												489	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	1	0	15	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	
4156																																																															0	0	0									756	33	4	757	5	21	0	0	0		0	0	118	14	0	0	0	0	0	84	4	0	0	0	0						0	0	0	0	0	0	33	4	756	0	0	0	0	0	0	0	0	0	0	0	0	123	44	0	0	0	0	0	0	0	424	38	0	0	0	0	0	0	0	
4231																																																															0	0	0												37	0	25	0	0	0		0	0	0	187	0	24	0	0	0	748	0	11	0	0	0						0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	145	0	69	0	0	0	0	75	0	613	0	0	0	0	0	0	0	0	
4437																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	79	0	0	0	0	24	0	0	0	0	0	0	0	0	103	0	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	71	0	0	59	0	0	0	0	0	0	39	0	17	0	0	0	0	227	0	604	0	0	0	0	0	0	0	0	
4839																																																															0	0	0												3	0	0	0	0	0		2452	0	0	0	0	0	0	0	0	52	0	219	0	0	0						0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	38	0	0	0	0	0	0	
5005																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1077	0	782	0	0	0	0	0	0	0	0	
5050																																																															0	0	0												5	2	32	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	12	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	
5069																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	2134	10381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	5000	0	0	0	0	0	0	0	0	
5135																																																															0	0	0									16	203	15	19	59	0	14	2	11		0	0	0	136	0	7	97	0	0	59	0	5	0	0	0						0	0	0	0	0	0	203	15	16	0	0	0	0	0	0	0	0	0	7	7	6	204	3	10	0	0	0	0	8	29	748	272	123	0	0	0	0	0	0	
5210																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	185	0	0	0	0	0	0	0	166	0	0	113	0	0	1534	0	4361	0	0	0	0	0	0	0	0	0	0	0	0	0	89	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	96	0	1537	120	31	47	0	0	0	0	0	
5274																																																															0	0	0												194	0	0	0	0	0		216	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	198	3	179	0	1	0	0	0	0	0	0	
5331																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	91	14	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	14	0	0	14	0	0	0	0	0	0	7	50	0	0	0	0	0	0	192	0	0	18	0	0	0	0	0	0	
5751																																																															0	0	0									0	0	0	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	
6039																																																															0	0	0												315	2	318	0	0	0		1	0	0	0	0	657	0	0	0	18	31	0	0	0	0						0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	52	6	0	70	4	80	0	0	0	0	86	0	173	6	0	15	0	0	0	0	0	
6057																																																															0	0	0									0	0	0	32	0	0	0	0	0		0	0	0	50	0	0	0	0	0	0	0	136	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	32	0	101	0	0	0	0	0	0	0	0	
6141																																																															0	0	0									0	0	0	0	0	184	0	0	0		0	0	0	130	0	0	0	0	0	0	2	13	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	
6329																																																															0	0	0												361	26	207	0	0	0		525	0	177	29	0	0	0	0	0	157	622	640	0	0	0						0	0	0	94	0	56	32	0	2	0	0	0	0	0	0	0	0	0	21	51	0	1628	76	357	0	0	0	0	304	53	483	96	187	0	0	0	0	0	0	
6972																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	99	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																															0	0	0									0	0	0	69	0	0	0	0	0		0	0	0	0	0	0	0	0	0	445	0	0	0	0	0						0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2	0	480	73	70	0	0	0	0	66	0	461	494	0	0	0	0	0	0	0	
7157																																																															0	0	0									0	0	0	67	39	0	0	0	0		0	0	0	0	0	28	0	0	0	0	0	24	0	0	0						0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	39	41	7	0	0	0	0	0	0	406	69	0	0	0	0	0	0	0	
7166																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	
7456																																																															0	0	0									0	425	0	113	0	99	0	0	0		435	0	0	0	0	0	0	0	0	70	0	0	0	0	0						0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	0	
7634																																																															0	0	0									0	0	0	268	0	661	0	0	0		0	0	0	0	0	0	0	0	0	0	0	192	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	7	43	0	0	0	0	0	0	138	30	45	0	0	0	0	0	0	
8033																																																															0	0	0									0	0	0	217	43	315	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	21	0	0	0	0	0	90	0	277	0	0	0	0	0	0	0	0	
