"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1698	RCFD1699	RCFD1701	RCFD1702	RCFD1703	RCFD1705	RCFD1706	RCFD1707	RCFD1709	RCFD1710	RCFD1711	RCFD1713	RCFD1714	RCFD1715	RCFD1716	RCFD1717	RCFD1718	RCFD1719	RCFD1731	RCFD1732	RCFD1733	RCFD1734	RCFD1735	RCFD1736	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1698	RCON1699	RCON1701	RCON1702	RCON1703	RCON1705	RCON1706	RCON1707	RCON1709	RCON1710	RCON1711	RCON1713	RCON1714	RCON1715	RCON1716	RCON1717	RCON1718	RCON1719	RCON1731	RCON1732	RCON1733	RCON1734	RCON1735	RCON1736	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	
1351																																																																																																						0	0	14500	0	0	0	0	0	0	26000	25426	4000	3880	0	0	0	0	359	357	0	0	0	0	0	0	115	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35245	34630	4000	3880	0	8771	8733	0	0	2000	1979	8580	0	0	300	8280	20384	5332	4355	0	0	0	359	0	0	0	115	0																									0	0	0	0	
1454																																																																																																						0	0	23814	993	986	0	0	0	0	0	0	93173	91236	0	0	4685	4588	0	0	9638	9439	0	0	0	0	0	0	13389	12866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151975	149102	0	0	0	30092	29863	79903	78250	2276	5	124	9729	31822	37814	7396	31196	4128	117	1162	7624	198	4252	674	1824	11042																									0	0	0	0	
1557																																																																																																						0	0	4795	0	0	0	0	0	0	0	0	10005	9879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	872	10345	10223	0	868	872	340	344	0	0	3785	0	0	888	2897	4424	2690	192	0	0	0	0	0	0	0	0	0																									0	0	0	0	
1632																																																																																																						0	0	30782	0	0	0	0	0	0	0	0	27417	26836	0	0	7	7	0	0	420	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32183	31675	0	0	0	4339	4414	0	0	5841	0	0	475	5366	12925	11114	1370	0	314	24	87	0	0	0	0	0																									0	0	0	0	
1669																																																																																																						0	0	20084	0	0	0	0	0	0	58282	57476	52714	51311	0	0	0	0	30	31	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67844	67082	52727	51324	0	9532	9575	0	0	0	0	28165	0	0	9002	19163	43502	40993	6465	0	0	13	0	1	30	0	0	0																									0	0	0	0	
1829																																																																																																						0	0	11470	0	0	0	0	0	0	0	0	21514	21115	0	0	1927	1964	0	0	38305	36943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108110	108733	0	0	0	44261	44939	993	953	6022	2103	3772	75	6022	3641	5176	35380	15761	0	0	72	3223	24785	10828	0	0																									0	0	0	0	
1856																																																																																																						0	0	156605	0	0	0	0	0	0	10329	9990	21494	20722	0	0	0	0	0	0	960	928	0	0	0	0	99039	97874	69680	66474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111364	109778	92134	88124	0	1996	1914	0	0	0	0	75	0	0	75	0	75	1750	31147	0	0	0	0	0	928	0	89488	76025																									0	0	0	0	
2040																																																																																																						0	0	2589	0	0	0	0	0	0	0	0	2502	2491	0	0	0	0	0	0	369	359	0	0	0	0	0	0	2824	2775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26326	26429	0	0	0	20353	20521	0	0	2862	278	278	741	2121	2708	3661	13781	0	0	0	0	359	0	0	1388	1387																									0	0	0	0	
2161																																																																																																						0	0	11083	0	0	0	0	0	0	0	0	12749	12613	79	87	33	35	0	0	8717	8482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	87	27681	27215	0	0	0	6182	6085	0	0	10914	0	0	3984	6930	493	3951	3339	0	0	0	0	4240	4274	83	0	0																									0	0	0	0	
2376																																																																																																						0	0	230915	0	0	20500	20233	0	0	0	0	0	0	15254	15104	7837	7847	121133	117394	11403	11419	0	0	0	0	154161	147137	0	0	0	0	0	0	2713	2662	0	0	0	0	2000	2040	0	0	0	0	313761	302530	29704	29752	0	0	0	0	0	0	0	15085	8464	8446	7085	8000	5415	0	2040	0	6098	15995	67811	42339	20629	2781	79822	77052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2554																																																																																																						0	0	1622	0	0	0	0	0	0	0	0	2599	2489	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2649	2539	0	0	0	50	50	0	0	0	0	0	0	0	0	0	1589	950	0	0	0	0	3	0	0	0																									0	0	0	0	
2732																																																																																																						0	0	44480	0	0	0	0	0	0	0	0	21831	21382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2565	2514	0	0	0	0	0	0	57738	56786	0	0	0	33342	32890	1000	991	25336	0	0	550	25336	25795	5105	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2750																																																																																																						0	0	8624	506	489	0	0	0	0	0	0	6980	6780	0	0	2710	2683	0	0	2874	2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	223	0	0	0	0	0	0	14260	13917	0	0	0	967	960	0	0	284	0	0	343	164	2364	3464	2116	0	104	1929	894	1778	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																						0	0	36569	0	0	0	0	0	0	0	0	35526	34621	0	0	0	0	0	0	2372	2272	0	0	0	0	0	0	1945	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43085	42208	0	0	0	3242	3392	3000	2942	2899	0	0	0	2899	11078	14745	9291	0	0	0	0	2272	0	0	1397	526																									0	0	0	0	
3252																																																																																																						0	0	41183	0	0	0	0	0	0	6096	6010	13446	13337	0	0	5431	5324	0	0	9148	8847	0	0	0	0	0	0	446	434	0	0	0	0	0	0	895	876	0	0	613	609	0	0	0	0	8488	8387	38927	38264	0	2392	2377	8948	8837	6298	6210	9446	0	0	3642	5745	11024	2181	7138	1540	6254	59	528	3922	3235	180	0	1302																									0	0	0	0	
3458																																																																																																						0	0	7043	1784	1758	0	0	0	0	0	0	5624	5521	0	0	42	42	0	0	108	106	0	0	0	0	0	0	35	34	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	2420	2408	7593	7461	0	1417	1405	0	0	0	0	3030	0	0	1285	2749	4840	491	335	0	0	0	42	106	0	0	34	0																									803	0	803	0	
3506																																																																																																						0	0	207929	0	0	0	0	0	0	0	0	135197	132903	0	0	0	0	769	775	10812	10604	0	0	0	0	1599	1600	131863	129448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44484	44602	305503	300667	0	42116	42227	27631	27712	0	0	113467	0	0	38182	81287	35262	8248	39752	0	121	201	0	184	9892	975	95940	35107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																						0	0	26754	0	0	0	0	0	0	0	0	29858	29009	0	0	269	264	0	0	7519	7267	0	0	0	0	0	0	495	459	0	0	141	139	0	0	0	0	0	0	0	0	0	0	0	0	12016	12131	38282	37138	0	12016	12131	0	0	3250	3187	3518	0	0	150	3368	16783	12491	8234	0	0	0	120	2874	4536	0	139	459																									0	0	0	0	
3953																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
4138																																																																																																						0	0	18729	0	0	0	0	0	0	0	0	31814	30657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41756	40575	0	0	0	9942	9918	8497	8069	1513	0	0	702	811	3265	11202	24120	475	0	0	0	0	0	0	0	0																									0	0	0	0	
