"IDRSSD"	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONC980	RCONC981	RCONC982	RCONC983	RCONC984	RCONC985	
1351	0	0	0	0	244	70341	104411	0	0	0	0	0	58453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	1365	0	115	26359	8771	0	-120	0	4000	0	0	0	0	0	0	0	0	0	0	8580	49873	0	0	0	0	0	2173	0	0	0	0	-1246	346	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	1081	0	0	0	918	35357	17351	54838	0	7071	8676	54838	70585	0	4998	4998	14315	0	0	0	0	0	0	0	0	
1454	0	0	0	0	0	214749	389023	0	0	0	0	0	188777	0	0	0	29574	29574	0	29574	0	0	0	0	72	0	0	0	0	0	0	13867	10266	0	0	0	0	0	0	-2873	5678	142663	3634	0	0	0	0	605	0	0	0	139	48125	140513	0	0	0	0	0	7867	72	66	854	0	-4138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19611	205896	52364	147388	0	41179	26182	147388	214749	0	22400	22400	32630	0	0	0	0	0	0	0	0	
1557	0	0	0	0	106	21671	34155	0	0	0	0	0	18244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	1023	0	0	0	868	0	0	-122	0	10005	0	340	0	0	0	0	0	0	0	0	2295	15949	0	0	0	0	0	944	0	0	0	0	-500	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	316	0	0	0	234	15269	2295	17575	0	3054	1148	17575	21777	0	3373	3373	4576	0	0	0	0	0	0	0	0	
1632	0	0	0	0	337	474061	487659	0	0	0	0	0	444989	0	0	0	10737	10737	0	0	0	10737	0	0	0	0	0	0	0	0	0	1873	7248	0	0	0	0	0	0	-508	7	29386	2790	0	0	0	0	0	0	0	0	5816	57960	381213	0	0	0	0	0	18505	0	0	2469	0	-6775	1186	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25867	0	0	0	25867	0	0	0	1880	44919	60750	435039	0	8984	30375	435039	474398	0	0	0	42223	0	0	0	0	0	0	0	0	
1669	0	0	0	0	263	94200	218913	0	0	0	0	0	69050	0	0	0	0	0	0	0	0	0	0	0	1701	0	0	0	0	0	0	6159	4117	0	0	0	58312	0	9532	-1403	0	52727	0	0	0	0	0	0	0	0	0	0	40391	28659	0	0	0	0	0	12282	1701	48	378	0	-1146	0	0	0	0	0	134	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6207	128933	40391	48480	0	25787	20196	48480	94463	0	13399	13399	37915	0	0	0	0	0	0	0	0	
1829	0	0	0	0	851	185363	310756	0	0	0	0	0	181477	0	0	0	11	11	0	0	0	11	0	0	0	0	0	0	0	0	0	4681	11305	0	0	0	0	0	0	-128	1927	96452	7628	2854	0	0	0	0	0	0	0	62	71096	110319	0	0	0	0	0	7425	0	9	1929	222	-3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6342	0	0	0	6342	0	0	0	6617	109748	78946	124791	0	21950	39473	124791	186214	0	0	0	39205	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	61597	230690	0	0	0	0	0	16610	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	512	0	0	0	109368	1996	0	-4010	0	92134	0	0	0	0	0	0	0	0	0	0	4479	12131	0	0	0	0	0	5899	98	0	0	0	-4045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	202079	6475	17943	0	40416	3238	17943	61597	0	65	65	16553	0	0	0	0	0	0	0	0	
2040	0	0	0	0	295	116993	155497	0	0	0	0	0	123713	0	0	0	740	740	0	0	0	740	0	0	0	0	0	0	0	0	0	742	2694	0	0	0	0	0	0	103	0	26003	45	278	0	0	0	351	0	0	0	1479	35077	87157	0	0	0	0	0	6181	0	0	1050	0	-1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742	31226	35473	93306	0	6245	17737	93306	117288	0	0	0	15858	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	53005	97190	0	0	0	0	0	56259	0	0	0	35	35	35	0	0	0	0	0	0	0	0	0	0	0	0	1307	5458	0	0	79	0	0	0	-465	33	27647	0	0	0	0	0	0	0	0	0	0	29559	26700	0	0	0	0	0	4858	0	5	704	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1459	36879	29559	30849	0	7376	14780	30849	53005	0	3070	3070	10486	0	0	0	0	0	0	0	0	
2376	0	0	0	11	0	537485	1015517	0	0	0	0	0	612462	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	2631	3821	0	0	35754	275294	2713	0	66	7837	19849	0	2000	0	0	0	0	0	0	0	85	374574	237803	0	0	0	0	0	56457	250	0	9173	0	-6249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46222	310022	377287	286837	0	62004	188644	286837	537485	0	1800	1800	121134	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	24687	27687	0	0	0	0	0	26494	117	1463	1463	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	153	1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	1774	5934	18680	0	0	0	0	0	1930	750	63	403	0	558	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	4025	5934	20915	0	805	2967	20915	24687	0	150	150	2216	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	4044	7131	0	0	0	0	0	3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	2	1	0	0	-110	0	2599	50	0	0	0	0	0	0	0	0	0	216	2957	0	0	0	0	0	210	0	0	0	0	-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3718	266	3167	0	744	133	3167	4044	0	780	780	485	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	379846	515012	0	0	0	0	0	395068	0	0	0	6517	6517	0	0	0	6517	0	0	1287	0	0	0	0	0	0	8398	5401	0	0	0	0	0	0	-952	0	53991	1182	2565	0	40109	0	0	0	0	0	1089	99912	294067	0	0	0	0	0	12782	1287	181	0	0	-3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48688	74181	101094	314463	0	14836	50547	314463	379846	0	13700	13700	60812	0	0	0	0	0	0	0	0	
2750	0	0	0	0	85	34794	52358	0	0	0	0	0	32462	0	0	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	149	1649	0	0	0	0	0	0	-342	3216	10422	621	0	0	0	0	0	0	0	0	1126	3518	27818	0	0	0	0	0	2515	0	22	420	19	-862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3387	14600	4158	29880	0	2920	2079	29880	34879	0	983	983	5023	0	0	0	0	0	0	0	0	
2938	0	0	0	0	1787	313588	371291	0	0	0	0	0	306813	0	0	0	9539	9539	0	0	0	9539	0	0	0	0	0	0	0	0	0	1786	11079	0	0	0	0	0	0	-877	0	40449	2636	0	0	0	0	0	0	0	0	2831	60189	243793	0	0	0	0	0	13883	0	0	1428	0	-6606	928	0	0	0	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6090	0	0	0	6090	0	0	0	1786	55787	62825	272805	0	11157	31413	272805	315375	0	0	0	29051	0	0	0	0	0	0	0	0	
3252	0	0	0	0	155	59680	105557	0	0	0	0	0	46581	0	0	0	146	146	0	0	0	146	0	0	0	0	0	0	0	0	0	2487	6787	0	0	0	8327	161	0	-663	5431	31418	1465	613	0	0	0	0	0	0	0	390	1144	45047	0	0	0	0	0	3385	0	34	574	10	-1566	189	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	184	0	0	0	7952	47496	2780	48946	0	9499	1390	48946	59835	0	0	0	12446	0	0	0	0	0	0	0	0	
3458	0	0	0	0	166	17293	24703	0	0	0	0	0	9453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4394	0	0	0	0	2420	-132	1826	5767	0	0	0	0	0	0	0	0	0	0	1593	7860	0	0	0	0	0	524	0	0	0	0	-516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1826	7318	1593	15198	0	1464	797	15198	17459	0	1551	1551	2541	0	0	0	0	0	0	0	0	
3506	0	0	0	0	0	1191799	1567651	0	0	0	0	0	1124091	117	970	970	1340	1340	0	0	0	1340	0	35	72327	0	0	0	0	0	0	13989	22855	0	0	0	41179	3305	0	-4835	4710	299353	1439	0	0	0	0	0	0	0	0	178	213680	910233	0	0	0	0	0	151685	72327	2482	9448	0	56933	1493	0	0	0	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53039	0	0	53039	0	0	0	0	21181	373013	271463	981464	0	74603	135732	981464	1191799	0	0	0	133065	0	0	0	0	0	0	0	0	
3720	0	0	0	0	150	88990	156146	0	0	0	0	0	89641	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	4952	405	0	0	0	10820	1196	0	-1144	268	38014	0	0	0	0	0	295	0	0	0	6119	30493	53029	0	0	0	0	0	6632	965	0	565	1022	-1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2364	0	113	0	2251	0	0	0	5220	65695	33006	59498	0	13139	16503	59498	89140	0	9659	9659	18743	0	0	0	0	0	0	0	0	
3953	0	0	0	0	456	73027	96219	0	0	0	0	0	70417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11400	0	0	15099	11408	43910	0	0	0	0	0	8077	0	0	946	0	-1375	524	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	24071	11408	62965	0	4814	5704	62965	73483	0	5750	5750	6825	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	112356	175842	0	0	0	0	0	121987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	4589	0	0	0	0	0	0	-1181	0	41756	0	0	0	0	0	0	0	0	0	0	55189	66798	0	0	0	0	0	9924	0	18	883	1114	-2460	259	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	47487	56303	74707	0	9497	28152	74707	112356	0	0	0	17499	0	0	0	0	0	0	0	0	
4147	0	0	0	0	0	78352	113364	0	0	0	0	0	74253	0	0	0	71	71	0	0	0	71	0	0	0	0	0	0	0	0	0	976	1789	0	0	0	0	0	0	29	32	21700	995	1650	0	0	0	0	0	0	0	1044	23387	49822	0	0	0	0	0	12391	0	0	3349	0	-503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	27882	24382	60585	0	5576	12191	60585	78352	0	0	0	13031	0	0	0	0	0	0	0	0	
