"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	13181	12561	812	0	0	192	0	0	12561	0	0	0	
242	3732	3856	424	0	0	450	0	0	3856	0	0	-98	
279	17812	17188	971	0	0	0	0	0	17188	0	0	-347	
354	1134	1248	-53	0	0	5	0	0	1248	0	0	-56	
439	18454	16944	2004	0	0	255	0	0	16944	0	0	-239	
457	2523	2256	507	0	0	240	0	0	2256	0	0	0	
505	23783	18496	1426	0	4173	0	0	0	18496	0	0	-312	
1146	30826	29493	7151	0	225	5306	0	0	29493	0	0	-737	
1155	10916	10189	2061	0	0	1233	0	0	10189	0	0	-101	
1351	13622	13067	1540	0	0	924	0	0	13067	0	0	-61	
1454	29371	29478	4392	0	0	1928	0	0	29478	0	0	-2571	
1557	5874	5924	306	0	0	291	0	0	5924	0	0	-65	
1632	20962	20519	3965	0	105	3306	0	0	20519	0	0	-321	
1669	38566	38068	3542	0	0	2600	0	0	38068	0	0	-444	
1829	39600	37765	4155	0	0	2021	0	0	37765	0	0	-299	
1856	6158	2287	678	0	0	120	0	0	2287	3495	0	-182	
2040	14561	13334	2000	0	0	768	0	0	13334	0	0	-5	
2161	8946	8831	1188	0	0	812	0	0	8831	0	0	-261	
2376	109710	107124	10312	0	0	5000	0	0	107124	0	0	-2726	
2451	1262	1064	350	0	0	145	0	0	1064	0	0	-7	
2554	719	752	190	0	0	155	0	0	752	0	0	-68	
2732	53337	50264	5343	0	0	1856	0	0	50264	0	0	-414	
2750	4710	4648	154	0	0	0	0	0	4648	0	0	-92	
2938	22445	20066	393	0	3869	1450	0	0	20066	0	0	-433	
2956	12946	13100	383	0	0	29	0	0	13100	0	0	-508	
3252	10918	9954	1358	0	0	300	0	0	9954	0	0	-94	
3458	2323	2266	231	0	0	80	0	0	2266	0	0	-94	
3506	145889	78835	16591	51709	0	0	0	0	78835	0	0	-1246	
3579	32227	23034	3621	9247	706	5000	0	0	23034	218	0	401	
3720	16879	17052	2247	0	0	2040	0	0	17052	0	0	-380	
3953	5984	5839	1045	0	0	900	0	0	5839	0	0	0	
4138	16417	15705	2003	0	0	660	0	0	15705	0	0	-631	
4147	13014	12419	1135	0	0	500	0	0	12419	0	0	-40	
4156	13978	13956	1893	0	0	1594	0	0	13956	0	0	-278	
4231	11296	11237	1101	0	0	400	0	0	11237	0	0	-642	
4437	12433	11484	1576	0	0	542	0	0	11484	0	0	-85	
4745	1079	1084	19	0	0	24	0	0	1084	0	0	0	
4839	18065	17553	3673	0	0	2216	0	0	17553	0	0	-945	
5005	31272	28320	2654	0	0	0	0	0	28320	0	0	298	
5050	7588	7507	1261	0	0	784	0	0	7507	0	0	-396	
5069	55022	48404	11915	0	0	5686	0	-139	48265	0	0	528	
5135	22546	21850	1391	0	0	461	0	0	21850	0	0	-234	
5210	66568	65893	10554	0	0	6337	0	0	65893	0	0	-3542	
5247	76013	68956	19134	0	0	7672	0	0	68956	0	0	-4405	
5274	10803	10355	456	0	0	0	0	0	10355	27	0	-35	
5331	21911	20231	3414	0	0	1290	0	0	20231	0	0	-444	
5461	21986	20308	2803	0	0	340	0	0	20308	0	0	-785	
5751	21913	22002	1962	0	0	2048	0	0	22002	0	0	-3	
5939	224475	232158	12538	0	333	8000	0	0	232158	0	0	-12554	
6039	7672	7277	776	0	0	277	0	0	7277	0	0	-104	
6057	1331	1304	76	0	0	25	0	0	1304	0	0	-24	
6141	3548	3396	272	0	0	120	0	0	3396	0	0	0	
6329	20986	19991	3786	0	0	2300	0	0	19991	0	0	-491	
6972	92690	92205	5908	0	0	4750	0	0	92205	0	0	-673	
7009	51907	51891	9434	0	8	10000	0	0	51891	0	0	574	
7045	10110	9595	932	0	0	327	0	0	9595	0	0	-90	
7157	3822	3746	209	0	0	57	0	0	3746	0	0	-76	
7166	39096	32085	8839	0	0	2000	0	0	32085	0	0	172	
7456	3959	4218	271	0	0	300	0	0	4218	0	0	-230	
7634	4953	4757	398	0	0	100	0	0	4757	0	0	-102	
8033	6754	6313	930	0	0	500	0	0	6313	0	0	11	
8417	183035	237101	215936	0	0	270000	0	0	237101	0	0	-2	
8462	8301	7953	1395	0	0	717	0	0	7953	0	0	-330	
8547	34917	36069	1744	0	0	2433	0	0	36069	0	0	-463	
8631	6155	6215	409	0	0	380	0	0	6215	0	0	-89	
9115	165509	130486	38459	0	21000	20000	0	0	130486	0	0	-4436	
9357	41358	37411	12505	0	0	8062	0	0	37411	0	0	-496	
9553	6125	6130	717	0	0	674	0	0	6130	0	0	-48	
9807	187281	165837	66426	0	0	44700	0	0	165837	0	0	-282	
9955	9419	9294	912	0	0	363	0	0	9294	0	0	-424	
10157	5679	6355	-351	0	0	225	0	0	6355	0	0	-100	
10250	20806	19316	3807	0	0	1830	0	0	19316	0	0	-487	
10849	21128	15184	2318	0	4000	365	0	0	15184	0	0	-9	
10858	30807	25958	2849	0	3000	1000	0	0	25958	0	0	0	
11145	11898	10845	1464	0	0	400	0	0	10845	0	0	-11	
11640	18270	20325	2179	0	0	3961	0	0	20325	0	0	-273	
11837	8447	7788	1295	0	0	600	0	5	7793	0	0	-41	
12030	19247	17842	2234	0	0	800	0	0	17842	0	0	-29	
12058	9120	8892	518	0	0	175	0	0	8892	0	0	-115	
12142	20962	21334	1378	0	0	1170	0	0	21334	0	0	-580	
12245	11230	10886	1065	0	0	639	0	0	10886	0	0	-82	
12311	1520600	1382501	346659	0	0	150000	0	0	1382501	0	0	-58560	
12357	3588	3791	84	0	0	287	0	0	3791	0	0	0	
12647	5979	5483	849	0	0	353	0	0	5483	0	0	0	
12656	810	768	42	0	0	0	0	0	768	0	0	0	
12937	13874	13373	842	0	0	300	0	0	13373	0	0	-41	
12946	41359	41197	6183	0	0	5200	0	0	41197	0	0	-821	
12955	10318	10165	1928	0	0	1515	0	0	10165	0	0	-260	
13037	14329	15008	267	0	0	761	0	0	15008	0	0	-185	
13103	124532	114176	10663	0	0	0	0	0	114176	0	0	-307	
13251	3516	3326	1044	0	0	750	0	0	3326	0	0	-104	
13309	174777	158935	21454	0	0	0	0	0	158935	309	0	-5921	
13457	4730	4426	340	0	0	0	0	-17	4409	0	0	-19	
14052	4757	4413	854	0	0	500	0	0	4413	0	0	-10	
14155	9445	8431	1391	0	0	352	0	0	8431	0	0	-25	
14258	47330	36796	15081	0	0	4500	0	0	36796	0	0	-47	
14409	3304551	2810721	317832	0	272643	0	0	0	2810721	0	0	-96645	
14454	4984	5507	524	0	0	930	0	0	5507	0	0	-117	
14650	3766	3198	572	0	0	0	0	0	3198	0	0	-4	
14753	2829	2921	76	0	0	0	88	0	2921	0	0	-80	
14865	11531	7248	704	0	4000	497	0	0	7248	0	0	76	
14931	3773	3700	184	0	0	0	0	0	3700	0	0	-111	
14940	10911	11023	1251	0	0	1250	0	0	11023	76	0	-189	
15536	162412	136497	24706	0	10000	10000	0	0	136497	0	0	1209	
16337	20554	18571	3186	0	0	926	0	0	18571	0	0	-277	
16458	25074	24664	1117	0	0	485	0	0	24664	0	0	-222	
16551	7606	6266	1559	0	0	200	0	0	6266	0	0	-19	
16748	4973	5024	58	0	0	50	0	0	5024	0	0	-59	
16766	39707	36127	7421	0	0	1857	0	0	36127	0	0	-1984	
16944	4660	4844	146	0	0	250	0	0	4844	0	0	-80	
16953	5170	5410	304	0	0	291	0	0	5410	0	0	-253	
17110	13898	12923	1655	0	0	680	0	0	12923	0	0	0	
17147	61783	66496	16632	0	0	20540	0	0	66496	0	0	-805	
17259	5171	4890	1104	0	0	706	0	0	4890	0	0	-117	
17464	59439	49200	13947	0	0	3225	0	-201	48999	0	0	-282	
17549	25884	20167	4861	0	0	0	0	0	20167	0	0	856	
17839	13915	13368	2294	0	65	1608	0	0	13368	0	0	-204	
17950	7886	7397	571	0	500	311	0	0	7397	0	0	-271	
18050	27858	25401	3401	0	0	220	0	0	25401	0	0	-724	
18135	12096	11522	1909	0	0	1495	0	0	11522	0	0	160	
18368	42328	40771	4159	0	0	2260	0	0	40771	13	0	-355	
18377	2091	1978	125	0	0	0	0	0	1978	0	0	-10	
18827	14003	14039	1860	0	0	1838	0	0	14039	0	0	-58	
18836	9593	9415	475	0	0	0	0	-282	9133	0	0	-15	
18854	2474	2802	207	0	0	308	0	0	2802	0	0	-227	
18863	74020	68675	8064	0	0	2000	0	0	68675	0	0	-719	
18957	4639	4516	311	0	0	50	0	0	4516	0	0	-138	
19356	9038	9622	1305	0	0	1188	0	0	9622	0	0	-701	
19730	148791	99783	7345	62453	0	19650	0	0	99783	0	0	-1140	
19936	13035	12510	2490	0	0	1681	0	0	12510	0	0	-284	
