"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													244	0	24	0	0	0	0	0	204	16	0	0	0				
242													44	0	0	0	0				44	0	0	0	0				
279													327	0	87	114	0	0	0	0	52	74	0	42	0				
354													23	5	5	0	0	0	0	0	18	0	0	0	0				
439													1321	0	318	0	0	0	0	0	465	538	0	272	0				
457													218	0	0	0	0	0	0	0	44	174	0	0	0				
505													1087	0	4	0	0	4	0	0	409	603	71	0	0	UNAPPLIED MORTGAGE PAYMENTS                                                                                                                                                                      			
1146													8418	876	3391	785	0	0	0	0	199	4043	0	1684	0				
1155													423	0	0	0	0	0	0	0	256	167	0	0	0				
1351													1374	0	1124	0	0	0	0	0	248	2	0	1124	0				
1454													332	0	105	0	105	0	0	0	135	92	0	0	0				
1557													376	0	70	248	0	63	0	0	58	0	0	0	0	RESERVE FOR TAXES                                                                                                                                                                                			
1632													753	0	211	0	0	0	0	0	526	16	0	0	0				
1669													455	0	0	0	0	0	0	0	363	92	0	0	0				
1829													2298	0	463	1260	0	0	0	0	558	17	0	0	0				
1856													120	0	0	81	0	0	0	0	39	0	0	0	0				
2040													268	0	16	0	0	16	0	0	230	22	0	0	0	Miscellaneous                                                                                                                                                                                    			
2161													175	0	0	14	0	0	0	0	81	80	0	0	0				
2376													11623	0	1434	0	158	0	0	0	34	10155	0	918	0				
2451													94	0	23	0	0	0	0	0	59	12	0	0	0				
2554													29	0	0	0	0	0	0	0	29	0	0	0	0				
2732													3409	1216	1237	0	21	0	0	0	553	1619	0	0	0				
2750													634	0	449	60	0	0	0	0	67	58	0	449	0				
2938													1165	0	0	0	0	0	0	0	507	658	0	0	0				
2956													224	0	0	0	0	0	0	0	178	46	0	0	0				
3252													219	0	0	0	0	0	0	0	179	40	0	0	0				
3458													57	0	0	11	0	0	0	0	28	18	0	0	0				
3506													12796	0	6502	0	0	4090	0	0	887	5267	140	0	0	Accrued Federal Taxes Payable                                                                                                                                                                    			
3579													2522	0	125	1662	0	0	0	0	314	421	0	115	0				
3720													1252	0	0	0	0	0	0	0	103	1149	0	0	0				
3953													394	0	315	0	0	0	0	0	42	37	0	315	0				
4138													570	0	201	95	0	0	0	0	213	61	0	0	0				
4147													1444	0	493	417	0	143	0	0	124	410	0	325	0	FHLMC Suspense                                                                                                                                                                                   			
4156													551	0	153	193	153	0	0	0	181	24	0	0	0				
4231													331	0	20	0	0	0	0	0	308	3	0	0	0				
4437													4148	0	3690	0	0	466	3000	0	44	414	0	0	0	ACCRUED POST RETIREMENT BENEFITS                                                                                                                                                                 	DUE TO BROKER                                                                                                                                                                                    		
4745													38	0	0	11	0	0	0	0	16	11	0	0	0				
4839													1050	172	173	0	0	0	0	0	364	513	0	0	0				
5005													4066	0	882	2163	410	359	0	0	3	1018	0	0	0	NOTES PAYABLE                                                                                                                                                                                    			
5050													232	0	0	21	0	0	0	0	76	135	0	0	0				
5069													3084	0	877	379	854	0	0	0	903	725	200	0	0				
5135													690	0	84	0	0	80	4	0	196	410	0	0	0	Accrued Advance Interest Payable                                                                                                                                                                 	Backup Withholding                                                                                                                                                                               		
5210													4019	0	1700	0	0	0	0	0	1831	488	0	1681	0				
5247													2673	0	478	0	478	0	0	0	552	1643	0	0	0				
5274													1305	0	394	0	0	0	0	0	145	766	0	375	0				
5331													3669	0	127	714	0	127	0	0	113	2593	122	0	0	SECURITY DEPOSITS PAYABLE TO SUBSIDIARY                                                                                                                                                          			
5461													2564	85	625	0	420	0	0	0	32	1907	0	0	0				
5751													82	0	5	0	0	0	0	0	71	6	0	0	0				
5939													10940	0	4503	0	0	1265	2406	0	1832	4605	0	0	0	UNEARNED INCOME SUBSERVICING AGREEMENT                                                                                                                                                           	GAIN ON SALE/LEASEBACKS                                                                                                                                                                          		
6039													343	0	0	0	0	0	0	0	250	93	0	0	0				
6057													100	0	45	0	0	0	0	0	55	0	0	42	0				
6141													61	0	7	7	0	0	0	0	47	0	0	0	0				
6329													457	0	0	0	0	0	0	0	248	209	0	0	0				
6972													2966	0	2334	0	0	0	0	0	377	255	0	2079	0				
7009													3766	0	1188	411	0	1119	0	0	197	1970	0	0	0	Broker payable                                                                                                                                                                                   			
7045													320	0	0	0	0	0	0	0	118	202	0	0	0				
7157													110	0	0	11	0	0	0	0	92	7	0	0	0				
7166													3427	0	1945	0	0	1945	0	0	401	1081	0	0	0	TAX CREDIT INVESTMENT                                                                                                                                                                            			
7456													457	300	300	0	0	0	0	0	87	70	0	0	0				
7634													78	0	0	0	0	0	0	0	67	11	0	0	0				
8033													442	0	268	0	40	0	0	0	88	86	0	228	0				
8417													238997	0	6695	0	0	5597	0	0	0	232302	0	0	0	A/P Intercompany Payable                                                                                                                                                                         			
8462													141	0	0	0	0	0	0	0	141	0	0	0	0				
8547													2559	0	86	0	0				511	1962	0	83	0				
8631													50	0	0	0	0	0	0	0	24	26	0	0	0				
9115													12505	0	179	0	0	77	69	0	812	11514	0	0	0	Reserve for Other Losses                                                                                                                                                                         	Prepaid Safe Deposit Box Rent                                                                                                                                                                    		
9357													645	0	29	0	0	28	0	0	8	608	0	0	0	DEFERRED FEES                                                                                                                                                                                    			
9553													462	0	18	360	0	0	0	0	84	0	0	0	0				
9807													17892	0	228	0	0	171	0	0	1738	15926	0	0	0	Fees collected on unbooked loans                                                                                                                                                                 			
9955													995	0	0	548	0				117	330	0	0	0				
10157													301	0	1	124	0	1	0	0	176	0	0	0	0	KRD SETTLEMENT                                                                                                                                                                                   			
10250													812	0	110	0	0	0	0	0	494	208	0	110	0				
10849													346	0	152	0	0	0	0	0	127	67	0	0	0				
10858													4701	0	1284	0	0	635	0	0	838	2579	0	0	0	I/C A/P LOSSES CC-FNNI			
11145													167	0	0	0	0	0	0	0	81	86	0	0	0				
11640													1363	0	809	0	0	0	0	0	454	100	0	778	0				
11837													641	0	406	86	0	402			78	71	0	0	0	Income Tax Payable - Federal			
12030													2426	0	1308	0	585	0	0	0	703	415	0	723	0				
12058													539	0	0	59	0	0	0	0	335	145	0	0	0				
12142													423	0	2	199	0	0	0	0	193	29	0	0	0				
12245													768	0	0	294	0	0	0	0	198	276	0	0	0				
12311	1053156	0	237466	658250	38167	40259	0	0	75874	38885	0	67054									42681					Deferred income on sale/leaseback agreement                                                                                                                                                      			
12357													211	0	0	96	0	0	0	0	115	0	0	0	0				
12647													309	0	0	0	0	0	0	0	87	222	0	0	0				
12656													27	0	0	12	0				15	0	0	0	0				
12937													522	0	87	0	26	60	0	0	230	205	0	0	0	Security Deposits                                                                                                                                                                                			
12946													3638	0	2867	0	0	0	0	0	566	205	0	1618	1114				
12955													408	0	86	0	0	59	0	0	97	225	0	0	0	SECURITY DEPOSITS PAYABLE                                                                                                                                                                        			
13037													503	0	454	0	0				145	-96	0	377	0				
13103													18565	0	4235	12569	0	2150	0	0	508	955	298	1589	0	ACCRUED PENSION                                                                                                                                                                                  			
