"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													361	0	49	0	0	0	0	0	215	97	0	43	0				
242													51	0	0	0	0	0	0	0	51	0	0	0	0				
279													458	0	158	56	0	24	0	0	155	89	0	76	0	ELAN TRANSFER BONUS			
354													23	0	0	0	0	0	0	0	23	0	0	0	0				
457													189	0	0	0	0	0	0	0	54	135	0	0	0				
505													4777	0	2613	0	0	871	1441	0	550	1533	81	0	0	DEFERRED SERVICE FEE-FCC	NYSBA PENSION PAYABLE		
1155													1642	0	1103	0	0	0	0	0	430	109	0	1070	0				
1351													716	0	0	0	0	0	0	0	601	115	0	0	0				
1454													944	0	554	0	121	0	0	0	221	169	0	433	0				
1557													531	0	9	470	0	0	0	0	52	0	0	0	0				
1632													8113	0	542	0	0	169	0	0	4594	1471	1506	284	0	Deferred L/C Fees			
1669													1227	0	241	0	0	0	0	0	488	498	0	195	0				
1829													2110	0	268	0	201	35	0	0	1377	465	0	0	0	Incoming CDARS Bridge Payment			
1856													252	0	0	0	0	0	0	0	252	0	0	0	0				
2040													1263	0	108	0	27	41	0	0	809	346	0	0	0	Debit Card Settlement			
2161													1362	0	753	211	0	753	0	0	157	241	0	0	0	Accrued Deferred Compensation			
2376													23418	0	7080	0	303	1708	0	0	147	16191	0	4365	0	Unearned revenue Joint Ventures			
2451													78	0	16	0	0	4	0	0	57	5	0	0	0	Credit Life			
2554													69	0	0	0	0	0	0	0	69	0	0	0	0				
2732													6079	232	3128	0	0	2597	0	0	1855	1096	0	0	0	Reverse stock split payable shareholder			
2750													347	0	185	0	0	0	0	0	90	72	0	185	0				
2938													4891	0	87	0	0	44	0	0	3303	1428	73	0	0	Deferred LOC fees			
3252													287	0	0	0	0	0	0	0	242	45	0	0	0				
3458													177	0	0	98	0	0	0	0	47	32	0	0	0				
3720													1598	0	0	0	0	0	0	0	252	1346	0	0	0				
3953													906	0	801	0	0	0	0	0	69	36	0	801	0				
4138													283	0	24	0	0	0	0	0	221	26	12	0	0				
4156													12504	625	11908	71	443	0	0	0	495	30	0	0	0				
4231													833	0	0	0	0	0	0	0	704	129	0	0	0				
4437													1310	142	545	0	0	335	0	0	196	569	0	0	0	Post retirement obligation			
4839													1668	40	40	0	0	0	0	0	861	767	0	0	0				
5005													4163	0	1319	0	920	0	0	0	3	2841	0	397	0				
5069													5536	0	1029	0	842	0	0	0	2584	1723	200	0	0				
5135													1004	0	245	0	0	0	0	0	341	418	0	171	0				
5210													11352	0	7941	0	0	4567	0	0	2966	445	0	0	0	Minimum pension liability			
5331													2563	0	127	0	0	127	0	0	235	2201	0	0	0	rental security deposits payable to subsidiaries			
5461													2581	0	1338	0	0	0	0	0	51	1142	50	1200	0				
5751													549	0	344	35	0	282	0	0	114	56	0	59	0	Post Retirement Benefit Costs			
6039													514	0	0	0	0	0	0	0	396	118	0	0	0				
6141													128	0	0	0	0	0	0	0	113	15	0	0	0				
6329													3341	0	1524	0	230	0	0	0	1300	517	0	985	0				
6972													12948	0	8441	0	0	0	0	0	1665	2217	625	7241	0				
7009													5975	0	1655	0	0	0	0	0	672	3648	0	0	1655				
7045													528	0	0	156	0	0	0	0	154	218	0	0	0				
7157													420	0	0	71	0	0	0	0	151	198	0	0	0				
7456													118	0	0	0	0	0	0	0	90	28	0	0	0				
7634													230	0	0	19	0	0	0	0	177	34	0	0	0				
8033													1325	0	684	230	27	0	0	0	319	92	0	657	0				
8462													289	0	0	0	0	0	0	0	261	28	0	0	0				
8631													327	0	175	0	0	0	0	0	76	76	0	122	0				
9357													1410	0	7	0	0	0	0	0	97	1306	0	0	0				
9553													1065	0	0	558	0	0	0	0	121	386	0	0	0				
9807													10253	0	1390	0	0	441	0	0	5531	1782	1550	0	0	REVERSE MORTGAGE INSURANCE			
9955													238	0	0	34	0	0	0	0	120	84	0	0	0				
10157													217	0	82	0	0	33	0	0	81	54	0	0	0	KRD SETTLEMENT			
10250													1952	467	713	0	0	0	0	0	1125	114	0	209	0				
10849													786	0	88	0	54	0	0	0	367	331	0	0	0	Reserve for Employee Profit Sharing			
10858													3920	0	458	0	458	0	0	0	869	2557	36	0	0				
