"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FORECLOSED PROPERTIES FROM	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	URL	
37																														0	0	79	0	0	0	false	0	0	0	0	0	0	54	0	25	253	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
242																														0	0	0	0	0	3300	true	0	0	0	0	0	0	0	0	0	201	0	0	0	true	0	0	0	400	1100	0	1800	0	0	0	0	0	0	0	http://www.fcbxeniaflora.com	
279																														66	261	242	12100	66	30979	true	0	0	261	0	42	0	200	0	0	463	0	66	0	true	0	0	0	12100	18879	0	0	0	0	0	0	0	0	0	http://www.mineolacb.com	
354																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	206	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
457																														0	0	742	0	0	2000	true	0	0	0	0	0	0	61	0	681	1122	2	0	0	false	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	http://www.lowrystate.com	
505																														32	0	157	2200	16	47700	true	0	0	0	16	157	0	0	0	0	2512	2	16	0	true	0	0	0	2200	24000	21500	0	21500	0	0	0	0	0	0	www.bsnb.com	
1155																														0	0	405	0	0	0	true	0	0	0	0	0	0	0	0	405	5741	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firststatebankandtrust.com	
1351																														0	0	98	0	0	0	true	0	0	0	0	0	0	0	0	98	1396	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bankofgrandin.net	
1454																														12	0	643	0	0	0	true	0	0	0	12	615	0	28	0	0	27673	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hilltopnationalbank.com	
1557																														0	0	0	0	0	1761	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1736	0	0	25	0	0	0	0	0		
1632																														0	0	4168	0	0	30000	true	0	0	0	0	2377	0	0	1791	0	29322	8	0	0	true	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	www.seaislandbank.com	
1669																														1173	0	0	0	0	209	true	0	0	0	1173	0	0	0	0	0	3311	2	0	0	false	0	209	0	0	0	0	0	0	209	0	0	0	0	0	www.lnbparis.com	
1829																														727	0	133	6000	0	35206	true	0	0	0	727	0	0	133	0	0	1436	2	0	0	false	0	0	0	6000	11000	12297	5909	0	0	0	0	0	0	0	http://avbpgh.com	
1856																														0	0	0	0	0	87825	false	0	0	0	0	0	0	0	0	0	81	0	0	0	false	0	0	0	33825	0	0	54000	0	0	0	0	0	0	0		
2040																														0	0	0	643	0	23943	true	0	0	0	0	0	0	0	0	0	579	1	0	0	false	0	0	0	10643	5300	8000	0	15000	0	0	0	0	0	0	http://www.fmnetbank.com	
2161																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	935	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.lamarnational.com	
2376																														0	3547	1337	10000	0	524453	true	0	3547	0	0	0	0	0	1195	142	36735	2	0	0	false	0	0	0	10000	48686	106500	344185	410000	15082	0	0	0	0	0	http://oritani.com	
2451																														456	0	709	2600	456	3370	true	0	0	0	0	0	0	189	0	520	2001	5	456	0	false	0	0	0	2600	80	100	590	0	0	0	0	0	0	0	http://thunderbank.com	
2554																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	14	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2732																														1112	0	0	0	0	299	true	0	0	0	1112	0	0	0	0	0	29568	8	0	0	true	0	0	0	0	0	0	0	0	299	0	0	0	0	299	www.albanybank.com	
2750																														0	0	0	1400	0	6600	true	0	0	0	0	0	0	0	0	0	2729	3	0	0	false	0	0	0	5900	0	700	0	0	0	0	0	0	0	0	genoanationalbank.com	
2938																														0	0	4442	0	0	29000	true	0	0	0	0	2525	0	1843	0	74	52222	12	0	0	true	0	0	0	29000	0	0	0	0	0	0	0	0	0	0	www.sbandtbank.com	
3252																														0	0	0	0	0	3604	true	0	0	0	0	0	0	0	0	0	1334	1	0	0	false	0	0	0	1000	0	1000	1500	0	104	0	0	0	0	0	http://www.fnbgordon.com	
3458																														0	0	351	0	0	0	true	0	0	0	0	351	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fbgconline.com	
3720																														0	0	22	0	0	5300	true	0	0	0	0	0	0	0	0	22	1720	1	0	0	true	0	300	0	0	5000	0	0	0	300	0	0	0	0	300	wwwbankofclarendon.com	
3953																														0	0	250	0	0	5802	true	0	0	0	0	0	0	0	0	250	5140	5	0	0	false	0	0	0	5455	0	0	347	347	0	0	0	0	0	0	http://www.fcbanker.com	
