"IDRSSD"	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	RCONJ477	RCONJ478	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	865										
1669	0	2318	0	0	0	0	0	0	0	0	0	772	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3069	0	151										
1829	0	0	0	0	0	0	0	0	0	0	0	470	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3116	0	22143	0	1875										
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
2040	0	0	0	0	0	0	0	0	0	0	0	141	4346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4601	0	4091										
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																954	1000	2514										
2376	0	0	0	0	0	0	0	0	0	0	0	7466	95468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	22845	0	871										
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1337										
2732	0	0	0	0	0	0	0	0	0	0	0	142	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	46215	0	0										
2750	0	0	0	0	0	0	0	0	0	0	0	40	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																158	0	6391										
3252	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1525	0	7209										
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																65	0	301										
3720	0	0	0	0	0	0	0	0	0	0	5000	718	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																153	0	3059										
3953	0	0	0	0	0	0	0	0	0	0	0	76	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3744	0	16667										
4138	0	0	0	0	0	0	0	0	0	0	0	715	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																601	0	1729										
4156	0	0	0	0	0	0	0	0	0	0	0	912	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2680	0	6813										
4231	0	0	0	0	0	0	0	0	0	0	0	41	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1496	0	1875										
4437	0	0	0	0	0	0	0	0	0	0	0	0	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5407	0	3135										
4839	0	0	0	0	0	0	0	0	0	0	0	3542	17345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2868	0	2487										
5005	0	0	0	0	0	0	0	0	0	0	0	4434	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2297	0	1376										
5069	0	0	0	0	0	0	0	0	0	0	0	1155	4613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	218	0	0										
5135	0	0	0	0	0	0	0	0	0	0	0	0	7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														1279	531	3700	0	14258										
5210	0	0	0	0	0	0	0	0	0	0	0	3182	13010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	22240	0	25544										
5331	0	0	0	0	0	0	0	0	0	0	0	176	2825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	105	0	4245										
5461	0	0	0	0	0	0	0	0	0	0	0	0	4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	12512	0	13059										
5751	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																561	0	9446										
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																455	0	2099										
6141	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1873										
6329	0	0	0	0	0	0	0	0	0	0	0	2137	3086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														1653	491	9004	0	12482										
6972	0	0	0	0	0	0	0	0	0	0	0	3368	15857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	55373	0	15439										
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0										
7045	0	0	0	0	0	0	0	0	0	0	0	54	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																897	0	0										
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	785										
7456	0	0	0	0	0	0	0	0	0	0	0	385	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4989	0	8451										
7634	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																16	0	376										
8033	0	0	0	0	0	0	0	0	0	0	0	1890	3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																8182	0	4322										
8462	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2016	0	5347										
8631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1652	0	0										
9357	0	8459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	179246	0	2650										
9553	0	0	0	0	0	0	0	0	0	0	0	166	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1268	0	23446										
9807	0	0	0	0	0	0	0	0	0	0	0	172489	76004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	9915	0	36526										
9955	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3461	0	8969										
10250	0	0	0	0	0	0	0	0	0	0	0	128	7633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														586	337	20297	0	1975										
10849	0	0	0	0	0	0	0	0	0	0	0	1945	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5285										
10858	0	0	0	0	0	0	0	0	0	0	21585	916	3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	31744	0	18607										
11145	0	0	0	0	0	0	0	0	0	0	0	720	8496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																650	0	2234										
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	23381										
11837	0	0	0	0	0	0	0	0	0	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	604										
12030	0	0	0	0	0	0	0	0	0	0	0	277	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2757	0	5566										
12142	0	0	0	0	0	0	0	0	0	0	0	814	1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4426	0	1262										
12245	0	0	0	0	0	0	0	0	0	0	0	11	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																318	0	664										
12311																																																																																										
12647	0	0	0	0	0	0	0	0	0	0	0	334	5337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	5053										
12656	0	0	0	0	0	0	0	0	0	0	0	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																28	0	164										
12937	0	0	0	0	0	0	0	0	0	0	0	0	9797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	3416										
12946	0	0	0	0	0	0	0	0	0	0	35000	2229	7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	25688	0	6900										
12955	0	0	0	0	0	0	0	0	0	0	0	2552	2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
13037	0	0	0	0	0	0	0	0	0	0	0	0	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	1034	7049										
13103	0	0	0	0	0	0	0	0	0	0	0	7298	3642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	42819	0	13754										
13251	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
13457	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6	0	4981										
14052	0	0	0	0	0	0	0	0	0	0	0	56	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																888	0	75										
14155	0	0	0	0	0	0	0	0	0	0	6480	416	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																242	0	5135										
14454	0	63	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																237	0	496										
14650	0	255	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																14	0	6										
14753	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																363	0	3951										
14865	0	0	0	0	0	0	0	0	0	0	0	938	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7195	0	19537										
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1459										
16337	0	13897	0	0	0	0	0	0	0	0	0	1456	1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	9062	0	1848										
16458	0	0	0	0	0	0	0	0	0	0	0	1472	4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																9489	0	7011										
16551	0	0	0	0	0	0	0	0	0	0	0	1172	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2749	0	748										
16748	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1054	0	1515										
16944	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	58										
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5532	0	41584										
17147	0	0	0	0	0	0	0	0	0	0	0	9435	22388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	266939	0	107243										
17259	0	0	0	0	0	0	0	0	0	0	0	215	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	463										
17464	23682	0	0	0	0	0	0	0	0	0	0	0	12317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														15871	10454	71267	0	58203										
17950	0	0	0	0	0	0	0	0	0	0	0	1152	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3449	0	5426										
18050	0	2924	0	0	0	0	0	0	0	0	0	1174	2884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2819	0	804										
18135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7015	0	1009										
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
18827	0	0	0	0	0	0	0	0	0	0	0	1537	9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	8747	0	51										
18836	0	0	0	0	0	0	0	0	0	0	0	385	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																577	0	2418										
18854	0	0	0	0	0	0	0	0	0	0	2100	1433	1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																9286	0	5163										
18957	0	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																19	0	905										
19356	0	0	0	0	0	0	0	0	0	0	0	392	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																988	0	58										
19730	0	0	0	0	0	0	0	0	0	0	0	36355	37667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	78180	37132	13280										
19936	0	0	0	0	0	0	0	0	0	0	0	4552	4868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																9214	0	561										
19972	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	882										
20053	0	545	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2631	0	0										
20370	0	0	0	0	0	0	0	0	0	0	0	6	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	196										
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																193	0	42										
20633	0	0	0	0	0	0	0	0	0	0	0	2139	2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2250	0	1662										
20857	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																16157	0	308										
21256	0	0	0	0	0	0	0	0	0	0	850	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																59	0	40										
21359	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																60	0	1570										
21630	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2676	0	0										
21658	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3725	0	1728										
22048	0	0	0	0	0	0	0	0	0	0	0	411	2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7226	0	1307										
22356	0	0	0	0	0	0	0	0	0	0	0	783	4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																8621	0	10870										
22459	0	0	0	0	0	0	0	0	0	0	0	448	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3098	0	1953										
22543	0	0	0	0	0	0	0	0	0	0	0	472	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																580	4767	0										
22552	0	0	0	0	0	0	0	0	0	0	0	167	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																895	0	1521										
22730	0	0	0	0	0	0	0	0	0	0	0	124	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2647	0	957										
22936	0	0	0	0	0	0	0	0	0	0	0	10	2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2478	0	6850										
22954	0	0	0	0	0	0	0	0	0	0	0	343	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1942	0	3999										
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	183										
23241	0	0	0	0	0	0	0	0	0	0	0	3011	48356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	72300	0	58078										
23456	0	789	0	0	0	0	0	0	0	0	0	894	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2013	0	2051										
23504	122409	0	0	0	0	0	0	0	0	0	0	537	24754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	50328	0	12294										
23540	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3158	0	197										
23643	0	0	0	0	0	0	0	0	0	0	0	518	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2040	0	2933										
23755	0	0	0	0	0	0	0	0	0	0	0	213	1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3578	0	928										
23812	0	0	0	0	0	0	0	0	0	0	0	19793	19028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0										
24006	0	0	0	0	0	0	0	0	0	0	0	1893	18663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	42295	0	0										
24453	0	7	0	0	0	0	0	0	0	0	0	203	5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2944	0	299										
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0										
24668	0	2224	0	0	0	0	0	0	0	0	0	1079	4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5553	0	2937										
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4	0	413										
24949	90	0	0	0	0	0	0	0	0	0	0	2840	13881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														4453	0	28958	0	5001										
25357	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	7596										
25647	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	917										
26149	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2363	0	60										
26242	0	0	0	0	0	0	0	0	0	0	0	9418	18242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3266	103	0	0	0										
26457	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1141										
26765	0	0	0	0	0	0	0	0	0	0	0	1817	4525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6019	0	46										
26859	0	0	0	0	0	0	0	0	0	0	0	3585	8995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	17409	0	1860										
26916	27971	0	0	0	0	0	0	0	0	0	0	12674	5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	20614	0	9139										
27548	0	0	0	0	0	0	0	0	0	0	0	1008	27343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	24418	0	1131										
