"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		4204		0																																																																																													
1669																																																																																																																																																		41271																																																																																															
1829																																																																																																																																																		76756																																																																																															
1856																																																																																																																																																		72249																																																																																															
2040																																																																																																																																																		43360																																																																																															
2161																																																																																																																																																		40226																																																																																															
2376																																																																																																																																																		600005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91531	508474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600005	0	91531	508474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																		12																																																																																															
2732																																																																																																																																																		64798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64248	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64798	0	0	64248	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		13812																																																																																															
3252																																																																																																																																																		70624																																																																																															
3458																																																																																																																																																		6780																																																																																															
3720																																																																																																																																																		47984																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		30552																																																																																															
4156																																																																																																																																																		28192																																																																																															
4231																																																																																																																																																		32325																																																																																															
4437																																																																																																																																																		77010																																																																																															
4839																																																																																																																																																		47474																																																																																															
5005																																																																																																																																																		52367																																																																																															
5069																																																																																																																																																		27031																																																																																															
5135																																																																																																																																																		18299																																																																																															
5210																																																																																																																																																		204841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	203817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204841	0	1024	203817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		246267																																																																																															
5461																																																																																																																																																		60277																																																																																															
5751																																																																																																																																																		54460																																																																																															
6039																																																																																																																																																		3748																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		44413																																																																																															
6972																																																																																																																																																		68165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	67663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68165	0	502	67663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		312787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68719	244068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	0	0	312812	0	68744	244068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		18210																																																																																															
7157																																																																																																																																																		19489																																																																																															
7456																																																																																																																																																		14027		0																																																																																													
7634																																																																																																																																																		5304																																																																																															
8033																																																																																																																																																		4891																																																																																															
8462																																																																																																																																																		64219																																																																																															
8631																																																																																																																																																		12543																																																																																															
9357																																																																																																																																																		25945																																																																																															
9553																																																																																																																																																		5941																																																																																															
9807																																																																																																																																																		173722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77229	0	0	77229	0	81400	92322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250951	0	81400	169551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77229	
9955																																																																																																																																																		23612																																																																																															
10250																																																																																																																																																		52222																																																																																															
10849																																																																																																																																																		29907																																																																																															
10858																																																																																																																																																		65944																																																																																															
11145																																																																																																																																																		17371																																																																																															
11640																																																																																																																																																		75282																																																																																															
11837																																																																																																																																																		53220																																																																																															
12030																																																																																																																																																		5675																																																																																															
12142																																																																																																																																																		34559																																																																																															
12245																																																																																																																																																		32814																																																																																															
12311	9373674	357739	297380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188704	126221	980	190045	0	2683051	5983152	707471	0	0	0	0	0	699001	0	0	699001	0	590223	0	401148	0	189075	0	0	357739	0	38162	0	0	38162	0	11247503	126221	3085179	7268099	1020446	0	0	0	0	0	0	0	293741	3639	0	0	0	0	0	422294	0	422294	0	0	0	0	0	0	0	729097	0	431338	293741	4018	112155	0	0	0	112155	63824	126221	0	190045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9423	0	9044	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123900	9423	0	9044	0	379	9373674	357739	297380																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		505																																																																																															
12946																																																																																																																																																		82060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	645	79024	2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82362	0	645	79024	2693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	
12955																																																																																																																																																		7																																																																																															
13037																																																																																																																																																		28972																																																																																															
13103																																																																																																																																																		245364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245364	0	245364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5653	0	5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		4299																																																																																															
14052																																																																																																																																																		8580		0																																																																																													
14155																																																																																																																																																		6327																																																																																															
14454																																																																																																																																																		6169																																																																																															
14650																																																																																																																																																		27																																																																																															
14753																																																																																																																																																		12230																																																																																															
14865																																																																																																																																																		23878																																																																																															
14977																																																																																																																																																		6277																																																																																															
16337																																																																																																																																																		50729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50729	0	50729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																		65193																																																																																															
16551																																																																																																																																																		14595																																																																																															
16748																																																																																																																																																		12159																																																																																															
16944																																																																																																																																																		14239																																																																																															
16953																																																																																																																																																		8629																																																																																															
17110																																																																																																																																																		16498																																																																																															
17147																																																																																																																																																		514278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4691	0	0	0	0	0	513212	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518969	0	0	513212	5757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4952	0	0	0	4952	0	0	0	0	0	4691	0	0	0	4691	0	
17259																																																																																																																																																		25309																																																																																															
17464																																																																																																																																																		120458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153885	0	0	0	0	0	120458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274343	0	0	120458	153885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105915	
17950																																																																																																																																																		102245																																																																																															
18050																																																																																																																																																		71091																																																																																															
18135																																																																																																																																																		54809																																																																																															
18377																																																																																																																																																		8657																																																																																															
18827																																																																																																																																																		60312																																																																																															
18836																																																																																																																																																		7727																																																																																															
18854																																																																																																																																																		7007																																																																																															
18957																																																																																																																																																		4887																																																																																															
19356																																																																																																																																																		28359																																																																																															
