"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	0	0	0	0	0	0	0	0	0	0	0	0	45329	55512	0	0	0	0	0	30914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	1990	0	0	0	0	0	11114	133	0	3530	0	541	0	0	0	0	0	0	0	0	2411	28503	0	0	0	0	0	1564	0	0	0	0	-248	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	433	0	0	0	1720	9696	2411	42184	0	1939	1206	42184	45329	0	4176	4176	5249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	0	0	0	0	0	0	630	113327	249690	0	0	0	0	0	84121	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	20063	5155	0	0	0	66302	0	18109	2034	2013	37224	0	0	0	0	0	0	0	0	0	0	42731	41390	0	0	0	0	0	12488	909	48	1131	0	889	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22124	113343	42731	69922	0	22669	21366	69922	113957	0	3531	3531	43100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	0	0	0	0	0	476	897	246912	406365	0	0	0	0	0	265115	102	1275	1275	0	0	0	0	0	0	0	0	8662	0	0	0	0	0	0	48854	7738	0	0	0	0	0	0	2446	877	67499	3524	2410	0	0	0	0	0	0	0	178	95313	169624	0	0	0	0	0	20597	8662	4	3252	275	7129	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	0	0	776	0	0	0	49735	78667	99112	182520	0	15733	49556	182520	247809	0	0	0	31642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	128957	176652	0	0	0	0	0	39659	3763	47038	47038	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	18500	15290	0	0	0	24093	0	0	-3018	358	47241	2012	25656	0	0	0	0	0	0	0	3818	2012	33829	0	0	0	0	0	5009	98	1	3106	185	-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18859	93548	4209	108142	0	18710	2105	108142	128957	0	0	0	18448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	1474	159216	208981	0	0	0	0	0	153376	0	0	0	329	329	0	0	0	329	0	0	0	0	0	0	0	0	0	754	1776	0	0	0	0	0	0	277	224	36580	3434	2845	0	0	0	0	0	0	0	1575	28220	123581	0	0	0	0	0	11252	0	0	1447	0	-3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	41516	31654	136560	0	8303	15827	136560	160690	0	138	138	19985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	60411	125043	0	0	0	0	0	59528	0	0	0	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	5849	13397	0	0	1	0	0	0	1259	0	38967	0	0	0	0	0	0	0	0	0	0	31582	27946	0	0	0	0	0	6201	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	626	0	0	0	0	0	0	6807	52364	31582	34147	0	10473	15791	34147	60411	0	0	0	13057	0	0	0	3217	322	322	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	5850	1686699	2466709	0	0	0	0	0	1558240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1520	32903	86836	0	0	2191	54003	0	0	6448	0	586987	0	6570	0	0	0	0	0	0	0	0	243271	1314969	0	0	0	0	0	122200	-1520	0	25046	0	-22079	7	0	0	0	7	119	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35094	752872	243271	1420339	0	150574	121636	1420339	1692549	0	0	0	394349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	1	6523	9794	0	0	0	0	0	5637	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	3800	0	0	0	0	70	0	0	0	0	0	12	0	0	0	0	0	0	0	0	485	5152	0	0	0	0	0	611	289	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800	555	5486	0	760	278	5486	6524	0	0	0	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	393788	526052	0	0	0	0	0	392513	0	0	0	2579	2579	0	0	0	2579	0	0	1112	0	0	0	0	0	0	42368	20129	0	0	0	0	0	0	2147	0	62101	0	550	0	0	0	0	0	0	0	220	63065	329228	0	0	0	0	0	14352	1112	174	0	0	-1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	342	0	0	0	42542	82450	63065	345765	0	16490	31533	345765	393788	0	0	0	71328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0	0	68	43530	59078	0	0	0	0	0	37774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2213	201	0	0	0	0	0	0	206	2124	7868	2093	1521	0	0	0	0	0	0	0	1082	2405	34287	0	0	0	0	0	3067	0	213	504	50	-407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	0	0	1202	0	0	0	4550	10070	4548	39310	0	2014	2274	39310	43598	0	415	415	5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	0	0	0	0	0	0	334	77448	155140	0	0	0	0	0	71601	0	0	0	94	94	0	0	0	94	0	0	0	0	0	0	0	0	0	1797	5254	0	0	0	0	100	0	1219	25476	41178	1961	790	0	0	0	0	0	0	0	13565	736	57300	0	0	0	0	0	4500	0	116	576	23	-87	202	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	0	0	1126	0	0	0	27389	65373	2820	63297	0	13075	1410	63297	77782	0	4800	4800	17800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	0	0	0	0	0	0	0	24586	30450	0	0	0	0	0	14282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5585	0	0	0	0	2804	179	0	6149	0	452	0	0	0	0	0	0	0	0	2456	11826	0	0	0	0	0	1307	0	0	0	0	-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6921	2456	21974	0	1384	1228	21974	24586	0	772	772	3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	0	0	0	0	0	0	121	110603	195957	0	0	0	0	0	113914	0	0	0	691	1382	691	0	0	691	0	0	0	0	0	0	0	0	0	14861	2814	0	0	0	3514	1100	0	1511	5795	39789	889	0	0	0	0	230	0	0	0	6192	24116	83606	0	0	0	0	0	9643	164	0	8435	1044	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0	100	0	568	0	0	0	21347	60844	27379	84865	0	12169	13690	84865	110724	0	0	0	26704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	0	0	0	0	0	0	1388	106380	122432	0	0	0	0	0	105230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	1529	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8691	0	0	9873	11798	83560	0	0	0	0	0	7373	0	0	791	0	-2735	593	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	12193	11798	99430	0	2439	5899	99430	107768	0	0	0	8444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138	0	0	0	0	0	0	0	0	0	0	0	1482	114526	179813	0	0	0	0	0	121921	0	0	0	238	238	0	0	238	0	0	0	0	0	0	0	0	0	0	12914	3563	0	0	0	0	0	0	1471	8189	20857	0	32	0	0	0	0	0	0	0	0	45464	76457	0	0	0	0	0	12925	0	63	973	693	-1431	105	0	53	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	1484	0	0	0	0	0	0	22650	25496	46447	87685	0	5099	23224	87685	116008	0	50	50	15281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	0	0	0	0	0	0	0	0	0	0	0	404	137659	188153	0	0	0	0	0	137042	0	0	0	0	0	0	0	0	0	0	0	1783	0	0	0	0	0	0	787	4667	0	0	0	0	0	0	929	0	17180	10083	0	0	0	0	0	970	0	0	6190	43488	87364	0	0	0	0	0	17670	1783	0	2533	0	582	246	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3229	0	0	0	3229	0	0	0	787	30570	53571	105163	0	6114	26786	105163	138063	0	0	0	16485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	93925	124121	0	0	0	0	0	84024	0	0	0	570	570	0	0	0	570	0	0	0	0	0	0	0	0	0	0	8244	0	0	0	0	0	0	283	0	19149	12893	0	0	0	0	0	0	0	0	0	13938	70086	0	0	0	0	0	4374	0	0	0	0	-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27393	26831	75030	0	5479	13416	75030	93925	0	0	0	14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
