"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	3710	0	0	11114	4204	55301	0	381	0	5337	55512	0	0	0	0	5630	0	0	57	865	0	0	381	381	1720	9696	2411	1564	41722	0	0	0.0946	0.1242	0.1158	0.0000	0.0000	0.0000	5249	381	88	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	25218	0	0	84411	41271	248986	0	2054	0	45351	250599	114	0	0	0	44524	0	0	0	0	0	0	1424	1424	22124	113343	42731	10400	69899	0	0	0.172614	0.392881	0.380315	0.000000	0.000000	0.000000	43100	1424	1342	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	56592	0	0	0	76756	415081	0	3979	0	42081	415027	0	0	0	0	34724	0	0	62	1551	0	0	3082	3082	49735	78667	99112	8404	180438	0	0	0.0779	0.1406	0.1282	0.0000	0.0000	0.0000	31642	3082	1301	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	33790	0	0	24093	72249	174598	0	202	0	21295	176750	0	0	0	0	18650	0	0	0	0	0	0	202	202	18859	93548	4209	1619	61104	0	0	0.1044	0.1446	0.1431	0.0000	0.0000	0.0000	18448	202	2749	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	2530	0	0	0	43360	207163	0	3493	0	20168	208981	0	0	0	0	22003	0	0	0	0	0	0	2018	2018	978	41516	31654	9805	136231	0	0	0.0956	0.1382	0.1255	0.0000	0.0000	0.0000	19985	2018	183	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	19246	0	0	1	40226	124614	0	588	0	13890	125043	0	0	0	0	13645	0	0	0	1251	0	0	588	588	5850	52364	31582	6201	34147	0	0	0.1044	0.2259	0.2161	0.0000	0.0000	0.0000	13057	588	833	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	119739	0	0	56194	600005	2429371	136	27007	0	396705	2465189	597	0	0	0	415642	0	0	13	0	-1520	0	21157	21293	35094	752872	243271	98674	1420213	0	0	0.1599	0.2464	0.2338	0.0000	0.0000	0.0000	394349	21293	3876	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	3800	0	0	70	12	10047	0	83	0	1122	10083	0	0	0	0	915	0	0	0	0	0	0	82	82	0	3800	555	322	5486	0	0	0.0851	0.1403	0.1277	0.0000	0.0000	0.0000	833	82	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	62497	0	0	0	64798	529550	0	4610	0	73749	527164	0	0	0	0	75938	0	0	0	683	0	0	4610	4610	42542	82450	63065	13066	342844	0	0	0.135591	0.192840	0.181133	0.000000	0.000000	0.000000	71328	4610	1309	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2414	0	0	0	13812	56869	0	613	0	5569	59078	0	0	0	0	5908	0	0	0	2404	0	0	545	545	4550	10070	4548	2300	38108	0	0	0.0908	0.1357	0.1232	0	0	0	5363	545	206	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	7051	0	0	100	70624	157370	0	1306	0	19019	155140	0	0	0	0	18772	0	0	404	2251	0	0	972	972	27389	65373	2820	3785	61875	0	0	0.1147	0.2424	0.2298	0.0000	0.0000	0.0000	17800	972	1219	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	5585	0	0	2804	6780	31247	0	283	0	3174	30450	0	0	0	0	3339	0	0	0	0	0	0	283	283	0	6921	2456	1307	21974	0	0	0.100361	0.135809	0.124298	0.000000	0.000000	0.000000	3056	283	118	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	17675	0	0	4614	47984	192555	0	1505	0	27687	196121	0	0	0	0	27924	0	0	0	1336	0	0	1384	1384	20656	60744	27379	0	83606	230	164	0.135438	0.252471	0.239957	0	0	0	26540	1384	983	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2194	0	0	0	4	120757	0	2735	0	8444	122432	0	0	0	0	9791	0	0	1186	0	0	0	1347	1347	665	12193	11798	6582	98837	8691	0	0.068969	0.092038	0.079376	0	0	0	8444	1347	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	16477	0	0	0	30552	179023	0	2902	0	16164	179813	0	0	0	0	16707	0	0	210	2967	0	0	1426	1426	21166	25443	46157	11196	87685	0	0	0.084983	0.145880	0.133428	0.000000	0.000000	0.000000	15281	1426	883	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	5454	0	0	0	28192	187198	0	2130	0	19157	189936	0	0	0	0	18211	0	0	492	6457	0	0	1726	1726	787	30570	53571	13354	101688	970	0	0.0876	0.1323	0.1198	0.0000	0.0000	0.0000	16485	1726	889	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	8244	0	0	0	32325	128207	0	760	0	14798	124121	0	0	0	0	15400	0	0	0	0	0	0	760	760	0	27393	26831	4374	74460	0	0	0.1179	0.1640	0.1559	0.0000	0.0000	0.0000	14640	760	158	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	11763	0	0	630	77010	263937	0	3196	0	25900	267277	0	0	0	0	26446	0	0	0	4655	64	0	2120	2120	10652	70233	66508	13314	117223	0	0	0.0910	0.1569	0.1443	0	0	0	24326	2120	1510	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	5062	0	0	0	47474	309087	0	4076	0	31006	310224	39	0	0	0	33223	0	0	1010	6630	0	0	3206	3206	14118	41573	26825	15925	229658	0	0	0.0968	0.1300	0.1174	0.0000	0.0000	0.0000	30017	3206	989	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	27686	0	0	288	52367	388120	45	2581	0	25504	390543	267	0	0	0	19762	0	0	0	0	0	0	2581	2626	26055	36946	135678	36350	187319	0	4120	0.044736	0.075255	0.065255	0.000000	0.000000	0.000000	17136	2626	876	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	57041	0	0	0	27031	495294	124	30128	0	111740	490883	666	0	0	0	115668	0	0	200	1266	0	0	5553	5677	54846	11399	32828	33277	424660	0	0	0.224068	0.275764	0.262230	0.000000	0.000000	0.000000	109991	5677	1749	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	38409	0	0	0	18299	320656	0	3530	0	36870	317307	0	0	0	0	38656	0	0	0	4870	0	0	3048	3048	33183	28060	53599	15281	207963	0	0	0.1126	0.1589	0.1463	0.0000	0.0000	0.0000	35608	3048	220	0	0	0	0	0	0	0	0	
