"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		6114		0																																																																																													
1632																																																																																																																																																		40824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40824	0	0	40824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																		34204																																																																																															
1829																																																																																																																																																		85184																																																																																															
1856																																																																																																																																																		73362																																																																																															
2040																																																																																																																																																		42059																																																																																															
2161																																																																																																																																																		38375																																																																																															
2376																																																																																																																																																		390965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	375965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390965	0	15000	375965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																		0																																																																																															
2554																																																																																																																																																		12																																																																																															
2732																																																																																																																																																		62070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62070	0	62070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		10035																																																																																															
2938																																																																																																																																																		81110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81110	0	0	81110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																		62657																																																																																															
3458																																																																																																																																																		8666																																																																																															
3720																																																																																																																																																		42514																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		32106																																																																																															
4156																																																																																																																																																		40380																																																																																															
4231																																																																																																																																																		28680																																																																																															
4437																																																																																																																																																		50543																																																																																															
4839																																																																																																																																																		63988																																																																																															
5005																																																																																																																																																		57304																																																																																															
5069																																																																																																																																																		21302																																																																																															
5135																																																																																																																																																		25958																																																																																															
5210																																																																																																																																																		213613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213613	0	0	213613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		182929																																																																																															
5461																																																																																																																																																		55368																																																																																															
5751																																																																																																																																																		59251																																																																																															
6039																																																																																																																																																		4216																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		38448																																																																																															
6972																																																																																																																																																		40568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	40070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40568	0	498	40070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		328848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77178	251670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328848	0	77178	251670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		20194																																																																																															
7157																																																																																																																																																		15194																																																																																															
7456																																																																																																																																																		12825		0																																																																																													
7634																																																																																																																																																		6918																																																																																															
8033																																																																																																																																																		6394																																																																																															
8462																																																																																																																																																		65009																																																																																															
8631																																																																																																																																																		13089																																																																																															
9357																																																																																																																																																		26560																																																																																															
9553																																																																																																																																																		6430																																																																																															
9807																																																																																																																																																		126270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73808	0	0	73808	0	24683	101587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200078	0	24683	175395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71356	
9955																																																																																																																																																		17054																																																																																															
10157																																																																																																																																																		13224																																																																																															
10250																																																																																																																																																		73562																																																																																															
10849																																																																																																																																																		233																																																																																															
10858																																																																																																																																																		17078																																																																																															
11145																																																																																																																																																		18182																																																																																															
11640																																																																																																																																																		69878																																																																																															
11837																																																																																																																																																		39739																																																																																															
12030																																																																																																																																																		5723																																																																																															
12142																																																																																																																																																		36383																																																																																															
12245																																																																																																																																																		33568																																																																																															
12311	8037808	318904	215808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170452	0	0	0	0	3009695	3736449	1291664	0	0	0	0	0	491564	0	0	491564	0	0	0	0	0	0	0	0	318904	0	19139	0	0	19139	0	9037867	0	3009695	4566056	1462116	0	0	0	0	0	39710	0	255518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215808	39710	0	255518	0	170452	0	0	0	170452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170452	0	0	0	0	0	8037808	318904	215808																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		808																																																																																															
12946																																																																																																																																																		68195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	477	65186	2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68522	0	477	65186	2859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	
12955																																																																																																																																																		8																																																																																															
13037																																																																																																																																																		36986																																																																																															
13103																																																																																																																																																		199200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199200	0	199200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		6235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6235	0	8	6227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		3671																																																																																															
14052																																																																																																																																																		8465																																																																																															
14155																																																																																																																																																		6261																																																																																															
14454																																																																																																																																																		7317																																																																																															
14650																																																																																																																																																		31																																																																																															
14753																																																																																																																																																		11622																																																																																															
14865																																																																																																																																																		26998																																																																																															
14977																																																																																																																																																		6634																																																																																															
15536																																																																																																																																																		235831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51012	0	0	51012	0	7021	88625	140185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286843	0	7021	139637	140185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51012	
16337																																																																																																																																																		77222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77222	0	77222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																		50011																																																																																															
16551																																																																																																																																																		16478																																																																																															
16748																																																																																																																																																		12266																																																																																															
16944																																																																																																																																																		12584																																																																																															
16953																																																																																																																																																		12080																																																																																															
17110																																																																																																																																																		6570																																																																																															
