"IDRSSD"	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1632	0	0	0	0	0	0	0	0	1710	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1669	0	0	0	0	0	0	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1829	0	0	0	0	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2040	0	0	0	0	0	0	0	0	258	6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2376	0	0	0	0	0	0	0	0	10854	55068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2451	0	0	0	0	0	0	0	750	295	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2732	0	0	0	0	0	0	0	0	1993	4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2750	0	0	0	0	0	0	0	0	159	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
2938	0	0	0	0	0	0	0	0	7045	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3458	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3720	0	0	0	0	0	0	0	5000	553	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
3953	0	0	0	0	0	0	0	0	876	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4138	0	0	0	0	0	0	0	0	774	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4156	0	0	0	0	0	0	0	0	4131	3607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4231	0	0	0	0	0	0	0	0	164	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4437	0	0	0	0	0	0	0	0	1334	3942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
4839	0	0	0	0	0	0	0	0	1856	10568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5005	0	0	0	0	0	0	0	0	3494	5465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5069	0	0	0	0	0	0	0	0	276	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5135	0	0	0	0	0	0	0	0	498	3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5210	0	0	0	0	0	0	0	0	12545	30346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5331	0	0	0	0	0	0	0	0	599	2620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5461	0	0	0	0	0	0	0	0	1539	2625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
5751	0	0	0	0	0	0	0	0	95	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6039	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6141	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6329	0	0	0	0	0	0	0	0	4739	8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
6972	0	0	0	0	0	0	0	0	7149	27243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7045	0	0	0	0	0	0	0	0	77	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7456	0	0	0	0	0	0	0	0	19	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
7634	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8033	0	0	0	0	0	0	0	0	2930	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
8631	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9553	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9807	0	0	0	0	0	0	0	0	360701	18068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
9955	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10250	0	0	0	0	0	0	0	0	89	10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10849	0	0	0	0	0	0	0	0	4370	5887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
10858	0	0	0	0	0	0	0	25850	1864	10852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11145	0	0	0	0	0	0	0	0	325	6170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
11837	0	0	0	0	0	0	0	0	28	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12030	0	0	0	0	0	0	0	0	426	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12142	0	0	0	0	0	0	0	0	175	2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12245	0	0	0	0	0	0	0	0	435	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12311																																																																																
12647	0	0	0	0	0	0	0	0	1422	4063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12656	0	0	0	0	0	0	0	0	51	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12937	0	0	0	0	0	0	0	0	133	14867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12946	0	0	0	0	0	0	0	45000	2915	10390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
12955	0	0	0	0	0	0	0	0	811	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13037	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13103	0	0	0	0	0	0	0	0	6193	12204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14052	0	0	0	0	0	0	0	0	45	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14155	0	0	0	0	0	0	0	7155	622	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14650	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14753	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14865	0	0	0	0	0	0	0	0	1003	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
15536	0	0	0	0	0	0	0	0	48750	231994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16337	0	0	0	0	0	0	0	0	2138	3231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16458	0	0	0	0	0	0	0	0	628	6392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16551	0	0	0	0	0	0	0	0	2036	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16748	0	0	0	0	0	0	0	0	315	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17147	0	0	0	0	0	0	0	0	12036	45042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
17259	0	0	0	0	0	0	0	0	92	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17464	0	0	0	0	0	0	0	0	768	25806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
17950	0	0	0	0	0	0	0	0	1584	2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18050	0	0	0	0	0	0	0	0	2213	11286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18827	0	0	0	0	0	0	0	0	1057	2925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18836	0	0	0	0	0	0	0	0	260	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18854	0	0	0	0	0	0	0	0	2417	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
18957	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19356	0	0	0	0	0	0	0	0	607	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19730	0	0	0	0	0	0	0	0	49923	66485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19936	0	0	0	0	0	0	0	0	3835	4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20053	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20370	0	0	0	0	0	0	0	0	2755	6041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20633	0	0	0	0	0	0	0	0	0	4249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20857	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
20866	0	0	0	0	0	0	0	0	2410	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21256	0	0	0	0	0	0	0	750	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21359	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22048	0	0	0	0	0	0	0	0	303	4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22356	0	0	0	0	0	0	0	20690	2267	3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22459	0	0	0	0	0	0	0	0	47	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22543	0	0	0	0	0	0	0	0	270	2388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22552	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22730	0	0	0	0	0	0	0	0	2	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22936	0	0	0	0	0	0	0	0	1210	4361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
22954	0	0	0	0	0	0	0	900	559	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23036	0	0	0	0	0	0	0	0	1569	4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														Credit Equivalent Adjustment for Interest Rate SWAPs							
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23241	0	0	0	0	0	0	0	0	13060	125683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23456	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23504	0	0	0	0	0	0	0	0	4884	12718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23540	0	0	0	0	0	0	0	0	0	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23643	0	0	0	0	0	0	0	0	3050	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23755	0	0	0	0	0	0	0	0	340	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
23812	0	0	0	0	0	0	0	0	35937	84714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24006	0	0	0	0	0	0	0	0	2461	17161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24453	0	0	0	0	0	0	0	0	14320	3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24668	0	0	0	0	0	0	0	0	4564	6863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
24949	0	0	0	0	0	0	0	0	6181	16042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
25357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
25647	0	0	0	0	0	0	0	0	974	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26149	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26242	0	0	0	0	0	0	0	0	10646	9448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26457	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26765	0	0	0	0	0	0	0	0	5194	4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26859	0	0	0	0	0	0	0	0	12265	13011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
26916	0	0	0	0	0	0	0	0	13188	9931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
27548	0	0	0	0	0	0	0	0	763	23791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
27614	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
27847	0	0	0	0	0	0	0	0	0	5255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28152	0	0	0	0	0	0	0	0	365	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28255	0	0	0	0	0	0	0	0	0	8581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28349	0	0	0	0	0	0	0	0	5829	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
28732	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29104	0	0	0	0	0	0	0	0	6843	30382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29252	0	0	0	0	0	0	0	0	578	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29636	0	0	0	0	0	0	0	0	2563	14266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
29953	0	0	0	0	0	0	0	0	533	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30258	0	0	0	0	0	0	0	0	2196	2689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30502	0	0	0	0	0	0	0	0	4679	34552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30650	0	0	0	0	0	0	0	0	438	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
30810																																																																																
31134	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31255	0	0	0	0	0	0	0	0	17484	6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31826	0	0	0	0	0	0	0	0	9253	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
31835	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
32234	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
32766	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33147	0	0	0	0	0	0	0	19000	2697	4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33259	0	0	0	0	0	0	0	0	2134	37224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33268	0	0	0	0	0	0	0	0	14	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33549	0	0	0	0	0	0	0	0	264	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
33727	0	0	0	0	0	0	0	0	1371	8787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
