"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	2079	0	0	5487	6114	42995	0	380	0	5003	43374	0	0	0	0	5264	0	0	57	800	0	0	380	380	829	7142	2560	1174	32663	0	0	0.1126	0.1470	0.1364	0.0000	0.0000	0.0000	4884	380	119	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																																	13696	0	0	0	40824	791581	0	15549	0	63822	785298	0	0	0	0	71335	0	0	2067	23687	0	0	8547	8547	9521	95344	104659	31023	595932	0	0	0.079954	0.105409	0.092779	0.000000	0.000000	0.000000	62788	8547	1034	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	18635	0	0	95240	34204	244240	0	1974	0	43379	247934	114	0	0	0	42960	0	0	0	0	0	0	1391	1391	14620	121391	42033	10076	65987	0	0	0.168398	0.387999	0.375436	0.000000	0.000000	0.000000	41569	1391	725	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	22200	0	0	0	85184	393361	0	4046	0	41704	397563	0	0	0	0	34291	0	0	0	12981	0	0	3187	3187	13090	90562	103830	8319	178601	0	0	0.0800	0.1342	0.1217	0.0000	0.0000	0.0000	31104	3187	1406	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	15266	0	0	58629	73362	210810	0	217	0	14701	207791	0	0	0	0	21064	0	0	0	0	0	0	217	217	0	169391	5211	6893	55381	0	0	0.1004	0.0964	0.0954	0.0000	0.0000	0.0000	20847	217	-6244	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	2846	0	0	0	42059	213509	0	2919	0	19556	210436	0	0	0	0	21931	0	0	0	0	0	0	2056	2056	2242	38561	39459	9901	136648	298	0	0.0944	0.1340	0.1215	0.0000	0.0000	0.0000	19875	2056	-319	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	10712	0	0	3	38375	117409	0	560	0	12911	115888	0	0	0	0	12822	0	0	0	0	0	0	559	559	1590	50216	31497	5248	33686	0	0	0.1058	0.2156	0.2062	0.0000	0.0000	0.0000	12263	559	648	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	32877	0	0	105975	390965	1954302	100	21166	0	191147	1824693	0	0	0	0	206611	0	0	17	0	-1335	0	17470	17570	18888	522248	280427	80688	1152964	0	0	0.1035	0.1482	0.1356	0.0000	0.0000	0.0000	189041	17570	3441	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																																	6081	0	0	76	0	38201	0	1275	0	2594	39034	0	0	0	0	2892	0	0	120	0	0	0	418	418	391	8146	8406	2472	22413	250	120	0.0636	0.0887	0.0759	0.0000	0.0000	0.0000	2474	418	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	2597	0	0	0	12	9145	5	62	0	1100	9227	0	0	0	0	878	0	0	0	0	0	0	62	67	0	2868	477	288	5566	0	0	0.0907	0.1376	0.1271	0.0000	0.0000	0.0000	811	67	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	52766	0	0	0	62070	546989	0	4142	0	73028	540119	0	0	0	0	74499	0	0	0	5195	0	0	4142	4142	20697	91450	104312	9150	330992	0	0	0.130531	0.181829	0.171720	0.000000	0.000000	0.000000	70357	4142	1559	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	602	0	0	0	10035	55093	0	489	0	5213	54061	0	0	0	0	5631	0	0	0	0	0	0	489	489	2643	7313	5063	2498	40492	0	0	0.0951	0.1266	0.1156	0	0	0	5142	489	71	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																																	19902	0	0	0	81110	619431	0	11536	0	48550	630597	0	0	0	0	52695	0	0	2075	35337	0	0	6276	6276	17359	100147	101546	21584	408452	0	0	0.073611	0.106062	0.093430	0.000000	0.000000	0.000000	46419	6276	2131	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	9058	0	0	315	62657	147457	0	1097	0	17957	144827	0	0	0	0	17890	0	0	509	1704	0	0	981	981	24285	56397	1687	3420	65136	0	0	0.1168	0.2283	0.2158	0.0000	0.0000	0.0000	16909	981	1048	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	6119	0	0	2030	8666	30159	0	216	0	3113	29189	0	0	0	0	3164	0	0	0	0	0	0	216	216	0	7766	2402	1244	19957	0	0	0.100997	0.139316	0.129805	0.000000	0.000000	0.000000	2948	216	165	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	21814	0	0	7336	42514	186148	0	1622	0	25827	185654	0	0	0	0	26165	0	0	0	1440	0	0	1283	1283	28270	54085	27202	0	76935	87	326	0.134259	0.255880	0.243333	0.000000	0.000000	0.000000	24882	1283	619	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	1759	0	0	0	4	123601	0	2297	0	10239	123911	0	0	0	0	11598	0	0	826	0	0	0	1359	1359	779	12611	13522	7313	98986	10050	0	0.0826	0.1076	0.0950	0.0000	0.0000	0.0000	10239	1359	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	7544	0	0	0	32106	182994	0	2727	0	16180	185342	0	0	0	0	17208	0	0	430	0	0	0	1482	1482	11591	28349	56268	12179	88764	0	0	0.084849	0.141843	0.129627	0.000000	0.000000	0.000000	15726	1482	454	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	5253	0	0	0	40380	201327	0	2148	0	18725	207945	0	0	0	0	17589	0	0	0	7321	0	0	1862	1862	814	33563	58132	12738	107913	804	0	0.0763	0.1183	0.1058	0.0000	0.0000	0.0000	15727	1862	1215	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	7228	0	0	0	28680	120593	0	1039	0	15062	117337	0	0	0	0	15909	0	0	0	0	0	0	1039	1039	7551	19408	22060	3259	72321	0	0	0.1267	0.1809	0.1691	0.0000	0.0000	0.0000	14870	1039	192	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	5769	0	0	630	50543	251588	0	3033	0	24812	252509	0	0	0	0	25922	0	0	0	4722	75	0	2261	2261	2329	47164	72204	11780	131129	0	0	0.0937	0.1439	0.1313	0	0	0	23661	2261	1076	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6418	0	0	0	63988	316953	0	3584	0	27654	320019	20	0	0	0	29551	0	0	2050	4746	0	0	3151	3151	17973	51172	25681	11737	224457	0	0	0.0825	0.1174	0.1049	0.0000	0.0000	0.0000	26400	3151	1254	0	0	0	0	0	0	0	0	
