"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													374	0	96	0	0	0	0	0	242	36	0	69	0				
242													75	0	0	0	0	0	0	0	75	0	0	0	0				
279													446	0	141	0	0	30	0	0	190	115	0	70	0	ELAN TRANSFER BONUS			
354													37	0	0	0	0	0	0	0	37	0	0	0	0				
457													223	0	0	0	0	0	0	0	80	143	0	0	0				
505													2583	0	34	0	0	28	0	0	866	1602	81	0	0	unearned safe deposit rent			
1155													1768	0	1087	0	0	0	0	0	485	196	0	1010	0				
1351													861	0	0	0	0	0	0	0	670	191	0	0	0				
1454													901	0	412	0	80	0	0	0	405	84	0	332	0				
1557													459	0	10	360	0	0	0	0	89	0	0	0	0				
1632													6435	0	1132	0	0	379	624	0	3283	2020	0	0	0	Deferred Compensation	Accumulated Minimum Lease Obligation		
1669													1267	0	187	0	0	0	0	0	668	412	0	187	0				
1829													1628	0	217	0	200	0	0	0	983	428	0	0	0				
1856													273	0	0	0	0	0	0	0	273	0	0	0	0				
2040													1690	0	85	0	1	51	0	0	1128	477	0	0	0	Debit Card Settlement			
2161													1463	0	597	219	0	0	0	0	319	328	0	597	0				
2376													20867	0	7567	0	244	1838	0	0	104	13196	0	4735	0	Unearned Revenue Joint Ventures			
2451													398	0	6	0	0	4	2	0	113	279	0	0	0	credit life	property tax accured		
2554													57	0	0	0	0	0	0	0	57	0	0	0	0				
2732													6307	232	3017	0	0	2596	115	0	2076	1214	0	53	0	Reverse stock split payable to shareholder	Accrued Salaries		
2750													436	0	242	0	0	0	0	0	128	66	0	242	0				
2938													3805	0	136	0	57	0	0	0	1892	1777	0	0	0				
3252													937	500	500	0	0	0	0	0	391	46	0	0	0				
3458													250	0	0	134	0	0	0	0	65	51	0	0	0				
3720													1735	0	0	0	0	0	0	0	286	1449	0	0	0				
3953													1076	0	704	0	0	0	0	0	83	289	0	704	0				
4138													624	0	1	292	0	0	0	0	310	21	0	0	0				
4156													1518	0	930	0	237	0	0	0	588	0	0	0	0				
4231													1093	0	0	0	0	0	0	0	859	234	0	0	0				
4437													1487	143	551	0	0	349	0	0	257	679	0	0	0	Post retirement benefit obligation			
4839													1566	119	119	0	0	0	0	0	838	609	0	0	0				
5005													4653	0	1361	735	1025	0	0	0	13	2544	0	0	0				
5069													5485	0	957	0	802	0	0	0	2730	1598	200	0	0				
5135													1356	0	157	0	0	0	0	0	1075	124	0	127	0				
5210													12646	0	8219	0	0	5321	0	0	3820	607	0	0	0	Securities purchase but not yet settled			
5331													2082	0	124	369	0	124	0	0	439	1150	0	0	0	rental security deposits payable to subsidiary			
5461													2448	0	456	0	0	181	0	0	84	1708	200	0	0	SUSPENSE LIABILITIES			
5751													587	0	284	28	0	233	0	0	167	108	0	49	0	Post Retirement Benefit Costs			
6039													791	0	0	0	0	0	0	0	575	216	0	0	0				
6141													234	0	0	0	0	0	0	0	219	15	0	0	0				
6329													3335	0	716	0	0	0	0	0	1560	1059	0	716	0				
6972													7326	0	4680	0	0	0	0	0	1006	1333	307	3802	0				
7009													5825	0	1147	33	0	0	0	0	848	3797	0	0	1129				
7045													514	0	0	88	0	0	0	0	190	236	0	0	0				
7157													395	0	0	103	0	0	0	0	201	91	0	0	0				
7456													172	0	0	0	0	0	0	0	147	25	0	0	0				
7634													251	0	0	0	0	0	0	0	197	54	0	0	0				
8033													1784	0	992	0	46	60	0	0	427	365	0	558	0	DEFFERED MGMT PAYABLE			
8462													556	115	115	0	0	0	0	0	414	27	0	0	0				
8631													284	0	0	0	0	0	0	0	87	197	0	0	0				
9357													1084	0	18	0	0	0	0	0	22	1044	0	0	0				
9553													1158	0	0	742	0	0	0	0	179	237	0	0	0				
9807													22660	0	10838	0	0	10500	0	0	5594	3728	2500	0	0	DIVIDEND PAYABLE TO PARENT			
9955													361	0	0	44	0	0	0	0	181	136	0	0	0				
10157													409	0	48	100	0	36	0	0	173	88	0	0	0	KRD Settlement			
10250													2759	467	720	0	0	0	0	0	1568	471	0	218	0				
10849													1418	0	505	0	0	336	0	0	557	356	0	0	0	Index Plan Reserve Liability			
10858													3516	0	692	1	0	299	0	0	1167	1631	25	0	0	I/C A/P Losses-FNNI			
11145													376	0	0	0	0	0	0	0	151	225	0	0	0				
11640													2942	0	691	0	0	0	0	0	1467	784	0	691	0				
11837													914	0	2	54	0	0	0	0	120	738	0	0	0				
12030													2876	0	1490	0	632	0	0	0	1362	24	0	835	0				
12058													1167	0	0	289	0	0	0	0	608	270	0	0	0				
12142													890	0	235	0	0	0	0	0	633	22	0	0	0				
12245													1004	0	0	12	0	0	0	0	438	554	0	0	0				
12311	775947	0	274246	236023	105080	0	0	0	112093	57555	0	0									96030								
12647													333	12	12	0	0	0	0	0	277	44	0	0	0				
12656													60	0	0	0	0	0	0	0	58	2	0	0	0				
12937													3766	0	50	2695	19	0	0	0	740	281	0	0	0				
12946													5890	0	4221	0	0	0	0	0	1085	584	0	4046	0				
12955													398	0	8	0	0	0	0	0	275	115	0	0	0				
13037													626	0	373	0	84	0	0	0	240	13	0	220	0				
13103													16780	0	11007	0	5012	0	0	0	2496	3076	201	3501	0				
13251													208	0	47	0	0	47	0	0	161	0	0	0	0	Deffered Gain on ORE			
13457													213	0	0	142	0	0	0	0	52	19	0	0	0				
14052													375	0	0	0	0	0	0	0	306	69	0	0	0				
14155													803	0	157	0	17	0	0	0	394	252	0	136	0				
14258													2962	0	506	0	0	0	0	0	2350	106	0	0	506				
14454													246	0	15	0	0	0	0	0	227	4	0	0	0				
14650													324	0	229	0	45	0	0	0	21	74	0	184	0				
14753													469	0	0	212	0	0	0	0	243	14	0	0	0				
14865													1292	0	777	0	0	0	0	0	275	215	25	640	0				
14977													290	0	55	27	18	0	0	0	166	42	0	37	0				
15536													50930	0	15990	0	13243	0	0	0	27553	5992	1395	0	0				
16337													3334	0	509	0	0	449	0	0	1386	1439	0	0	0	Postretirement Benefit Obligation			
16458													1162	0	50	8	0	48	0	0	612	492	0	0	0	Taxes & Ins Escrow Holding Acct			
16551													469	0	0	0	0	0	0	0	351	118	0	0	0				
16748													537	0	354	0	0	0	0	0	99	84	0	353	0				
16944													284	0	0	113	0	0	0	0	114	57	0	0	0				
16953													315	0	0	0	0	0	0	0	286	29	0	0	0				
17110													1685	0	514	0	0	347	0	0	366	805	0	0	0	DEFERRED TENANAT IMPROVEMENT ALLOWANCE			
17147													10844	0	262	0	0	126	0	0	3317	7265	0	135	0	Derivative Hedge Liab			
17259													1109	0	560	0	0	0	0	0	144	405	0	560	0				
17464													22964	0	3073	0	4	1741	0	0	1479	15249	3163	0	0	Notes Payable - CRA Equity Fund			
17839													2491	0	40	0	11	12	0	0	1335	1116	0	0	0	Credit Life Insurance Policies			
17950													1667	0	971	122	43	0	0	0	487	87	0	928	0				
18050													1351	0	34	0	0	26	0	0	539	778	0	0	0	ATM Control Accoun t			
18135													672	0	11	0	0	0	0	0	276	385	0	0	0				
18377													81	0	1	25	0	0	0	0	55	0	0	0	0				
18827													754	0	3	0	0	0	0	0	284	377	90	0	0				
18836													2076	0	858	0	0	0	0	0	314	904	0	796	0				
18854													323	0	4	0	0	0	0	0	278	41	0	0	0				
18957													163	0	0	12	0	0	0	0	90	61	0	0	0				
19356													1551	0	1378	0	0	0	0	0	148	25	0	1378	0				
19730													13312	0	396	0	396	0	0	0	4820	8096	0	0	0				
19936													1161	0	459	0	0	0	0	0	544	158	0	459	0				
19972													633	0	602	0	0	571	0	0	1	30	0	0	0	accrued life insurance exp			
20053													560	0	0	0	0	0	0	0	253	307	0	0	0				
20147													472	0	89	170	0	0	0	0	210	3	0	0	0				
20259													151	0	3	0	0	0	0	0	133	15	0	0	3				
20370													2029	0	742	0	0	0	0	0	588	699	0	742	0				
20512													4239	0	3871	0	0	0	0	0	73	295	0	0	0				
20633													1337	0	7	0	0	0	0	0	483	847	0	0	0				
20839													958	0	0	0	0	0	0	0	613	345	0	0	0				
20857													290	0	53	0	0	0	0	0	176	61	0	53	0				
20866													674	0	41	0	0	0	0	0	177	451	5	0	0				
21256													18	0	0	0	0	0	0	0	18	0	0	0	0				
21359													53	0	0	0	0	0	0	0	40	13	0	0	0				
21630													235	0	4	0	0	0	0	0	193	38	0	0	0				
21658													1028	0	562	0	0	0	0	0	390	76	0	532	0				
22048													1561	0	17	0	10	0	0	0	771	773	0	0	0				
22235													1392	0	9	0	0	0	0	0	660	723	0	0	0				
22356													1466	0	758	0	0	547	0	0	557	111	40	0	0	ILS Escrow Holding			
22459													700	0	154	0	0	0	0	0	295	251	0	92	0				
22543													722	0	55	60	0	0	0	0	96	511	0	43	0				
22552													911	0	225	0	0	225	0	0	269	417	0	0	0	AG-BMP			
22730													907	0	180	289	0	0	0	0	276	162	0	0	0				
22936													2193	0	608	0	0	254	0	0	930	655	0	303	0	ATM Suspense			
22954													548	0	88	0	0	0	0	0	460	0	0	0	0				
23036													5743	0	1207	0	0	0	0	0	2637	1899	0	1074	0				
23045													138	0	28	0	28	0	0	0	49	61	0	0	0				
