"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1698	RCFD1699	RCFD1701	RCFD1702	RCFD1703	RCFD1705	RCFD1706	RCFD1707	RCFD1709	RCFD1710	RCFD1711	RCFD1713	RCFD1714	RCFD1715	RCFD1716	RCFD1717	RCFD1718	RCFD1719	RCFD1731	RCFD1732	RCFD1733	RCFD1734	RCFD1735	RCFD1736	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1698	RCON1699	RCON1701	RCON1702	RCON1703	RCON1705	RCON1706	RCON1707	RCON1709	RCON1710	RCON1711	RCON1713	RCON1714	RCON1715	RCON1716	RCON1717	RCON1718	RCON1719	RCON1731	RCON1732	RCON1733	RCON1734	RCON1735	RCON1736	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	
1557																																																																																																						0	0	6194	0	0	0	0	0	0	0	0	8067	8349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3517	3571	8108	8391	0	3517	3571	41	42	0	0	1713	0	0	500	1213	4492	4044	1659	0	0	0	0	0	0	0	0	0																									0	0	0	0	
1632																																																																																																						0	0	35495	0	0	0	0	305	323	0	0	34442	35771	0	0	0	0	0	0	14600	14994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51412	53182	0	0	0	2065	2094	0	0	5912	0	0	1246	4619	13916	4653	13755	0	129	47	0	0	3575	11242	0	0																									0	0	0	0	
1669																																																																																																						0	0	20064	0	0	0	0	0	0	66181	69228	44989	45622	0	0	0	0	2950	2983	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81141	84195	44997	45630	0	12010	11984	0	0	0	0	22558	0	0	7814	14744	55426	39589	6240	0	0	8	0	0	2950	0	0	0																									0	0	0	0	
1829																																																																																																						0	0	26613	0	0	0	0	0	0	0	0	3948	4003	0	0	1239	1281	0	0	28446	28431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93031	94096	0	0	0	57487	57900	998	1000	385	1911	2481	75	345	3643	2641	33975	22221	58	431	1246	2316	18107	6557	0	0																									0	0	0	0	
1856																																																																																																						0	0	118189	0	0	0	0	0	0	24238	24319	10997	11003	0	0	0	0	0	0	662	665	0	0	0	0	91344	91615	61221	59748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117679	118035	72880	71416	0	2097	2101	0	0	0	0	50	0	0	50	0	1850	100	35337	0	0	0	0	665	0	0	119263	31829																									0	0	0	0	
2040																																																																																																						0	0	17971	0	0	0	0	0	0	0	0	1613	1663	0	0	0	0	0	0	10048	10211	0	0	0	0	0	0	3484	3466	0	0	0	0	0	0	4132	4218	0	0	0	0	0	0	0	0	0	0	37924	38671	0	0	0	18647	19113	1113	1151	636	0	0	200	405	2152	4958	13060	0	0	0	0	0	5926	4285	1505	6179																									0	0	0	0	
2161																																																																																																						0	0	15135	0	0	0	0	0	0	0	0	3545	3631	4	5	663	679	0	0	19374	19847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	32405	33139	0	0	0	8823	8982	0	0	495	0	0	0	495	7944	2494	1680	0	0	0	3158	1059	16312	0	0	0																									0	0	0	0	
2376																																																																																																						0	0	305142	0	0	0	0	0	0	3000	3030	15000	15057	6631	6596	3351	3363	73204	73228	29540	30045	0	0	0	0	96807	96307	79315	80851	0	0	0	0	1682	1601	0	0	0	0	2000	2258	0	0	0	0	181324	180762	137635	139898	0	0	0	0	0	0	0	8036	8429	8324	5036	3000	10020	2258	0	0	14633	28701	29834	21226	16385	2465	126440	52900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2554																																																																																																						0	0	1746	0	0	0	0	0	0	0	0	2399	2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	2446	0	0	0	50	50	0	0	0	0	0	0	0	0	0	2446	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2732																																																																																																						0	0	44371	0	0	0	0	0	0	0	0	8738	8943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	1050	0	0	0	0	0	0	51586	53078	0	0	0	41798	43085	0	0	11334	0	0	3682	8202	15558	18507	7129	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2750																																																																																																						0	0	6609	502	506	0	0	0	0	0	0	4735	4748	0	0	1309	1303	0	0	2060	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	638	0	0	0	0	0	0	10209	10226	0	0	0	955	958	500	502	822	0	0	400	571	1363	77	4440	0	36	831	1376	920	212	0	0	0																									0	0	0	0	
2938																																																																																																						0	0	39402	0	0	0	0	507	524	0	0	28510	29381	0	0	0	0	0	0	13286	13288	0	0	0	0	0	0	279	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45187	46211	0	0	0	2605	2736	0	0	1004	0	0	1005	0	5241	9550	16845	0	0	0	1490	0	5175	6623	282	0																									0	0	0	0	
3252																																																																																																						0	0	58771	0	0	0	0	2038	2018	0	0	9032	9142	0	0	4395	4524	0	0	14913	15106	0	0	0	0	0	0	19320	19418	0	0	0	0	0	0	335	322	0	0	250	250	0	0	0	0	515	520	60132	60658	0	515	520	9849	9878	2281	2279	6186	0	0	2510	5515	1636	2352	8942	846	1742	169	2153	368	4110	11089	0	19740																									0	0	0	0	
3458																																																																																																						0	0	8642	397	406	0	0	0	0	0	0	7669	7895	0	0	0	0	0	0	277	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1982	1978	8343	8580	0	1561	1557	0	0	0	0	2378	0	0	603	2197	2739	2192	2552	0	0	0	68	0	211	0	0	0																									421	0	421	0	
3720																																																																																																						0	0	30876	0	0	0	0	0	0	0	0	20885	21162	0	0	173	173	0	0	14286	14377	0	0	0	0	0	0	559	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12062	12271	39237	39624	0	12062	12271	3334	3353	0	0	3780	0	0	750	3030	11305	12502	8990	0	0	0	1987	885	5929	5749	559	0																									0	0	0	0	
3953																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
4138																																																																																																						0	0	24201	0	0	0	0	0	0	0	0	25869	25892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1935	1726	0	0	0	0	0	0	30769	30618	0	0	0	2965	3000	5499	5511	250	0	0	250	0	4368	7252	17960	786	0	0	0	0	0	0	0	0																									0	0	0	0	
4156																																																																																																						0	0	26579	0	0	0	0	0	0	0	0	17658	18321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	196	0	0	0	0	0	0	55343	56731	0	0	0	37485	38214	0	0	6124	0	0	4168	4762	7912	10824	28866	199	0	0	0	0	0	0	0	0																									0	0	0	0	
4231																																																																																																						0	0	7542	0	0	0	0	0	0	0	0	4000	4019	0	0	0	0	0	0	20765	20599	0	0	0	0	0	0	483	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35949	35710	0	0	0	10701	10608	0	0	251	0	0	0	251	405	93	10367	3510	0	0	0	1883	8247	10470	0	484																									0	0	0	0	
4437																																																																																																						0	0	15590	0	0	0	0	0	0	0	0	8982	9344	0	0	0	0	0	0	8979	9131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002	1770	0	0	0	0	2385	2424	43852	44200	0	2385	2424	23889	23955	0	0	580	0	0	0	925	4824	1399	29467	838	0	0	0	967	6233	1931	0	0																									0	0	0	0	
