"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	LEGAL NAME	CERTIFICATE NUMBER	CITY NAME	STATE ABBREVIATION	ZIP CODE	
37	20080331			SPARTA			
242	20080331			Xenia			
279	20080331			MINEOLA			
354	20080331			Bison			
457	20080331			LOWRY			
505	20080331			BALLSTON SPA			
1155	20080331			FREMONT			
1351	20080331			Grandin			
1454	20080331			Casper			
1557	20080331			KIOWA			
1632	20080331			Statesboro			
1669	20080331			Paris			
1829	20080331			Pittsburgh			
1856	20080331			Burns Flat			
2040	20080331			Tomah			
2161	20080331			PARIS			
2376	20080331			Twp of Washington			
2451	20080331			Sylvan Grove			
2554	20080331			MARIETTA			
2732	20080331			Chicago			
2750	20080331			GENOA			
2938	20080331			Albany			
3252	20080331			GORDON			
3458	20080331			GREEN CITY			
3720	20080331			Manning			
3953	20080331			Guthrie			
4138	20080331			LaFollette			
4156	20080331			Kingman			
4231	20080331			SYLVANIA			
4437	20080331			Ronceverte			
4839	20080331			Chicago			
5005	20080331			STONEHAM			
5069	20080331			West Hollywood			
5135	20080331			Blakely			
5210	20080331			Gettysburg			
5331	20080331			Chicago			
5461	20080331			STOCKTON			
5751	20080331			Lakin			
6039	20080331			Alma			
6141	20080331			CHARLESTON			
6329	20080331			MULLINS			
6972	20080331			VANCOUVER			
7009	20080331			Woodbridge			
7045	20080331			Brownstown			
7157	20080331			BLUE RAPIDS			
7456	20080331			Hartington			
7634	20080331			ALLENTOWN			
8033	20080331			New Roads			
8462	20080331			Perryton			
8631	20080331			St. Marys			
9357	20080331			Edina			
9553	20080331			KENESAW			
9807	20080331			Old Bridge			
9955	20080331			Larned			
10157	20080331			Larned			
10250	20080331			Elk River			
10849	20080331			LONOKE			
10858	20080331			Kearney			
11145	20080331			Baldwin			
11640	20080331			Clarksdale			
11837	20080331			Greensboro			
12030	20080331			ALMA			
12058	20080331			Holden			
12142	20080331			Cleveland			
12245	20080331			Crivitz			
12311	20080331			Columbus			
12647	20080331			Almond			
12656	20080331			BURDEN			
12937	20080331			Chicago			
12946	20080331			Magnolia			
12955	20080331			La Vista			
13037	20080331			SPENCER			
13103	20080331			Taunton			
13251	20080331			ELYSIAN			
13457	20080331			LEWELLEN			
14052	20080331			MERRILL			
14155	20080331			Holden			
14258	20080331			Jackson			
14454	20080331			Evansville			
14650	20080331			LOCUST GROVE			
14753	20080331			BUCKLIN			
14865	20080331			Heppner			
14977	20080331			Littlefield			
15536	20080331			Chicago			
16337	20080331			Crawfordville			
16458	20080331			Lawrence			
16551	20080331			Finlayson			
16748	20080331			Elberfeld			
16944	20080331			BANGOR			
16953	20080331			Fertile			
17110	20080331			Radnor			
17147	20080331			Muncie			
17259	20080331			MARLOW			
