"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1557																																																																																																																																																																																											1344	0	0	3517	8391	38829	0	382	0	4845	38640	0	0	0	0	4961	0	0	51	1069	0	0	303	303	224	17192	2493	1002	19019	0	0	0.1205	0.2051	0.1926	0	0	0	4658	303	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											13673	0	0	0	53182	714990	0	7666	0	62587	699295	0	0	2000	0	69160	0	0	5281	56597	0	0	7666	7666	2715	68032	83036	24142	567102	0	0	0.087937	0.102316	0.090975	0	0	0	61494	7666	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											13938	0	0	81141	45630	246857	0	1746	0	40565	230447	122	0	0	0	40116	0	0	0	0	0	0	1318	1318	6300	143653	40033	9760	56635	0	0	0.169351	0.382134	0.369579	0	0	0	38798	1318	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											7407	0	0	0	94096	366962	257	3968	0	37196	368542	0	0	0	0	30690	0	0	0	12314	0	0	2951	3208	7534	82189	116022	7249	155364	0	0	0.0764	0.1306	0.117	0	0	0	27482	3208	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											560	0	0	117679	71416	214428	0	187	0	17537	213926	0	0	0	0	19089	0	0	0	9	0	0	187	187	0	189022	4248	6421	22711	0	0	0.0884	0.3047	0.3017	0	0	0	18902	187	-1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											3079	0	0	0	38671	204058	0	2026	0	17723	194620	0	0	0	0	19197	0	0	0	0	0	0	1961	1961	805	28096	50438	7099	125998	518	0	0.0886	0.1224	0.1099	0	0	0	17236	1961	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											6704	0	0	4	33139	108546	0	577	0	12004	105480	0	0	0	0	12097	0	0	0	0	0	0	577	577	2051	42882	31103	4528	32354	0	0	0.1092	0.2142	0.204	0	0	0	11520	577	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											81127	0	0	181324	139898	1380027	0	10932	0	188571	1328801	0	0	0	0	199121	0	0	274	0	-1020	0	10932	10932	12059	398213	229920	63729	748398	0	0	0.1416	0.2111	0.1995	0	0	0	188189	10932	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											916	0	0	0	0	38667	0	367	0	4187	36971	0	0	0	0	3804	0	0	135	0	0	0	367	367	345	3709	10215	1420	24015	282	0	0.0949	0.1133	0.1023	0	0	0	3437	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											486	0	0	0	2446	7778	0	39	0	1073	7734	0	0	0	0	822	0	0	0	0	0	0	39	39	0	3530	296	211	3704	0	0	0.1052	0.1803	0.1718	0	0	0	783	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											19878	0	0	0	53078	512418	0	3819	0	68214	510482	0	0	0	0	70008	0	0	0	0	0	0	3819	3819	9135	64338	104116	9653	336044	0	0	0.129943	0.172159	0.162767	0	0	0	66189	3819	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											1443	0	0	0	10226	50457	0	359	0	5312	50380	0	0	0	0	5653	0	0	0	0	0	0	358	358	1968	11904	4033	2310	32894	79	0	0.1051	0.1516	0.142	0	0	0	5295	358	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											14305	0	0	0	46211	417745	0	5540	0	31872	402216	0	0	0	0	35633	0	0	2556	13399	0	0	4394	4394	1737	60880	78494	18723	281149	0	0	0.077667	0.101703	0.089162	0	0	0	31239	4394	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											4910	0	0	515	60658	128734	0	994	0	14476	125792	0	0	0	0	14812	0	0	306	1855	0	0	862	862	27876	40482	2391	2679	58453	0	0	0.1109	0.2153	0.2028	0	0	0	13950	862	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											4906	0	0	1982	8580	30395	0	293	0	3069	29003	0	0	0	0	3182	0	0	0	0	0	0	269	269	397	9495	1829	888	18730	0	0	0.100438	0.147862	0.135362	0	0	0	2913	269	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											4507	0	0	12062	39624	180425	0	1408	0	23422	177062	0	0	0	0	24030	0	0	0	3941	0	0	1378	1378	4099	67058	30350	5912	79421	237	518	0.128308	0.217975	0.205475	0	0	0	22652	1378	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											4639	0	0	0	4	114879	0	1393	0	9688	110558	0	0	0	0	10908	0	0	1172	0	0	0	1220	1220	634	17439	9369	6487	88831	11177	0	0.0876	0.112	0.0994	0	0	0	9688	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											5442	0	0	0	30618	195150	0	1344	0	17559	196537	0	0	0	0	18993	0	0	1003	0	0	0	1344	1344	2186	33375	52382	11193	108702	0	0	0.0898	0.133688	0.124227	0	0	0	17649	1344	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											4430	0	0	0	56731	181019	0	1421	0	17237	184309	0	0	0	0	15548	0	0	0	5781	0	0	1421	1421	630	41567	57576	9750	79496	374	0	0.0774	0.1282	0.1165	0	0	0	14127	1421	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											5523	0	0	0	35710	124902	0	754	0	14265	123992	0	0	0	0	15177	0	0	0	0	0	0	754	754	0	35190	23070	2888	67635	0	0	0.1163	0.1723	0.1638	0	0	0	14423	754	-158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											4203	0	0	2385	44200	225585	0	2002	0	23368	224249	0	0	0	0	25094	0	0	0	2982	68	0	2002	2002	2182	40557	51407	7005	133093	0	0	0.103	0.1468	0.1351	0	0	0	23092	2002	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																											7178	0	0	0	61233	287469	0	2440	0	23959	281346	20	0	0	0	25784	0	0	2363	20755	0	0	2440	2440	8226	58242	16085	8569	206741	0	0	0.0830	0.1080	0.0977	0	0	0	23344	2440	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
