"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													513	0	193	0	0	0	0	0	202	118	0	178	0				
242													53	0	0	0	0	0	0	0	53	0	0	0	0				
279													349	0	72	0	0	0	0	0	97	180	0	55	0				
354													22	0	0	0	0	0	0	0	22	0	0	0	0				
439													1242	0	173	0	0	0	0	0	558	511	0	167	0				
457													254	0	1	0	0	0	0	0	55	198	0	0	0				
505													2287	262	280	0	0	0	0	0	525	1401	81	0	0				
1146													7340	0	2754	570	0	0	0	0	352	3664	0	1934	0				
1155													816	0	386	0	0	0	0	0	285	145	0	386	0				
1351													557	0	0	0	0	0	0	0	425	132	0	0	0				
1454													510	0	99	0	99	0	0	0	189	222	0	0	0				
1557													265	0	62	151	0	0	0	0	52	0	0	0	0	0	0	0	
1632													3075	0	1603	0	0	0	0	0	1470	2	0	755	0				
1669													697	0	12	0	0	0	0	0	388	297	0	12	0				
1829													1242	0	52	99	0	0	0	0	775	316	0	0	0				
1856													499	0	0	28	0	0	0	0	131	340	0	0	0				
2040													635	0	23	0	0	23	0	0	229	383	0	0	0	Miscellanous			
2161													399	0	263	0	0	0	0	0	75	61	0	263	0				
2376													15137	0	2001	0	113	0	0	0	65	13071	0	1555	0				
2451													315	0	8	0	0	4	2	0	65	242	0	0	0	Property Tax Accrued	Credit Life		
2554													35	0	0	0	0	0	0	0	35	0	0	0	0				
2732													3752	278	282	0	0	0	0	0	1138	2332	0	0	0				
2750													588	0	375	12	0	0	0	0	84	117	0	375	0				
2938													1571	0	0	0	0	0	0	0	779	792	0	0	0				
2956													266	0	0	30	0	0	0	0	209	27	0	0	0				
3252													559	0	0	0	0	0	0	0	183	376	0	0	0				
3458													62	0	0	0	0	0	0	0	41	21	0	0	0				
3506													9901	0	1918	0	0	480	0	0	1225	6738	20	0	0	25% of Total Other			
3720													1377	0	0	0	0	0	0	0	179	1198	0	0	0				
3953													559	0	463	0	0	0	0	0	52	44	0	463	0				
4138													960	0	174	191	0	0	0	0	223	372	0	0	0				
4147													1175	0	372	370	0	0	0	0	134	299	0	349	0				
4156													988	350	643	0	277	0	0	0	345	0	0	0	0				
4231													591	0	27	0	0	0	0	0	477	87	0	0	0				
4437													1319	0	605	0	0	465	0	0	57	657	0	0	0	Accrued postretirement benefits			
4839													1356	0	1	0	0	0	0	0	664	691	0	0	0				
5005													3669	0	553	882	251	0	0	0	35	2199	0	211	0				
5050													317	0	13	4	13	0	0	0	161	139	0	0	0				
5069													5484	0	742	0	704	0	0	0	1606	2936	200	0	0				
5135													1366	0	178	0	0	133	0	0	533	655	0	45	0	FHLB Interest			
5210													7495	0	2679	0	0	0	0	0	2124	2692	0	2672	0				
5247													5720	0	409	0	409	0	0	0	1142	4169	0	0	0				
5274													1290	0	465	0	0	0	0	0	254	571	0	436	0				
5331													2672	0	126	0	0	126	0	0	246	2164	136	0	0	RENTAL SECURITY DEPOSITS PAYABLE TO SUBSIDIARY			
5461													1545	0	197	0	0	82	87	0	42	1106	200	0	0	Suspense Liabilities General	Suspense Liabilities Network		
5751													252	0	43	0	0	0	0	0	92	117	0	41	0				
6039													491	0	0	0	0	0	0	0	299	192	0	0	0				
6057													71	0	7	0	7	0	0	0	64	0	0	0	0				
6141													174	0	0	33	0	0	0	0	87	54	0	0	0				
6329													3143	0	154	0	0	0	0	0	487	2502	0	154	0				
6972													4012	0	1840	0	0	0	0	0	1326	846	0	1315	0				
7009													4875	0	108	446	0	0	0	0	433	3888	0	0	108				
7045													415	0	0	0	0	0	0	0	144	271	0	0	0				
7157													296	0	0	0	0	0	0	0	76	220	0	0	0				
7166													3609	0	1480	0	0	1480	0	0	747	764	618	0	0	TAX CREDIT INVESTMENTS			
7456													139	0	0	0	0	0	0	0	89	50	0	0	0				
7634													289	0	74	0	74	0	0	0	89	126	0	0	0				
8033													911	0	472	0	26	105	0	0	165	274	0	341	0	DEFERRED MANAGMENT PAYABLE			
8417													239935	0	124740	15471	0	117265	0	0	3	99721	0	0	0	Intercompany payable			
8462													267	0	0	0	0	0	0	0	205	62	0	0	0				
8631													74	0	0	0	0	0	0	0	32	42	0	0	0				
9357													1122	0	11	0	0	0	0	0	163	948	0	0	0				
9553													650	0	0	360	0	0	0	0	90	200	0	0	0				
9807													17230	0	166	0	0	77	74	0	5971	11093	0	0	0	Deferred revenue on safe deposit box	Fees collected on unbooked loans		
9955													312	0	0	55	0	0	0	0	119	138	0	0	0				
10157													141	0	3	0	0	3	0	0	102	36	0	0	0	UNEARNED BOX RENT			
10250													1596	0	145	0	0	0	0	0	700	751	0	141	0				
10849													1055	0	392	0	0	0	0	0	231	432	0	0	0				
