"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
1351																																																															0	0	0									0	22	0	212	68	217	0	0	0		0	0	0	20	137	0	0	0	0	874	0	0	0	0	0						0	0	0	0	0	0	22	2	9	0	0	0	0	0	0	0	0	0	0	0	0	213	28	0	0	0	0	0	38	0	96	0	0	0	0	0	0	0	0	
1454																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	156	198	0	0	0	263	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	26	7	0	186	26	7	0	0	0	0	0	0	219	22	35	0	0	0	0	0	0	
1557																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	59	0	0	0	0	106	0	0	0	0	0	0	0	0	238	0	645	0	0	0	0	0	0	0	0	0	0	0	12	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	17	0	0	0	0	0	0	0	362	43	30	0	0	0	0	0	0	
1669																																																															0	0	0												61	11	156	0	0	0		0	0	0	0	0	0	0	0	0	6	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	23	6	0	0	0	0	44	0	656	39	129	0	0	0	0	0	0	
1829																																																															20	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	49	4	0	0	0	0	82	0	0	62	0	0	0	7	6	0	19	29	27	0	0	0	0	85	116	117	346	22	0	0	0	0	0	0	
1856																																																															0	0	0									0	0	0	195	230	0	0	0	0		0	0	0	33	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	
2040																																																															0	0	0												350	0	436	0	0	0		0	0	0	61	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	58	12	0	52	11	0	0	0	0	2	3	0	260	12	192	0	0	0	0	1494	0	760	0	0	0	0	0	0	0	0	
2161																																																															0	0	0												45	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	164	14	87	0	0	0	0	0	0	587	133	0	0	0	0	0	0	0	
2376																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	31	0	108	0	0	0	0	0	0	
2451																																																															0	0	0									0	3	4	7	29	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	
2554																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	82	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																															0	0	0	0	0	0	0	0	0	0	0	465	209	0	15	0	0	0	0	0	0	0	0	0	0	285	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	465	0	0	224	0	0	202	0	0	0	0	0	0	19	0	8	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	
2938																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	3	310	0	0	0	0	383	0	0	146	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	3	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	103	85	0	0	0	0	105	655	659	0	52	0	0	0	0	0	0	
2956																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	
3252																																																															0	0	0									115	556	0	411	54	195	0	0	0		0	0	0	32	0	72	0	0	0	82	0	74	0	0	0						0	0	0	0	0	0	556	0	115	0	29	0	0	25	0	0	0	0	0	0	0	167	3	87	0	0	0	0	18	0	33	0	0	0	0	0	0	0	0	
3458																																																															0	0	0									0	0	0	2	0	0	0	0	0		0	0	0	36	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	53	0	19	0	0	0	0	0	0	0	0	
3506																																																															307	0	1411	0	0	0	0	0	0	0	0	0	0	0	138	0	3392	0	0	0	0	0	0	0	0	0	0	0	0	0	935	0	185	0	0	0	0	0	0	0	0	0	0	0	273	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	5	0	0	0	0	818	0	181	0	0	0	0	0	0	0	0	
3720																																																															0	0	0												198	13	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	13	0	0	11	0	0	0	0	0	0	0	88	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																															0	0	0									1618	873	124	202	883	1122	0	0	0		0	0	0	98	449	411	0	0	0	16	0	28	0	0	0						0	0	0	0	0	0	873	124	1618	877	1439	1781	714	1220	1714	0	0	0	0	0	0	144	7	13	0	0	0	0	72	2	148	0	0	0	0	0	0	0	0	
4138																																																															0	0	0												360	2	14	0	0	0		1069	0	41	0	0	0	0	0	0	0	99	0	0	0	0						0	0	0	126	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	126	0	0	0	0	0	0	0	2075	356	0	19	0	0	0	0	0	
4147																																																															0	0	0												0	0	41	0	0	0		0	0	0	0	0	0	0	0	0	0	0	828	0	0	0						0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	69	0	0	0	0	0	0	0	48	0	0	56	0	0	0	0	0	0	
4156																																																															0	0	0									620	193	64	54	8	288	0	0	0		286	0	0	166	0	0	0	0	0	4	0	0	0	0	0						0	0	0	0	0	0	193	64	620	0	0	0	0	0	0	0	0	0	0	0	0	157	0	51	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	
4231																																																															0	0	0												100	0	19	0	0	0		0	0	0	110	0	140	0	0	0	320	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	89	0	0	0	0	33	0	462	0	0	0	0	0	0	0	0	
4437																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	233	0	0	0	0	25	0	0	0	0	0	0	0	0	1116	0	408	0	0	0	0	0	0	0	0	0	0	0	6	0	29	0	0	0	0	0	71	0	0	59	0	0	0	0	0	0	28	0	15	0	0	0	0	58	0	102	0	0	0	0	0	0	0	0	
4839																																																															0	0	0												0	0	51	0	0	0		0	0	0	0	0	0	0	0	1249	716	233	219	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	29	0	0	0	0	0	11	134	7	59	1	0	0	0	0	0	
5005																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	545	0	579	0	0	0	0	0	0	0	0	
5050																																																															0	0	0												34	44	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	30	82	0	0	0	0	0	0	204	6	0	0	0	0	0	0	0	
5069																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2546	1008	10381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	2011	0	0	0	0	0	0	0	0	
5135																																																															0	0	0									43	0	0	33	3	8	453	1	99		0	0	0	0	23	0	0	0	0	57	9	0	0	0	0						0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	5	11	11	261	19	39	0	0	0	0	68	0	646	325	78	0	0	0	0	0	0	
5210																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	2131	0	0	0	0	0	0	0	53	0	0	0	0	0	758	0	4598	0	0	0	0	0	0	0	0	0	0	0	40	0	91	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	110	0	686	188	180	67	0	0	0	0	0	
5247																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	381	109	0	0	0	0	327	0	0	0	0	0	0	0	0	121	630	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	336	0	0	0	0	0	0	0	324	948	1299	0	0	0	0	0	0	
5274																																																															0	0	0												149	0	0	0	0	0		0	0	0	0	0	0	0	0	0	80	0	14	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0	249	6	0	0	3	0	0	0	0	0	0	
5331																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	699	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	43	0	15	0	0	0	0	0	0	369	0	192	0	0	0	0	0	0	
5751																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	14	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	
6039																																																															0	0	0												224	25	145	0	0	0		0	0	0	0	0	668	0	0	0	276	104	325	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	54	0	20	20	77	0	0	0	0	107	0	143	6	0	0	0	0	0	0	0	
6057																																																															0	0	0									0	0	0	40	0	26	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	42	0	47	0	0	0	0	0	0	0	0	
6141																																																															0	0	0									0	0	0	0	0	184	0	0	0		0	0	0	0	0	0	0	0	0	0	0	15	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	
6329																																																															0	0	0												849	28	135	0	0	0		133	0	168	52	0	200	0	0	0	740	623	902	0	0	0						0	0	0	0	0	60	13	0	0	0	0	0	0	0	0	0	0	0	29	41	0	1839	61	370	0	0	0	0	534	35	522	136	19	35	0	0	0	0	0	
6972																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	69	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	115	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	29	0	0	0	0	0	725	0	0	157	0	0	0	0	0	0	
7009																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																															0	0	0									0	0	0	73	0	0	0	0	0		0	0	0	260	0	0	0	0	0	0	110	0	0	0	0						0	0	0	0	0	0	27	0	20	0	0	0	0	0	0	0	0	0	52	6	0	587	137	2	0	0	0	0	0	0	602	434	0	0	0	0	0	0	0	
7157																																																															0	0	0									0	28	0	79	0	0	0	0	0		0	0	0	16	0	38	0	0	0	0	0	26	0	0	0						0	0	0	0	0	0	28	0	17	0	0	0	0	0	0	0	0	0	0	0	0	105	2	17	0	0	0	0	0	0	143	51	0	0	0	0	0	0	0	
7166																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																															0	0	0									0	103	0	43	0	99	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	
