"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	0	0	0	0	0	0	0	0	0	0	0	0	37829	43675	0	0	0	0	0	30501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030	1050	0	0	0	0	0	5479	145	0	4885	0	41	0	0	0	0	0	0	0	0	2621	27880	0	0	0	0	0	1305	0	0	0	0	-235	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	441	0	0	0	2030	6713	2621	35175	0	1343	1311	35175	37829	0	778	778	4968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	0	0	0	0	0	0	3822	655002	778750	0	0	0	0	0	641705	0	0	0	1185	1185	0	0	0	1185	0	0	0	0	0	0	0	0	0	2098	4596	0	0	0	0	0	0	1300	5121	32627	1120	0	0	0	0	0	0	0	0	5427	98698	537580	0	0	0	0	0	45475	0	3835	4446	21	-10721	695	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4147	4147	0	0	4147	0	9661	0	0	0	9661	0	0	0	11054	102684	103986	586294	0	20537	51993	586294	658824	0	55588	55588	64442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	0	0	0	0	0	0	525	113886	246305	0	0	0	0	0	82140	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	11385	7945	0	0	0	75984	0	17558	1032	0	35217	0	0	0	0	0	0	0	0	0	0	41755	40385	0	0	0	0	0	12425	1041	48	380	0	118	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11433	123057	41755	68922	0	24611	20878	68922	114411	0	3531	3531	40282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	0	0	0	0	0	591	907	256208	392484	0	0	0	0	0	269522	102	1275	1275	0	0	0	0	0	0	0	0	8767	0	0	0	0	0	0	35853	6584	0	0	0	0	0	0	1592	1271	68836	4164	2835	0	0	0	0	0	0	0	2690	101482	165353	0	0	0	0	0	24147	8767	6	3287	224	6238	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6549	0	0	0	6549	0	0	0	37130	81397	105870	187901	0	16279	52935	187901	257115	0	0	0	30551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	169293	207624	0	0	0	0	0	13343	6843	85538	85538	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	186	20163	0	0	0	40198	1690	0	-13414	0	66037	3935	31052	0	0	0	0	0	0	0	0	1653	11690	0	0	0	0	0	7236	98	0	0	0	-13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	151178	7278	135418	0	30236	3639	135418	169293	0	24780	24780	18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	722	172955	219247	0	0	0	0	0	160506	0	0	0	337	337	0	0	0	337	0	0	0	0	0	0	0	0	0	552	2749	0	0	0	0	0	0	-644	317	19515	23753	3026	0	0	0	0	0	0	0	2847	29950	127709	0	0	0	0	0	11273	0	0	1447	0	-3540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	29630	53703	140899	0	5926	26852	140899	173677	0	3072	3072	19095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	62787	122111	0	0	0	0	0	61323	0	0	0	34	34	34	0	0	0	0	0	0	0	0	0	0	0	0	1425	12230	0	0	2	0	0	0	948	426	41468	0	0	0	0	0	0	0	0	0	0	30686	30637	0	0	0	0	0	5851	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	647	0	0	0	0	0	0	2663	54778	30686	36488	0	10956	15343	36488	62787	0	1080	1080	12036	0	0	0	1294	129	129	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	4207	1432389	1978608	0	0	0	0	0	1354599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1300	8276	17943	0	0	2423	83758	0	0	3948	0	405960	0	7244	0	0	0	0	0	0	0	0	272898	1081702	0	0	0	0	0	113745	-1300	0	25481	0	-19516	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	15000	0	0	0	15000	0	0	0	0	0	0	0	0	10699	533142	272898	1193519	0	106628	136449	1193519	1436596	0	0	0	193183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	0	0	0	0	0	863	31091	37584	0	0	0	0	0	27741	406	4726	4726	70	70	0	0	0	70	0	0	0	0	0	0	0	0	0	157	4914	0	0	0	0	76	0	0	0	0	0	0	0	0	0	324	0	0	155	816	7426	19344	0	0	0	0	0	3164	538	78	485	0	-724	60	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	8890	7826	26263	0	1778	3913	26263	31954	0	2675	2675	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	6607	9247	0	0	0	0	0	5715	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	3494	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	518	5197	0	0	0	0	0	615	289	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4098	518	5528	0	820	259	5528	6607	0	604	604	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	398854	535303	0	0	0	0	0	417230	0	0	0	5254	5254	0	0	0	5254	0	0	1112	0	0	0	0	0	0	16313	24753	0	0	0	0	0	0	2244	0	56238	0	550	0	0	0	0	0	0	0	244	105916	311070	0	0	0	0	0	12800	1112	174	0	0	-1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	1261	0	0	0	16487	81235	105916	329649	0	16247	52958	329649	398854	0	0	0	69744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0	0	0	42772	55454	0	0	0	0	0	39303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	872	0	0	0	0	0	0	13	2068	7050	2147	521	0	0	0	0	0	0	0	1677	2760	34866	0	0	0	0	0	3276	0	267	501	45	-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	426	0	0	0	2567	10100	4952	38276	0	2020	2476	38276	42772	0	0	0	5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	0	0	0	0	0	0	4321	488444	607736	0	0	0	0	0	476978	0	0	0	2918	2918	0	0	0	2918	0	0	0	0	0	0	0	0	0	2428	10519	0	0	0	0	0	0	2699	4892	64452	1075	0	0	0	0	0	0	0	0	3614	99733	373631	0	0	0	0	0	30829	0	3226	3089	25	-7748	848	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454	1454	0	0	1454	0	17864	0	0	0	17864	0	0	0	10546	109356	102287	419750	0	21871	51144	419750	492765	0	27682	27682	49439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	0	0	0	0	0	0	78	80869	146869	0	0	0	0	0	71207	0	0	0	116	116	0	0	0	116	0	0	0	0	0	0	0	0	0	1434	5540	0	0	0	0	100	0	895	15652	46751	1100	1438	0	0	0	0	0	0	0	10197	818	60192	0	0	0	0	0	4281	0	79	554	5	-194	241	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0	817	0	0	0	17165	67442	2023	66447	0	13488	1012	66447	80947	0	4400	4400	16539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	0	0	0	0	0	0	0	21894	29039	0	0	0	0	0	13413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4504	0	0	0	0	2084	155	0	6892	0	453	0	0	0	0	0	0	0	0	2462	10951	0	0	0	0	0	1284	0	0	0	0	-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6936	2462	19276	0	1387	1231	19276	21894	0	44	44	2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	0	0	0	0	0	0	398	99395	188111	0	0	0	0	0	105355	0	0	0	666	666	0	0	0	666	0	0	0	0	0	0	0	0	0	28405	630	0	0	0	5997	1338	0	1004	6621	30835	750	0	0	0	0	87	0	0	0	7565	23974	73816	0	0	0	0	0	10054	341	0	8619	1094	-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	0	100	0	940	0	0	0	35026	53746	27243	75422	0	10749	13622	75422	99793	0	0	0	25287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	0	0	0	0	0	0	632	103328	130646	0	0	0	0	0	101821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	2012	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	14601	0	14601	0	13741	73480	0	0	0	0	0	8846	0	0	778	0	-1931	378	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15295	2790	13741	96531	0	558	6871	96531	103960	0	0	0	9874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
