"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1557																																																																																																																									false	false	false																																																																																																																		0				
1632																																																																																																																									true	false	false																																																																																																																		0				
1669																																																																																																																									false	false	false																																																																																																																		0				
1829																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2040																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2376																																																																																																																									false	false	false																																																																																																																		0				
2451																																																																																																																									false	false	false																																																																																																																		0				
2554																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		94				
2750																																																																																																																									true	false	false																																																																																																																		0				
2938																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3953																																																																																																																									false	false	false																																																																																																																		0				
4138																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
4437																																																																																																																									true	true	true	3379	5801	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	1	0	3617	6692	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	3	0	0	0	0	0	0	0	555	0	60	206	0	15	268	0	0	159	0	92	536	0	71	537	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1105	0	0	0	0	0	0	0	0	0	0	0	3379	0	238	0	0	0	0	8				
4839																																																																																																																									false	false	false																																																																																																																		0				
5005																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true	55403	2391	210	7	554	0	1	0	5067	0	2	0	8478	216	31	1	0	69	51853	156	0	0	0	0	128035	9770	413	25	271	2	2	1237	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6817	10	6680	277	13	3	8478	216	31	1	176	16	1	26793	784	178	3739	592	0	6741	0	0	186	0	0	19492	5850	3971	35000	6014	2047	0	0	0	0	0	0	857	62	86	0	0	0	7699	631	119	110	0	276	651	150	0	5814	0	3	107258	14099	6681	0	0	0	0	1057	59	104	0	
5331																																																																																																																									false	false	false																																																																																																																		0				
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true	3279	0	11	0	4029	0	2	0	0	0	0	0	5532	0	68	0	0	0	7707	18	0	0	0	0	20547	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5532	0	68	0	12	35	0	309	603	0	3090	2910	0	2944	0	0	0	0	0	0	0	0	852	2488	0	0	0	0	0	0	0	204	87	0	0	0	0	1808	3408	0	0	0	0	558	0	0	1209	30	0	10986	9561	0	0	0	0	0	198				
6039																																																																																																																									false	false	false																																																																																																																		0				
6141																																																																																																																									true	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
6972																																																																																																																									true	true	true	148059	65650	254	35	873	8782	5	1	11954	0	1	0	17933	30405	73	68	0	0	50288	52	0	1	0	8	241883	104870	422	115	12844	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	12776	5	37	2	17933	30405	73	68	280	148	-7	4348	290	648	2528	2114	0	8207	99	569	26222	3382	1274	33066	7599	2601	63303	10622	5560	0	0	0	0	0	0	4650	3432	126	0	10	0	27337	1221	1365	0	0	0	22119	0	0	6285	1844	640	198345	30761	12776	0	0	0	0	2055	0	0	18	
7009																																																																																																																									true	true	true	12036486	5524	2051	3	250280	0	32	0	124476	0	7	0	0	0	0	0	0	0	1117666	227	0	0	0	0	13547346	5524	2332	3	351585	79	0	0	0	4	356474	2	397998	0	0	2	171746	3	394521	0	0	0	0	11	1320739	0	0	0	0	18438	0	15	0	0	0	0	0	0	0	0	134046	19864	1303	570465	14075	2538	397959	0	0	126589	203	34	512264	42362	3648	552750	38978	3235	792202	142693	1727	3251	0	0	224681	5472	621	273633	14797	1072	8970219	959	4260	326	0	0	65098	0	0	530670	95354	0	13154153	374757	18438	1153239	1677	0	0	44719	0	0	181	
7045																																																																																																																									true	true	true	385	0	45	0	0	0	0	0	2013	2828	1	4	0	0	0	0	698	0	0	0	0	0	0	0	3096	2828	53	4	1280	6	7	22765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	14	635	383	1999	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	2013	698	0	0	0	0	11				
7157																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8033																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	63	18959	1	56	0	19121	0	21	0	0	0	0	0	12371	0	106	0	231797	0	0	0	314	0	2	63	284443	1	324	2073	5	13	895391	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	1881	0	3	0	14444	0	111	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	51	1	0	0	295	145	1	0	
