"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	3080	0	0	5479	5071	45834	0	380	0	5063	43675	0	0	0	0	5348	0	0	57	881	0	0	380	380	2030	6713	2621	1305	34705	0	0	0.1137	0.1414	0.1313	0.0000	0.0000	0.0000	4968	380	95	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																																	6694	0	0	0	40168	777609	0	12021	0	65236	778750	0	0	0	0	72677	0	0	1389	19321	0	0	8235	8235	11054	102684	99839	37173	574753	0	0	0.082751	0.110957	0.098384	0.000000	0.000000	0.000000	64442	8235	794	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	19330	0	0	93542	36249	245262	0	1955	0	42004	247346	114	0	0	0	41712	0	0	0	0	0	0	1430	1430	11433	123057	41755	10956	68899	0	0	0.163545	0.366261	0.353705	0.000000	0.000000	0.000000	40282	1430	681	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	42437	0	0	0	78698	410683	0	4121	0	40570	401251	0	0	0	0	33765	0	0	52	13097	0	0	3214	3214	37130	81397	105870	11863	180051	0	0	0.0778	0.1318	0.1192	0.0000	0.0000	0.0000	30551	3214	661	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	20349	0	0	41888	87610	194976	0	230	0	15042	207722	0	0	0	0	18416	0	0	0	0	0	0	230	230	186	151178	7278	7138	49880	0	0	0.0876	0.1088	0.1074	0.0000	0.0000	0.0000	18186	230	-3242	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	3301	0	0	0	45967	221223	0	2896	0	18670	219247	0	0	0	0	21269	0	0	0	0	0	0	2174	2174	869	29630	53703	9827	140562	0	0	0.0871	0.1230	0.1104	0.0000	0.0000	0.0000	19095	2174	-425	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	13655	0	0	2	42842	124191	0	562	0	12665	122111	0	0	0	0	12598	0	0	0	1293	0	0	562	562	1853	54778	30686	5851	36488	0	0	0.0986	0.2006	0.1917	0.0000	0.0000	0.0000	12036	562	629	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	26219	0	0	86181	417152	1975732	96	22164	0	194275	1977308	0	0	0	0	211236	0	0	17	0	-1300	0	17957	18053	10699	533142	272898	89564	1178510	0	0	0.0976	0.1475	0.1349	0.0000	0.0000	0.0000	193183	18053	2392	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																																	5071	0	0	76	0	37789	0	1262	0	2805	38122	0	0	0	0	2666	0	0	120	0	0	0	399	399	390	8890	7826	2063	21407	324	538	0.0603	0.0857	0.0729	0.0000	0.0000	0.0000	2267	399	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	3494	0	0	0	12	10370	5	70	0	1129	9536	0	0	0	0	915	0	0	0	0	0	0	70	75	0	4098	518	326	5528	0	0	0.0908	0.1385	0.1271	0.0000	0.0000	0.0000	840	75	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	41066	0	0	0	59032	525623	0	4505	0	72224	536415	0	0	0	0	74249	0	0	0	2521	0	0	4505	4505	16487	81235	105916	11514	323134	0	0	0.130289	0.186156	0.174861	0.000000	0.000000	0.000000	69744	4505	1368	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	1104	0	0	0	11799	54962	0	520	0	5206	55454	0	0	0	0	5713	0	0	0	852	0	0	520	520	2567	10100	4952	2463	37850	0	0	0.0936	0.1336	0.1214	0	0	0	5193	520	13	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																																	12947	0	0	0	73118	611107	0	10447	0	51088	607736	0	0	0	0	55599	0	0	1695	35728	0	0	6160	6160	10546	109356	100833	24489	398120	0	0	0.081349	0.113829	0.101217	0.000000	0.000000	0.000000	49439	6160	1649	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	6974	0	0	100	65836	151709	0	1089	0	17434	146869	0	0	0	0	17550	0	0	481	1634	0	0	1011	1011	17165	67442	2023	3643	65273	0	0	0.1126	0.2170	0.2045	0.0000	0.0000	0.0000	16539	1011	895	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	4504	0	0	2084	7500	28566	0	263	0	2984	29039	0	0	0	0	3144	0	0	0	0	0	0	263	263	0	6936	2462	1284	19276	0	0	0.099211	0.143601	0.131589	0.000000	0.000000	0.000000	2881	263	103	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	29035	0	0	7335	39210	189435	0	1641	0	25940	188452	0	0	0	0	26189	0	0	0	2079	0	0	1243	1243	35026	53646	27243	0	73816	87	341	0.132613	0.263484	0.250978	0.000000	0.000000	0.000000	24946	1243	653	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2706	0	0	0	4	126047	0	1931	0	9874	130646	0	0	0	0	11173	0	0	756	0	0	0	1299	1299	15295	2790	13741	8068	96153	14601	0	0.075578	0.108131	0.095560	0	0	0	9874	1299	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	11263	0	0	0	32185	187408	0	2766	0	16196	184214	0	0	0	0	17457	0	0	411	0	0	0	1496	1496	15073	28990	57675	14562	88043	0	0	0.086644	0.143799	0.131476	0.000000	0.000000	0.000000	15961	1496	235	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	4793	0	0	0	36160	204811	0	2539	0	18009	201517	0	0	0	0	17130	0	0	0	6146	0	0	1927	1927	690	33209	54115	14060	116483	179	0	0.0761	0.1115	0.0990	0.0000	0.0000	0.0000	15203	1927	1023	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	13135	0	0	0	28835	127603	0	1138	0	14252	117998	0	0	0	0	15501	0	0	0	0	0	0	1132	1132	6867	26155	22559	3569	73336	0	0	0.1218	0.1712	0.1587	0.0000	0.0000	0.0000	14369	1132	-117	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	7727	0	0	630	56420	257470	0	3094	0	24093	255259	0	0	0	0	25810	0	0	0	5088	64	0	2216	2216	3468	57557	73951	12585	124863	0	0	0.0924	0.1463	0.1337	0	0	0	23594	2216	435	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6918	0	0	0	56007	311242	0	3519	0	26072	318734	20	0	0	0	29537	0	0	1994	4806	0	0	3137	3137	16778	49812	24185	14162	224314	0	0	0.0828	0.1179	0.1054	0.0000	0.0000	0.0000	26400	3137	-328	0	0	0	0	0	0	0	0	
