"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		5071		0																																																																																													
1632																																																																																																																																																		40168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5136	35032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40168	0	5136	35032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																		36249																																																																																															
1829																																																																																																																																																		78698																																																																																															
1856																																																																																																																																																		87610																																																																																															
2040																																																																																																																																																		45967																																																																																															
2161																																																																																																																																																		42842																																																																																															
2376																																																																																																																																																		417152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49709	367443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417152	0	49709	367443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																		0																																																																																															
2554																																																																																																																																																		12																																																																																															
2732																																																																																																																																																		59032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59032	0	59032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		11799																																																																																															
2938																																																																																																																																																		73118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73118	0	0	73118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																		65836																																																																																															
3458																																																																																																																																																		7500																																																																																															
3720																																																																																																																																																		39210																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		32185																																																																																															
4156																																																																																																																																																		36160																																																																																															
4231																																																																																																																																																		28835																																																																																															
4437																																																																																																																																																		56420																																																																																															
4839																																																																																																																																																		56007																																																																																															
5005																																																																																																																																																		57636																																																																																															
5069																																																																																																																																																		18884																																																																																															
5135																																																																																																																																																		20631																																																																																															
5210																																																																																																																																																		209270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209270	0	0	209270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		184720																																																																																															
5461																																																																																																																																																		54542																																																																																															
5751																																																																																																																																																		58672																																																																																															
6039																																																																																																																																																		4204																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		40767																																																																																															
6972																																																																																																																																																		40293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	39786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40293	0	507	39786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		330423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63544	266879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330423	0	63544	266879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		20091																																																																																															
7157																																																																																																																																																		16517																																																																																															
7456																																																																																																																																																		15353		0																																																																																													
7634																																																																																																																																																		6646																																																																																															
8033																																																																																																																																																		6327																																																																																															
8462																																																																																																																																																		70109																																																																																															
8631																																																																																																																																																		14053																																																																																															
9357																																																																																																																																																		25172																																																																																															
9553																																																																																																																																																		9542																																																																																															
9807																																																																																																																																																		77493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76290	0	0	76290	0	24234	53259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153783	0	24234	129549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72535	
9955																																																																																																																																																		21517																																																																																															
10157																																																																																																																																																		9757																																																																																															
10250																																																																																																																																																		46528																																																																																															
10849																																																																																																																																																		231																																																																																															
10858																																																																																																																																																		55140																																																																																															
11145																																																																																																																																																		17548																																																																																															
11640																																																																																																																																																		77988																																																																																															
11837																																																																																																																																																		59536																																																																																															
12030																																																																																																																																																		5622																																																																																															
12142																																																																																																																																																		34413																																																																																															
12245																																																																																																																																																		31742																																																																																															
12311	8174270	255692	234026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176426	0	0	0	0	3107093	4182761	884416	0	0	0	0	0	459719	0	0	459719	0	0	0	0	0	0	0	0	255692	0	18150	0	0	18150	0	9084257	0	3107093	4916322	1060842	0	0	0	0	0	0	0	234026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234026	0	0	234026	0	176426	0	0	0	176426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176426	0	0	0	0	0	8174270	255692	234026																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		860																																																																																															
12946																																																																																																																																																		71771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	533	68827	2411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72073	0	533	68827	2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	
12955																																																																																																																																																		8																																																																																															
13037																																																																																																																																																		37559																																																																																															
13103																																																																																																																																																		200605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200605	0	200605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6664	0	8	6656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		3144																																																																																															
14052																																																																																																																																																		7995																																																																																															
14155																																																																																																																																																		6132																																																																																															
14454																																																																																																																																																		5127																																																																																															
14650																																																																																																																																																		31																																																																																															
14753																																																																																																																																																		12456																																																																																															
14865																																																																																																																																																		32262																																																																																															
14977																																																																																																																																																		6857																																																																																															
16337																																																																																																																																																		70442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70442	0	70442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																		64309																																																																																															
16551																																																																																																																																																		14802																																																																																															
16748																																																																																																																																																		11613																																																																																															
16944																																																																																																																																																		12414																																																																																															
16953																																																																																																																																																		8284																																																																																															
17110																																																																																																																																																		12721																																																																																															
17147																																																																																																																																																		411684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	0	0	0	409201	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414308	0	0	409201	5107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2648	0	0	0	2648	0	0	0	0	0	2624	0	0	0	2624	0	
17259																																																																																																																																																		25426																																																																																															
