"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		4303		0																																																																																													
1669																																																																																																																																																		38745																																																																																															
1829																																																																																																																																																		79376																																																																																															
1856																																																																																																																																																		76766																																																																																															
2040																																																																																																																																																		44859																																																																																															
2161																																																																																																																																																		41375																																																																																															
2376																																																																																																																																																		435444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67050	368394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435444	0	67050	368394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																		2																																																																																															
2554																																																																																																																																																		12																																																																																															
2732																																																																																																																																																		62304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	61754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62304	0	550	61754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		12991																																																																																															
3252																																																																																																																																																		62253	0	0																																																																																													
3458																																																																																																																																																		6696																																																																																															
3720																																																																																																																																																		49125																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		31006																																																																																															
4156																																																																																																																																																		34757																																																																																															
4231																																																																																																																																																		35700																																																																																															
4437																																																																																																																																																		78653																																																																																															
4839																																																																																																																																																		54559																																																																																															
5005																																																																																																																																																		51996																																																																																															
5069																																																																																																																																																		22623																																																																																															
5135																																																																																																																																																		18632	0	0																																																																																													
5210																																																																																																																																																		203901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203901	0	0	203901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		240708																																																																																															
5461																																																																																																																																																		55689																																																																																															
5751																																																																																																																																																		66411																																																																																															
6039																																																																																																																																																		4344																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		39837																																																																																															
6972																																																																																																																																																		47957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	47216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47957	0	741	47216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		327458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60490	266968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	23	0	0	327481	0	60513	266968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		19496																																																																																															
7157																																																																																																																																																		18343																																																																																															
7456																																																																																																																																																		12656		0																																																																																													
7634																																																																																																																																																		5976																																																																																															
8033																																																																																																																																																		6504																																																																																															
8462																																																																																																																																																		65726																																																																																															
8631																																																																																																																																																		13044																																																																																															
9357																																																																																																																																																		28583																																																																																															
9553																																																																																																																																																		8168																																																																																															
9807																																																																																																																																																		175294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73463	0	0	73463	0	110670	64624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248757	0	110670	138087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72886	
9955																																																																																																																																																		25095																																																																																															
10157																																																																																																																																																		10529																																																																																															
10250																																																																																																																																																		51076																																																																																															
10849																																																																																																																																																		33206																																																																																															
10858																																																																																																																																																		62722																																																																																															
11145																																																																																																																																																		16674																																																																																															
11640																																																																																																																																																		80954																																																																																															
11837																																																																																																																																																		56848	0	0																																																																																													
12030																																																																																																																																																		5669																																																																																															
12142																																																																																																																																																		37279																																																																																															
12245																																																																																																																																																		31552																																																																																															
12311	8460901	334766	267397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177108	84912	1663	119483	0	2159838	5425384	875679	0	0	0	0	0	404817	0	0	404817	0	657213	0	470825	0	186388	0	0	334766	0	15026	0	0	15026	0	10049831	84912	2632326	6299476	1202941	0	0	0	0	0	0	0	265499	1898	0	0	0	0	0	494512	0	494512	0	0	0	0	0	0	0	775670	0	508194	265499	1977	140874	0	0	0	140874	36234	84912	1663	119483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13761	0	13682	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140874	13761	0	13682	0	79	8460901	334766	267397																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		639																																																																																															
12946																																																																																																																																																		76417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	532	73417	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76719	0	532	73417	2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	
12955																																																																																																																																																		8																																																																																															
13037																																																																																																																																																		28160																																																																																															
13103																																																																																																																																																		212267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212267	0	212267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		6786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-106	6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6786	-106	6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		3884																																																																																															
14052																																																																																																																																																		8255		0																																																																																													
14155																																																																																																																																																		6059																																																																																															
14454																																																																																																																																																		6454																																																																																															
14650																																																																																																																																																		27																																																																																															
14753																																																																																																																																																		15001																																																																																															
14865																																																																																																																																																		29344																																																																																															
14977																																																																																																																																																		6477																																																																																															
16337																																																																																																																																																		56784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56784	0	56784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																																		58031																																																																																															
16551																																																																																																																																																		14557																																																																																															
16748																																																																																																																																																		11582																																																																																															
16944																																																																																																																																																		13129																																																																																															
16953																																																																																																																																																		9589																																																																																															
17110																																																																																																																																																		15243																																																																																															
17147																																																																																																																																																		472229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3924	0	0	0	0	0	470798	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476153	0	0	470798	5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4161	0	0	0	4161	0	0	0	0	0	3924	0	0	0	3924	0	
17259																																																																																																																																																		25445	0	0																																																																																													
17464																																																																																																																																																		125905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126592	0	0	0	0	0	125905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252497	0	0	125905	126592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69745	
17950																																																																																																																																																		99082																																																																																															
18050																																																																																																																																																		75198																																																																																															
18135																																																																																																																																																		50002																																																																																															
18377																																																																																																																																																		7878																																																																																															
18827																																																																																																																																																		56193																																																																																															
18836																																																																																																																																																		8493	0	0																																																																																													
18854																																																																																																																																																		8511																																																																																															
18957																																																																																																																																																		4968																																																																																															
