"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	2662	0	0	10243	4303	53541	0	381	0	5313	51236	0	0	0	0	5610	0	0	57	893	0	0	381	381	672	9671	2460	1533	40992	0	0	0.1021	0.1257	0.1172	0.0000	0.0000	0.0000	5229	381	84	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	21878	0	0	91794	38745	250918	0	2008	0	44094	249968	108	0	0	0	43579	0	0	0	0	0	0	1439	1439	18185	119658	42830	9957	69782	0	0	0.169227	0.380330	0.367772	0.000000	0.000000	0.000000	42140	1439	1001	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	52553	0	0	0	79376	412771	0	3859	0	42057	414560	0	0	0	0	34668	0	0	302	14208	0	0	3136	3136	44602	85198	100629	8447	174971	0	0	0.0777	0.1386	0.1261	0.0000	0.0000	0.0000	31532	3136	1369	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	35520	0	0	27981	76766	179955	0	247	0	20397	184305	0	0	0	0	18009	0	0	0	0	0	0	247	247	21034	104234	6410	4778	55016	0	0	0.0964	0.1279	0.1261	0.0000	0.0000	0.0000	17762	247	2537	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	2650	0	0	0	44859	211849	0	3369	0	19385	213153	0	0	0	0	21623	0	0	0	0	0	0	2032	2032	837	47280	30953	9464	136459	171	0	0.0919	0.1348	0.1221	0.0000	0.0000	0.0000	19591	2032	-206	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	14283	0	0	2	41375	122227	0	561	0	13359	125249	0	0	0	0	13307	0	0	0	1249	0	0	560	560	1398	53339	31541	6405	35588	0	0	0.1018	0.2145	0.2055	0.0000	0.0000	0.0000	12747	560	612	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	346323	0	0	66467	435444	2441666	120	25902	0	389453	2113545	0	0	0	0	408207	0	0	25	0	-1563	0	20647	20767	11694	848902	261300	95644	1341309	0	0	0.1832	0.2479	0.2353	0.0000	0.0000	0.0000	387440	20767	3576	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																																	2206	0	0	76	2	28248	0	1583	0	167	27472	0	0	0	0	334	0	0	120	0	0	0	683	683	1560	2305	6524	1827	19440	0	0	0.0061	0.0062	0.0031	0.0000	0.0000	0.0000	167	167	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	3736	0	0	0	12	9761	0	82	0	1130	10039	0	0	0	0	920	0	0	0	0	0	0	79	79	0	3778	494	303	5282	0	0	0.0863	0.1465	0.1339	0.0000	0.0000	0.0000	841	79	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	42120	0	0	0	62304	521297	0	4713	0	73196	524313	0	0	0	0	75562	0	0	0	1319	0	0	4713	4713	25849	76398	62036	13683	358587	0	0	0.135414	0.184897	0.173365	0.000000	0.000000	0.000000	70849	4713	1235	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	856	0	0	0	12991	59851	0	557	0	5491	57498	0	0	0	0	5889	0	0	0	2380	0	0	557	557	2526	10798	4798	2506	42127	0	0	0.0927	0.1230	0.1114	0	0	0	5332	557	159	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	5883	0	0	100	62253	150394	0	1167	0	18234	150005	0	0	0	0	18472	0	0	372	1496	0	0	1020	1020	18566	62875	2741	4606	66597	0	0	0.1163	0.2269	0.2143	0.0000	0.0000	0.0000	17452	1020	782	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	5552	0	0	2620	6696	30890	0	277	0	3097	30354	0	0	0	0	3279	0	0	0	0	0	0	277	277	0	7014	2629	1236	21379	0	0	0.098900	0.136075	0.124580	0.000000	0.000000	0.000000	3002	277	95	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	19760	0	0	4851	49125	195563	0	1473	0	27107	196921	0	0	0	0	27378	0	0	0	1083	0	0	1366	1366	25806	59400	27967	0	82299	480	223	0.132243	0.250694	0.238185	0.000000	0.000000	0.000000	26012	1366	872	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2149	0	0	0	4	122632	0	2643	0	8069	125194	0	0	0	0	9424	0	0	791	0	0	0	1355	1355	714	13336	11767	7936	99458	9952	0	0.064452	0.087979	0.075329	0	0	0	8069	1355	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	14897	0	0	0	31006	182183	0	2952	0	15610	181880	0	0	0	0	16405	0	0	434	3326	0	0	1490	1490	21439	24359	47596	12682	90582	0	0	0.082005	0.139285	0.126634	0.000000	0.000000	0.000000	14915	1490	695	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	4009	0	0	0	34757	196896	0	2145	0	18596	200326	0	0	0	0	17857	0	0	0	5862	0	0	1798	1798	755	33982	56242	13598	105491	766	0	0.0809	0.1245	0.1119	0.0000	0.0000	0.0000	16059	1798	754	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	6454	0	0	0	35700	129750	0	805	0	14713	122593	0	0	0	0	15400	0	0	0	0	0	0	805	805	0	32084	23771	3519	74500	0	0	0.1191	0.1647	0.1561	0.0000	0.0000	0.0000	14595	805	118	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	5950	0	0	630	78653	267607	0	3775	0	24799	271154	0	0	0	0	26118	0	0	0	5071	64	0	2209	2209	2437	76763	69672	14707	121134	0	0	0.0882	0.1491	0.1365	0	0	0	23909	2209	826	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	5071	0	0	0	54559	313880	0	3718	0	30287	314683	20	0	0	0	32664	0	0	1060	4243	0	0	3141	3141	18637	46294	28071	15640	223831	0	0	0.0938	0.1304	0.1178	0.0000	0.0000	0.0000	29523	3141	764	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	18781	0	0	294	51996	399306	0	2031	0	26996	401492	280	0	0	0	24375	0	0	0	0	0	0	2031	2031	18435	34144	131701	37371	213248	0	685	0.056226	0.085232	0.078130	0.000000	0.000000	0.000000	22344	2031	-186	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	37391	0	0	0	22623	486219	0	30098	0	109226	485073	1269	0	0	0	114206	0	0	200	892	0	0	5767	5767	33019	5463	36047	32590	440982	0	0	0.223552	0.261719	0.248504	0.000000	0.000000	0.000000	108439	5767	532	0	0	0	0	0	0	0	0	
