"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	FHLB ADVANCES: MATURING 1-3 YEARS	FHLB ADVANCES: MATURING > 3 YEARS	OTHER BORROWINGS MATURING 1-3 YEARS	OTHER BORROWINGS MATURING > 3 YEARS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	URL	
37																								0	0	52	0	0	0	false	0	0	0	0	0	0	52	0	0	251	0	0	0	0	0	0	0	false	0	0		
242																								0	0	0	0	0	1432	false	0	0	0	0	0	0	0	0	0	477	1	0	0	500	932	0	0	true	0	0		
279																								65	243	0	5000	65	31010	true	0	0	243	0	0	0	0	0	0	189	0	65	0	8439	17571	0	0	false	0	0		
354																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	222	3	0	0	0	0	0	0	false	0	0		
439																								2852	0	80	0	0	0	false	0	0	0	2852	0	0	80	0	0	2244	1	0	0	0	0	0	0	false	0	0		
457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	302	1	0	0	0	0	0	0	false	0	0		
505																								135	0	0	13250	94	24250	true	0	0	0	41	0	0	0	0	0	2876	2	94	0	3000	8000	0	0	true	0	0		
1146																								594	0	185	0	45	10750	true	0	0	0	549	0	0	155	0	30	696	1	45	0	0	10750	0	0	true	0	0		
1155																								0	0	69	0	0	3000	true	0	0	0	0	0	69	0	0	0	4561	3	0	0	0	3000	0	0	true	0	0		
1351																								0	0	15	0	0	0	false	0	0	0	0	0	0	15	0	0	262	0	0	0	0	0	0	0	false	0	0		
1454																								107	0	0	0	0	0	true	0	0	0	107	0	0	0	0	0	36370	5	0	0	0	0	0	0	true	0	0		
1557																								0	0	0	0	0	33	false	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	false	0	33		
1632																								0	0	0	0	0	29000	true	0	0	0	0	0	0	0	0	0	18509	7	0	0	26000	3000	0	0	true	0	0		
1669																								2009	0	125	0	0	498	true	0	0	0	2009	0	0	0	0	125	2013	1	0	0	0	0	0	0	false	0	498		
1829																								0	0	1851	2000	0	9000	false	0	0	0	0	0	0	81	0	1770	2096	1	0	0	2000	5000	0	0	false	0	0		
1856																								0	0	0	73000	0	73000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
2040																								0	0	155	3000	0	16533	true	0	0	0	0	0	0	155	0	0	667	0	0	0	6300	7160	0	0	false	0	73		
2161																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1424	0	0	0	0	0	0	0	false	0	0		
2376																								0	3069	613	600	0	154962	true	0	3069	0	0	0	0	64	377	172	13740	2	0	0	15000	139362	0	0	false	0	0		
2451																								0	0	0	1090	0	1392	true	0	0	0	0	0	0	0	0	0	376	1	0	0	0	302	0	0	false	0	0		
2554																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	83	2	0	0	0	0	0	0	false	0	0		
2732																								1387	0	0	0	0	356	true	0	0	0	1387	0	0	0	0	0	18522	6	0	0	0	0	0	0	true	0	356		
2750																								0	0	10	1700	0	4300	false	0	0	0	0	0	0	0	0	10	1179	2	0	0	0	1900	0	0	false	0	700		
2938																								0	0	563	0	0	40500	true	0	0	0	0	0	0	131	0	432	27575	7	0	0	0	40500	0	0	true	1633	0		
2956																								0	0	214	0	0	0	false	0	0	0	0	0	0	81	0	133	7	0	0	0	0	0	0	0	false	0	0		
3252																								0	0	45	500	0	4177	false	0	0	0	0	0	0	0	0	45	490	0	0	0	1300	2333	0	0	false	0	44		
3458																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
3506																								4088	4	0	6525	111	46525	true	0	0	4	3914	0	0	0	0	0	8982	2	173	63	10000	0	20000	0	true	0	10000		
3579																								784	0	732	5087	0	30211	true	0	0	0	784	0	0	582	150	0	20771	6	0	0	14122	10371	0	631	false	0	0		
3720																								0	0	22	6000	0	8611	true	0	0	0	0	0	0	0	0	22	717	1	0	0	0	2000	0	0	true	0	611		
3953																								0	0	241	275	0	894	false	0	0	0	0	0	192	0	0	49	568	0	0	0	179	440	0	0	false	0	0		
4138																								0	23	107	0	0	3730	false	0	0	23	0	9	0	98	0	0	5601	3	0	0	0	3730	0	0	true	0	0		
4147																								0	0	230	2000	0	4000	true	0	0	0	0	0	0	0	0	230	2290	4	0	0	500	1500	0	0	false	0	0		
4156																								0	0	123	0	0	18500	true	0	0	0	0	0	0	123	0	0	768	1	0	0	1000	17500	0	0	false	0	0		
4231																								0	0	113	0	0	0	false	0	0	0	0	0	0	113	0	0	772	1	0	0	0	0	0	0	false	0	0		
4437																								0	0	60	5500	0	11340	false	0	0	0	0	0	0	60	0	0	7609	4	0	0	3000	2840	0	0	false	0	0		
4745																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	false	0	0		
4839																								0	115	0	11400	0	24900	true	0	0	115	0	0	0	0	0	0	10904	5	0	0	6000	7500	0	0	false	0	0		
