"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
1351																														0	0	7471	0	4791		24		3375	0			12735	0	8438	0	0	45016	2	374			0	7791	19	6949	36397	2067	5243	186	263	32	0	9900	19187	6206	1465	124	0								0	0		
1454																														0	5579	2024	927	19951		67		6012	0			21807	967	30149	0	0	131272	0	0			0	36632	4811	2784	22590	4637	1425	2740	3979	20079	3772	24370	4312	15457	31341	19102	0								1184	1162		
1557																														0	48	2852	0	1707		4		8587	0			784	0	1076	0	0	17970	0	0			0	2912	0	0	7324	0	74	1243	1131	464	0	1238	6012	2574	4189	414	631								0	0		
1632																														2031	5439	2875	8256	44921		2195		5847	0			26867	2834	8154	0	1138	140767	0	0			0	27497	2713	2517	58746	4429	7429	8027	3781	774	3057	45728	24569	22789	10685	9451	12								0	0		
1669																														0	960	275	131	6273		80		1953	74			8281	0	12425	0	300	61944	0	0			0	30088	1178	17540	8180	2683	5935	3710	6171	11559	0	6553	6816	9182	5807	3251	229								0	0		
1829																														0	1584	97	2985	22353		103		0	0			20133	4594	4641	0	1332	109842	370	5725			0	36824	8243	0	22702	157	46	1025	3784	14825	16845	21399	1100	9347	14155	22426	4066								735	863		
1856																														0	0	681	10	283		0		546	0			750	0	663	0	0	4025	0	1			0	1091	0	649	1016	710	78	21	63	219	0	848	1160	433	217	243	0								0	0		
1959																														0	0	1603	0	52		6		2674	194			1215	0	101	0	0	5788	0	0			0	137	0	0	3970	0	0	29	96	0	0	2565	2198	241	296	133	79								0	0		
2040																														0	3297	1716	0	4542		71		3951	0			42068	0	8895	0	672	95970	0	0			0	29861	555	7454	39068	2841	6804	18225	1357	83	319	13928	17019	24320	7762	2526	0								342	0		
2161																														0	1965	485	0	7888		74		1333	0			4749	0	14294	0	0	50666	1407	0			0	20443	380	8866	17531	1080	6296	1883	1151	4078	5955	6459	5635	6978	6721	4558	1279								462	0		
2376																														0	2250	0	123674	14457	0	0	0	0	0	0	0	0	2652	376	0	0	345809	0	0	0	0	0	187367	15033	43321	17835	620	5862	11249	10575	87089	71643	11677	10524	60543	27887	16721	31090	0	0	0	0	0	0	0	0	0	0	
2451																														0	279	1611	0	150		0		1976	2			1412	0	1189	0	161	9591	0	0			0	2813	0	887	5089	269	765	1439	175	149	0	1258	3267	972	906	239	106								0	0		
2554																														0	0	279	0	0		1		2644	0			356	0	423	0	0	3795	0	0			0	92	0	0	995	21	0	4	30	37	0	2326	79	321	243	311	422								0	0		
2732																														0	10168	101	59387	110450	0	315	315	0	0	76681	0	76681	4331	6373	0	0	273662	765	0	0	0	0	6441	180	1848	62284	735	824	1978	2900	4	0	68026	18982	94280	76389	8185	2033	0	0	0	0	0	0	0	0	0	0	
2750																														0	0	9719	0	2877		16		18085	0			3349	0	920	0	0	39234	0	0			0	4051	0	0	26894	509	669	1012	470	1184	0	10293	15423	4117	1648	2085	0								0	217		
2938																														0	22874	9970	3458	45472		4224		3641	0			47410	2027	20604	0	13	196109	0	0			0	30616	5800	4682	111726	8036	5596	5727	8902	643	1706	74466	35855	29293	21007	2596	245								0	0		
2956																														0	1459	22561	1772	3175		10		2690	0			2683	798	5696	0	9	69062	4	0			0	24515	3698	0	61547	6821	17489	185	20	0	0	12933	25214	4509	1668	0	227								0	0		
3252																														0	246	7149	75	1909		3719		24381	0			7758	0	3740	0	0	49741	0	0			0	764	0	683	0	156	582	0	0	19	0	18936	25926	2739	485	364	0								0	0		
3458																														0	0	2692	0	493		3		1070	0			745	0	601	0	0	7339	0	0			0	1735	0	0	1469	25	229	1255	210	10	0	380	1355	2647	689	321	37								0	0		
3506																														0	3827	0	17944	186916	0	333	333	0	0	47940	0	47940	30760	5234	0	0	570371	286	39287	39287	0	0	179040	58534	31109	14628	1854	7835	11230	11500	99270	47351	90540	12449	99636	102532	76884	7851	0	0	0	0	0	0	0	842	0	0	
3579																														0	3287	432	1342	16460		0		119	0			26727	1673	15939	0	0	140441	10	0			0	73225	290	29978	19298	6774	17342	1528	7787	25916	13454	32429	3633	9812	8395	11976	742								0	957		
3720																														0	5710	3652	344	12343		0		2605	0			6158	2247	6286	0	94	66398	0	0			0	26354	488	724	14267	1935	2904	7045	9016	5244	30	15865	3391	6972	10257	1704	1728								0	117		
3953																														0	2549	4147	954	1787		141		14818	0			13401	0	2785	0	0	43368	0	91			0	2203	492	61	19071	381	307	680	688	9	0	17392	13518	4678	3233	387	868								0	0		
4138																														0	7039	0	1966	11414		1236		0	0			6988	2368	12474	0	4	89189	795	0			0	46208	231	15477	11985	3450	6903	19904	10067	3770	2106	16389	9858	10727	5673	618	335								0	56		
4147																														0	5538	354	1192	18892		208		102	0			7879	1811	7709	0	103	58534	0	0			0	13357	512	5010	12109	1098	3995	1674	5670	733	0	6561	10237	18695	6237	1759	1680								772	105		
4156																														0	2920	4881	713	9346		400		7574	0			5993	0	3760	0	0	48588	0	154			0	12558	289	0	11588	669	712	2534	2048	6319	226	6640	11646	8087	6880	2744	0								0	0		
4231																														0	371	6596	0	8742		9		1780	0			3486	0	6391	0	626	40753	0	0			0	12752	0	382	17137	1021	3440	5874	1643	731	0	6910	9526	6969	3796	794	0								0	0		
4437																														0	505	1032	905	19162		1358		207	0			13553	4585	9841	0	0	91189	0	132			0	34043	930	29917	41812	4116	6766	16200	6089	173	542	24533	6397	14917	8221	2200	790								0	4936		
4745																														0	0	561	0	649		0		457	0			814	0	1072	0	85	5540	8	0			0	1910	0	0	1307	133	81	161	432	1082	0	890	205	1058	981	503	0								0	0		
4839																														0	8025	466	18257	49785		1310		0	0			9087	3225	12082	0	0	115952	1	0			0	9918	3576	0	40547	2629	1465	2875	2620	216	0	33604	14375	29447	25350	2367	211								0	222		
5005																														0	15147	0	8497	25787		93		0	0			10462	3235	1011	0	0	164626	359	0			0	98625	2031	37035	18553	2152	8399	19944	11917	36661	19324	22943	5617	7070	18713	11352	665								0	97		
5050																														0	4637	0	129	6811		42		522	0			9235	138	18757	0	0	49898	0	0			0	8750	742	6940	9397	424	7246	542	456	0	0	7115	5041	14228	12343	1895	0								135	0		
5069																														0	33338	0	9160	154110		0		0	0			207	435	0	0	0	198585	2190	0			0	3126	395	0	87380	2750	107	269	0	0	0	179181	6828	9952	297	0	1160								0	4		
5135																														0	5	6237	1245	10904		23		6452	99			8010	0	4979	0	1048	46988	0	57			0	7759	54	480	28174	1224	1645	3186	1006	258	0	14781	12350	6107	2670	197	1781								215	0		
5210																														0	15262	8396	12051	72772	0	258	258	1334	0	11036	0	11036	7424	12911	0	4582	358879	0	0	0	0	0	191665	21188	128054	12204	38090	67473	11236	34531	35280	4458	58779	17739	26027	41658	16341	5695	0	0	0	0	0	0	0	0	0	0	
5247																														0	58145	2095	2105	61270	0	149	149	1712	0	79628	0	79628	11436	14638	0	2747	424824	406	0	0	0	0	122845	67793	52027	113419	50332	9632	22741	29643	10286	211	152012	14753	40363	79681	15576	0	0	0	0	0	0	0	0	280	387	0	
5274																														3	455	0	0	6181		16		0	0			4998	1245	6551	0	262	59243	0	0			2790	38281	564	236	3544	220	702	5251	7285	17592	7231	7052	835	6749	4650	1096	278								0	687		
5331																														382	5571	0	17238	17912		3805		0	0			22152	7855	921	0	0	101387	54	0			2334	25335	128	8138	26018	1134	1260	6965	8887	4859	2230	23922	10004	24982	13693	3505	0								0	142		
5452																														0	493	1146	0	7635		18		325	0			8137	2507	1571	0	0	58074	0	0			0	31623	4271	11326	11419	2497	8629	4346	3282	12307	304	5775	5760	10007	3889	430	146								245	103		
5461																														0	4235	2967	2179	48558		6239		1030	183			28290	632	1943	0	0	108734	247	0			11794	8371	4369	1147	37225	1207	1658	1433	2041	1070	962	43001	4057	8009	19212	24071	1511								0	168		
5751																														0	535	3161	113	2749		4		18614	0			8209	0	2634	0	81	43829	0	0			0	7517	181	2578	22369	318	1745	965	350	2250	1854	18721	6965	5796	2523	1809	264								0	31		
5939																														0	150532	191	88933	445884	0	0	0	0	5384	129116	0	129116	68121	22992	0	1168	1656609	0	0	0	0	13902	678285	70814	483786	226190	87648	266235	123701	79553	79037	24999	386311	108999	194543	167064	88139	0	0	0	0	0	0	0	0	0	573	10003	
6039																														0	3255	2840	0	16253		134		3263	0			13231	0	7438	0	1606	54314	46	0			0	5323	591	735	19523	905	842	1768	135	1413	149	29281	5764	6703	2710	3430	945								356	70		
6057																														0	148	2733	0	1122		0		1035	0			890	0	1127	0	0	10059	0	0			0	2960	44	0	3936	135	467	2223	21	24	16	1996	1344	2814	788	49	0								0	0		
6141																														0	0	2121	0	67		16		2245	0			1685	0	2947	0	136	11999	52	0			0	2826	8	1204	8211	576	763	456	660	371	0	2760	4112	1177	1018	158	0								0	0		
6329																														0	2113	4559	137	33531		0		6468	0			31890	1808	28112	0	125	132092	934	0			0	20701	2227	323	54948	1680	2812	5049	7064	3127	958	31213	19243	26501	23206	10062	38								613	742		
6842																														0	149	1222	0	1270		17		3816	0			2850	458	2181	0	31	15838	13	285			0	3558	10	0	8871	1111	591	1285	552	19	0	4260	2909	3197	1543	378	0								0	4		
6972																														0	38015	0	18241	113758	0	741	741	127	0	25791	0	25791	13493	12092	0	3467	259282	0	0	0	0	2507	25990	5126	18456	66905	850	1246	2104	3267	13937	4586	50207	32746	18016	15386	72286	44645	0	0	0	0	0	0	0	1857	584	0	
7009																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	276181	0	0	276181	0	0	0	0	0	0	0	0	273935	0	0	0	0	0	0	261485	12450	2246	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																														0	0	2722	0	4842		3		2856	0			2526	362	14460	0	278	43427	0	0			0	14972	0	4879	13385	393	1261	3086	3369	6415	378	4772	6959	9085	4306	2797	486								401	5		
7157																														0	0	1346	0	415		0		1728	0			2315	0	2688	0	0	14770	0	0			0	6278	0	0	6141	404	1338	4088	281	161	0	1884	2516	2718	871	305	0								0	0		
7166																														0	63925	0	9432	94972	0	528	528	736	0	33177	0	33177	3464	2592	0	0	258880	820	3312	3312	0	0	45306	1369	12543	66373	1803	8407	2608	60	8723	23705	114313	19211	21032	37636	19558	2570	0	0	0	0	0	0	0	646	241	0	
7456																														0	50	731	0	218		0		8559	0			7152	0	2045	0	0	18892	0	0			0	137	0	0	10651	0	0	7	44	86	0	3728	6527	2919	3459	1689	37								0	0		
7634																														0	685	352	0	3211		57		2268	0			7737	0	4642	0	0	23728	0	0			0	4364	412	0	9228	465	724	1219	1336	576	0	3530	4509	6052	3807	1081	208								0	0		
8033																														0	1491	74	0	182		146		7098	0			16600	331	7181	0	0	37821	0	0			0	4718	0	0	26505	875	884	1329	1394	152	84	21625	3121	3951	3058	1181	0								0	0		
8154																														0	93	10745	18	3584		9		2427	1911			3251	87	1522	0	0	29056	0	1911			0	5389	0	4547	3887	446	1345	2253	1135	138	63	3621	5668	9158	3857	675	678								0	20		
8417																														0	0	0	0	0	0	84428	84428	0	0	0	0	0	0	0	0	0	84428	0	0	0	0	0	0	0	0	84428	0	0	0	0	0	0	84428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																														0	129	1523	0	1752		0		7039	0			5320	0	5916	0	295	25403	22	0			0	3138	313	33	8889	30	25	232	137	966	1748	9985	3934	3438	3554	1133	202								0	0		
8547																														0	1026	3798	3358	9600		843		778	0			2023	3182	7563	0	7	97561	177	0			0	61976	3396	36824	7404	1603	7404	19916	6860	8711	17218	8145	4418	5865	5452	8446	3361								188	0		
8631																														0	229	41	0	2337		15		0	211			2362	0	11537	0	3	27130	0	0			3	10229	377	29	2358	185	159	200	553	5061	4034	1586	796	2704	6370	4918	375								0	0		
8855																														0	0	0	0	2178		12916		0	0			25304	12281	6495	0	0	61801	0	0			0	993	571	773	32002	773	0	0	220	0	0	52838	4653	1338	1554	426	0								667	396		
9115																														0	37094	2159	28697	172448	0	1394	1394	0	0	67620	0	67620	23919	16000	0	15115	506492	0	495	495	0	0	81803	57876	46586	96795	6028	2423	8916	10019	29496	24635	127805	13026	79831	136201	62576	4495	0	0	0	0	0	0	0	0	1872	0	
9160																														0	16721	0	0	16534		36		118	0			19817	2751	1025	0	121	79659	415	0			0	22041	741	12781	20973	5977	5802	3906	5255	945	156	31645	7703	14067	3326	719	573								0	169		
9339																														0	25642	7731	722	68761		1308		792	0			12224	6122	14960	0	61	214027	0	0			0	73014	1674	27791	97976	15998	35655	16862	1595	2454	416	39994	56898	29207	7246	5561	2041								0	1016		
9357																														0	0	0	0	14046		504		0	0			76451	2559	3796	0	0	200156	0	0			0	102576	0	0	60183	102458	0	6	25	87	0	73766	2485	9577	9151	2430	0								0	224		
9553																														0	110	13268	378	287		121		17566	0			1778	15	1247	0	0	39034	0	0			0	4123	141	677	17458	1087	399	1090	1471	76	0	32488	808	726	699	190	0								0	0		
9807																														0	239995	0	18478	266265	977	977	0	0	0	63564	0	63564	61325	1189	0	0	1124476	4948	0	0	0	0	396891	80332	34482	253429	8656	22927	15262	18805	230987	96511	315613	42923	121665	93630	136984	3656	0	0	0	0	0	0	0	0	408	0	
9955																														0	929	7094	471	2972		46		10153	0			6633	81	4042	0	0	42107	0	0			0	8544	1113	1806	18384	455	912	1142	356	5617	62	10100	8283	5279	6240	3461	108								0	29		
10157																														0	0	7156	504	802		54		27809	0			3333	0	2407	0	389	45686	0	0			0	3232	0	1054	25559	345	778	104	0	1024	981	7149	20095	4324	3888	3983	2188								0	0		
10250																														0	7014	727	1828	22783		73		315	0			30100	2701	41778	0	849	147647	0	0			0	21180	17506	2406	21725	433	1229	7373	10098	1755	103	27429	7009	23512	48314	19431	179								234	559		
10577																														0	94	0	0	16409		13		11	0			4312	147	2268	0	823	29965	0	0			0	5814	24	4100	3956	1804	2515	51	90	1172	182	7072	7383	2965	3277	2779	675								0	50		
10849																														0	12782	4743	4560	25763		46		5805	0			7666	0	4394	0	152	98628	0	30			0	31252	967	15548	28475	1990	14721	6893	1717	3155	2776	15953	12283	22850	13121	3168	0								468	0		
10858																														10000	8840	6590	1490	26725	0	144	144	15278	0	20561	1989	22550	2656	40587	0	1141	264609	0	151	151	0	0	10024	3188	922	181090	1014	2181	1362	3392	339	1736	158856	27118	33947	30450	3502	500	10000	0	10000	0	0	0	0	115000	245	0	
11145																														0	711	474	0	2687		472		56	0			15563	1756	6358	0	556	73925	0	0			0	44843	448	8850	9379	2114	8088	6402	1148	26121	688	5376	6343	9994	4737	2082	0								1	0		
11350																														0	341	3755	24	1632		4		8607	0			4660	0	2295	0	181	22978	0	0			0	1479	0	0	8128	170	42	678	482	101	0	14325	2552	2904	259	852	591								0	0		
11640																														0	2402	8049	1057	14151		258		12843	0			24771	0	12997	0	317	87971	16	0			0	10147	995	7629	33025	312	834	749	981	4051	3220	12306	19672	10299	10795	20104	3427								0	0		
11837																														0	7173	557	0	1111		0		450	0			11077	0	2313	0	670	36212	72	0			0	12232	533	2756	21077	3576	1844	6108	677	27	0	11056	2819	6243	3913	11	0								168	0		
12030																														0	7954	23907	0	39845		1423		4662	0			25235	0	15912	0	0	150142	8	0			0	30547	665	1001	63475	4277	8248	12219	2444	3185	144	45449	29901	25117	13156	4355	648								0	0		
12058																														15	3525	3390	183	6765		281		5930	0			10470	0	14477	0	29	70820	0	0			0	24218	1537	3486	17593	1854	5144	1763	10249	4076	1132	7341	13529	6633	12650	5357	190								0	0		
12142																														0	1255	3531	759	18882		392		3109	0			6962	0	16110	0	0	66926	798	0			0	15546	1178	15546	21947	558	1507	5536	7231	284	430	10740	11207	10145	16085	3123	871								0	0		
12245																														0	2883	951	0	12453		29		135	0			3747	0	4644	0	765	50984	0	0			0	25240	9	3715	19100	1477	4165	10057	6607	2763	0	7572	5886	6482	3784	1878	0								128	0		
12311	9293481	260025	65817	1297	5202151	72	3058034	0	74680	21198988	64	3153442	0	127062	4254733	8146569	2274606	3401470	3454131	2136678	207517	0	12407	6074	0	0	0	72869	0	18481	1033529	73025	179880	3252373	35275	260025	224750	65817		5202151	72	5202223	2158104	3058034	0	74680	21198988	64	3153442				1484326	1112244	680991		541597	144206	243168	209832	191582	138138							12407			6074	0			0	72869		
12357																														0	0	2935	0	121		18		2840	0			881	0	707	0	0	8480	0	0			0	978	0	0	3727	28	45	209	696	0	0	1210	2444	2043	1664	141	0								0	0		
12405																														0	2314	17020	0	100567	0	0	0	16802	0	42796	0	42796	9105	124981	0	7065	531384	52	79053	79053	0	0	107610	22339	107610	79727	1548	1458	498	1338	44365	57717	83005	33718	95098	99073	77701	31635	0	0	0	0	0	0	0	120	1664	0	
12647																														0	2189	2417	174	4954		15		1869	0			5502	664	1898	0	130	31754	0	0			0	11155	640	5212	11132	2815	3215	4841	284	0	0	12386	3930	3553	580	102	0								114	33		
12656																														0	211	475	170	404		0		1216	0			885	0	1400	0	0	8384	0	10			0	3613	0	240	2255	225	182	1952	600	469	185	602	1246	1519	858	482	64								0	0		
12937																														0	0	168	8407	16195		389		0	0			9863	5515	1167	0	0	84368	43	0			0	37675	5032	518	15618	446	1109	15919	17857	1618	726	20739	5676	9631	10369	321	0								0	0		
12946																														0	4321	4416	282	48329	60	670	610	692	0	28924	0	28924	214	21453	0	0	189315	1	0	0	0	0	72430	7526	2893	63324	4381	6104	19047	13673	28198	292	47784	21574	23138	16235	7406	50	0	0	0	0	0	0	0	0	59	0	
12955																														0	3310	302	274	16245		0		0	0			15948	298	14981	0	45	66264	0	3065			0	9366	2430	1648	12188	519	73	8332	187	82	173	12869	7177	34795	1566	51	0								0	0		
13037																														0	6900	124	85	27542		338		28	243			22079	269	5963	0	0	102675	108	0			0	37843	1259	27811	32386	6143	26775	4183	97	229	416	26198	17971	13368	4067	568	66								353	0		
13103																														0	8095	0	14435	119360	0	0	0	0	0	30197	0	30197	7421	6453	0	150	379973	0	0	0	0	0	185291	8461	39511	18822	6101	19424	10828	4943	28249	115280	35561	18967	47416	64113	24401	2472	0	0	0	0	0	0	0	0	110	0	
13251																														0	561	1121	0	2909		0		1804	0			2378	0	2603	0	122	16610	0	0			0	4800	312	0	7368	123	1044	3438	120	75	0	2656	3590	4451	918	173	0								0	0		
13309																														0	4511	512	38202	422318	201	1101	900	2293	482	648069	0	648069	32934	361006	0	3538	1793623	0	0	0	0	8288	238391	26540	93686	434461	12404	40233	18720	9323	88369	67210	646933	78186	319310	264970	140078	50824	0	0	0	0	0	0	0	13686	522	0	
13457																														0	0	4744	0	640		19		4088	0			1335	7	771	0	0	12451	0	291			0	523	33	51	4418	90	89	288	47	9	0	10645	560	311	228	184	0								0	0		
14052																														0	3208	1641	0	6093		0		830	59			6515	99	5254	0	264	43606	0	0			0	18279	1423	0	33836	5223	11615	1218	133	27	0	8452	8546	3956	3729	315	0								0	0		
14155																														0	1681	3796	0	780		212		8563	0			10255	0	7285	0	272	47899	0	21			0	14749	285	227	16008	1272	2667	7121	3094	595	0	9732	6175	7240	6685	2827	390								0	0		
14258																														0	69552	6911	2257	73676	1	1017	1016	0	0	65300	21	65321	3805	8241	0	0	338331	1589	0	0	0	0	101542	5748	84656	151368	25857	39014	26945	2941	1848	4937	174573	23474	28484	7561	3693	423	0	0	0	0	0	0	0	0	1850	0	
14409	3793376	128217	14004	0	4925492	17113	965262	0	7293	10478155	0	599284	0	0	2511929	4484243	902511	1434532	1371831	946166	157648	0	0	0	0	0	0	28114	0	0	139595	956	171335	1563671	48446	128217	79771	14004		4925492	10652	4936144	528333	965262	0	7293	10471694	0	599284				1119425	270061	552311		8528	197722	97768	167475	296395	345569							0			0	0			0	28114		
14454																														0	1536	1219	1063	13135		8		3014	0			2677	0	557	0	0	29440	0	5142			0	1089	0	187	7773	48	465	520	11	45	0	6605	5840	11164	3028	1302	80								0	0		
14650																														0	306	254	0	4034		70		1520	0			402	0	7936	0	100	18854	56	22			0	4013	253	686	4378	681	52	1044	2149	82	0	2614	2045	5390	4649	199	0								0	0		
14753																														0	273	2451	0	374		0		7560	138			1463	0	760	0	12	14156	0	0			155	1260	0	375	7197	359	307	456	64	74	0	2464	8991	1170	247	0	0								0	3		
14865																														0	6072	5019	63	4520		1103		12476	0			7959	86	2204	0	2191	46347	79	0			0	2881	699	157	20669	81	327	261	230	847	1135	21748	7088	2382	9052	2388	887								398	755		
14931																														0	408	333	1137	1373		54		0	0			3458	684	6052	0	0	13678	0	0			0	103	76	74	7429	25	0	74	0	4	0	5065	4326	1880	1031	1150	0								0	0		
