"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1557																																																																																																																																																																																											1706	0	0	3644	8492	39220	0	381	0	4847	38523	0	0	0	0	5080	0	0	61	825	0	0	315	315	191	16610	2443	1125	20234	0	0	0.1237	0.2019	0.1894	0	0	0	4765	315	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											13282	0	0	0	57051	745695	0	12384	0	61942	722492	0	0	2000	0	70380	0	0	5153	54152	0	0	8801	8801	2392	73553	99159	26936	582387	417	0	0.085231	0.100526	0.087955	0	0	0	61579	8801	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											13270	0	0	81875	45042	244472	0	1811	0	40849	243692	517	0	0	0	40925	0	0	0	0	0	0	1342	1342	5921	139428	40577	10468	59111	0	0	0.163305	0.382763	0.370211	0	0	0	39583	1342	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											6912	0	0	0	87585	371856	22	4002	0	36094	366458	0	0	0	0	31009	0	0	0	12346	0	0	3075	3097	7099	79292	115563	8037	166153	0	0	0.0781	0.1265	0.1139	0	0	0	27912	3097	-794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											754	0	0	109898	97641	240031	0	189	0	16940	221393	0	0	0	0	19489	0	0	0	0	0	0	189	189	0	198632	4058	7549	39891	0	0	0.0872	0.2387	0.2364	0	0	0	19300	189	-2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											2757	0	0	0	41670	204107	0	3618	0	15369	206252	0	0	0	0	17341	0	0	0	0	0	0	1981	1981	963	35871	39869	8456	130999	508	0	0.0745	0.1106	0.0979	0	0	0	15360	1981	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											6254	0	0	4	36738	107289	0	567	0	11752	109081	0	0	0	0	12438	0	0	0	0	0	0	567	567	1829	43374	31433	4181	31400	0	0	0.1088	0.2229	0.2128	0	0	0	11871	567	-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											7554	0	0	163951	169040	1416075	0	13533	0	189628	1390234	0	0	0	0	202862	0	0	274	0	-997	0	12840	12840	11377	338488	238718	65567	840011	0	0	0.1367	0.1976	0.1851	0	0	0	190022	12840	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											777	0	0	0	0	39926	0	379	0	4298	39215	0	0	0	0	3927	0	0	135	0	0	0	379	379	407	3512	10323	1634	25313	150	0	0.0922	0.1124	0.1016	0	0	0	3548	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											1388	0	0	0	2437	9026	0	20	0	1074	8845	0	0	0	0	794	0	0	0	0	0	0	20	20	0	4437	293	223	4038	0	0	0.0905	0.1565	0.1526	0	0	0	774	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											18233	0	0	0	49016	517906	0	3907	0	68851	509395	0	0	0	0	71383	0	0	0	0	0	0	3907	3907	7699	74944	105056	10367	332572	0	0	0.132753	0.175734	0.166115	0	0	0	67476	3907	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											2194	0	0	0	12060	51879	0	347	0	5088	50327	0	0	0	0	5647	0	0	0	0	0	0	347	347	2239	12387	4240	2138	33572	0	0	0.1053	0.1479	0.1389	0	0	0	5300	347	-212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											10080	0	0	0	47958	421175	0	7331	0	31226	414598	0	0	0	0	35797	0	0	2531	21065	0	0	4463	4463	2854	58603	88758	18410	278466	0	0	0.075577	0.101069	0.088468	0	0	0	31334	4463	-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											6268	0	0	515	60382	131929	0	996	0	13232	132149	0	0	0	0	15311	0	0	314	1052	0	0	923	923	29937	37450	2192	3249	64502	0	0	0.1089	0.2075	0.195	0	0	0	14388	923	-1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											5123	0	0	2120	9564	31111	0	289	0	2980	30706	0	0	0	0	3227	0	0	0	0	0	0	279	279	398	9684	1828	866	19440	0	0	0.096007	0.144832	0.13231	0	0	0	2948	279	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											5292	0	0	11852	47013	180052	0	1421	0	23151	182267	0	0	0	0	24047	0	0	0	1167	0	0	1323	1323	5458	69960	29523	0	76370	225	919	0.125306	0.227066	0.214574	0	0	0	22724	1323	-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											4248	0	0	0	4	120771	0	1483	0	9676	114644	0	0	0	0	10967	0	0	1285	0	0	0	1291	1291	511	18259	9042	6392	94442	10420	0	0.0844	0.1064	0.0939	0	0	0	9676	1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											5279	0	0	0	32308	198880	0	1377	0	17437	199488	0	0	0	0	18995	0	0	722	0	0	0	1377	1377	2456	42817	55097	9011	100190	0	0	0.088316	0.138992	0.128916	0	0	0	17618	1377	-308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											5240	0	0	0	56368	187961	0	1399	0	16741	186429	664	0	0	0	15789	0	0	0	5568	0	0	1399	1399	561	44870	50812	9998	90740	651	0	0.0779	0.1219	0.1111	0	0	0	14390	1399	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											3080	0	0	0	32354	121717	0	787	0	13971	120960	0	0	0	0	15526	0	0	0	0	0	0	787	787	0	25040	24142	3127	74485	0	0	0.1219	0.1662	0.1578	0	0	0	14739	787	-768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											5707	0	0	2384	42624	229599	0	2098	0	22939	226942	0	0	0	0	25156	0	0	0	3065	68	0	2098	2098	2320	38525	53330	6866	137833	0	0	0.1016	0.1427	0.1308	0	0	0	23058	2098	-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																											8017	0	0	0	66535	296263	0	2483	0	23224	290636	20	0	0	0	26173	0	0	2196	11526	0	0	2483	2483	8585	65055	17831	8092	207739	0	0	0.0815	0.1102	0.0997	0	0	0	23690	2483	-466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
