RIAD3582,RIAD3583,RIAD3584,RIAD3585,RIAD3588,RIAD3589,RIAD3590,RIAD3591,RIAD4266,RIAD4267,RIAD4608,RIAD4617,RIAD4618,RIAD4627,RIAD4628,RIAD4635,RIAD4638,RIAD4643,RIAD4644,RIAD4645,RIAD4646,RIAD4652,RIAD4653,RIAD4654,RIAD4655,RIAD4658,RIAD4659,RIAD4662,RIAD4663,RIAD4664,RIAD4665,RIAD4668,RIAD4669,RIAD5409,RIAD5410,RIAD5411,RIAD5412,RIADB512,RIADB513,RIADB514,RIADB515,RIADB516,RIADB517,RIADC217,RIADC218,RIADC234,RIADC235,RIADC388,RIADC880,RIADC891,RIADC892,RIADC893,RIADC894,RIADC895,RIADC896,RIADC897,RIADC898,RIADF185,RIADF187,RIADF188,RIADK129,RIADK133,RIADK205,RIADK206,IDRSSD,RCON9999
0,0,0,0,0,0,7,0,0,0,0,,,0,0,132,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,113,40,9,0,12,0,,,,,,,,,,,,,,,,,,37,2002-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,10,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,242,2002-09-30
0,0,0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,9,7,0,0,0,0,,,,,,,,,,,,,,,,,,279,2002-09-30
0,0,0,0,0,0,0,3,0,0,3,,,0,0,32,0,0,8,,,,,,8,,,,,,0,,,0,0,0,0,,,0,0,24,17,0,0,0,0,,,,,,,,,,,,,,,,,,354,2002-09-30
0,0,0,0,0,0,131,0,0,0,84,,,0,0,521,262,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,75,13,22,0,53,0,,,,,,,,,,,,,,,,,,439,2002-09-30
0,0,0,0,0,0,3,0,0,0,0,,,0,5,7,0,0,0,,,,,,0,,,,,,5,,,0,0,0,0,,,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,457,2002-09-30
0,0,0,0,42,0,200,9,0,0,35,,,0,0,475,63,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,4,0,118,42,17,0,48,0,,,,,,,,,,,,,,,,,,505,2002-09-30
23,16,0,0,0,0,0,0,0,0,5,,0,0,0,408,45,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,6,5,,,279,12,55,2,0,0,0,0,,,,,,,,,,,,,,,,,,1146,2002-09-30
0,0,0,0,0,0,0,0,0,0,1,,,0,0,62,0,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,1,0,49,6,0,0,12,0,,,,,,,,,,,,,,,,,,1155,2002-09-30
0,0,0,0,0,0,0,0,0,0,7,,,0,0,75,14,0,0,,,,,,0,,,,,,0,,,0,0,0,0,,,0,0,61,4,0,0,0,0,,,,,,,,,,,,,,,,,,1351,2002-09-30
0,0,0,0,0,0,0,0,0,0,6,,,0,4,147,0,0,15,,,,,,0,,,,,,0,,,0,0,0,0,,,27,5,105,25,0,0,0,0,,,,,,,,,,,,,,,,,,1454,2002-09-30
