"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	
1557																																																																	0	0	0							0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
1632																																																																	0	0	0	0	0	0	0	0	0	0	0	0	658	0	56	0	0	0	291	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	663	0	103	0	0	0	56	0	0	0	0	0	0	0	18	273	0	0	0	0	211	0	0	0	0	0	
1669																																																																	0	0	0										91	123	19	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	38	11	0	0	0	0	93	0	404	243	29	0	0	0	171	40	0	0	0																
1829																																																																	33	0	0	0	0	0	0	0	0	0	0	0	33	0	469	0	0	0	0	0	156	0	0	0	325	0	1221	0	0	4179	0	0	0	0	0	0	0	0	0	0	0	27	0	34	7	0	0	0	0	0	0	0	0	0	0	0	21	10	0	93	13	8	0	0	0	0	45	250	348	181	64	0	0	0	2146	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	4179	
1856																																																																	0	0	0							0	102	0	27	18	73	0	0	0	0	0	0	0	0	77	0	0	0	2	0	0	0	0	0						0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	192	0	251	0	0	0	0	0	0	0	0	0	0																
2040																																																																	0	0	0										307	0	390	0	0	0	357	0	0	0	0	0	0	0	0	1094	0	181	0	0	0						0	0	0	0	0	0	5	0	0	31	12	0	28	11	0	0	0	0	22	10	0	121	12	68	0	0	0	0	323	0	1527	0	0	0	0	0	1000	0	0	0	0																
2161																																																																	0	0	0										42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	5	1	0	218	19	7	0	0	0	0	0	0	763	122	0	0	0	0	0	0	0	0	0																
2376																																																																	0	0	0	0	0	0	0	0	0	0	0	0	1531	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																	0	0	0							0	0	0	19	22	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0																
2554																																																																	0	0	0							0	2	5	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	13	5	0	0	0																
2732																																																																	0	0	0	0	0	0	0	0	0	0	0	0	532	0	105	0	0	0	0	0	0	0	0	0	0	0	490	2680	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	229	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2680	0	0	468	0	
2750																																																																	0	0	0							40	91	0	20	0	52	0	0	0	0	0	115	15	0	0	0	0	0	83	0	82	0	0	0						0	0	0	0	0	0	91	72	40	0	0	0	0	0	0	0	0	0	0	0	0	80	1	95	0	0	0	0	66	0	156	0	19	0	0	0	225	0	0	0	0																
2938																																																																	0	0	0	0	0	0	0	0	0	0	0	0	698	0	282	0	0	0	401	0	116	19	0	0	0	0	0	274	0	968	0	0	0	0	0	0	0	0	0	0	0	166	60	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	2	57	0	0	0	0	2529	0	104	84	0	0	0	0	3548	0	0	0	0	0	0	0	0	401	0	0	51	65	71	203	0	0	45	923	
3252																																																																	0	0	0							51	268	0	598	12	89	0	0	0	0	0	0	0	0	95	0	0	0	19	0	67	0	0	0						0	0	0	0	0	0	299	0	51	26	0	0	23	0	0	0	0	0	0	0	0	258	10	118	0	0	0	0	15	0	27	0	0	0	0	0	0	0	0	0	0																
3458																																																																	0	0	0							0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	19	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	36	0	20	0	0	0	0	0	0	0	0	0	0																
3720																																																																	0	0	0										75	0	0	0	0	0	13	0	0	0	0	0	0	0	0	55	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	18	6	0	0	0	0	0	0	311	55	0	0	0	0	0	0	0	0	0				13	0	0	0	0	0	0	55	0	0	0	0	
3953																																																																	0	0	0							1223	77	185	115	0	550	0	0	0	0	0	0	817	0	0	0	0	0	1421	0	28	0	0	0						0	0	0	0	0	0	77	185	1223	752	178	182	679	165	155	0	0	0	0	0	0	61	8	64	0	0	0	0	174	0	120	0	0	21	0	0	0	0	0	0	0				0	0	0	0	0	0	1421	0	0	0	28	0	
4138																																																																	0	0	0										278	88	588	0	0	0	5	0	0	0	0	0	0	0	0	478	50	1247	0	0	0						0	0	0	54	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	2373	122	99	0	0	0	0	0	0	0	0				0	5	0	0	0	0	124	354	0	50	0	1247	
4156																																																																	0	0	67							0	0	0	776	5	1147	0	0	0	128	327	0	0	0	0	0	0	0	49	0	876	0	0	0						0	0	0	33	0	4	102	122	48	0	0	0	0	0	0	0	0	0	0	0	0	68	19	71	0	0	0	0	75	0	358	0	41	0	0	0	0	0	0	0	0				69	59	0	327	0	0	0	49	0	0	0	876	
4231																																																																	0	0	0										46	0	0	0	0	0	0	0	0	268	0	7	0	0	0	89	0	285	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	46	0	0	0	0	141	0	711	0	0	0	0	0	0	0	0	0	0																
4437																																																																	0	0	0										0	0	19	0	0	0	626	0	55	0	0	0	0	0	0	490	0	74	0	0	0						0	0	0	132	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	39	0	0	0	0	188	47	1165	0	117	0	0	0	177	0	0	0	0				0	626	0	0	0	55	490	0	0	0	0	74	
4839																																																																	0	0	0										0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	228	0	5358	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	11	0	0	0	0	354	28	0	0	10	0	0	0	4322	0	0	0	0				0	0	0	0	299	433	32	196	0	0	3683	1675	
5005																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	323	0	505	85	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	10	1700	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	10	0	1700	
5135																																																																	0	0	0							0	15	0	231	0	1	0	4	0	37	0	15	63	0	0	0	0	0	401	343	0	0	0	0						0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	8	2	0	0	0	0	20	0	608	0	71	0	0	0	0	0	0	0	0																
5210																																																																	0	0	0	0	0	0	0	0	0	0	0	0	9	0	105	0	0	0	0	0	0	0	0	0	226	0	0	228	0	3869	0	0	0	0	0	0	0	0	0	0	0	60	0	76	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	19	0	0	0	0	0	0	0	820	1087	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	171	0	0	3869	0	
5331																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965	0	0	0	0	0	1466	0	207	1920	1481	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	583	1382	0	0	0	0	0	1920	1481	0	0	0	
5461																																																																	0	0	0	0	0	0	0	0	0	0	0	0	70	821	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	192	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	
5751																																																																	0	0	0							3719	293	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0						0	0	0	0	0	0	293	0	3719	0	0	0	0	0	0	0	0	0	0	0	0	38	0	15	0	0	0	0	118	7	175	0	0	0	0	0	703	0	0	0	0																
6039																																																																	0	0	0										26	306	0	0	0	0	20	0	0	0	358	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	1	0	0	552	0	0	552	0	0	0	0	36	25	0	50	16	28	0	0	0	0	41	0	324	80	0	0	0	0	15	0	0	0	0				20	0	0	0	0	0	0	0	0	0	0	0	
6057																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	24	0	117	0	0	0	0	0	0	0	0	0	0																
6141																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	5	0	0	0	0	0	0	0	75	3	0	0	0	0	0	0	0	0	0																
6329																																																																	0	0	0	0	0	0	0	0	0	0	0	0	430	0	116	0	0	0	1227	0	143	0	0	0	0	0	0	45	537	403	0	0	0	0	0	0	0	0	0	0	0	42	0	92	33	0	0	0	0	0	0	0	0	0	0	0	16	70	0	2385	103	337	0	0	0	0	465	196	637	115	75	0	0	0	0	0	0	0	0	0	0	0	112	1115	0	0	0	143	45	0	48	489	61	342	
6972																																																																	0	0	0	0	0	0	0	0	0	0	0	0	15	0	988	0	0	0	0	0	6518	0	0	0	0	0	0	0	0	1301	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	8919	0	0	0	0	0	0	0	0	0	0	0	0	6518	0	0	0	0	1301	0	
7009																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																	0	0	0							0	0	0	0	0	10	0	0	0	0	0	0	99	0	0	0	0	0	230	0	255	0	0	0						0	0	0	36	0	0	283	51	0	0	0	0	0	0	0	0	0	0	47	25	0	567	66	93	0	0	0	0	40	0	990	217	0	0	0	0	0	0	0	0	0																
7157																																																																	0	0	0							0	168	0	126	99	48	0	0	0	0	0	0	0	0	18	0	0	0	0	5	21	0	0	0						0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	48	19	0	0	0	0	42	0	114	0	0	0	0	0	0	0	0	0	0																
