"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1557																																																																																																																																																																																											1683	0	0	2416	8619	36314	0	380	0	4649	35593	0	0	0	0	4895	0	0	51	650	0	0	280	280	253	16435	2348	1031	17607	0	0	0.1297	0.2193	0.2068	0	0	0	4615	280	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											10924	0	0	0	45130	656889	0	7479	0	56975	639804	0	0	0	0	64295	0	0	6219	73220	0	0	7479	7479	2570	57404	83073	25662	521062	0	0	0.088802	0.10233	0.090427	0	0	0	56816	7479	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											11860	0	0	71707	42140	228249	0	1657	0	40824	226788	22	0	0	0	40852	0	0	0	0	0	0	1262	1262	5335	128359	39640	10640	55443	0	0	0.175681	0.40631	0.393758	0	0	0	39590	1262	-203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											6336	0	0	0	104023	372001	437	4446	0	39317	370792	0	0	0	0	33837	0	0	0	12690	0	0	2943	3380	5773	94255	115711	7731	152399	0	0	0.0842	0.1446	0.1302	0	0	0	30457	3380	-220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											1478	0	0	109189	81413	217127	0	175	0	15417	220651	0	0	0	0	18595	0	0	0	46	0	0	175	175	0	193084	3880	6666	23341	0	0	0.0835	0.2909	0.2882	0	0	0	18420	175	-3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											3211	0	0	0	30654	179025	0	2032	0	16281	179013	0	0	0	0	17904	0	0	0	0	0	0	1722	1722	1175	31492	34152	6427	114087	130	0	0.0904	0.1302	0.1177	0	0	0	16182	1722	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											7065	0	0	4	32741	102961	0	577	0	11533	103168	0	0	0	0	12198	0	0	0	0	0	0	577	577	1806	39685	30523	3717	31658	0	0	0.1126	0.2224	0.2118	0	0	0	11621	577	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											31810	0	0	208446	119461	1210905	0	9232	0	183311	1137840	0	0	0	0	193313	0	0	118	0	-1088	0	9232	9232	13689	350082	228024	63209	628919	0	0	0.1616	0.2378	0.2264	0	0	0	184081	9232	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											404	0	0	0	0	38329	0	437	0	3375	37081	0	0	0	0	3062	0	0	125	0	0	0	437	437	345	3889	9611	1645	24171	1274	0	0.0723	0.0891	0.0764	0	0	0	2625	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											610	0	0	2	2568	6939	0	31	0	630	6923	0	0	0	0	742	0	0	0	0	0	0	31	31	1	3990	307	167	2753	0	0	0.1027	0.2003	0.1919	0	0	0	711	31	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											13072	0	0	0	61696	499118	0	3552	0	65163	517081	0	0	0	0	67578	0	0	0	0	0	0	3552	3552	8788	66374	100950	10879	325421	0	0	0.124095	0.171183	0.162186	0	0	0	64026	3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											1220	0	0	0	10990	50686	0	329	0	5007	50003	0	0	0	0	5492	0	0	0	0	0	0	328	328	1484	12183	3657	2561	33848	0	0	0.1033	0.1441	0.1355	0	0	0	5164	328	-157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											14683	0	0	0	44644	393734	0	5869	0	31148	384736	0	0	0	0	35275	0	0	1944	18696	0	0	4160	4160	2017	59687	72961	14250	264884	0	0	0.080874	0.106536	0.093972	0	0	0	31115	4160	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											4572	0	0	3318	45082	112434	0	913	0	13028	108278	0	0	0	0	14146	0	0	404	1222	0	0	835	835	14418	40109	2483	3423	56620	0	0	0.1229	0.212	0.1995	0	0	0	13311	835	-283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											4443	0	0	1812	7577	26786	0	293	0	2876	26385	0	0	0	0	3106	0	0	0	0	0	0	244	244	699	7577	1603	845	17177	0	0	0.108471	0.159733	0.147184	0	0	0	2862	244	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											4161	0	0	12656	40341	172851	0	1356	0	22428	173744	0	0	0	0	23998	0	0	0	1545	0	0	1331	1331	4251	60511	31453	5557	77607	140	0	0.130462	0.225382	0.212882	0	0	0	22667	1331	-239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											3919	0	0	0	4	107300	0	1103	0	8991	101354	0	0	0	0	10025	0	0	1036	0	0	0	1034	1034	546	26378	9040	6742	72438	10977	0	0.0887	0.1212	0.1087	0	0	0	8991	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											7617	0	0	0	34102	193666	0	1251	0	16906	190130	0	0	0	0	18661	0	0	977	0	0	0	1251	1251	2651	37273	58437	9853	97029	0	0	0.091569	0.139571	0.130214	0	0	0	17410	1251	-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											2349	0	0	0	51685	176718	0	1699	0	16572	177051	0	0	0	0	16304	0	0	0	4825	0	0	1526	1526	599	40520	50219	0	85285	918	0	0.0843	0.1336	0.1211	0	0	0	14778	1526	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											1253	0	0	0	44670	122822	0	771	0	13441	121076	0	0	0	0	14932	0	0	0	0	0	0	771	771	0	41083	17787	3318	65814	0	0	0.117	0.1783	0.1691	0	0	0	14161	771	-720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											5147	0	0	2887	44773	231207	0	1799	0	22243	228489	0	0	0	0	24080	0	0	0	2393	0	0	1799	1799	2074	44902	49949	7468	136143	0	0	0.0975	0.139	0.1286	0	0	0	22281	1799	-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																											5854	0	0	0	68127	277981	0	1816	0	22596	279943	0	0	0	0	24988	0	0	2379	22458	0	0	1816	1816	7448	64413	13683	8250	194829	0	0	0.0828	0.1097	0.1017	0	0	0	23172	1816	-576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
