"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													388	0	115	0	0	108	0	0	205	68	0	0	0	Reserve for bonus                                                                                                                                                                                			
242													50	0	0	0	0				50	0	0	0	0				
279													527	0	109	247	18	0	0	0	47	124	0	89	0				
354													57	0	0	30	0	0	0	0	27	0	0	0	0				
439													987	0	294	0	0	0	0	0	512	181	0	259	0				
457													248	0	0	0	0	0	0	0	47	201	0	0	0				
505													2616	0	26	0	0	25	0	0	515	2014	61	0	0	Unearned safe box rent                                                                                                                                                                           			
1146													7226	926	2943	659	0	0	0	0	278	3346	0	838	0				
1155													497	0	0	0	0	0	0	0	340	157	0	0	0				
1351													1480	0	1084	0	0	0	0	0	373	23	0	1084	0				
1454													404	0	118	0	118	0	0	0	164	122	0	0	0				
1557													477	0	14	395	0	0	0	0	68	0	0	0	0				
1632													1705	0	833	0	26	0	0	0	650	222	0	807	0				
1669													830	0	0	174	0	0	0	0	439	217	0	0	0				
1829													2990	0	178	1910	0	0	0	0	643	259	0	0	0				
1856													135	0	0	81	0	0	0	0	54	0	0	0	0				
2040													751	0	16	161	0	0	0	0	277	297	0	0	0				
2161													442	0	0	105	0	0	0	0	200	137	0	0	0				
2376													9857	0	1381	1624	0	0	0	0	43	6809	0	977	0				
2451													104	0	15	0	0	0	0	0	80	9	0	0	0				
2554													42	0	0	0	0	0	0	0	42	0	0	0	0				
2732													2601	186	234	379	10	0	0	0	521	1467	0	0	0				
2750													726	0	471	66	0	0	0	0	91	98	0	471	0				
2938													1417	0	0	0	0	0	0	0	592	825	0	0	0				
2956													259	0	0	0	0	0	0	0	206	53	0	0	0				
3252													479	0	0	251	0	0	0	0	191	37	0	0	0				
3458													51	0	15	0	0	0	0	0	35	1	0	0	0				
3506													11318	0	7397	0	0	4745	0	0	1016	2835	70	0	0	Accrued Federal Taxes Payable                                                                                                                                                                    			
3579													2861	0	38	1864	0	30	0	0	345	614	0	0	0	Savings Bonds                                                                                                                                                                                    			
3720													889	0	0	0	0	0	0	0	150	739	0	0	0				
3953													341	0	279	0	0	0	0	0	45	17	0	279	0				
4138													957	0	105	125	0	34	0	0	225	502	0	0	0	GL Unposted CR                                                                                                                                                                                   			
4147													1246	0	350	338	0	0	0	0	118	440	0	328	0				
4156													399	0	117	56	115	0	0	0	212	14	0	0	0				
4231													643	0	18	217	0	0	0	0	287	121	0	0	0				
4437													1187	0	720	0	0	462	0	0	57	410	0	0	0	ACCRUED POST RETIREMENT BENEFITS                                                                                                                                                                 			
4745													34	0	6	11	6	0	0	0	17	0	0	0	0				
4839													956	0	0	0	0	0	0	0	382	574	0	0	0				
5005													4192	0	836	2343	298	431	0	0	3	1010	0	0	0	NOTES PAYABLE                                                                                                                                                                                    			
5050													201	0	0	24	0	0	0	0	85	92	0	0	0				
5069													4163	0	674	569	0	596	0	0	1101	1819	0	0	0	Security deposits                                                                                                                                                                                			
5135													728	0	11	0	0	1	10	0	245	472	0	0	0	Withholding Tax                                                                                                                                                                                  	Unposted G/L                                                                                                                                                                                     		
5210													5816	0	2808	0	0	0	0	0	2013	995	0	2726	0				
5247													3204	0	1326	0	1326	0	0	0	555	1323	0	0	0				
5274													1187	0	389	0	0	0	0	0	163	635	0	359	0				
5331													2985	0	123	1478	0	123	0	0	128	1142	114	0	0	SECURITY DEPOSITS PAYABLE TO SUBSIDIARY                                                                                                                                                          			
5461													2052	85	219	0	43	0	0	0	40	1793	0	0	0				
5751													262	0	3	70	0	0	0	0	86	103	0	0	0				
5939													9647	0	3207	0	0	1734	822	0	1898	4542	0	0	0	UNEARNED INCOME SUBSERVICING AGREEMENT                                                                                                                                                           	DEFERRED GAIN ON SALE LEASEBACKS                                                                                                                                                                 		
6039													417	0	0	0	0	0	0	0	313	104	0	0	0				
6057													69	0	0	0	0	0	0	0	69	0	0	0	0				
6141													86	0	0	0	0	0	0	0	53	33	0	0	0				
6329													1907	0	1022	223	0	980	42	0	297	365	0	0	0	FEDERAL TAX ACCRUAL                                                                                                                                                                              	STATE TAX ACCRUAL                                                                                                                                                                                		
6972													2131	0	1452	0	0	0	0	0	458	221	0	1013	0				
7009													5657	0	132	574	0	0	0	0	236	4715	0	0	117				
7045													294	0	0	121	0	0	0	0	134	39	0	0	0				
7157													316	0	0	38	0	0	0	0	110	168	0	0	0				
7166													2014	0	0	0	0	0	0	0	605	1409	0	0	0				
7456													138	0	0	0	0	0	0	0	86	52	0	0	0				
7634													144	0	0	8	0	0	0	0	78	58	0	0	0				
8033													511	0	226	0	27	0	0	0	96	189	0	199	0				
8417													47807	0	15624	3420	0	6034	7651	0	0	28763	0	0	0	A/P - Intercompany Payable                                                                                                                                                                       	Deferred Income                                                                                                                                                                                  		
8462													192	0	0	0	0	0	0	0	158	34	0	0	0				
8547													1493	0	87	0	0				675	731	0	85	0				
8631													59	0	0	0	0	0	0	0	28	31	0	0	0				
9115													15975	0	8991	1254	0	8000	0	0	1079	4651	0	0	0	Dividends declared                                                                                                                                                                               			
9160													781	0	458	0	0	0	0	0	229	94	0	0	0				
9357													520	0	27	0	0	27	0	0	140	353	0	0	0	DEFERRED FEES                                                                                                                                                                                    			
9553													546	0	0	397	0	0	0	0	92	57	0	0	0				
9807													20643	2000	5628	0	0	0	0	0	2212	12803	0	0	3290				
9955													1299	0	0	913	0				135	251	0	0	0				
10157													404	0	12	206	0	6	6	0	177	9	0	0	0	Unearned Box Rent                                                                                                                                                                                	KRD Settlement                                                                                                                                                                                   		
10250													1252	105	255	0	0	0	0	0	540	457	0	108	0				
10849													696	0	475	0	0	285	0	0	180	41	0	0	0	Unearned origination fees                                                                                                                                                                        			
10858													4880	0	920	0	0	619	280	0	878	3082	0	0	0	I/C A/P Losses CC-FNNI                                                                                                                                                                           	A/P Insurance/Dealer                                                                                                                                                                             		
11145													339	0	0	0	0	0	0	0	89	250	0	0	0				
11640													1501	0	683	0	0	0	0	0	542	276	0	683	0				
11837													760	0	408	116	0	408			83	153	0	0	0	Income Tax Payble - Federal			
12030													2815	0	1273	0	561	0	0	0	1006	536	0	712	0				
12058													770	0	1	201	0	0	0	0	396	172	0	0	0				
12142													1331	0	165	813	0	59	0	0	235	118	0	104	0	Accrued pension contribution                                                                                                                                                                     			
12245													937	0	0	489	0	0	0	0	250	198	0	0	0				
12311	1001324	0	221870	638181	47309	29571	0	0	61939	33280	0	108050									46054					Deferred income on sale/leaseback agreement                                                                                                                                                      			
12357													291	0	0	131	0	0	0	0	133	27	0	0	0				
12647													262	0	0	0	0	0	0	0	159	103	0	0	0				
12656													33	0	0	4	0				17	12	0	0	0				
12937													531	0	0	0	0	0	0	0	221	310	0	0	0				
12946													3981	0	2955	0	0	0	0	0	635	391	0	1392	1516				
