"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					2	157	0.0625	0.0650	
242					0	0	0.0000	0.0000	
279					3	51	0.0500	0.0600	
354					0	0	0.0000	0.0000	
439					0	0	0.0000	0.0000	
457					0	0	0.0000	0.0000	
505					0	0	0.0000	0.0000	
1146					0	0	0.0000	0.0000	
1155					1	42	0.0500	0.0500	
1351					0	0	0.0000	0.0000	
1454					0	0	0.0000	0.0000	
1557					2	36	0.0790	0.0790	
1632					0	0	0.0000	0.0000	
1669					3	114	0.0500	0.1150	
1829					1	14	0.0425	0.0425	
1856					0	0	0.0000	0.0000	
2040					2	55	0.0550	0.0550	
2161					6	34	0.0390	0.0993	
2376					0	0	0.0000	0.0000	
2451					1	80	0.0700	0.0700	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					1	10	0.0550	0.0550	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					0	0	0.0000	0.0000	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					2	31	0.0425	0.0482	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					2	25	0.0740	0.1600	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					1	7	0.0350	0.0350	
4437					1	40	0.0608	0.0608	
4745					3	77	0.0650	0.0775	
4839					0	0	0.0000	0.0000	
5005					0	0	0.0000	0.0000	
5050					1	25	0.0575	0.0575	
5069					0	0	0.0000	0.0000	
5135					1	12	0.0525	0.0525	
5210					1	32	0.0395	0.0395	
5247					0	0	0.0000	0.0000	
5274					0	0	0.0000	0.0000	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					1	200	0.0463	0.0463	
5939					0	0	0.0000	0.0000	
6039					4	240	0.0500	0.0625	
6057					1	10	0.0650	0.0675	
6141					0	0	0.0000	0.0000	
6329					1	9	0.0425	0.0425	
6972					0	0	0.0000	0.0000	
7009					0	0	0.0000	0.0000	
7045					1	2	0.0600	0.0600	
7157					0	0	0.0000	0.0000	
7166					0	0	0.0000	0.0000	
7456					0	0	0.0000	0.0000	
7634					0	0	0.0000	0.0000	
8033					0	0	0.0000	0.0000	
8417					0	0	0.0000	0.0000	
8462					1	18	0.0260	0.0260	
8547					0	0	0.0000	0.0000	
8631					0	0	0.0000	0.0000	
9115					0	0	0.0000	0.0000	
9160					0	0	0.0000	0.0000	
9357					0	0	0.0000	0.0000	
9553					0	0	0.0000	0.0000	
9807					0	0	0.0000	0.0000	
9955					0	0	0.0000	0.0000	
10157					2	33	0.0700	0.0750	
10250					2	233	0.0607	0.0750	
10849					1	16	0.0575	0.0575	
10858					0	0	0.0000	0.0000	
11145					0	0	0.0000	0.0000	
11640					2	29	0.0550	0.0600	
11837					0	0	0	0	
12030					0	0	0.0000	0.0000	
12058					2	35	0.0700	0.0750	
12142					1	3	0.0675	0.0675	
12245					2	13	0.0800	0.0900	
12311	0	0	0.0000	0.0000					
12357					1	86	0.0725	0.0725	
12647					4	458	0.0400	0.0538	
12656					0	0	0.0000	0.0000	
12937					0	0	0.0000	0.0000	
12946					0	0	0.0000	0.0000	
12955					4	73	0.0600	0.1000	
13037					1	76	0.0675	0.0675	
13103					0	0	0.0000	0.0000	
13251					0	0	0.0000	0.0000	
13309					0	0	0.0000	0.0000	
13457					0	0	0.0000	0.0000	
14052					9	542	0.0425	0.0650	
14155					1	29	0.0675	0.0675	
14258					3	91	0.0450	0.1800	
14409	0	0	0.0000	0.0000					
14454					0	0	0.0000	0.0000	
14650					0	0	0.0000	0.0000	
14753					4	25	0.0800	0.0875	
14865					0	0	0.0000	0.0000	
14931					0	0	0.0000	0.0000	
14940					0	0	0.0000	0.0000	
15536					0	0	0.0000	0.0000	
16337					0	0	0.0000	0.0000	
16458					0	0	0.0000	0.0000	
16551					1	11	0.1000	0.1000	
16748					1	2	0.0800	0.0800	
16766					0	0	0.0000	0.0000	
16944					0	0	0.0000	0.0000	
16953					6	202	0.0330	0.0750	
17110					3	2510	0.0300	0.0325	
17147					0	0	0.0000	0.0000	
17259					0	0	0.0000	0.0000	
17464					4	65	0.0525	0.1200	
17549					0	0	0.0000	0.0000	
17839					0	0	0.0000	0.0000	
17950					0	0	0.0000	0.0000	
18050					2	105	0.0380	0.0575	
18135					0	0	0.0000	0.0000	
18368					0	0	0.0000	0.0000	
18377					0	0	0.0000	0.0000	
18827					0	0	0.0000	0.0000	
18836					2	9	0.0450	0.0600	
18854					0	0	0.0000	0.0000	
18863					0	0	0.0000	0.0000	
18957					0	0	0.0000	0.0000	
19356					1	24	0.0450	0.0450	
19730					2	275	0.0425	0.0575	
19936					0	0	0.0000	0.0000	
19972					0	0	0.0000	0.0000	
20053					0	0	0.0000	0.0000	
20147					3	21	0.0325	0.0600	
20259					0	0	0.0000	0.0000	
20370					0	0	0.0000	0.0000	
20512					1	50	0.0600	0.0600	
20633					2	9	0.0850	0.0850	
20754					0	0	0.0000	0.0000	
20839					0	0	0.0000	0.0000	
20857					0	0	0.0000	0.0000	
20866					0	0	0.0000	0.0000	
21256					0	0	0.0000	0.0000	
21359					0	0	0.0000	0.0000	
21630					1	32	0.0530	0.0530	
21658					1	113	0.0660	0.0660	
22048					4	231	0.0600	0.0725	
22235					1	90	0.0475	0.0475	
22356					3	322	0.0425	0.0700	
22459					1	50	0.0100	0.0100	
22543					0	0	0.0000	0.0000	
22552					0	0	0.0000	0.0000	
22730					3	96	0.0425	0.1300	
22936					0	0	0.0000	0.0000	
22954					3	218	0.0525	0.0675	
23036					0	0	0.0000	0.0000	
23045					0	0	0.0000	0.0000	
23241					3	437	0.0413	0.0500	
23456					1	88	0.0628	0.0628	
23504					0	0	0.0000	0.0000	
23540					3	23	0.0500	0.1200	
23643					0	0	0.0000	0.0000	
23755					1	87	0.0407	0.0407	
23812					8	956	0.0325	0.0500	
24006					0	0	0.0000	0.0000	
24266					0	0	0.0000	0.0000	
24453					0	0	0.0000	0.0000	
24659					0	0	0.0000	0.0000	
24668					0	0	0.0000	0.0000	
24855					0	0	0.0000	0.0000	
24949					0	0	0.0000	0.0000	
25357					0	0	0.0000	0.0000	
25647					1	95	0.0650	0.0650	
25852					1	110	0.0375	0.0375	
26149					0	0	0.0000	0.0000	
26233					0	0	0.0000	0.0000	
26242					1	40	0.0375	0.0375	
26457					0	0	0.0000	0.0000	
26756					0	0	0.0000	0.0000	
26765					1	1	0.0425	0.0425	
26859					0	0	0.0000	0.0000	
26916					0	0	0.0000	0.0000	
27548					1	230	0.0437	0.0437	
27614					0	0	0.0000	0.0000	
27838					0	0	0.0000	0.0000	
27847					0	0	0.0000	0.0000	
28013					0	0	0.0000	0.0000	
28152					0	0	0.0000	0.0000	
28255					0	0	0.0000	0.0000	
28349					0	0	0.0000	0.0000	
28406					0	0	0.0000	0.0000	
28572					0	0	0.0000	0.0000	
28732					1	80	0.0500	0.0500	
29104					0	0	0.0000	0.0000	
29159					0	0	0.0000	0.0000	
29252					0	0	0.0000	0.0000	
29636					0	0	0.0000	0.0000	
29850					2	22	0.0800	0.0800	
29944					0	0	0.0000	0.0000	
29953					0	0	0.0000	0.0000	
30025					0	0	0.0000	0.0000	
30052					0	0	0.0000	0.0000	
30146					0	0	0.0000	0.0000	
30155					0	0	0.0000	0.0000	
30258					0	0	0.0000	0.0000	
30418					0	0	0.0000	0.0000	
30502					0	0	0.0000	0.0000	
30650					0	0	0.0000	0.0000	
30810					0	0	0.0000	0.0000	
30856					0	0	0.0000	0.0000	
31134					0	0	0.0000	0.0000	
31152					0	0	0.0000	0.0000	
31255					2	6	0.0950	0.1000	
31303					0	0	0.0000	0.0000	
31657					2	14	0.0500	0.0500	
31826					1	62	0.0527	0.0527	
31835					2	37	0.0500	0.0526	
32159					0	0	0.0000	0.0000	
32234					0	0	0.0000	0.0000	
32766					0	0	0.0000	0.0000	
33147					0	0	0.0000	0.0000	
33259					0	0	0.0000	0.0000	
33268					0	0	0.0000	0.0000	
33549					0	0	0.0000	0.0000	
33727					1	1300	0.0550	0.0550	
33754					0	0	0.0000	0.0000	
33772					0	0	0.0000	0.0000	
33839					0	0	0.0000	0.0000	
33857					0	0	0.0000	0.0000	
34153					0	0	0.0000	0.0000	
34359					1	8	0.0775	0.0775	
34425					1	25	0.0450	0.0450	
34434					1	2	0.0600	0.0600	
34452					0	0	0.0000	0.0000	
34537					0	0	0.0000	0.0000	
34555					0	0	0.0000	0.0000	
34742					0	0	0.0000	0.0000	
34836					0	0	0.0000	0.0000	
34863					2	36	0.0425	0.0425	
