"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1698	RCFD1699	RCFD1701	RCFD1702	RCFD1703	RCFD1705	RCFD1706	RCFD1707	RCFD1709	RCFD1710	RCFD1711	RCFD1713	RCFD1714	RCFD1715	RCFD1716	RCFD1717	RCFD1718	RCFD1719	RCFD1731	RCFD1732	RCFD1733	RCFD1734	RCFD1735	RCFD1736	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1698	RCON1699	RCON1701	RCON1702	RCON1703	RCON1705	RCON1706	RCON1707	RCON1709	RCON1710	RCON1711	RCON1713	RCON1714	RCON1715	RCON1716	RCON1717	RCON1718	RCON1719	RCON1731	RCON1732	RCON1733	RCON1734	RCON1735	RCON1736	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	
1351																																																																																																						0	0	17007	0	0	0	0	0	0	27258	26992	3500	3438	0	0	0	0	265	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36987	36691	3700	3647	0	9464	9436	200	209	1000	990	15839	0	0	4424	11279	9974	8242	6241	208	0	136	129	0	0	0	0	0																									0	0	0	0	
1454																																																																																																						0	0	23877	1000	1000	0	0	0	0	0	0	82999	82291	0	0	3758	3689	0	0	8255	8176	0	0	0	0	0	0	11759	11274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139898	138820	0	0	0	32122	32247	65840	65198	6421	5	143	15088	30637	24281	9416	33518	2598	488	2301	4829	0	3633	614	1256	10018																									0	0	0	0	
1557																																																																																																						0	0	5404	0	0	0	0	0	0	0	0	10151	10129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2398	2411	10151	10129	0	2398	2411	0	0	0	0	3000	0	0	634	2366	3879	4324	1324	0	0	0	0	0	0	0	0	0																									0	0	0	0	
1632																																																																																																						0	0	32769	0	0	0	0	0	0	0	0	28722	28484	0	0	3	3	0	0	366	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32956	32773	0	0	0	3865	3920	0	0	4845	0	0	436	4410	13621	10664	3273	0	277	21	71	0	0	0	0	0																									0	0	0	0	
1669																																																																																																						0	0	20058	0	0	0	0	0	0	57176	56861	46574	45679	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67578	67347	46584	45689	0	10402	10486	0	0	0	0	25611	0	0	7146	18463	43220	38051	6377	0	0	10	0	0	0	0	0	0																									0	0	0	0	
1829																																																																																																						0	0	20102	0	0	0	0	0	0	0	0	10480	10265	0	0	1711	1734	0	0	34829	33745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99256	100271	0	0	0	50133	50635	995	967	245	2103	3892	200	120	3118	2019	35772	19672	168	316	326	4470	20412	9787	0	0																									0	0	0	0	
1856																																																																																																						0	0	79339	0	0	0	0	0	0	10329	10126	21495	20963	0	0	0	0	0	0	858	823	0	0	0	0	89319	88893	67346	65396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101819	101116	89699	87182	0	2171	2097	0	0	0	0	75	0	0	0	75	1851	150	31389	0	0	0	0	0	822	0	111091	43624																									0	0	0	0	
2040																																																																																																						0	0	2598	0	0	0	0	0	0	0	0	3604	3597	0	0	0	0	0	0	310	305	0	0	0	0	0	0	2418	2390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27103	27299	0	0	0	20685	20921	1104	1099	3199	86	86	1748	1450	2640	3740	14940	0	0	0	305	0	0	0	1897	493																									0	0	0	0	
2161																																																																																																						0	0	10543	0	0	0	0	0	0	0	0	11759	11711	75	82	32	34	0	0	9468	9327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	82	27423	27176	0	0	0	6164	6104	0	0	8373	0	0	0	8373	4226	2344	2871	0	0	0	0	5083	4274	81	0	0																									0	0	0	0	
2376																																																																																																						0	0	267789	0	0	0	0	0	0	10415	10313	5000	4996	11140	11095	5613	5649	102012	99715	8971	9037	0	0	0	0	132341	127159	0	0	0	0	0	0	2086	2039	0	0	0	0	2000	2042	0	0	0	0	257994	250321	30013	30170	0	0	0	0	0	0	0	2415	8429	8446	0	2415	12996	2042	0	0	3157	22286	56485	33254	9950	2706	79217	55210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2554																																																																																																						0	0	1630	0	0	0	0	2599	2503	0	0	50	50	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2649	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598	956	0	0	0	0	2	0	0	0																									0	0	0	0	
2732																																																																																																						0	0	43158	0	0	0	0	0	0	0	0	17746	17592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2052	2024	0	0	0	0	0	0	59082	58714	0	0	0	39284	39098	0	0	23285	0	0	8212	15623	17022	8802	9055	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2750																																																																																																						0	0	9062	504	493	0	0	0	0	0	0	6984	6854	0	0	1857	1844	0	0	2468	2390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	185	0	0	0	0	0	0	12794	12556	0	0	0	796	790	0	0	80	0	0	185	59	4116	2850	1112	0	498	1368	350	1612	407	0	0	0																									0	0	0	0	
2938																																																																																																						0	0	42357	0	0	0	0	0	0	0	0	37766	37314	0	0	0	0	0	0	1904	1843	0	0	0	0	0	0	430	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43352	42957	0	0	0	3252	3376	3000	2983	5595	0	0	340	5255	10381	15227	9487	0	0	0	0	1843	0	0	424	0																									0	0	0	0	
3252																																																																																																						0	0	36488	0	0	0	0	0	0	3597	3565	9379	9359	0	0	4555	4487	0	0	13643	13499	0	0	0	0	0	0	114	113	0	0	0	0	0	0	386	379	0	0	204	202	0	0	0	0	5128	5091	38196	37931	0	1531	1526	9915	9892	4224	4184	3530	0	0	1663	1867	9661	1744	8376	1269	5331	0	502	2675	4875	4602	0	491																									0	0	0	0	
3458																																																																																																						0	0	5811	1090	1078	0	0	0	0	0	0	5993	5946	0	0	22	23	0	0	90	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	2337	2326	7195	7135	0	1558	1547	0	0	0	0	3165	0	0	1179	2765	2753	1560	1104	0	0	0	111	0	0	0	0	0																									579	0	579	0	
3506																																																																																																						0	0	182148	0	0	0	0	0	0	0	0	51352	50578	0	0	0	0	548	549	13836	13709	0	0	0	0	59	59	125116	123304	0	0	0	0	0	0	2942	2941	0	0	0	0	0	0	0	0	28651	28792	227451	224709	0	28044	28184	34205	34177	0	0	42084	0	0	12590	29435	28340	2271	40163	0	0	184	104	0	13709	260	91342	34962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																						0	0	28594	0	0	0	0	0	0	0	0	34878	34329	0	0	230	225	0	0	6982	6787	0	0	0	0	0	0	605	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13597	13665	42695	41917	0	13597	13665	0	0	1750	1722	9771	0	0	3719	6052	12696	14772	11374	0	0	0	493	2044	3788	0	108	468																									0	0	0	0	
3953																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
4138																																																																																																						0	0	19730	0	0	0	0	0	0	0	0	30806	30081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34902	34126	0	0	0	4096	4045	8498	8234	505	0	0	405	100	2688	11182	19362	389	0	0	0	0	0	0	0	0																									0	0	0	0	
