"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													417	0	27	0	18	0	0	0	214	176	0	0	0				
242													115	0	0	0	0	0	0	0	115	0	0	0	0				
279													368	0	155	0	0	38	53	0	177	36	0	63	0	ELAN TRANSFER BONUS	ATM SETTLEMENT		
354													58	5	25	0	20	0	0	0	33	0	0	0	0				
439													1986	0	87	390	0	87	0	0	1182	327	0	0	0	BL Pass Through			
457													236	0	0	0	0	0	0	0	80	156	0	0	0				
505													2404	0	274	0	0	267	0	0	877	1172	81	0	0	Due to Bancorp			
1146													6727	0	2828	131	0	0	0	0	901	2867	0	2201	0				
1155													1867	0	686	0	0	0	0	0	910	271	0	686	0				
1351													626	0	0	0	0	0	0	0	488	138	0	0	0				
1454													923	0	188	0	112	0	0	0	424	311	0	76	0				
1557													280	0	8	170	0	4	0	0	102	0	0	0	0	RESERVE FOR TAXES			
1632													7331	0	1424	0	0	678	0	0	3902	2005	0	494	0	Accumulated Minimum Lease Obligations			
1669													798	0	0	0	0	0	0	0	650	148	0	0	0				
1829													1753	0	118	0	84	0	0	0	1327	308	0	0	0				
1856													273	0	0	0	0	0	0	0	273	0	0	0	0				
2040													792	0	17	0	0	0	0	0	662	113	0	0	0				
2161													676	0	420	0	0	0	0	0	164	92	0	420	0				
2376													428558	0	418968	0	142	413129	1883	289	95	9495	0	3237	0	Stock subscriptions	Unearned revenue RE jt ventures	Unearned revenue Oreo for inv	
2451													549	0	14	0	0	11	0	0	102	433	0	0	0	Credit Life			
2554													45	0	0	0	0	0	0	0	45	0	0	0	0				
2732													10968	3372	6202	0	79	2697	0	0	2994	1772	0	50	0	Due to stockholders- reverse stock split			
2750													575	0	309	0	0	0	0	0	142	124	0	309	0				
2938													7212	0	22	0	0	0	0	0	2184	5006	0	0	0				
3252													389	0	0	0	0	0	0	0	288	101	0	0	0				
3458													156	0	0	65	0	0	0	0	74	17	0	0	0				
3506													33017	18500	20535	0	0	0	0	0	1995	10467	20	0	0				
3720													1878	0	0	0	0	0	0	0	294	1584	0	0	0				
3953													877	0	572	0	0	0	0	0	80	225	0	572	0				
4138													862	0	213	276	0	0	0	0	357	16	0	0	0				
4156													870	0	172	0	153	0	0	0	656	42	0	0	0				
4231													897	0	0	0	0	0	0	0	756	141	0	0	0				
4437													1806	0	1066	0	0	458	415	0	169	571	0	0	0	Accrued postretirement benefits	Accrued settlement		
4839													1768	191	192	0	0	0	0	0	902	674	0	0	0				
5005													4911	0	1099	1210	820	0	0	0	22	2580	0	279	0				
5069													4492	0	868	0	753	0	0	0	2510	914	200	0	0				
5135													2530	0	88	0	0	0	0	0	1970	472	0	86	0				
5210													9959	0	3986	0	0	2229	0	0	3364	2609	0	1088	0	Securities purchased			
5331													3804	0	122	0	0	122	0	0	444	3238	0	0	0	RENTAL SECURITY DEPOSITS PAYABLE TO SUBSIDIARY			
