"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14925	14100	921	0	0	192	0	0	14100	0	0	96	
242	3840	3676	516	0	0	416	0	0	3676	0	0	64	
279	19946	19280	719	0	0	0	0	0	19280	0	0	-53	
354	947	925	13	0	0	5	0	0	925	0	0	14	
439	29920	15098	2554	12306	0	0	0	0	15098	0	0	-38	
457	2713	3239	360	0	0	884	0	0	3239	0	0	-2	
505	23592	22389	1983	0	0	1065	0	0	22389	0	0	285	
1146	39254	38379	2464	0	0	1595	0	0	38379	0	0	6	
1155	13503	12156	2181	0	0	1024	0	0	12156	0	0	190	
1351	14944	13934	1974	0	0	1014	0	0	13934	0	0	50	
1454	32227	28581	7009	0	0	4770	0	0	28581	0	0	1407	
1557	4634	4623	328	0	0	350	0	0	4623	0	0	33	
1632	49972	39652	7167	0	2812	0	0	0	39652	259	0	82	
1669	38636	38260	2309	0	0	2100	0	0	38260	0	0	167	
1829	39324	39446	2807	0	0	3080	0	0	39446	0	0	151	
1856	13109	13979	1726	0	0	2421	0	0	13979	0	0	-175	
2040	16733	15831	1789	0	0	950	0	0	15831	0	0	63	
2161	10415	9715	1302	0	0	716	0	0	9715	0	0	114	
2376	126444	119611	7963	0	0	0	0	-1308	118303	0	0	178	
2451	3291	2847	545	0	0	101	0	0	2847	0	0	0	
2554	680	692	178	0	0	166	0	0	692	0	0	-24	
2732	61079	60393	7781	0	0	4208	0	0	60393	-3260	0	373	
2750	4902	4692	308	0	0	166	0	0	4692	0	0	68	
2938	30050	28119	5138	0	0	3402	0	0	28119	103	0	92	
3252	13052	11717	1729	0	0	650	0	0	11717	0	0	256	
3458	2691	2420	311	0	0	80	0	3	2423	0	0	37	
3506	177510	200295	4008	0	0	27900	0	0	200295	374	0	733	
3720	20720	19072	2207	0	0	720	0	0	19072	0	0	161	
3953	6551	6614	517	0	0	580	0	0	6614	0	0	0	
4138	16934	16957	1001	0	0	1141	0	0	16957	0	0	117	
4156	15700	14217	2705	0	0	1400	0	0	14217	0	0	178	
4231	12466	11430	1026	0	0	360	0	0	11430	0	0	370	
4437	20597	18302	2690	0	0	596	0	0	18302	0	0	201	
4839	21006	18873	2788	0	0	779	0	0	18873	0	0	124	
5005	37074	33813	2569	0	0	0	0	0	33813	0	0	692	
5069	79490	70511	17760	0	0	8909	0	38	70549	0	0	90	
5135	29174	26220	3798	0	0	929	0	0	26220	0	0	85	
5210	66817	64321	6377	0	0	4566	0	0	64321	0	0	685	
5331	25643	22616	4708	0	0	3122	0	0	22616	0	0	1441	
5461	33460	28691	8388	0	0	3652	0	0	28691	0	0	33	
5751	21383	21787	2010	0	0	2630	0	0	21787	0	0	216	
6039	9364	8751	897	0	0	328	0	0	8751	0	0	44	
6057	1499	1431	98	0	0	46	0	0	1431	0	0	16	
6141	4143	3971	292	0	0	120	0	0	3971	0	0	0	
6329	29825	25781	4540	0	0	600	0	0	25781	0	0	104	
6972	94848	97254	5271	0	0	7870	0	0	97254	0	0	193	
7009	54584	52839	15285	0	0	14500	0	0	52839	0	0	960	
7045	11556	10883	879	0	0	340	0	0	10883	0	0	134	
7157	3921	3708	216	0	0	48	0	0	3708	0	0	45	
7456	3950	3890	364	0	0	376	0	0	3890	0	0	72	
7634	5415	4946	439	0	0	0	0	0	4946	0	0	30	
8033	9005	8104	1627	0	0	750	0	0	8104	0	0	24	
8462	9824	8777	1749	0	0	861	0	0	8777	0	0	159	
8631	6196	6029	375	0	0	320	0	0	6029	0	0	112	
9357	63260	58316	9642	0	0	4639	0	0	58316	0	0	-59	
9553	6916	6619	818	0	0	524	0	0	6619	0	0	3	
9807	239542	210461	86886	0	0	56900	0	0	210461	0	0	-905	
9955	9622	9070	1005	0	0	560	0	0	9070	0	0	107	
10157	5106	4865	372	0	0	195	0	0	4865	0	0	64	
10250	30767	26486	4832	0	1790	2357	0	0	26486	0	0	16	
10849	26480	25404	3403	0	0	2550	0	0	25404	0	0	223	
10858	33149	34562	3337	0	0	4750	0	0	34562	0	0	0	
11145	14724	13774	1539	0	0	620	0	0	13774	0	0	31	
11640	21455	19677	3005	0	0	1447	0	0	19677	0	0	220	
11837	10160	9545	1609	0	0	1008	0	0	9545	0	0	14	
12030	25851	22312	4383	0	0	900	0	0	22312	0	0	56	
12058	10065	9500	1063	0	0	600	0	0	9500	0	0	102	
12142	19469	19278	659	0	0	659	0	0	19278	0	0	191	
12245	11561	11357	613	0	0	397	0	0	11357	0	0	-12	
12311	2067469	1694551	432328	529707	-1304	576625	0	12111	1706662	0	0	-23299	
12647	7425	6905	1044	0	40	564	0	0	6905	0	0	0	
12656	999	862	137	0	0	0	0	0	862	0	0	0	
12937	15176	14814	761	0	0	300	0	0	14814	0	0	-99	
