"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1172	60	70	0	1082	40	0			0	0	
242	161	0	1	0	160	0	0			0	0	
279	358	34	1	0	349	26	0			0	0	
354	190	0	11	0	190	11	0			0	0	
439	1933	181	8	0	1820	76	0			0	0	
457	348	20	30	0	348	50	0			0	0	
505	2697	210	56	0	2627	196	0			0	0	
1155	1885	180	29	0	1709	33	0			0	0	
1351	1146	60	6	0	1120	40	0	0	0	0	0	
1454	1987	240	43	0	1740	36	0			0	0	
1557	379	0	2	0	377	0	0	0	0	0	0	
1632	7340	235	86	0	7059	40	0			0	0	
1669	1643	134	110	0	1609	210	0			0	0	
1829	4540	120	246	0	4196	22	0			0	0	
1856	188	30	8	0	150	0	0			0	0	
2040	2016	227	198	0	1642	51	0			0	0	
2161	567	41	10	0	552	36	0			0	0	
2376	8882	785	0	0	8097	0	0			0	0	
2451	242	45	0	0	201	4	0			0	0	
2554	26	0	0	0	26	0	0			0	0	
2732	3540	130	7	0	3758	355	0			0	0	
2750	328	75	1	0	380	128	0			0	0	
2938	6354	934	111	0	5871	562	0			0	0	
3252	915	0	156	0	944	185	0			0	0	
3458	336	0	5	0	331	0	0			0	0	
3720	1346	26	0	0	1323	3	0			0	0	
3953	1102	0	60	0	1085	43	0			0	0	
4138	1268	150	128	0	1201	211	0			0	0	
4156	1634	-8	20	0	1412	16	226			0	0	
4231	786	72	11	0	736	33	0			0	0	
4437	1588	330	11	0	1632	385	0			0	0	
