"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	144	442	2284	92	869	0	0	0	0	0	829	0	0	0				
242																0	153	0	479	14	19	0	0	0	0	0	307	0	0	0				
279																5	1475	278	2626	59	64	0	0	0	0	0	753	56	0	0				
354																0	0	70	169	0	4	0	0	0	0	0	95	0	0	0				
439																0	338	0	3066	0	496	377	0	0	0	0	2232	0	0	0	Investments - Midland Tax Credits			
457																0	124	0	1029	32	32	0	0	0	0	0	398	475	0	0				
505																0	2548	934	6963	1724	2232	0	0	0	0	0	1249	0	0	0				
1155																0	767	0	5739	63	117	34	0	0	0	0	1504	3351	0	0	Credit Card Settlement Deposits			
1351																0	0	0	1624	39	135	96	0	0	0	0	1489	0	0	0	computer software			
1454																0	1092	0	8803	605	1231	0	0	0	0	0	2339	4141	0	0				
1557																0	137	0	924	25	38	0	0	0	0	0	749	0	0	0				
1632																0	1404	3005	11274	0	862	684	0	0	0	0	5345	658	0	0	Reserve for Federal Taxes			
1669																50	426	751	9016	77	127	0	0	0	0	0	1760	5952	0	0				
1829																0	2251	2160	9976	0	3506	1860	0	0	0	0	2059	0	0	0	Due from Holding Company			
1856																0	4620	0	6276	191	191	0	0	0	0	0	1465	0	0	0				
2040																0	1194	471	5350	475	559	64	0	0	0	0	985	2141	0	0	Computer Software			
2161																0	259	184	3661	140	2382	2242	0	0	0	328	508	0	0	0	Cash Surrender Value-Life Ins			
2376																0	10619	14348	56192	295	984	0	0	0	0	0	4876	25365	0	0				
2451																0	915	0	1678	70	155	0	0	0	0	0	608	0	0	0				
2554																0	0	0	123	12	19	7	0	0	0	0	104	0	0	0	software			
2732																0	174	948	4688	38	473	279	50	0	0	0	2813	280	0	0	Federal income taxes - current	Executive Benefits Deferred Comp Asset		
2750																0	482	0	2151	124	124	0	0	0	0	0	890	655	0	0				
2938																11	1381	2153	9490	0	1629	0	0	0	0	0	4327	0	0	0				
3252																0	305	0	3335	222	679	0	0	0	0	0	2351	0	0	0				
3458																0	177	0	420	13	14	0	0	0	0	0	229	0	0	0				
3720																0	557	965	5321	371	429	0	0	0	0	0	1501	1869	0	0				
3953																5	990	0	3495	168	173	0	0	0	0	0	1681	651	0	0				
4138																0	953	0	2938	0	764	0	0	0	0	0	1221	0	0	0				
4156																0	1750	32	7060	15	16	0	0	0	0	0	2330	2932	0	0				
4231																0	0	655	2364	0	203	0	0	0	0	0	1506	0	0	0				
4437																0	832	930	4697	0	1426	1000	0	0	0	0	1509	0	0	0	Due from Parent Company			
4839																0	1595	0	3234	126	146	0	0	0	0	0	1493	0	0	0				
5005																0	3256	0	13845	0	1871	456	0	0	0	0	1769	6949	0	0	PRESENT VALUE OF SERP			
5069																0	0	444	3896	875	2016	1140	0	0	0	0	1436	0	0	0	Accts Rec			
5135																108	934	853	10335	190	551	0	0	0	0	0	5041	2956	0	0				
5210																0	10587	3928	43228	998	1355	0	0	0	0	0	5040	22318	0	0				
5331																0	3602	1008	9794	1926	4242	2154	0	0	0	0	692	250	0	0	accrued interest on securities purchased			
5461																0	0	0	6976	0	3908	1635	1815	0	0	0	2463	605	0	0	QZAB	FHLB STOCK		
5751																0	268	44	3676	56	60	0	0	0	0	0	1142	2162	0	0				
6039																0	424	125	2012	134	188	0	0	0	0	0	940	335	0	0				
6057																0	189	0	537	62	79	0	0	0	0	0	269	0	0	0				
6141																0	150	50	668	100	100	0	0	0	0	0	368	0	0	0				
6329																289	892	1567	12090	1896	3029	0	0	0	0	0	2876	3726	0	0				
6972																0	718	0	16226	0	3003	0	0	0	0	0	5880	6625	0	0				
7009																0	0	264	10299	0	7816	6806	0	0	0	0	2219	0	0	0	Receivables			
7045																0	0	172	1624	0	301	0	0	0	0	0	1151	0	0	0				
7157																0	23	41	494	0	55	0	0	0	0	0	375	0	0	0				
7456																0	201	0	778	0	59	44	0	0	0	0	518	0	0	0	prepaid health ins			
7634																0	738	145	1623	80	160	0	0	0	0	0	580	0	0	0				
8033																0	1113	165	3454	0	89	0	0	0	0	0	1408	679	0	0				
